date,district,cases_new
2021-05-12,mahabubabad,98
2021-05-12,mancherial,161
2021-05-12,medak,55
2021-05-12,medchal malkajigiri,305
2021-05-12,mulugu,57
2021-05-12,nagarkurnool,194
2021-05-12,nalgonda,181
2021-05-12,narayanpet,42
2021-05-12,nirmal,27
2021-05-12,nizamabad,96
2021-05-12,peddapalli,148
2021-05-12,rajanna siricilla,59
2021-05-12,rangareddy,312
2021-05-12,sangareddy,114
2021-05-12,siddipet,161
2021-05-12,suryapet,105
2021-05-12,total,4723
2021-05-12,vikarabad,153
2021-05-12,wanaparthy,85
2021-05-12,warangal rural,105
2021-05-12,warangal urban,194
2021-05-12,yadadri bhonigir,117
2021-05-13,adilabad,39
2021-05-13,bhadradri kothagudem,118
2021-05-13,ghmc,734
2021-05-13,jagityal,140
2021-05-13,jangaon,45
2021-05-13,jayashankar bhupalpally,63
2021-05-13,jogulamba gadwal,66
2021-05-13,kamareddy,52
2021-05-13,karimnagar,209
2021-05-13,khammam,198
2021-05-13,komarambheem asifabad,50
2021-05-13,mahaboobnagar,122
2021-05-13,mahabubabad,113
2021-05-13,mancherial,130
2021-05-13,medak,57
2021-05-13,medchal malkajigiri,285
2021-05-13,mulugu,58
2021-05-13,nagarkurnool,156
2021-05-13,nalgonda,296
2021-05-13,narayanpet,39
2021-05-13,nirmal,37
2021-05-13,nizamabad,98
2021-05-13,peddapalli,126
2021-05-13,rajanna siricilla,91
2021-05-13,rangareddy,296
2021-05-13,sangareddy,136
2021-05-13,siddipet,150
2021-05-13,suryapet,45
2021-05-13,total,4693
2021-05-13,vikarabad,179
2021-05-13,wanaparthy,95
2021-05-13,warangal rural,189
2021-05-13,warangal urban,161
2021-05-13,yadadri bhonigir,120
2021-05-14,adilabad,34
2021-05-14,bhadradri kothagudem,130
2021-05-14,ghmc,607
2021-05-14,jagityal,125
2021-05-14,jangaon,63
2021-05-14,jayashankar bhupalpally,76
2021-05-14,jogulamba gadwal,71
2021-05-14,kamareddy,36
2021-05-14,karimnagar,229
2021-05-14,khammam,222
2021-05-14,komarambheem asifabad,29
2021-05-14,mahaboobnagar,137
2021-05-14,mahabubabad,94
2021-05-14,mancherial,139
2021-05-14,medak,47
2021-05-14,medchal malkajigiri,291
2021-05-14,mulugu,51
2021-05-14,nagarkurnool,143
2021-05-14,nalgonda,246
2021-05-14,narayanpet,26
2021-05-14,nirmal,25
2021-05-14,nizamabad,82
2021-05-14,peddapalli,134
2021-05-14,rajanna siricilla,71
2021-05-14,rangareddy,293
2021-05-14,sangareddy,111
2021-05-14,siddipet,169
2021-05-14,suryapet,31
2021-05-14,total,4305
2021-05-14,vikarabad,158
2021-05-14,wanaparthy,110
2021-05-14,warangal rural,122
2021-05-14,warangal urban,128
2021-05-14,yadadri bhonigir,75
2021-05-15,adilabad,30
2021-05-15,bhadradri kothagudem,127
2021-05-15,ghmc,601
2021-05-15,jagityal,116
2021-05-15,jangaon,73
2021-05-15,jayashankar bhupalpally,97
2021-05-15,jogulamba gadwal,86
2021-05-15,kamareddy,42
2021-05-15,karimnagar,173
2021-05-15,khammam,203
2021-05-15,komarambheem asifabad,27
2021-05-15,mahaboobnagar,161
2021-05-15,mahabubabad,106
2021-05-15,mancherial,122
2021-05-15,medak,63
2021-05-15,medchal malkajigiri,328
2021-05-15,mulugu,61
2021-05-15,nagarkurnool,157
2021-05-15,nalgonda,199
2021-05-15,narayanpet,32
2021-05-15,nirmal,28
2021-05-15,nizamabad,76
2021-05-15,peddapalli,144
2021-05-15,rajanna siricilla,64
2021-05-15,rangareddy,267
2021-05-15,sangareddy,106
2021-05-15,siddipet,154
2021-05-15,suryapet,21
2021-05-15,total,4298
2021-05-15,vikarabad,148
2021-05-15,wanaparthy,107
2021-05-15,warangal rural,126
2021-05-15,warangal urban,160
2021-05-15,yadadri bhonigir,93
2021-05-16,adilabad,18
2021-05-16,bhadradri kothagudem,152
2021-05-16,ghmc,658
2021-05-16,jagityal,135
2021-05-16,jangaon,54
2021-05-16,jayashankar bhupalpally,76
2021-05-16,jogulamba gadwal,86
2021-05-16,kamareddy,25
2021-05-16,karimnagar,152
2021-05-16,khammam,151
2021-05-16,komarambheem asifabad,17
2021-05-16,mahaboobnagar,142
2021-05-16,mahabubabad,90
2021-05-16,mancherial,89
2021-05-16,medak,44
2021-05-16,medchal malkajigiri,293
2021-05-16,mulugu,26
2021-05-16,nagarkurnool,131
2021-05-16,nalgonda,51
2021-05-16,narayanpet,31
2021-05-16,nirmal,14
2021-05-16,nizamabad,66
2021-05-16,peddapalli,88
2021-05-16,rajanna siricilla,87
2021-05-16,rangareddy,326
2021-05-16,sangareddy,143
2021-05-16,siddipet,138
2021-05-16,suryapet,52
2021-05-16,total,3816
2021-05-16,vikarabad,135
2021-05-16,wanaparthy,129
2021-05-16,warangal rural,56
2021-05-16,warangal urban,124
2021-05-16,yadadri bhonigir,37
2021-05-17,adilabad,25
2021-05-17,bhadradri kothagudem,139
2021-05-17,ghmc,631
2021-05-17,jagityal,101
2021-05-17,jangaon,39
2021-05-17,jayashankar bhupalpally,60
2021-05-17,jogulamba gadwal,75
2021-05-17,kamareddy,33
2021-05-17,karimnagar,160
2021-05-17,khammam,229
2021-05-17,komarambheem asifabad,30
2021-05-17,mahaboobnagar,135
2021-05-17,mahabubabad,57
2021-05-17,mancherial,122
2021-05-17,medak,51
2021-05-17,medchal malkajigiri,258
2021-05-17,mulugu,62
2021-05-17,nagarkurnool,149
2021-05-17,nalgonda,138
2021-05-17,narayanpet,32
2021-05-17,nirmal,26
2021-05-17,nizamabad,88
2021-05-17,peddapalli,130
2021-05-17,rajanna siricilla,73
2021-05-17,rangareddy,257
2021-05-17,sangareddy,73
2021-05-17,siddipet,118
2021-05-17,suryapet,80
2021-05-17,total,3961
2021-05-17,vikarabad,137
2021-05-17,wanaparthy,108
2021-05-17,warangal rural,99
2021-05-17,warangal urban,141
2021-05-17,yadadri bhonigir,105
2021-05-18,adilabad,18
2021-05-18,bhadradri kothagudem,142
2021-05-18,ghmc,607
2021-05-18,jagityal,86
2021-05-18,jangaon,47
2021-05-18,jayashankar bhupalpally,49
2021-05-18,jogulamba gadwal,57
2021-05-18,kamareddy,40
2021-05-18,karimnagar,188
2021-05-18,khammam,247
2021-05-18,komarambheem asifabad,27
2021-05-18,mahaboobnagar,129
2021-05-18,mahabubabad,88
2021-05-18,mancherial,109
2021-05-18,medak,58
2021-05-18,medchal malkajigiri,225
2021-05-18,mulugu,49
2021-05-18,nagarkurnool,146
2021-05-18,nalgonda,139
2021-05-18,narayanpet,48
2021-05-18,nirmal,23
2021-05-18,nizamabad,69
2021-05-18,peddapalli,133
2021-05-18,rajanna siricilla,72
2021-05-18,rangareddy,262
2021-05-18,sangareddy,114
2021-05-18,siddipet,104
2021-05-18,suryapet,133
2021-05-18,total,3982
2021-05-18,vikarabad,130
2021-05-18,wanaparthy,90
2021-05-18,warangal rural,129
2021-05-18,warangal urban,142
2021-05-18,yadadri bhonigir,82
2021-05-19,adilabad,17
2021-05-19,bhadradri kothagudem,143
2021-05-19,ghmc,594
2021-05-19,jagityal,101
2021-05-19,jangaon,44
2021-05-19,jayashankar bhupalpally,53
2021-05-19,jogulamba gadwal,55
2021-05-19,kamareddy,39
2021-05-19,karimnagar,140
2021-05-19,khammam,227
2021-05-19,komarambheem asifabad,26
2021-05-19,mahaboobnagar,120
2021-05-19,mahabubabad,67
2021-05-19,mancherial,101
2021-05-19,medak,47
2021-05-19,medchal malkajigiri,239
2021-05-19,mulugu,45
2021-05-19,nagarkurnool,139
2021-05-19,nalgonda,175
2021-05-19,narayanpet,32
2021-05-19,nirmal,20
2021-05-19,nizamabad,62
2021-05-19,peddapalli,90
2021-05-19,rajanna siricilla,75
2021-05-19,rangareddy,265
2021-05-19,sangareddy,104
2021-05-19,siddipet,126
2021-05-19,suryapet,121
2021-05-19,total,3837
2021-05-19,vikarabad,126
2021-05-19,wanaparthy,88
2021-05-19,warangal rural,123
2021-05-19,warangal urban,139
2021-05-19,yadadri bhonigir,94
2021-05-20,adilabad,16
2021-05-20,bhadradri kothagudem,121
2021-05-20,ghmc,574
2021-05-20,jagityal,93
2021-05-20,jangaon,38
2021-05-20,jayashankar bhupalpally,45
2021-05-20,jogulamba gadwal,55
2021-05-20,kamareddy,31
2021-05-20,karimnagar,147
2021-05-20,khammam,217
2021-05-20,komarambheem asifabad,23
2021-05-20,mahaboobnagar,128
2021-05-20,mahabubabad,72
2021-05-20,mancherial,108
2021-05-20,medak,47
2021-05-20,medchal malkajigiri,218
2021-05-20,mulugu,51
2021-05-20,nagarkurnool,118
2021-05-20,nalgonda,166
2021-05-20,narayanpet,33
2021-05-20,nirmal,18
2021-05-20,nizamabad,59
2021-05-20,peddapalli,120
2021-05-20,rajanna siricilla,66
2021-05-20,rangareddy,247
2021-05-20,sangareddy,106
2021-05-20,siddipet,116
2021-05-20,suryapet,110
2021-05-20,total,3660
2021-05-20,vikarabad,112
2021-05-20,wanaparthy,80
2021-05-20,warangal rural,103
2021-05-20,warangal urban,131
2021-05-20,yadadri bhonigir,91
2021-05-21,adilabad,14
2021-05-21,bhadradri kothagudem,115
2021-05-21,ghmc,534
2021-05-21,jagityal,92
2021-05-21,jangaon,30
2021-05-21,jayashankar bhupalpally,47
2021-05-21,jogulamba gadwal,61
2021-05-21,kamareddy,43
2021-05-21,karimnagar,136
2021-05-21,khammam,217
2021-05-21,komarambheem asifabad,28
2021-05-21,mahaboobnagar,135
2021-05-21,mahabubabad,89
2021-05-21,mancherial,103
2021-05-21,medak,51
2021-05-21,medchal malkajigiri,219
2021-05-21,mulugu,51
2021-05-21,nagarkurnool,111
2021-05-21,nalgonda,150
2021-05-21,narayanpet,28
2021-05-21,nirmal,15
2021-05-21,nizamabad,53
2021-05-21,peddapalli,94
2021-05-21,rajanna siricilla,49
2021-05-21,rangareddy,243
2021-05-21,sangareddy,86
2021-05-21,siddipet,110
2021-05-21,suryapet,51
2021-05-21,total,3464
2021-05-21,vikarabad,115
2021-05-21,wanaparthy,84
2021-05-21,warangal rural,109
2021-05-21,warangal urban,111
2021-05-21,yadadri bhonigir,90
2021-05-22,adilabad,17
2021-05-22,bhadradri kothagudem,92
2021-05-22,ghmc,513
2021-05-22,jagityal,91
2021-05-22,jangaon,36
2021-05-22,jayashankar bhupalpally,42
2021-05-22,jogulamba gadwal,61
2021-05-22,kamareddy,31
2021-05-22,karimnagar,161
2021-05-22,khammam,228
2021-05-22,komarambheem asifabad,24
2021-05-22,mahaboobnagar,116
2021-05-22,mahabubabad,100
2021-05-22,mancherial,84
2021-05-22,medak,48
2021-05-22,medchal malkajigiri,203
2021-05-22,mulugu,49
2021-05-22,nagarkurnool,90
2021-05-22,nalgonda,98
2021-05-22,narayanpet,25
2021-05-22,nirmal,16
2021-05-22,nizamabad,60
2021-05-22,peddapalli,101
2021-05-22,rajanna siricilla,30
2021-05-22,rangareddy,226
2021-05-22,sangareddy,120
2021-05-22,siddipet,110
2021-05-22,suryapet,73
2021-05-22,total,3308
2021-05-22,vikarabad,92
2021-05-22,wanaparthy,83
2021-05-22,warangal rural,81
2021-05-22,warangal urban,116
2021-05-22,yadadri bhonigir,91
2021-05-23,adilabad,11
2021-05-23,bhadradri kothagudem,42
2021-05-23,ghmc,343
2021-05-23,jagityal,71
2021-05-23,jangaon,16
2021-05-23,jayashankar bhupalpally,20
2021-05-23,jogulamba gadwal,63
2021-05-23,kamareddy,12
2021-05-23,karimnagar,165
2021-05-23,khammam,123
2021-05-23,komarambheem asifabad,13
2021-05-23,mahaboobnagar,134
2021-05-23,mahabubabad,57
2021-05-23,mancherial,46
2021-05-23,medak,20
2021-05-23,medchal malkajigiri,146
2021-05-23,mulugu,16
2021-05-23,nagarkurnool,57
2021-05-23,nalgonda,32
2021-05-23,narayanpet,23
2021-05-23,nirmal,7
2021-05-23,nizamabad,30
2021-05-23,peddapalli,50
2021-05-23,rajanna siricilla,28
2021-05-23,rangareddy,174
2021-05-23,sangareddy,83
2021-05-23,siddipet,94
2021-05-23,suryapet,63
2021-05-23,total,2242
2021-05-23,vikarabad,87
2021-05-23,wanaparthy,55
2021-05-23,warangal rural,61
2021-05-23,warangal urban,87
2021-05-23,yadadri bhonigir,13
2021-05-24,adilabad,18
2021-05-24,bhadradri kothagudem,61
2021-05-24,ghmc,424
2021-05-24,jagityal,86
2021-05-24,jangaon,35
2021-05-24,jayashankar bhupalpally,54
2021-05-24,jogulamba gadwal,54
2021-05-24,kamareddy,23
2021-05-24,karimnagar,162
2021-05-24,khammam,198
2021-05-24,komarambheem asifabad,30
2021-05-24,mahaboobnagar,92
2021-05-24,mahabubabad,63
2021-05-24,mancherial,99
2021-05-24,medak,38
2021-05-24,medchal malkajigiri,185
2021-05-24,mulugu,59
2021-05-24,nagarkurnool,53
2021-05-24,nalgonda,159
2021-05-24,narayanpet,30
2021-05-24,nirmal,17
2021-05-24,nizamabad,46
2021-05-24,peddapalli,106
2021-05-24,rajanna siricilla,67
2021-05-24,rangareddy,165
2021-05-24,sangareddy,49
2021-05-24,siddipet,101
2021-05-24,suryapet,130
2021-05-24,total,3043
2021-05-24,vikarabad,105
2021-05-24,wanaparthy,71
2021-05-24,warangal rural,109
2021-05-24,warangal urban,111
2021-05-24,yadadri bhonigir,43
2021-05-25,adilabad,15
2021-05-25,bhadradri kothagudem,116
2021-05-25,ghmc,537
2021-05-25,jagityal,111
2021-05-25,jangaon,39
2021-05-25,jayashankar bhupalpally,56
2021-05-25,jogulamba gadwal,69
2021-05-25,kamareddy,25
2021-05-25,karimnagar,172
2021-05-25,khammam,245
2021-05-25,komarambheem asifabad,19
2021-05-25,mahaboobnagar,128
2021-05-25,mahabubabad,98
2021-05-25,mancherial,116
2021-05-25,medak,45
2021-05-25,medchal malkajigiri,215
2021-05-25,mulugu,58
2021-05-25,nagarkurnool,132
2021-05-25,nalgonda,187
2021-05-25,narayanpet,26
2021-05-25,nirmal,14
2021-05-25,nizamabad,44
2021-05-25,peddapalli,147
2021-05-25,rajanna siricilla,79
2021-05-25,rangareddy,226
2021-05-25,sangareddy,103
2021-05-25,siddipet,104
2021-05-25,suryapet,214
2021-05-25,total,3821
2021-05-25,vikarabad,103
2021-05-25,wanaparthy,105
2021-05-25,warangal rural,87
2021-05-25,warangal urban,146
2021-05-25,yadadri bhonigir,40
2021-05-26,adilabad,8
2021-05-26,bhadradri kothagudem,128
2021-05-26,ghmc,528
2021-05-26,jagityal,70
2021-05-26,jangaon,45
2021-05-26,jayashankar bhupalpally,51
2021-05-26,jogulamba gadwal,73
2021-05-26,kamareddy,26
2021-05-26,karimnagar,170
2021-05-26,khammam,214
2021-05-26,komarambheem asifabad,24
2021-05-26,mahaboobnagar,158
2021-05-26,mahabubabad,141
2021-05-26,mancherial,103
2021-05-26,medak,43
2021-05-26,medchal malkajigiri,213
2021-05-26,mulugu,39
2021-05-26,nagarkurnool,104
2021-05-26,nalgonda,218
2021-05-26,narayanpet,25
2021-05-26,nirmal,16
2021-05-26,nizamabad,45
2021-05-26,peddapalli,137
2021-05-26,rajanna siricilla,56
2021-05-26,rangareddy,229
2021-05-26,sangareddy,90
2021-05-26,siddipet,131
2021-05-26,suryapet,178
2021-05-26,total,3762
2021-05-26,vikarabad,101
2021-05-26,wanaparthy,93
2021-05-26,warangal rural,102
2021-05-26,warangal urban,158
2021-05-26,yadadri bhonigir,45
2021-05-27,adilabad,14
2021-05-27,bhadradri kothagudem,142
2021-05-27,ghmc,504
2021-05-27,jagityal,66
2021-05-27,jangaon,34
2021-05-27,jayashankar bhupalpally,59
2021-05-27,jogulamba gadwal,58
2021-05-27,kamareddy,21
2021-05-27,karimnagar,196
2021-05-27,khammam,228
2021-05-27,komarambheem asifabad,22
2021-05-27,mahaboobnagar,123
2021-05-27,mahabubabad,137
2021-05-27,mancherial,91
2021-05-27,medak,44
2021-05-27,medchal malkajigiri,204
2021-05-27,mulugu,53
2021-05-27,nagarkurnool,84
2021-05-27,nalgonda,229
2021-05-27,narayanpet,23
2021-05-27,nirmal,18
2021-05-27,nizamabad,60
2021-05-27,peddapalli,130
2021-05-27,rajanna siricilla,61
2021-05-27,rangareddy,192
2021-05-27,sangareddy,86
2021-05-27,siddipet,130
2021-05-27,suryapet,147
2021-05-27,total,3614
2021-05-27,vikarabad,91
2021-05-27,wanaparthy,88
2021-05-27,warangal rural,110
2021-05-27,warangal urban,123
2021-05-27,yadadri bhonigir,46
2021-05-28,adilabad,18
2021-05-28,bhadradri kothagudem,154
2021-05-28,ghmc,519
2021-05-28,jagityal,55
2021-05-28,jangaon,31
2021-05-28,jayashankar bhupalpally,48
2021-05-28,jogulamba gadwal,54
2021-05-28,kamareddy,20
2021-05-28,karimnagar,178
2021-05-28,khammam,215
2021-05-28,komarambheem asifabad,23
2021-05-28,mahaboobnagar,124
2021-05-28,mahabubabad,119
2021-05-28,mancherial,88
2021-05-28,medak,40
2021-05-28,medchal malkajigiri,188
2021-05-28,mulugu,46
2021-05-28,nagarkurnool,81
2021-05-28,nalgonda,218
2021-05-28,narayanpet,26
2021-05-28,nirmal,15
2021-05-28,nizamabad,47
2021-05-28,peddapalli,144
2021-05-28,rajanna siricilla,78
2021-05-28,rangareddy,207
2021-05-28,sangareddy,75
2021-05-28,siddipet,115
2021-05-28,suryapet,152
2021-05-28,total,3527
2021-05-28,vikarabad,83
2021-05-28,wanaparthy,95
2021-05-28,warangal rural,96
2021-05-28,warangal urban,130
2021-05-28,yadadri bhonigir,45
2021-05-29,adilabad,12
2021-05-29,bhadradri kothagudem,118
2021-05-29,ghmc,436
2021-05-29,jagityal,58
2021-05-29,jangaon,36
2021-05-29,jayashankar bhupalpally,49
2021-05-29,jogulamba gadwal,38
2021-05-29,kamareddy,16
2021-05-29,karimnagar,143
2021-05-29,khammam,176
2021-05-29,komarambheem asifabad,28
2021-05-29,mahaboobnagar,101
2021-05-29,mahabubabad,115
2021-05-29,mancherial,95
2021-05-29,medak,37
2021-05-29,medchal malkajigiri,153
2021-05-29,mulugu,43
2021-05-29,nagarkurnool,60
2021-05-29,nalgonda,190
2021-05-29,narayanpet,19
2021-05-29,nirmal,13
2021-05-29,nizamabad,47
2021-05-29,peddapalli,129
2021-05-29,rajanna siricilla,56
2021-05-29,rangareddy,174
2021-05-29,sangareddy,66
2021-05-29,siddipet,109
2021-05-29,suryapet,117
2021-05-29,total,2982
2021-05-29,vikarabad,72
2021-05-29,wanaparthy,73
2021-05-29,warangal rural,79
2021-05-29,warangal urban,87
2021-05-29,yadadri bhonigir,37
2021-05-30,adilabad,5
2021-05-30,bhadradri kothagudem,75
2021-05-30,ghmc,390
2021-05-30,jagityal,49
2021-05-30,jangaon,15
2021-05-30,jayashankar bhupalpally,29
2021-05-30,jogulamba gadwal,25
2021-05-30,kamareddy,4
2021-05-30,karimnagar,92
2021-05-30,khammam,82
2021-05-30,komarambheem asifabad,9
2021-05-30,mahaboobnagar,69
2021-05-30,mahabubabad,60
2021-05-30,mancherial,47
2021-05-30,medak,15
2021-05-30,medchal malkajigiri,101
2021-05-30,mulugu,12
2021-05-30,nagarkurnool,38
2021-05-30,nalgonda,45
2021-05-30,narayanpet,10
2021-05-30,nirmal,3
2021-05-30,nizamabad,19
2021-05-30,peddapalli,68
2021-05-30,rajanna siricilla,26
2021-05-30,rangareddy,114
2021-05-30,sangareddy,68
2021-05-30,siddipet,76
2021-05-30,suryapet,29
2021-05-30,total,1801
2021-05-30,vikarabad,50
2021-05-30,wanaparthy,55
2021-05-30,warangal rural,61
2021-05-30,warangal urban,54
2021-05-30,yadadri bhonigir,6
2021-05-31,adilabad,9
2021-05-31,bhadradri kothagudem,128
2021-05-31,ghmc,307
2021-05-31,jagityal,53
2021-05-31,jangaon,33
2021-05-31,jayashankar bhupalpally,65
2021-05-31,jogulamba gadwal,36
2021-05-31,kamareddy,16
2021-05-31,karimnagar,96
2021-05-31,khammam,134
2021-05-31,komarambheem asifabad,20
2021-05-31,mahaboobnagar,90
2021-05-31,mahabubabad,111
2021-05-31,mancherial,87
2021-05-31,medak,29
2021-05-31,medchal malkajigiri,114
2021-05-31,mulugu,53
2021-05-31,nagarkurnool,51
2021-05-31,nalgonda,183
2021-05-31,narayanpet,17
2021-05-31,nirmal,12
2021-05-31,nizamabad,35
2021-05-31,peddapalli,101
2021-05-31,rajanna siricilla,75
2021-05-31,rangareddy,142
2021-05-31,sangareddy,22
2021-05-31,siddipet,99
2021-05-31,suryapet,62
2021-05-31,total,2524
2021-05-31,vikarabad,77
2021-05-31,wanaparthy,54
2021-05-31,warangal rural,63
2021-05-31,warangal urban,104
2021-05-31,yadadri bhonigir,46
2021-06-01,adilabad,12
2021-06-01,bhadradri kothagudem,115
2021-06-01,ghmc,318
2021-06-01,jagityal,48
2021-06-01,jangaon,34
2021-06-01,jayashankar bhupalpally,63
2021-06-01,jogulamba gadwal,41
2021-06-01,kamareddy,15
2021-06-01,karimnagar,129
2021-06-01,khammam,121
2021-06-01,komarambheem  asifabad,14
2021-06-01,mahaboobnagar,88
2021-06-01,mahabubabad,105
2021-06-01,mancherial,88
2021-06-01,medak,29
2021-06-01,medchal malkajigiri,137
2021-06-01,mulugu,54
2021-06-01,nagarkurnool,52
2021-06-01,nalgonda,165
2021-06-01,narayanpet,21
2021-06-01,nirmal,14
2021-06-01,nizamabad,18
2021-06-01,peddapalli,96
2021-06-01,rajanna siricilla,53
2021-06-01,rangareddy,152
2021-06-01,sangareddy,66
2021-06-01,siddipet,68
2021-06-01,suryapet,73
2021-06-01,total,2493
2021-06-01,vikarabad,61
2021-06-01,wanaparthy,61
2021-06-01,warangal rural,58
2021-06-01,warangal urban,91
2021-06-01,yadadri bhonigir,33
2021-06-02,adilabad,11
2021-06-02,bhadradri kothagudem,113
2021-06-02,ghmc,307
2021-06-02,jagityal,41
2021-06-02,jangaon,33
2021-06-02,jayashankar bhupalpally,57
2021-06-02,jogulamba gadwal,44
2021-06-02,kamareddy,13
2021-06-02,karimnagar,103
2021-06-02,khammam,167
2021-06-02,komarambheem asifabad,15
2021-06-02,mahaboobnagar,81
2021-06-02,mahabubabad,94
2021-06-02,mancherial,75
2021-06-02,medak,23
2021-06-02,medchal malkajigiri,116
2021-06-02,mulugu,45
2021-06-02,nagarkurnool,28
2021-06-02,nalgonda,170
2021-06-02,narayanpet,13
2021-06-02,nirmal,9
2021-06-02,nizamabad,21
2021-06-02,peddapalli,95
2021-06-02,rajanna siricilla,45
2021-06-02,rangareddy,135
2021-06-02,sangareddy,59
2021-06-02,siddipet,102
2021-06-02,suryapet,90
2021-06-02,total,2384
2021-06-02,vikarabad,54
2021-06-02,wanaparthy,45
2021-06-02,warangal rural,63
2021-06-02,warangal urban,86
2021-06-02,yadadri bhonigir,31
2021-06-03,adilabad,10
2021-06-03,bhadradri kothagudem,108
2021-06-03,ghmc,279
2021-06-03,jagityal,55
2021-06-03,jangaon,25
2021-06-03,jayashankar bhupalpally,35
2021-06-03,jogulamba gadwal,29
2021-06-03,kamareddy,11
2021-06-03,karimnagar,101
2021-06-03,khammam,142
2021-06-03,komarambheem asifabad,17
2021-06-03,mahaboobnagar,83
2021-06-03,mahabubabad,75
2021-06-03,mancherial,81
2021-06-03,medak,22
2021-06-03,medchal malkajigiri,127
2021-06-03,mulugu,31
2021-06-03,nagarkurnool,42
2021-06-03,nalgonda,160
2021-06-03,narayanpet,14
2021-06-03,nirmal,8
2021-06-03,nizamabad,28
2021-06-03,peddapalli,96
2021-06-03,rajanna siricilla,37
2021-06-03,rangareddy,142
2021-06-03,sangareddy,53
2021-06-03,siddipet,91
2021-06-03,suryapet,84
2021-06-03,total,2261
2021-06-03,vikarabad,52
2021-06-03,wanaparthy,51
2021-06-03,warangal rural,48
2021-06-03,warangal urban,84
2021-06-03,yadadri bhonigir,40
2021-06-04,adilabad,8
2021-06-04,bhadradri kothagudem,110
2021-06-04,ghmc,253
2021-06-04,jagityal,59
2021-06-04,jangaon,40
2021-06-04,jayashankar bhupalpally,71
2021-06-04,jogulamba gadwal,28
2021-06-04,kamareddy,9
2021-06-04,karimnagar,113
2021-06-04,khammam,144
2021-06-04,komarambheem asifabad,11
2021-06-04,mahaboobnagar,75
2021-06-04,mahabubabad,73
2021-06-04,mancherial,72
2021-06-04,medak,21
2021-06-04,medchal malkajigiri,81
2021-06-04,mulugu,59
2021-06-04,nagarkurnool,31
2021-06-04,nalgonda,178
2021-06-04,narayanpet,12
2021-06-04,nirmal,5
2021-06-04,nizamabad,29
2021-06-04,peddapalli,87
2021-06-04,rajanna siricilla,63
2021-06-04,rangareddy,101
2021-06-04,sangareddy,35
2021-06-04,siddipet,81
2021-06-04,suryapet,80
2021-06-04,total,2175
2021-06-04,vikarabad,51
2021-06-04,wanaparthy,39
2021-06-04,warangal rural,33
2021-06-04,warangal urban,69
2021-06-04,yadadri bhonigir,54
2021-06-05,adilabad,9
2021-06-05,bhadradri kothagudem,120
2021-06-05,ghmc,245
2021-06-05,jagityal,46
2021-06-05,jangaon,35
2021-06-05,jayashankar bhupalpally,53
2021-06-05,jogulamba gadwal,26
2021-06-05,kamareddy,8
2021-06-05,karimnagar,81
2021-06-05,khammam,172
2021-06-05,komarambheem asifabad,9
2021-06-05,mahaboobnagar,60
2021-06-05,mahabubabad,69
2021-06-05,mancherial,75
2021-06-05,medak,18
2021-06-05,medchal malkajigiri,80
2021-06-05,mulugu,69
2021-06-05,nagarkurnool,27
2021-06-05,nalgonda,156
2021-06-05,narayanpet,12
2021-06-05,nirmal,11
2021-06-05,nizamabad,25
2021-06-05,peddapalli,81
2021-06-05,rajanna siricilla,44
2021-06-05,rangareddy,92
2021-06-05,sangareddy,52
2021-06-05,siddipet,72
2021-06-05,suryapet,95
2021-06-05,total,2070
2021-06-05,vikarabad,52
2021-06-05,wanaparthy,36
2021-06-05,warangal rural,35
2021-06-05,warangal urban,61
2021-06-05,yadadri bhonigir,44
2021-06-06,adilabad,7
2021-06-06,bhadradri kothagudem,89
2021-06-06,ghmc,184
2021-06-06,jagityal,32
2021-06-06,jangaon,17
2021-06-06,jayashankar bhupalpally,34
2021-06-06,jogulamba gadwal,24
2021-06-06,kamareddy,0
2021-06-06,karimnagar,67
2021-06-06,khammam,148
2021-06-06,komarambheem asifabad,7
2021-06-06,mahaboobnagar,39
2021-06-06,mahabubabad,49
2021-06-06,mancherial,39
2021-06-06,medak,8
2021-06-06,medchal malkajigiri,71
2021-06-06,mulugu,27
2021-06-06,nagarkurnool,19
2021-06-06,nalgonda,118
2021-06-06,narayanpet,11
2021-06-06,nirmal,6
2021-06-06,nizamabad,14
2021-06-06,peddapalli,44
2021-06-06,rajanna siricilla,18
2021-06-06,rangareddy,78
2021-06-06,sangareddy,39
2021-06-06,siddipet,42
2021-06-06,suryapet,64
2021-06-06,total,1436
2021-06-06,vikarabad,31
2021-06-06,wanaparthy,19
2021-06-06,warangal rural,27
2021-06-06,warangal urban,54
2021-06-06,yadadri bhonigir,10
2021-06-07,adilabad,6
2021-06-07,bhadradri kothagudem,95
2021-06-07,ghmc,165
2021-06-07,jagityal,45
2021-06-07,jangaon,25
2021-06-07,jayashankar bhupalpally,48
2021-06-07,jogulamba gadwal,34
2021-06-07,kamareddy,6
2021-06-07,karimnagar,87
2021-06-07,khammam,160
2021-06-07,komarambheem asifabad,13
2021-06-07,mahaboobnagar,62
2021-06-07,mahabubabad,67
2021-06-07,mancherial,69
2021-06-07,medak,20
2021-06-07,medchal malkajigiri,95
2021-06-07,mulugu,64
2021-06-07,nagarkurnool,37
2021-06-07,nalgonda,148
2021-06-07,narayanpet,13
2021-06-07,nirmal,11
2021-06-07,nizamabad,28
2021-06-07,peddapalli,89
2021-06-07,rajanna siricilla,55
2021-06-07,rangareddy,116
