date,ages_11_to_20_female,ages_11_to_20_male,ages_11_to_20_total,ages_21_to_30_female,ages_21_to_30_male,ages_21_to_30_total,ages_31_to_40_female,ages_31_to_40_male,ages_31_to_40_total,ages_41_to_50_female,ages_41_to_50_male,ages_41_to_50_total,ages_51_to_60_female,ages_51_to_60_male,ages_51_to_60_total,ages_61_to_70_female,ages_61_to_70_male,ages_61_to_70_total,ages_71_to_80_female,ages_71_to_80_male,ages_71_to_80_total,ages_81_and_above_female,ages_81_and_above_male,ages_81_and_above_total,ages_upto_10_female,ages_upto_10_male,ages_upto_10_total,total_female,total_male,total_total
2021-02-02,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-03,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-04,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-05,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-06,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-07,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-08,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-09,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-10,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-11,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-12,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-13,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-14,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-15,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-16,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-17,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-18,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-19,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-26,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-02-27,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-01,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-02,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-03,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-04,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-05,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-06,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-07,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-08,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-09,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-10,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-11,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-12,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-13,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-14,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-15,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-16,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-17,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-18,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-19,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-20,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-21,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-22,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-23,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-24,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-25,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-26,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-27,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-28,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-29,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-30,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-03-31,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-04-01,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-04-02,4.01,5.02,9.03,9.02,14.65,23.66,8.32,14.72,23.04,6.89,10.31,17.2,5.21,7.79,13.0,2.75,4.2,6.94,0.94,1.53,2.47,0.22,0.28,0.5,2.01,2.14,4.15,39.37,60.64,100.0
2021-04-03,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-04,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-05,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-06,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-07,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-08,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-09,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-10,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-11,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-12,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-13,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-14,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-15,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-16,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-17,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-18,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-19,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-20,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-21,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-22,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-23,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-24,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-25,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-26,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-27,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-28,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-29,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-04-30,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-02,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-03,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-04,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-05,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-06,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-07,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-08,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-09,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-10,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-11,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-12,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-13,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-14,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-15,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-16,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-17,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-18,5.0,5.6,10.5,8.2,13.4,21.6,7.4,14.2,21.6,6.5,11.0,17.6,5.7,8.8,14.5,3.0,4.8,7.8,1.0,1.9,2.9,0.3,0.5,0.8,1.3,1.4,2.7,38.5,61.5,100.0
2021-05-19,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-20,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-21,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-22,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-23,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-24,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-25,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-26,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
2021-05-27,5.1,5.5,10.6,8.3,13.4,21.7,7.5,14.3,21.8,6.6,10.9,17.5,5.6,8.8,14.4,3.0,4.7,7.7,0.9,1.8,2.7,0.2,0.5,0.7,1.4,1.5,2.9,38.6,61.4,100.0
