date,district,cumulative_under_observation,cumulative_under_home_isolation,cumulative_hospitalized,new_hospitalized
2021-04-11,Kollam,10391,10072.0,319,78
2021-04-11,Pathanamthitta,4660,4424.0,236,28
2021-04-11,Alappuzha,7466,7075.0,391,67
2021-04-11,Kottayam,13719,12981.0,738,146
2021-04-11,Idukki,4956,4681.0,275,45
2021-04-11,Ernakulam,19255,18393.0,862,110
2021-04-11,Thrissur,12402,11875.0,527,98
2021-04-11,Palakkad,5457,5061.0,396,70
2021-04-11,Malappuram,19667,19343.0,324,112
2021-04-11,Kozhikode,23371,22719.0,652,126
2021-04-11,Wayanad,4575,4429.0,146,30
2021-04-11,Kannur,17521,17032.0,489,55
2021-04-11,Kasaragod,9373,9031.0,342,23
2021-04-11,total,170810,164325.0,6485,1133
2021-04-12,Thiruvananthapuram,18903,18058.0,845,163
2021-04-12,Kollam,10889,10550.0,339,49
2021-04-12,Pathanamthitta,4598,4305.0,293,52
2021-04-12,Alappuzha,7994,7577.0,417,76
2021-04-12,Kottayam,12557,11773.0,784,216
2021-04-12,Idukki,4880,4599.0,281,24
2021-04-12,Ernakulam,20886,19930.0,956,137
2021-04-12,Thrissur,12746,12132.0,614,132
2021-04-12,Palakkad,5990,5530.0,460,97
2021-04-12,Malappuram,19777,19425.0,352,118
2021-04-12,Kozhikode,24059,23382.0,677,93
2021-04-12,Wayanad,5083,4934.0,149,20
2021-04-12,Kannur,17653,17158.0,495,58
2021-04-12,Kasaragod,9841,9474.0,367,35
2021-04-12,total,175856,168827.0,7029,1270
2021-04-13,Thiruvananthapuram,19416,18431.0,985,220
2021-04-13,Kollam,11097,10707.0,390,98
2021-04-13,Pathanamthitta,4987,4692.0,295,50
2021-04-13,Alappuzha,8834,8340.0,494,89
2021-04-13,Kottayam,13175,12342.0,833,162
2021-04-13,Idukki,5096,4799.0,297,52
2021-04-13,Ernakulam,21596,20555.0,1041,168
2021-04-13,Thrissur,13081,12425.0,656,89
2021-04-13,Palakkad,6128,5657.0,471,50
2021-04-13,Malappuram,20277,19903.0,374,115
2021-04-13,Kozhikode,24769,24058.0,711,93
2021-04-13,Wayanad,5510,5359.0,151,19
2021-04-13,Kannur,18495,17989.0,506,60
2021-04-13,Kasaragod,10128,9750.0,378,24
2021-04-13,total,182589,175007.0,7582,1289
2021-04-14,Thiruvananthapuram,20594,19503.0,1091,175
2021-04-14,Kollam,11655,11209.0,446,93
2021-04-14,Pathanamthitta,4973,4591.0,382,87
2021-04-14,Alappuzha,9916,9330.0,586,120
2021-04-14,Kottayam,13449,12588.0,861,181
2021-04-14,Idukki,5256,4942.0,314,45
2021-04-14,Ernakulam,23322,22200.0,1122,126
2021-04-14,Thrissur,13408,12711.0,697,113
2021-04-14,Palakkad,6904,6393.0,511,68
2021-04-14,Malappuram,20678,20261.0,417,123
2021-04-14,Kozhikode,25471,24701.0,770,102
2021-04-14,Wayanad,5841,5673.0,168,27
2021-04-14,Kannur,18602,18075.0,527,64
2021-04-14,Kasaragod,10130,9696.0,434,60
2021-04-14,total,190199,181873.0,8326,1384
2021-04-15,Thiruvananthapuram,21663,20460.0,1203,204
2021-04-15,Kollam,12140,11677.0,463,62
2021-04-15,Pathanamthitta,5032,4621.0,411,74
2021-04-15,Alappuzha,10078,9402.0,676,108
2021-04-15,Kottayam,13426,12503.0,923,257
2021-04-15,Idukki,5671,5316.0,355,63
2021-04-15,Ernakulam,25025,23810.0,1215,147
2021-04-15,Thrissur,13803,13015.0,788,144
2021-04-15,Palakkad,7067,6528.0,539,70
2021-04-15,Malappuram,21090,20660.0,430,125
2021-04-15,Kozhikode,25777,25034.0,743,81
2021-04-15,Wayanad,6010,5842.0,168,25
2021-04-15,Kannur,18492,17964.0,528,65
2021-04-15,Kasaragod,9534,9061.0,473,54
2021-04-15,total,194808,185893.0,8915,1479
2021-04-16,Thiruvananthapuram,23175,21813.0,1362,238
2021-04-16,Kollam,12254,11745.0,509,88
2021-04-16,Pathanamthitta,4935,4462.0,473,82
2021-04-16,Alappuzha,11023,10270.0,753,97
2021-04-16,Kottayam,15495,14515.0,980,215
2021-04-16,Idukki,6054,5661.0,393,53
2021-04-16,Ernakulam,27097,25750.0,1347,222
2021-04-16,Thrissur,14391,13529.0,862,153
2021-04-16,Palakkad,7764,7140.0,624,62
2021-04-16,Malappuram,21759,21292.0,467,127
2021-04-16,Kozhikode,26954,26146.0,808,127
2021-04-16,Wayanad,6606,6404.0,202,46
2021-04-16,Kannur,18338,17773.0,565,79
2021-04-16,Kasaragod,9088,8596.0,492,22
2021-04-16,total,204933,195096.0,9837,1611
2021-04-18,Thiruvananthapuram,26705,25204.0,1501,175
2021-04-18,Kollam,13185,12605.0,580,102
2021-04-18,Pathanamthitta,6184,5624.0,560,85
2021-04-18,Alappuzha,13958,13034.0,924,169
2021-04-18,Kottayam,18295,17162.0,1133,215
2021-04-18,Idukki,7106,6681.0,425,66
2021-04-18,Ernakulam,31989,30496.0,1493,149
2021-04-18,Thrissur,17420,16305.0,1115,258
2021-04-18,Palakkad,10287,9598.0,689,106
2021-04-18,Malappuram,23488,22903.0,585,215
2021-04-18,Kozhikode,30161,29139.0,1022,194
2021-04-18,Wayanad,7988,7753.0,235,45
2021-04-18,Kannur,20610,20025.0,585,99
2021-04-18,Kasaragod,9660,9154.0,506,38
2021-04-18,total,237036,225683.0,11353,1916
2021-04-20,Thiruvananthapuram,31423,29757.0,1666,329
2021-04-20,Kollam,15050,14375.0,675,124
2021-04-20,Pathanamthitta,6949,6232.0,717,169
2021-04-20,Alappuzha,16157,15065.0,1092,119
2021-04-20,Kottayam,22993,21612.0,1381,337
2021-04-20,Idukki,7528,6995.0,533,89
2021-04-20,Ernakulam,45482,43943.0,1539,242
2021-04-20,Thrissur,22423,20908.0,1515,309
2021-04-20,Palakkad,16079,15299.0,780,102
2021-04-20,Malappuram,26748,26073.0,675,220
2021-04-20,Kozhikode,34815,33597.0,1218,229
2021-04-20,Wayanad,9761,9480.0,281,55
2021-04-20,Kannur,23784,23139.0,645,112
2021-04-20,Kasaragod,9993,9489.0,504,34
2021-04-20,total,289185,275964.0,13221,2470
2021-04-24,Thiruvananthapuram,44737,42467.0,2270,284
2021-04-24,Kollam,18479,17566.0,913,129
2021-04-24,Pathanamthitta,8788,7601.0,1187,157
2021-04-24,Alappuzha,24411,23064.0,1347,198
2021-04-24,Kottayam,36998,35159.0,1839,848
2021-04-24,Idukki,10672,10092.0,580,38
2021-04-24,Ernakulam,70990,68947.0,2043,192
2021-04-24,Thrissur,38272,36043.0,2229,490
2021-04-24,Palakkad,26373,25079.0,1294,294
2021-04-24,Malappuram,35871,35039.0,832,272
2021-04-24,Kozhikode,55464,53525.0,1939,303
2021-04-24,Wayanad,15578,15063.0,515,117
2021-04-24,Kannur,33770,32965.0,805,108
2021-04-24,Kasaragod,11184,10562.0,622,46
2021-04-24,total,431587,413172.0,18415,3476
2021-04-25,Thiruvananthapuram,48572,46128.0,2444,427
2021-04-25,Kollam,19578,18589.0,989,151
2021-04-25,Pathanamthitta,8920,7636.0,1284,206
2021-04-25,Alappuzha,26625,25061.0,1564,247
2021-04-25,Kottayam,40929,38964.0,1965,655
2021-04-25,Idukki,11266,10698.0,568,40
2021-04-25,Ernakulam,76599,74453.0,2146,209
2021-04-25,Thrissur,42233,39899.0,2334,316
2021-04-25,Palakkad,28106,26767.0,1339,176
2021-04-25,Malappuram,38702,37833.0,869,286
2021-04-25,Kozhikode,63726,61680.0,2046,351
2021-04-25,Wayanad,17207,16659.0,548,81
2021-04-25,Kannur,36873,36046.0,827,100
2021-04-25,Kasaragod,11222,10580.0,642,34
2021-04-25,total,470558,450993.0,19565,3279
2021-05-01,Thiruvananthapuram,70481,67049.0,3432,506
2021-05-01,Kollam,25094,23760.0,1334,185
2021-05-01,Pathanamthitta,12108,10545.0,1563,196
2021-05-01,Alappuzha,35952,34124.0,1828,198
2021-05-01,Kottayam,60569,57968.0,2601,1470
2021-05-01,Idukki,15947,15402.0,545,42
2021-05-01,Ernakulam,102798,99372.0,3426,557
2021-05-01,Thrissur,74528,72043.0,2485,336
2021-05-01,Palakkad,44265,42687.0,1578,199
2021-05-01,Malappuram,51936,50484.0,1452,378
2021-05-01,Kozhikode,102999,100210.0,2789,329
2021-05-01,Wayanad,27259,26577.0,682,85
2021-05-01,Kannur,51352,50352.0,1000,160
2021-05-01,Kasaragod,12555,11944.0,611,34
2021-05-01,total,687843,662517.0,25326,4675
2021-05-02,Thiruvananthapuram,74024,70452.0,3572,522
2021-05-02,Kollam,25978,24585.0,1393,192
2021-05-02,Pathanamthitta,11894,10412.0,1482,196
2021-05-02,Alappuzha,38681,36846.0,1835,292
2021-05-02,Kottayam,62023,59290.0,2733,52
2021-05-02,Idukki,16786,16208.0,578,50
2021-05-02,Ernakulam,104085,100622.0,3463,258
2021-05-02,Thrissur,79975,77439.0,2536,385
2021-05-02,Palakkad,50151,48527.0,1624,301
2021-05-02,Malappuram,56609,55006.0,1603,356
2021-05-02,Kozhikode,108404,105472.0,2932,432
2021-05-02,Wayanad,28336,27604.0,732,155
2021-05-02,Kannur,53033,51977.0,1056,144
2021-05-02,Kasaragod,14632,14002.0,630,36
2021-05-02,total,724611,698442.0,26169,3371
2021-05-03,Thiruvananthapuram,76752,72938.0,3814,416
2021-05-03,Kollam,26683,25254.0,1429,158
2021-05-03,Pathanamthitta,12416,10861.0,1555,166
2021-05-03,Alappuzha,39342,37418.0,1924,259
2021-05-03,Kottayam,60827,57973.0,2854,121
2021-05-03,Idukki,17522,16936.0,586,37
2021-05-03,Ernakulam,103080,99502.0,3578,271
2021-05-03,Thrissur,83347,80606.0,2741,619
2021-05-03,Palakkad,53247,51564.0,1683,221
2021-05-03,Malappuram,58264,56596.0,1668,291
2021-05-03,Kozhikode,110923,108064.0,2859,277
2021-05-03,Wayanad,29229,28506.0,723,78
2021-05-03,Kannur,54126,52982.0,1144,147
2021-05-03,Kasaragod,14377,13754.0,623,30
2021-05-03,total,740135,712954.0,27181,3091
2021-05-05,Thiruvananthapuram,80616,76439.0,4177,620
2021-05-05,Kollam,28642,27022.0,1620,190
2021-05-05,Pathanamthitta,12663,11173.0,1490,178
2021-05-05,Alappuzha,41887,39965.0,1922,142
2021-05-05,Kottayam,61937,59081.0,2856,67
2021-05-05,Idukki,18324,17680.0,644,60
2021-05-05,Ernakulam,102517,98529.0,3988,641
2021-05-05,Thrissur,92138,89310.0,2828,468
2021-05-05,Palakkad,61435,59471.0,1964,316
2021-05-05,Malappuram,62063,60556.0,1507,468
2021-05-05,Kozhikode,117230,114099.0,3131,408
2021-05-05,Wayanad,30620,29817.0,803,125
2021-05-05,Kannur,56857,55649.0,1208,158
2021-05-05,Kasaragod,17264,16662.0,602,27
2021-05-05,total,784193,755453.0,28740,3868
2021-05-06,Thiruvananthapuram,83338,79025.0,4313,624
2021-05-06,Kollam,31065,29367.0,1698,247
2021-05-06,Pathanamthitta,13090,11539.0,1551,191
2021-05-06,Alappuzha,44914,42848.0,2066,327
2021-05-06,Kottayam,62677,59608.0,3069,84
2021-05-06,Idukki,19388,18714.0,674,80
2021-05-06,Ernakulam,104037,99949.0,4088,275
2021-05-06,Thrissur,97367,94511.0,2856,406
2021-05-06,Palakkad,66298,64295.0,2003,236
2021-05-06,Malappuram,65138,63528.0,1610,375
2021-05-06,Kozhikode,123320,120066.0,3254,445
2021-05-06,Wayanad,31662,30794.0,868,158
2021-05-06,Kannur,58555,57339.0,1216,158
2021-05-06,Kasaragod,17562,16946.0,616,27
2021-05-06,total,818411,788529.0,29882,3633
2021-05-11,Thiruvananthapuram,95115,90139.0,4976,671
2021-05-11,Kollam,40736,38516.0,2220,426
2021-05-11,Pathanamthitta,26608,25125.0,1483,222
2021-05-11,Alappuzha,58369,55980.0,2389,348
2021-05-11,Kottayam,69433,66126.0,3307,67
2021-05-11,Idukki,23859,23102.0,757,13
2021-05-11,Ernakulam,140614,136011.0,4603,468
2021-05-11,Thrissur,120275,117189.0,3086,482
2021-05-11,Palakkad,87988,85606.0,2382,216
2021-05-11,Malappuram,72811,70284.0,2527,266
2021-05-11,Kozhikode,129285,125977.0,3308,415
2021-05-11,Wayanad,35564,34512.0,1052,189
2021-05-11,Kannur,71233,69864.0,1369,193
2021-05-11,Kasaragod,21423,20733.0,690,31
2021-05-11,total,993313,959164.0,34149,4007
2021-05-12,Thiruvananthapuram,96221,91157.0,5064,576
2021-05-12,Kollam,42492,40094.0,2398,453
2021-05-12,Pathanamthitta,27409,25862.0,1547,120
2021-05-12,Alappuzha,61111,58735.0,2376,369
2021-05-12,Kottayam,70028,66544.0,3484,91
2021-05-12,Idukki,22702,22001.0,701,23
2021-05-12,Ernakulam,130781,126098.0,4683,321
2021-05-12,Thrissur,124360,121312.0,3048,451
2021-05-12,Palakkad,90849,88467.0,2382,197
2021-05-12,Malappuram,74480,72457.0,2023,202
2021-05-12,Kozhikode,129920,126498.0,3422,452
2021-05-12,Wayanad,35194,34071.0,1123,182
2021-05-12,Kannur,72948,71537.0,1411,104
2021-05-12,Kasaragod,23152,22378.0,774,52
2021-05-12,total,1001647,967211.0,34436,3593
2021-05-13,Thiruvananthapuram,96724,91515.0,5209,524
2021-05-13,Kollam,45061,42466.0,2595,470
2021-05-13,Pathanamthitta,29053,27490.0,1563,105
2021-05-13,Alappuzha,63452,60982.0,2470,430
2021-05-13,Kottayam,56975,53447.0,3528,122
2021-05-13,Idukki,23132,22452.0,680,28
2021-05-13,Ernakulam,122172,117461.0,4711,305
2021-05-13,Thrissur,128470,125285.0,3185,483
2021-05-13,Palakkad,96160,93847.0,2313,191
2021-05-13,Malappuram,76593,74456.0,2137,173
2021-05-13,Kozhikode,128714,125281.0,3433,541
2021-05-13,Wayanad,35858,34697.0,1161,167
2021-05-13,Kannur,74394,73051.0,1343,267
2021-05-13,Kasaragod,25685,24912.0,773,52
2021-05-13,total,1002443,967342.0,35101,3858
2021-05-14,Thiruvananthapuram,97433,91988.0,5445,802
2021-05-14,Kollam,46662,43838.0,2824,448
2021-05-14,Pathanamthitta,28985,27322.0,1663,117
2021-05-14,Alappuzha,61966,59547.0,2419,444
2021-05-14,Kottayam,57952,53360.0,4592,116
2021-05-14,Idukki,26181,25437.0,744,31
2021-05-14,Ernakulam,118486,113777.0,4709,229
2021-05-14,Thrissur,133389,130193.0,3196,499
2021-05-14,Palakkad,100718,98199.0,2519,325
2021-05-14,Malappuram,77183,74978.0,2205,246
2021-05-14,Kozhikode,124925,121382.0,3543,443
2021-05-14,Wayanad,35306,34113.0,1193,105
2021-05-14,Kannur,75824,74486.0,1338,151
2021-05-14,Kasaragod,29444,28637.0,807,62
2021-05-14,total,1014454,977257.0,37197,4018
2021-05-15,Thiruvananthapuram,96975,91395.0,5580,626
2021-05-15,Kollam,48623,45780.0,2843,438
2021-05-15,Pathanamthitta,28960,27271.0,1689,143
2021-05-15,Alappuzha,65129,62649.0,2480,401
2021-05-15,Kottayam,59453,55856.0,3597,100
2021-05-15,Idukki,26917,26131.0,786,22
2021-05-15,Ernakulam,122437,117515.0,4922,508
2021-05-15,Thrissur,137798,134623.0,3175,427
2021-05-15,Palakkad,104673,101998.0,2675,261
2021-05-15,Malappuram,75469,73168.0,2301,253
2021-05-15,Kozhikode,120345,116772.0,3573,377
2021-05-15,Wayanad,35380,34103.0,1277,178
2021-05-15,Kannur,77822,76410.0,1412,194
2021-05-15,Kasaragod,31290,30533.0,757,46
2021-05-15,total,1031271,994204.0,37067,3974
2021-05-16,Thiruvananthapuram,96131,90503.0,5628,639
2021-05-16,Kollam,50577,47735.0,2842,339
2021-05-16,Pathanamthitta,28666,27085.0,1581,73
2021-05-16,Alappuzha,65820,63313.0,2507,292
2021-05-16,Kottayam,60121,56482.0,3639,104
2021-05-16,Idukki,27477,26689.0,788,12
2021-05-16,Ernakulam,124086,119196.0,4890,370
2021-05-16,Thrissur,141978,138881.0,3097,386
2021-05-16,Palakkad,108979,106255.0,2724,294
2021-05-16,Malappuram,76241,73882.0,2359,263
2021-05-16,Kozhikode,119212,115622.0,3590,496
2021-05-16,Wayanad,35511,34211.0,1300,147
2021-05-16,Kannur,77798,76391.0,1407,177
2021-05-16,Kasaragod,31279,30514.0,765,48
2021-05-16,total,1043876,1006759.0,37117,3640
2021-05-17,Thiruvananthapuram,94983,89261.0,5722,594
2021-05-17,Kollam,51427,48391.0,3036,538
2021-05-17,Pathanamthitta,28465,26907.0,1558,89
2021-05-17,Alappuzha,65148,62726.0,2422,403
2021-05-17,Kottayam,61489,57835.0,3654,54
2021-05-17,Idukki,28595,27786.0,809,17
2021-05-17,Ernakulam,114796,109874.0,4922,242
2021-05-17,Thrissur,144496,141134.0,3362,351
2021-05-17,Palakkad,107504,104794.0,2710,398
2021-05-17,Malappuram,72334,69796.0,2538,212
2021-05-17,Kozhikode,114624,111068.0,3556,369
2021-05-17,Wayanad,28764,27514.0,1250,76
2021-05-17,Kannur,75849,74472.0,1377,249
2021-05-17,Kasaragod,30611,29812.0,799,38
2021-05-17,total,1019085,981370.0,37715,3630
2021-05-19,Thiruvananthapuram,94248,88344.0,5904,648
2021-05-19,Kollam,52919,49455.0,3464,495
2021-05-19,Pathanamthitta,28003,26389.0,1614,108
2021-05-19,Alappuzha,66675,64117.0,2558,273
2021-05-19,Kottayam,62798,59198.0,3600,158
2021-05-19,Idukki,31493,30642.0,851,25
2021-05-19,Ernakulam,113178,108484.0,4694,242
2021-05-19,Thrissur,149491,145607.0,3884,488
2021-05-19,Palakkad,108368,104527.0,3841,232
2021-05-19,Malappuram,66932,64242.0,2690,269
2021-05-19,Kozhikode,104976,101371.0,3605,358
2021-05-19,Wayanad,27098,25847.0,1251,161
2021-05-19,Kannur,67931,66441.0,1490,186
2021-05-19,Kasaragod,30974,30221.0,753,247
2021-05-19,total,1005084,964885.0,40199,3890
2021-05-20,Thiruvananthapuram,92426,86497.0,5929,707
2021-05-20,Kollam,52356,48784.0,3572,494
2021-05-20,Pathanamthitta,28113,26442.0,1671,95
2021-05-20,Alappuzha,65634,62977.0,2657,284
2021-05-20,Kottayam,63376,59791.0,3585,132
2021-05-20,Idukki,33169,32260.0,909,48
2021-05-20,Ernakulam,113680,108825.0,4855,466
2021-05-20,Thrissur,152046,149283.0,2763,464
2021-05-20,Palakkad,112281,109440.0,2841,292
2021-05-20,Malappuram,65640,62838.0,2802,304
2021-05-20,Kozhikode,98107,94528.0,3579,316
2021-05-20,Wayanad,26412,25128.0,1284,146
2021-05-20,Kannur,64005,62541.0,1464,178
2021-05-20,Kasaragod,32093,31319.0,774,46
2021-05-20,total,999338,960653.0,38685,3972
2021-05-21,Thiruvananthapuram,91404,85406.0,5998,567
2021-05-21,Kollam,52944,49348.0,3596,526
2021-05-21,Pathanamthitta,27975,26295.0,1680,110
2021-05-21,Alappuzha,64199,61552.0,2647,242
2021-05-21,Kottayam,59778,56128.0,3650,126
2021-05-21,Idukki,33980,33068.0,912,62
2021-05-21,Ernakulam,113174,108409.0,4765,217
2021-05-21,Thrissur,154308,151652.0,2656,436
2021-05-21,Palakkad,111515,108599.0,2916,296
2021-05-21,Malappuram,65780,62984.0,2796,245
2021-05-21,Kozhikode,93384,89872.0,3512,311
2021-05-21,Wayanad,25636,24292.0,1344,165
2021-05-21,Kannur,61408,59971.0,1437,158
2021-05-21,Kasaragod,32524,31724.0,800,63
2021-05-21,total,988009,949300.0,38709,3524
2021-05-22,Thiruvananthapuram,89710,83580.0,6130,576
2021-05-22,Kollam,52520,48890.0,3630,437
2021-05-22,Pathanamthitta,27800,26112.0,1688,89
2021-05-22,Alappuzha,62930,60451.0,2479,142
2021-05-22,Kottayam,55484,51937.0,3547,125
2021-05-22,Idukki,34841,33887.0,954,49
2021-05-22,Ernakulam,106818,101954.0,4864,332
2021-05-22,Thrissur,156415,153842.0,2573,464
2021-05-22,Palakkad,111323,108380.0,2943,311
2021-05-22,Malappuram,65660,62932.0,2728,130
2021-05-22,Kozhikode,88237,84824.0,3413,304
2021-05-22,Wayanad,25278,23804.0,1474,228
2021-05-22,Kannur,58220,56734.0,1486,157
2021-05-22,Kasaragod,34710,33876.0,834,39
2021-05-22,total,969946,931203.0,38743,3383
2021-05-23,Thiruvananthapuram,87945,81822.0,6123,492
2021-05-23,Kollam,53342,49675.0,3667,373
2021-05-23,Pathanamthitta,27466,25645.0,1821,152
2021-05-23,Alappuzha,63766,61294.0,2472,380
2021-05-23,Kottayam,54969,51415.0,3554,131
2021-05-23,Idukki,35395,34444.0,951,10
2021-05-23,Ernakulam,104871,99936.0,4935,314
2021-05-23,Thrissur,152902,150464.0,2438,425
2021-05-23,Palakkad,111624,108671.0,2953,299
2021-05-23,Malappuram,66020,63214.0,2806,232
2021-05-23,Kozhikode,84298,80858.0,3440,291
2021-05-23,Wayanad,24713,23158.0,1555,204
2021-05-23,Kannur,55630,54156.0,1474,221
2021-05-23,Kasaragod,33924,33046.0,878,82
2021-05-23,total,956865,917798.0,39067,3606
2021-05-24,Thiruvananthapuram,86134,79947.0,6187,663
2021-05-24,Kollam,52524,48879.0,3645,306
2021-05-24,Pathanamthitta,27845,26069.0,1776,95
2021-05-24,Alappuzha,61134,58663.0,2471,290
2021-05-24,Kottayam,52417,48962.0,3455,100
2021-05-24,Idukki,35191,34193.0,998,18
2021-05-24,Ernakulam,101972,97237.0,4735,185
2021-05-24,Thrissur,148847,146409.0,2438,518
2021-05-24,Palakkad,106294,103253.0,3041,358
2021-05-24,Malappuram,66150,63306.0,2844,192
2021-05-24,Kozhikode,80556,77105.0,3451,266
2021-05-24,Wayanad,23598,22059.0,1539,85
2021-05-24,Kannur,52349,50913.0,1436,128
2021-05-24,Kasaragod,33530,32632.0,898,44
2021-05-24,total,928541,889627.0,38914,3248
2021-05-25,Thiruvananthapuram,84479,72061.0,6209,660
2021-05-25,Kollam,50780,43486.0,3647,390
2021-05-25,Pathanamthitta,28092,24708.0,1692,36
2021-05-25,Alappuzha,60452,55504.0,2474,183
2021-05-25,Kottayam,52267,45413.0,3427,72
2021-05-25,Idukki,35767,33727.0,1020,20
2021-05-25,Ernakulam,99782,90064.0,4859,331
2021-05-25,Thrissur,144397,139729.0,2334,451
2021-05-25,Palakkad,106119,100191.0,2964,314
2021-05-25,Malappuram,65267,59525.0,2871,206
2021-05-25,Kozhikode,73750,67072.0,3339,258
2021-05-25,Wayanad,23262,20030.0,1616,173
2021-05-25,Kannur,48408,45688.0,1360,142
2021-05-25,Kasaragod,31356,29500.0,928,67
2021-05-25,total,904178,826698.0,38740,3303
2021-05-26,Thiruvananthapuram,82790,76396.0,6394,796
2021-05-26,Kollam,48873,45186.0,3687,441
2021-05-26,Pathanamthitta,27957,26152.0,1805,146
2021-05-26,Alappuzha,58805,56312.0,2493,250
2021-05-26,Kottayam,50560,47186.0,3374,162
2021-05-26,Idukki,36981,35899.0,1082,46
2021-05-26,Ernakulam,97574,92873.0,4701,416
2021-05-26,Thrissur,142870,140499.0,2371,471
2021-05-26,Palakkad,107118,104118.0,3000,335
2021-05-26,Malappuram,66540,63684.0,2856,166
2021-05-26,Kozhikode,68953,65614.0,3339,255
2021-05-26,Wayanad,22434,20844.0,1590,92
2021-05-26,Kannur,46638,45286.0,1352,191
2021-05-26,Kasaragod,31809,30833.0,976,56
2021-05-26,total,889902,850882.0,39020,3823
2021-05-27,Thiruvananthapuram,81036,74586.0,6450,700
2021-05-27,Kollam,49568,45990.0,3578,406
2021-05-27,Pathanamthitta,27805,25992.0,1813,131
2021-05-27,Alappuzha,57999,55409.0,2590,286
2021-05-27,Kottayam,49525,46192.0,3333,134
2021-05-27,Idukki,35956,34843.0,1113,73
2021-05-27,Ernakulam,95102,90341.0,4761,599
2021-05-27,Thrissur,141305,138964.0,2341,464
2021-05-27,Palakkad,108315,104409.0,3906,283
2021-05-27,Malappuram,65292,62330.0,2962,283
2021-05-27,Kozhikode,67978,64575.0,3403,278
2021-05-27,Wayanad,21861,20253.0,1608,143
2021-05-27,Kannur,44073,42738.0,1335,169
2021-05-27,Kasaragod,30769,29798.0,971,52
2021-05-27,total,876584,836420.0,40164,4001
2021-05-28,Thiruvananthapuram,79127,72789.0,6338,519
2021-05-28,Kollam,50965,47436.0,3529,377
2021-05-28,Pathanamthitta,27734,25918.0,1816,99
2021-05-28,Alappuzha,57175,54656.0,2519,193
2021-05-28,Kottayam,43881,40654.0,3227,75
2021-05-28,Idukki,35410,34257.0,1153,53
2021-05-28,Ernakulam,95111,90363.0,4748,630
2021-05-28,Thrissur,138823,136545.0,2278,435
2021-05-28,Palakkad,106692,103473.0,3219,435
2021-05-28,Malappuram,64892,61874.0,3018,240
2021-05-28,Kozhikode,64743,61393.0,3350,292
2021-05-28,Wayanad,19244,17683.0,1561,68
2021-05-28,Kannur,42745,41398.0,1347,192
2021-05-28,Kasaragod,30685,29678.0,1007,69
2021-05-28,total,857227,818117.0,39110,3677
2021-05-29,Thiruvananthapuram,78317,72233.0,6084,399
2021-05-29,Kollam,51455,47887.0,3568,453
2021-05-29,Pathanamthitta,27845,25956.0,1889,106
2021-05-29,Alappuzha,54115,51550.0,2565,283
2021-05-29,Kottayam,42082,39000.0,3082,105
2021-05-29,Idukki,30007,28840.0,1167,37
2021-05-29,Ernakulam,91208,86456.0,4752,669
2021-05-29,Thrissur,136702,134478.0,2224,429
2021-05-29,Palakkad,109160,105185.0,3975,398
2021-05-29,Malappuram,64040,60927.0,3113,236
2021-05-29,Kozhikode,61636,58247.0,3389,233
2021-05-29,Wayanad,18264,16757.0,1507,80
2021-05-29,Kannur,40952,39673.0,1279,166
2021-05-29,Kasaragod,30083,29211.0,872,30
2021-05-29,total,835866,796400.0,39466,3624
2021-05-30,Thiruvananthapuram,78279,72209.0,6070,410
2021-05-30,Kollam,51625,48110.0,3515,335
2021-05-30,Pathanamthitta,27623,25736.0,1887,106
2021-05-30,Alappuzha,53111,50601.0,2510,195
2021-05-30,Kottayam,40711,37660.0,3051,118
2021-05-30,Idukki,30026,28848.0,1178,43
2021-05-30,Ernakulam,88544,83812.0,4732,477
2021-05-30,Thrissur,135575,133418.0,2157,335
2021-05-30,Palakkad,105717,102325.0,3392,577
2021-05-30,Malappuram,63457,60353.0,3104,202
2021-05-30,Kozhikode,59196,55886.0,3310,271
2021-05-30,Wayanad,17762,16229.0,1533,109
2021-05-30,Kannur,37084,35847.0,1237,143
2021-05-30,Kasaragod,30707,29808.0,899,45
2021-05-30,total,819417,780842.0,38575,3366
2021-05-31,Thiruvananthapuram,76375,70305.0,6070,439
2021-05-31,Kollam,48233,44677.0,3556,336
2021-05-31,Pathanamthitta,27544,25599.0,1945,76
2021-05-31,Alappuzha,49604,47064.0,2540,295
2021-05-31,Kottayam,39790,36812.0,2978,139
2021-05-31,Idukki,28936,27701.0,1235,30
2021-05-31,Ernakulam,84801,80225.0,4576,213
2021-05-31,Thrissur,132324,130144.0,2180,440
2021-05-31,Palakkad,103105,99622.0,3483,358
2021-05-31,Malappuram,61791,58871.0,2920,128
2021-05-31,Kozhikode,58137,54831.0,3306,213
2021-05-31,Wayanad,16860,15377.0,1483,49
2021-05-31,Kannur,33533,32333.0,1200,114
2021-05-31,Kasaragod,27169,26264.0,905,51
2021-05-31,total,788202,749825.0,38377,2881
2021-06-01,Thiruvananthapuram,74173,68234.0,5939,462
2021-06-01,Kollam,46748,43351.0,3397,374
2021-06-01,Pathanamthitta,27422,25629.0,1793,54
2021-06-01,Alappuzha,50524,48004.0,2520,163
2021-06-01,Kottayam,37896,35055.0,2841,66
2021-06-01,Idukki,27693,26414.0,1279,21
2021-06-01,Ernakulam,82154,77557.0,4597,256
2021-06-01,Thrissur,130929,128812.0,2117,390
2021-06-01,Palakkad,99595,96161.0,3434,287
2021-06-01,Malappuram,59022,56251.0,2771,86
