date,cumulative_positive_cases,cumulative_positivity_rate,cumulative_recovered,cumulative_deaths,cumulative_cfr,active_cases
2021-08-26,1437595.0,5.67,1412102.0,25080.0,1.74,413.0
2021-08-27,1437656.0,5.65,1412164.0,25080.0,1.74,412.0
2021-08-28,1437685.0,5.64,1412212.0,25080.0,1.74,393.0
2021-08-29,1437716.0,5.62,1412244.0,25080.0,1.74,392.0
2021-08-30,1437736.0,5.61,1412280.0,25081.0,1.74,375.0
2021-08-31,1437764.0,5.6,1412333.0,25082.0,1.74,349.0
2021-09-01,1437800.0,5.59,1412375.0,25082.0,1.74,343.0
2021-09-02,1437839.0,5.57,1412413.0,25082.0,1.74,344.0
2021-09-03,1437874.0,5.56,1412430.0,25082.0,1.74,362.0
2021-09-04,1437929.0,5.54,1412493.0,25082.0,1.74,354.0
2021-09-05,1437959.0,5.53,1412526.0,25082.0,1.74,351.0
2021-09-06,1437991.0,5.52,1412542.0,25082.0,1.74,367.0
2021-09-07,1438041.0,5.51,1412572.0,25083.0,1.74,386.0
2021-09-08,1438082.0,5.49,1412585.0,25083.0,1.74,414.0
2021-09-09,1438118.0,5.47,1412620.0,25083.0,1.74,415.0
2021-09-10,1438154.0,5.46,1412672.0,25083.0,1.74,399.0
2021-09-11,1438211.0,5.44,1412716.0,25083.0,1.74,412.0
2021-09-12,1438233.0,5.43,1412760.0,25083.0,1.74,390.0
2021-09-13,1438250.0,5.42,1412790.0,25083.0,1.74,377.0
2021-09-14,1438288.0,5.41,1412805.0,25083.0,1.74,400.0
2021-09-15,1438345.0,5.39,1412858.0,25083.0,1.74,404.0
2021-09-16,1438373.0,5.38,1412880.0,25084.0,1.74,409.0
2021-09-17,1438428.0,5.36,1412936.0,25085.0,1.74,407.0
2021-09-18,1438469.0,5.35,1412980.0,25085.0,1.74,404.0
2021-09-19,1438497.0,5.34,1413025.0,25085.0,1.74,387.0
2021-09-20,1438517.0,5.33,1413053.0,25085.0,1.74,379.0
2021-09-21,1438556.0,5.31,1413071.0,25085.0,1.74,400.0
2021-09-22,1438586.0,5.3,1413090.0,25085.0,1.74,411.0
2021-09-23,1438634.0,5.29,1413116.0,25085.0,1.74,433.0
2021-09-24,1438658.0,5.27,1413182.0,25085.0,1.74,391.0
2021-09-25,1438685.0,5.26,1413221.0,25085.0,1.74,379.0
2021-09-26,1438714.0,5.25,1413258.0,25085.0,1.74,371.0
2021-09-27,1438746.0,5.24,1413295.0,25085.0,1.74,366.0
2021-09-28,1438780.0,5.23,1413320.0,25087.0,1.74,373.0
2021-09-29,1438821.0,5.21,1413342.0,25087.0,1.74,392.0
2021-09-30,1438868.0,5.2,1413381.0,25087.0,1.74,400.0
2021-10-01,1438900.0,5.19,1413404.0,25087.0,1.74,409.0
2021-10-02,1438933.0,5.17,1413462.0,25088.0,1.74,383.0
2021-10-03,1438966.0,5.17,1413492.0,25088.0,1.74,386.0
2021-10-04,1439000.0,5.16,1413514.0,25088.0,1.74,398.0
2021-10-05,1439027.0,5.15,1413590.0,25088.0,1.74,349.0
2021-10-06,1439053.0,5.14,1413611.0,25088.0,1.74,354.0
2021-10-07,1439097.0,5.13,1413626.0,25088.0,1.74,383.0
2021-10-08,1439136.0,5.11,1413649.0,25088.0,1.74,399.0
2021-10-09,1439166.0,5.1,1413701.0,25088.0,1.74,377.0
2021-10-10,1439195.0,5.09,1413759.0,25089.0,1.74,347.0
2021-10-11,1439218.0,5.09,1413760.0,25089.0,1.74,369.0
2021-10-12,1439252.0,5.07,1413798.0,25089.0,1.74,365.0
2021-10-13,1439283.0,5.06,1413856.0,25089.0,1.74,338.0
2021-10-14,1439311.0,5.05,1413885.0,25089.0,1.74,337.0
2021-10-15,1439337.0,5.04,1413921.0,25089.0,1.74,327.0
2021-10-16,1439358.0,5.03,1413943.0,25089.0,1.74,326.0
2021-10-17,1439390.0,5.02,1413981.0,25089.0,1.74,320.0
2021-10-18,1439405.0,5.02,1414018.0,25089.0,1.74,298.0
2021-10-19,1439441.0,5.01,1414029.0,25090.0,1.74,322.0
2021-10-20,1439466.0,5.0,1414066.0,25090.0,1.74,310.0
2021-10-21,1439488.0,4.99,1414087.0,25090.0,1.74,311.0
2021-10-22,1439526.0,4.98,1414095.0,25091.0,1.74,340.0
2021-10-23,1439566.0,4.97,1414141.0,25091.0,1.74,334.0
2021-10-24,1439603.0,4.96,1414192.0,25091.0,1.74,320.0
2021-10-25,1439630.0,4.95,1414232.0,25091.0,1.74,307.0
2021-10-26,1439671.0,4.94,1414257.0,25091.0,1.74,323.0
2021-10-27,1439709.0,4.93,1414270.0,25091.0,1.74,348.0
2021-10-28,1439751.0,4.92,1414315.0,25091.0,1.74,345.0
2021-10-29,1439788.0,4.91,1414363.0,25091.0,1.74,334.0
2021-10-30,1439825.0,4.9,1414385.0,25091.0,1.74,349.0
2021-10-31,1439870.0,4.89,1414431.0,25091.0,1.74,348.0
2021-11-01,1439888.0,4.89,1414480.0,25091.0,1.74,317.0
2021-11-02,1439922.0,4.89,1414522.0,25091.0,1.74,309.0
2021-11-03,1439963.0,4.87,1414552.0,25091.0,1.74,320.0
2021-11-04,1440003.0,4.86,1414609.0,25091.0,1.74,303.0
2021-11-05,1440035.0,4.86,1414616.0,25091.0,1.74,328.0
2021-11-06,1440071.0,4.85,1414629.0,25091.0,1.74,351.0
2021-11-07,1440118.0,4.85,1414662.0,25091.0,1.74,365.0
2021-11-08,1440143.0,4.84,1414710.0,25091.0,1.74,342.0
2021-11-09,1440176.0,4.83,1414736.0,25091.0,1.74,349.0
2021-11-10,1440230.0,4.82,1414751.0,25091.0,1.74,388.0
2021-11-11,1440270.0,4.81,1414812.0,25091.0,1.74,367.0
2021-11-12,1440332.0,4.81,1414868.0,25093.0,1.74,371.0
2021-11-13,1440388.0,4.8,1414934.0,25093.0,1.74,361.0
2021-11-14,1440424.0,4.79,1414981.0,25094.0,1.74,349.0
2021-11-15,1440440.0,4.78,1415008.0,25095.0,1.74,337.0
2021-11-16,1440484.0,4.77,1415032.0,25095.0,1.74,357.0
2021-11-17,1440528.0,4.76,1415087.0,25095.0,1.74,346.0
2021-11-18,1440575.0,4.76,1415118.0,25095.0,1.74,362.0
2021-11-19,1440605.0,4.75,1415185.0,25095.0,1.74,325.0
2021-11-20,1440637.0,4.74,1415217.0,25095.0,1.74,325.0
2021-11-21,1440666.0,4.73,1415262.0,25095.0,1.74,309.0
2021-11-22,1440692.0,4.72,1415300.0,25095.0,1.74,297.0
2021-11-23,1440719.0,4.72,1415328.0,25095.0,1.74,296.0
2021-11-24,1440754.0,4.71,1415348.0,25095.0,1.74,311.0
2021-11-25,1440784.0,4.7,1415380.0,25095.0,1.74,309.0
2021-11-26,1440807.0,4.69,1415411.0,25095.0,1.74,301.0
2021-11-27,1440866.0,4.67,1415481.0,25097.0,1.74,288.0
2021-11-28,1440866.0,4.67,1415481.0,25097.0,1.74,288.0
2021-11-29,1440973.0,4.65,1415589.0,25098.0,1.74,286.0
2021-11-30,1441190.0,4.64,1415785.0,25098.0,1.74,307.0
2021-12-01,1440973.0,4.65,1415589.0,25098.0,1.74,286.0
2021-12-02,1441190.0,4.64,1415785.0,25098.0,1.74,307.0
2021-12-03,1441244.0,4.63,1415814.0,25098.0,1.74,332.0
2021-12-04,1441295.0,4.62,1415875.0,25098.0,1.74,322.0
2021-12-05,1441358.0,4.62,1415890.0,25098.0,1.74,370.0
2021-12-06,1441398.0,4.61,1415955.0,25099.0,1.74,344.0
2021-12-07,1441449.0,4.6,1415974.0,25099.0,1.74,376.0
2021-12-08,1441514.0,4.59,1416010.0,25100.0,1.74,404.0
2021-12-09,1441569.0,4.59,1416083.0,25100.0,1.74,386.0
