date,hospital_beds_total,hospital_beds_occupied,hospital_beds_vacant,covid_care_center_beds_total,covid_care_center_beds_occupied,covid_care_center_beds_vacant,covid_health_center_beds_total,covid_health_center_beds_occupied,covid_health_center_beds_vacant,home_isolation_count
2021-04-15,14918.0,10134.0,4784.0,5525.0,429.0,5096.0,82.0,73.0,9.0,26974.0
2021-04-18,17514.0,13887.0,3627.0,5525.0,558.0,4967.0,132.0,96.0,36.0,34938.0
2021-04-21,19753.0,17327.0,2426.0,5525.0,509.0,5016.0,196.0,126.0,70.0,42768.0
2021-04-22,20191.0,18154.0,2037.0,5525.0,588.0,4937.0,196.0,122.0,74.0,46585.0
2021-04-23,20642.0,18546.0,2096.0,5525.0,519.0,5006.0,196.0,131.0,65.0,48502.0
2021-04-24,19622.0,18063.0,1559.0,5525.0,483.0,5042.0,196.0,146.0,50.0,50285.0
2021-04-25,20333.0,18754.0,1579.0,5525.0,469.0,5056.0,196.0,140.0,56.0,52296.0
2021-04-26,20487.0,18831.0,1656.0,5525.0,444.0,5081.0,196.0,149.0,47.0,52733.0
2021-04-27,20653.0,18841.0,1812.0,5525.0,528.0,4997.0,196.0,168.0,28.0,54578.0
2021-04-28,20926.0,19243.0,1683.0,5525.0,544.0,4981.0,204.0,160.0,44.0,53819.0
2021-04-30,20938.0,19739.0,1199.0,5525.0,832.0,4693.0,206.0,127.0,79.0,51616.0
2021-05-01,21227.0,19932.0,1295.0,5525.0,925.0,4600.0,206.0,117.0,89.0,50554.0
2021-05-02,21483.0,20136.0,1347.0,5525.0,896.0,4629.0,206.0,122.0,84.0,50742.0
2021-05-04,21317.0,19855.0,1462.0,5525.0,657.0,4868.0,206.0,125.0,81.0,49829.0
2021-05-05,21528.0,20010.0,1518.0,5525.0,691.0,4834.0,206.0,121.0,85.0,50077.0
2021-05-06,21839.0,20117.0,1722.0,5525.0,701.0,4824.0,206.0,116.0,90.0,50562.0
2021-05-07,22097.0,19922.0,2175.0,5525.0,745.0,4780.0,206.0,111.0,95.0,50425.0
2021-05-08,22289.0,19838.0,2451.0,5525.0,733.0,4792.0,206.0,107.0,99.0,49865.0
2021-05-09,22545.0,19912.0,2633.0,5525.0,626.0,4899.0,206.0,95.0,111.0,52263.0
2021-05-10,22667.0,19438.0,3229.0,5525.0,623.0,4902.0,206.0,95.0,111.0,52451.0
2021-05-11,22953.0,19063.0,3890.0,5525.0,705.0,4820.0,206.0,80.0,126.0,51480.0
2021-05-12,23202.0,18733.0,4469.0,5525.0,648.0,4877.0,206.0,83.0,123.0,49974.0
2021-05-14,23609.0,17511.0,6098.0,5525.0,618.0,4907.0,206.0,60.0,146.0,45099.0
2021-05-15,24018.0,16795.0,7223.0,6113.0,527.0,5586.0,606.0,59.0,547.0,42484.0
2021-05-16,24144.0,16249.0,7895.0,6257.0,736.0,,606.0,131.0,475.0,39211.0
2021-05-17,24104.0,15542.0,8562.0,6257.0,708.0,5549.0,606.0,134.0,472.0,35141.0
2021-05-18,24305.0,14399.0,9906.0,6257.0,657.0,5600.0,606.0,128.0,478.0,31197.0
2021-05-19,24289.0,13368.0,10921.0,6257.0,618.0,5639.0,606.0,103.0,503.0,27112.0
2021-05-20,24424.0,12462.0,11962.0,6282.0,579.0,5685.0,606.0,91.0,515.0,23851.0
2021-05-21,25068.0,11388.0,13680.0,6282.0,522.0,5744.0,606.0,91.0,515.0,20673.0
2021-05-22,24964.0,10501.0,14463.0,6282.0,393.0,5831.0,606.0,94.0,512.0,18060.0
2021-05-23,25048.0,9660.0,15388.0,6407.0,368.0,6000.0,606.0,89.0,517.0,15844.0
2021-05-24,24944.0,8791.0,16153.0,6407.0,347.0,5999.0,606.0,84.0,522.0,13806.0
2021-05-25,25035.0,7872.0,17163.0,6407.0,304.0,6071.0,606.0,80.0,526.0,11915.0
2021-05-27,25084.0,6743.0,18341.0,6332.0,245.0,6070.0,606.0,71.0,535.0,8247.0
2021-05-28,25032.0,6037.0,18995.0,6332.0,228.0,6086.0,606.0,64.0,542.0,7111.0
2021-05-29,24997.0,5501.0,19496.0,6332.0,216.0,6099.0,606.0,59.0,547.0,6303.0
2021-05-31,24852.0,4784.0,20068.0,6332.0,186.0,6130.0,606.0,48.0,558.0,5374.0
2021-06-01,24752.0,4405.0,20347.0,6332.0,176.0,6148.0,606.0,86.0,520.0,4888.0
2021-06-02,24584.0,4012.0,20572.0,6332.0,167.0,6154.0,606.0,78.0,528.0,4531.0
2021-06-03,24573.0,3795.0,20778.0,6332.0,160.0,6165.0,606.0,73.0,533.0,4233.0
2021-06-04,24412.0,3469.0,20943.0,6332.0,150.0,6174.0,606.0,105.0,501.0,3813.0
2021-06-05,24378.0,3214.0,21164.0,6332.0,148.0,6156.0,606.0,100.0,506.0,2855.0
2021-06-06,24303.0,2936.0,21367.0,6332.0,148.0,6158.0,606.0,97.0,509.0,2327.0
2021-06-07,24301.0,2803.0,21498.0,6332.0,147.0,6181.0,606.0,95.0,511.0,1932.0
2021-06-08,24208.0,2613.0,21595.0,6332.0,138.0,6182.0,606.0,100.0,506.0,1795.0
2021-06-10,24126.0,2320.0,21806.0,6332.0,122.0,6197.0,627.0,96.0,531.0,1369.0
2021-06-11,24132.0,2235.0,21897.0,6332.0,116.0,6211.0,627.0,95.0,532.0,1238.0
2021-06-12,24072.0,2071.0,22001.0,6010.0,108.0,5890.0,627.0,95.0,532.0,1123.0
2021-06-13,24080.0,1972.0,22108.0,6288.0,108.0,6166.0,627.0,94.0,533.0,1037.0
2021-06-14,24078.0,1936.0,22142.0,6288.0,106.0,6180.0,627.0,93.0,534.0,960.0
2021-06-15,23960.0,1819.0,22141.0,6288.0,97.0,6191.0,627.0,93.0,534.0,841.0
2021-06-16,23953.0,1637.0,22316.0,6288.0,93.0,6195.0,627.0,26.0,601.0,781.0
2021-06-17,23781.0,1561.0,22220.0,6288.0,89.0,6199.0,627.0,13.0,614.0,733.0
2021-06-18,23638.0,1486.0,22152.0,6288.0,85.0,6203.0,627.0,11.0,616.0,698.0
2021-06-19,23638.0,1479.0,22159.0,6288.0,80.0,6208.0,627.0,10.0,617.0,668.0
2021-06-20,23638.0,1281.0,22357.0,6288.0,77.0,6211.0,627.0,9.0,618.0,600.0
2021-06-25,23692.0,1044.0,22648.0,6288.0,12.0,6276.0,627.0,6.0,621.0,503.0
2021-06-26,23692.0,1008.0,22684.0,6288.0,11.0,6277.0,627.0,0.0,627.0,494.0
2021-06-27,23692.0,989.0,22703.0,6288.0,12.0,6276.0,627.0,0.0,627.0,478.0
2021-06-28,23698.0,1015.0,22683.0,6288.0,11.0,6277.0,627.0,1.0,626.0,467.0
2021-06-29,21886.0,961.0,20925.0,6288.0,12.0,6276.0,627.0,1.0,626.0,456.0
2021-06-30,18733.0,943.0,17790.0,6288.0,12.0,6276.0,627.0,1.0,626.0,329.0
2021-07-01,17670.0,937.0,16733.0,6288.0,12.0,6276.0,627.0,1.0,626.0,314.0
2021-07-02,15208.0,623.0,14585.0,6288.0,11.0,6277.0,627.0,1.0,626.0,313.0
2021-07-03,15067.0,613.0,14454.0,6288.0,11.0,6277.0,627.0,1.0,626.0,305.0
2021-07-05,14662.0,566.0,14096.0,6288.0,10.0,6278.0,627.0,1.0,626.0,281.0
2021-07-06,14548.0,476.0,14072.0,6288.0,8.0,6280.0,627.0,1.0,626.0,269.0
2021-07-07,14478.0,489.0,13989.0,3871.0,10.0,3861.0,172.0,1.0,171.0,265.0
2021-07-08,14292.0,484.0,13808.0,3871.0,9.0,3862.0,172.0,1.0,171.0,260.0
2021-07-09,14060.0,450.0,13610.0,3871.0,10.0,3861.0,177.0,0.0,177.0,257.0
2021-07-10,13931.0,451.0,13480.0,3871.0,9.0,3862.0,177.0,0.0,177.0,256.0
2021-07-11,13840.0,431.0,13409.0,3871.0,7.0,3864.0,177.0,0.0,177.0,252.0
2021-07-12,13815.0,397.0,13418.0,3871.0,7.0,3864.0,177.0,0.0,177.0,244.0
2021-07-13,13815.0,386.0,13429.0,3871.0,7.0,3864.0,177.0,0.0,177.0,214.0
2021-07-14,13715.0,389.0,13326.0,3871.0,7.0,3864.0,177.0,0.0,177.0,215.0
2021-07-15,13450.0,362.0,13088.0,3871.0,7.0,3864.0,177.0,0.0,177.0,230.0
2021-07-16,13141.0,355.0,12786.0,3871.0,8.0,3863.0,177.0,0.0,177.0,228.0
2021-07-17,12804.0,342.0,12462.0,3871.0,8.0,3863.0,177.0,0.0,177.0,212.0
2021-07-18,12780.0,330.0,12450.0,3871.0,8.0,3863.0,177.0,0.0,177.0,203.0
2021-07-19,12754.0,339.0,12415.0,3871.0,9.0,3862.0,177.0,0.0,177.0,183.0
2021-07-20,12729.0,333.0,12396.0,3871.0,9.0,3862.0,177.0,0.0,177.0,183.0
2021-07-21,12586.0,322.0,12264.0,3871.0,11.0,3860.0,177.0,0.0,177.0,171.0
2021-07-22,12615.0,351.0,12264.0,3871.0,9.0,3862.0,177.0,0.0,177.0,176.0
2021-07-23,12587.0,339.0,12248.0,3871.0,9.0,3862.0,177.0,0.0,177.0,167.0
2021-07-24,12569.0,354.0,12215.0,3871.0,8.0,3863.0,177.0,0.0,177.0,159.0
2021-07-25,12571.0,337.0,12234.0,3871.0,9.0,3862.0,177.0,0.0,177.0,167.0
2021-07-26,12571.0,327.0,12244.0,3871.0,9.0,3862.0,177.0,0.0,177.0,162.0
2021-07-27,12571.0,332.0,12239.0,3871.0,7.0,3864.0,177.0,0.0,177.0,154.0
2021-07-28,12573.0,334.0,12239.0,3871.0,7.0,3864.0,177.0,0.0,177.0,165.0
2021-07-29,12553.0,327.0,12226.0,3871.0,7.0,3864.0,177.0,0.0,177.0,169.0
2021-07-30,12283.0,333.0,11950.0,3871.0,7.0,3864.0,177.0,0.0,177.0,177.0
2021-07-31,12261.0,339.0,11922.0,3911.0,7.0,3904.0,177.0,0.0,177.0,177.0
2021-08-01,12379.0,321.0,12058.0,3871.0,4.0,3867.0,177.0,0.0,177.0,172.0
2021-08-02,12379.0,310.0,12069.0,3871.0,4.0,3867.0,177.0,0.0,177.0,173.0
2021-08-03,12379.0,291.0,12088.0,3871.0,4.0,3867.0,177.0,0.0,177.0,174.0
2021-08-04,12379.0,286.0,12093.0,3871.0,3.0,3868.0,177.0,0.0,177.0,157.0
2021-08-05,12367.0,289.0,12078.0,3871.0,2.0,3869.0,177.0,0.0,177.0,166.0
2021-08-06,12374.0,300.0,12074.0,3871.0,2.0,3856.0,177.0,0.0,177.0,170.0
2021-08-07,12328.0,316.0,12012.0,3871.0,2.0,3856.0,177.0,0.0,177.0,175.0
2021-08-08,12326.0,298.0,12028.0,3871.0,2.0,3856.0,177.0,0.0,177.0,170.0
2021-08-09,12366.0,277.0,12089.0,3871.0,3.0,3855.0,177.0,1.0,176.0,178.0
2021-08-10,12360.0,268.0,12092.0,3871.0,3.0,3855.0,177.0,1.0,176.0,180.0
2021-08-11,12260.0,274.0,11986.0,3871.0,3.0,3855.0,177.0,1.0,176.0,179.0
2021-08-13,12117.0,249.0,11868.0,3871.0,4.0,3867.0,151.0,1.0,150.0,164.0
2021-08-14,12066.0,259.0,11807.0,3871.0,4.0,3867.0,151.0,1.0,150.0,164.0
2021-08-15,12061.0,287.0,11774.0,3871.0,4.0,3867.0,151.0,0.0,151.0,169.0
2021-08-16,12061.0,267.0,11794.0,3871.0,8.0,3863.0,151.0,0.0,151.0,165.0
2021-08-17,12063.0,274.0,11789.0,3871.0,3.0,3868.0,151.0,0.0,151.0,156.0
2021-08-18,12057.0,247.0,11810.0,3871.0,3.0,3868.0,151.0,0.0,151.0,141.0
2021-08-19,12057.0,280.0,11777.0,3871.0,3.0,3868.0,151.0,0.0,151.0,140.0
2021-08-20,12057.0,264.0,11793.0,3871.0,3.0,3868.0,151.0,0.0,151.0,135.0
2021-08-21,12057.0,277.0,11780.0,3871.0,2.0,3869.0,151.0,0.0,151.0,132.0
2021-08-22,12057.0,242.0,11815.0,3871.0,3.0,3868.0,151.0,0.0,151.0,129.0
2021-08-23,12057.0,247.0,11810.0,3871.0,3.0,3868.0,151.0,0.0,151.0,107.0
2021-08-24,12057.0,264.0,11793.0,3871.0,2.0,3869.0,151.0,0.0,151.0,106.0
2021-08-25,12036.0,249.0,11787.0,3871.0,2.0,3869.0,151.0,0.0,151.0,103.0
2021-08-26,12034.0,259.0,11775.0,3871.0,2.0,3869.0,151.0,0.0,151.0,107.0
2021-08-27,12019.0,261.0,11758.0,3871.0,2.0,3869.0,151.0,0.0,151.0,103.0
2021-08-28,12019.0,261.0,11758.0,3871.0,2.0,3869.0,151.0,0.0,151.0,101.0
2021-08-29,12015.0,259.0,11756.0,3871.0,1.0,3870.0,151.0,0.0,151.0,101.0
2021-08-30,12015.0,266.0,11749.0,3871.0,1.0,3870.0,151.0,0.0,151.0,88.0
2021-08-31,12015.0,235.0,11780.0,3871.0,1.0,3870.0,151.0,0.0,151.0,85.0
2021-09-01,12015.0,219.0,11796.0,3871.0,2.0,3869.0,151.0,0.0,151.0,86.0
2021-09-02,12004.0,223.0,11781.0,3871.0,2.0,3869.0,151.0,0.0,151.0,80.0
2021-09-03,12012.0,242.0,11770.0,3871.0,2.0,3869.0,151.0,0.0,151.0,83.0
2021-09-04,12015.0,217.0,11798.0,3871.0,2.0,3869.0,151.0,0.0,151.0,80.0
2021-09-05,12015.0,228.0,11787.0,3871.0,2.0,3869.0,151.0,0.0,151.0,91.0
2021-09-06,12015.0,244.0,11771.0,3871.0,3.0,3868.0,151.0,0.0,151.0,88.0
2021-09-07,12015.0,237.0,11778.0,3871.0,4.0,3867.0,151.0,0.0,151.0,95.0
2021-09-08,12015.0,259.0,11756.0,3871.0,7.0,3864.0,151.0,0.0,151.0,107.0
2021-09-09,12015.0,258.0,11757.0,3871.0,7.0,3864.0,151.0,0.0,151.0,114.0
2021-09-10,11784.0,251.0,11533.0,3871.0,7.0,3864.0,151.0,0.0,151.0,105.0
2021-09-11,11784.0,258.0,11526.0,3871.0,9.0,3862.0,151.0,0.0,151.0,110.0
2021-09-12,11784.0,258.0,11526.0,3871.0,9.0,3862.0,151.0,0.0,151.0,101.0
2021-09-14,11777.0,254.0,11523.0,3871.0,10.0,3861.0,151.0,0.0,151.0,98.0
2021-09-15,11777.0,241.0,11536.0,3871.0,11.0,3860.0,151.0,0.0,151.0,95.0
2021-09-16,11777.0,260.0,11517.0,3871.0,11.0,3860.0,151.0,0.0,151.0,110.0
2021-09-17,11887.0,256.0,11631.0,3871.0,9.0,3862.0,151.0,0.0,151.0,109.0
2021-09-18,11881.0,237.0,11644.0,3871.0,7.0,3864.0,151.0,0.0,151.0,119.0
2021-09-19,11876.0,222.0,11654.0,3871.0,7.0,3864.0,151.0,0.0,151.0,130.0
2021-09-20,11876.0,236.0,11640.0,3871.0,7.0,3864.0,151.0,0.0,151.0,116.0
2021-09-21,11876.0,227.0,11649.0,3871.0,7.0,3864.0,151.0,0.0,151.0,127.0
2021-09-22,11860.0,242.0,11618.0,3871.0,8.0,3863.0,151.0,0.0,151.0,131.0
2021-09-23,11804.0,248.0,11556.0,3871.0,9.0,3862.0,151.0,0.0,151.0,128.0
2021-09-24,11804.0,234.0,11570.0,3871.0,9.0,3862.0,151.0,0.0,151.0,124.0
2021-09-25,11804.0,219.0,11585.0,3871.0,7.0,3864.0,151.0,0.0,151.0,126.0
2021-09-26,11794.0,217.0,11577.0,3871.0,7.0,3864.0,151.0,0.0,151.0,118.0
2021-09-27,11794.0,220.0,11574.0,3871.0,7.0,3864.0,151.0,0.0,151.0,107.0
2021-09-28,11794.0,229.0,11565.0,3871.0,5.0,3866.0,151.0,0.0,151.0,105.0
2021-09-29,11794.0,239.0,11555.0,3871.0,5.0,3866.0,151.0,0.0,151.0,107.0
2021-09-30,11784.0,240.0,11544.0,3871.0,4.0,3867.0,151.0,0.0,151.0,109.0
2021-10-01,11784.0,248.0,11536.0,3871.0,4.0,3867.0,151.0,0.0,151.0,125.0
2021-10-02,11768.0,237.0,11531.0,3871.0,3.0,3868.0,151.0,0.0,151.0,110.0
2021-10-03,11750.0,235.0,11515.0,3871.0,3.0,3868.0,151.0,0.0,151.0,115.0
2021-10-04,11750.0,245.0,11505.0,3871.0,1.0,3870.0,151.0,0.0,151.0,118.0
2021-10-05,11750.0,213.0,11537.0,3871.0,0.0,3871.0,151.0,0.0,151.0,109.0
2021-10-06,11720.0,217.0,11503.0,3871.0,0.0,3871.0,151.0,0.0,151.0,111.0
2021-10-07,11720.0,226.0,11494.0,3871.0,1.0,3870.0,151.0,0.0,151.0,112.0
2021-10-08,11720.0,246.0,11474.0,3871.0,3.0,3868.0,151.0,0.0,151.0,111.0
2021-10-09,12610.0,237.0,12373.0,3871.0,3.0,3868.0,151.0,0.0,151.0,107.0
2021-10-10,12600.0,218.0,12382.0,3871.0,3.0,3868.0,151.0,0.0,151.0,97.0
2021-10-11,12600.0,241.0,12359.0,3871.0,3.0,3868.0,151.0,0.0,151.0,102.0
2021-10-12,12600.0,230.0,12370.0,3871.0,3.0,3868.0,151.0,0.0,151.0,98.0
2021-10-13,12600.0,205.0,12395.0,3871.0,3.0,3868.0,151.0,0.0,151.0,99.0
2021-10-14,12600.0,207.0,12393.0,3871.0,3.0,3868.0,151.0,0.0,151.0,99.0
2021-10-15,12600.0,194.0,12406.0,3871.0,3.0,3868.0,151.0,0.0,151.0,104.0
2021-10-16,12580.0,206.0,12374.0,3871.0,3.0,3868.0,151.0,0.0,151.0,96.0
2021-10-17,12681.0,198.0,12483.0,3871.0,2.0,3869.0,151.0,0.0,151.0,88.0
2021-10-18,12673.0,189.0,12484.0,3871.0,2.0,3869.0,151.0,0.0,151.0,92.0
2021-10-19,12256.0,181.0,12075.0,3871.0,2.0,3869.0,151.0,0.0,151.0,103.0
2021-10-20,11805.0,187.0,11618.0,3871.0,2.0,3869.0,151.0,0.0,151.0,96.0
2021-10-21,11668.0,188.0,11480.0,3871.0,2.0,3869.0,151.0,0.0,151.0,99.0
2021-10-22,11305.0,198.0,11107.0,3871.0,2.0,3869.0,151.0,0.0,151.0,102.0
2021-10-23,11163.0,194.0,10969.0,3871.0,2.0,3869.0,151.0,0.0,151.0,98.0
2021-10-24,11160.0,189.0,10971.0,3871.0,0.0,3871.0,151.0,0.0,151.0,94.0
2021-10-25,11140.0,189.0,10951.0,3871.0,0.0,3871.0,151.0,0.0,151.0,91.0
2021-10-26,11156.0,183.0,10973.0,3871.0,1.0,3870.0,151.0,0.0,151.0,98.0
2021-10-27,11194.0,204.0,10990.0,3871.0,0.0,3871.0,151.0,0.0,151.0,106.0
2021-10-28,10937.0,188.0,10749.0,3871.0,0.0,3871.0,151.0,0.0,151.0,115.0
2021-10-29,10594.0,164.0,10430.0,3871.0,0.0,3871.0,151.0,0.0,151.0,133.0
2021-10-30,9973.0,184.0,9789.0,3871.0,0.0,3871.0,151.0,0.0,151.0,128.0
2021-10-31,9890.0,161.0,9729.0,3871.0,0.0,3871.0,151.0,0.0,151.0,142.0
2021-11-01,9857.0,149.0,9708.0,3871.0,0.0,3871.0,151.0,0.0,151.0,150.0
2021-11-02,9397.0,134.0,9263.0,3871.0,0.0,3871.0,151.0,0.0,151.0,141.0
2021-11-03,9326.0,127.0,9199.0,3871.0,3.0,3868.0,151.0,0.0,151.0,149.0
2021-11-04,9326.0,117.0,9209.0,3871.0,0.0,3871.0,151.0,0.0,151.0,146.0
2021-11-05,9281.0,138.0,9143.0,3871.0,0.0,3871.0,151.0,0.0,151.0,158.0
2021-11-06,9281.0,152.0,9129.0,3871.0,0.0,3871.0,151.0,0.0,151.0,163.0
2021-11-07,9286.0,157.0,9129.0,3871.0,0.0,3871.0,151.0,0.0,151.0,161.0
2021-11-08,9246.0,152.0,9094.0,3871.0,0.0,3871.0,151.0,0.0,151.0,165.0
2021-11-09,9245.0,152.0,9093.0,3871.0,0.0,3871.0,140.0,0.0,140.0,164.0
2021-11-10,9135.0,170.0,8965.0,3871.0,0.0,3871.0,140.0,0.0,140.0,164.0
2021-11-11,9070.0,162.0,8908.0,3871.0,0.0,3871.0,140.0,0.0,140.0,165.0
2021-11-12,9070.0,152.0,8918.0,3871.0,1.0,3870.0,140.0,0.0,140.0,156.0
2021-11-13,9070.0,147.0,8923.0,3871.0,3.0,3868.0,140.0,0.0,140.0,155.0
2021-11-14,9051.0,151.0,8900.0,3871.0,4.0,3867.0,140.0,0.0,140.0,158.0
2021-11-15,9041.0,153.0,8888.0,3871.0,4.0,3867.0,140.0,0.0,140.0,164.0
2021-11-16,9041.0,153.0,8888.0,3871.0,4.0,3867.0,140.0,0.0,140.0,156.0
2021-11-17,9041.0,154.0,8887.0,3871.0,4.0,3867.0,140.0,0.0,140.0,144.0
2021-11-18,9041.0,156.0,8885.0,3871.0,4.0,3867.0,140.0,0.0,140.0,155.0
2021-11-19,9041.0,146.0,8895.0,3871.0,4.0,3867.0,140.0,0.0,140.0,145.0
2021-11-20,9041.0,139.0,8902.0,3871.0,4.0,3867.0,140.0,0.0,140.0,150.0
2021-11-21,9041.0,143.0,8898.0,3871.0,4.0,3867.0,140.0,0.0,140.0,133.0
2021-11-22,9041.0,141.0,8900.0,3871.0,4.0,3867.0,140.0,0.0,140.0,126.0
2021-11-23,9041.0,142.0,8899.0,3871.0,4.0,3867.0,140.0,0.0,140.0,123.0
2021-11-24,9041.0,147.0,8894.0,3871.0,4.0,3867.0,140.0,0.0,140.0,125.0
2021-11-25,9041.0,144.0,8897.0,3871.0,4.0,3867.0,140.0,0.0,140.0,131.0
2021-11-26,8968.0,143.0,8825.0,3871.0,4.0,3867.0,140.0,0.0,140.0,131.0
2021-11-27,8980.0,138.0,8842.0,3871.0,3.0,3868.0,140.0,0.0,140.0,115.0
2021-11-28,8980.0,138.0,8842.0,3871.0,3.0,3868.0,140.0,0.0,140.0,115.0
2021-11-29,8968.0,111.0,8857.0,3871.0,0.0,3871.0,140.0,0.0,140.0,136.0
2021-11-30,8968.0,130.0,8838.0,3871.0,0.0,3871.0,140.0,0.0,140.0,136.0
2021-12-01,8968.0,111.0,8857.0,3871.0,0.0,3871.0,140.0,0.0,140.0,136.0
2021-12-02,8968.0,130.0,8838.0,3871.0,0.0,3871.0,140.0,0.0,140.0,136.0
2021-12-03,8969.0,158.0,8811.0,3871.0,0.0,3871.0,140.0,0.0,140.0,120.0
2021-12-04,8969.0,150.0,8819.0,3871.0,0.0,3871.0,140.0,0.0,140.0,121.0
2021-12-05,8969.0,163.0,8806.0,3871.0,0.0,3871.0,140.0,0.0,140.0,144.0
2021-12-06,9004.0,151.0,8853.0,3871.0,0.0,3871.0,140.0,0.0,140.0,153.0
2021-12-07,8994.0,173.0,8821.0,3871.0,0.0,3871.0,140.0,0.0,140.0,152.0
2021-12-08,8989.0,179.0,8810.0,3871.0,0.0,3871.0,140.0,0.0,140.0,160.0
2021-12-09,9009.0,166.0,8843.0,3871.0,0.0,3871.0,140.0,0.0,140.0,165.0
2021-12-10,9009.0,160.0,8849.0,3871.0,0.0,3871.0,140.0,0.0,140.0,169.0
2021-12-11,9019.0,152.0,8867.0,3871.0,0.0,3871.0,140.0,0.0,140.0,181.0
2021-12-12,9019.0,153.0,8866.0,3871.0,0.0,3871.0,140.0,0.0,140.0,188.0
2021-12-13,8994.0,164.0,8830.0,3871.0,0.0,3871.0,140.0,0.0,140.0,199.0
2021-12-14,8994.0,169.0,8825.0,3871.0,0.0,3871.0,140.0,0.0,140.0,193.0
2021-12-15,8975.0,179.0,8796.0,3871.0,0.0,3871.0,140.0,0.0,140.0,192.0
2021-12-16,8987.0,188.0,8799.0,3871.0,0.0,3871.0,140.0,0.0,140.0,202.0
2021-12-17,8995.0,187.0,8808.0,3871.0,0.0,3871.0,140.0,0.0,140.0,210.0
2021-12-18,8995.0,195.0,8800.0,3871.0,0.0,3871.0,140.0,0.0,140.0,203.0
2021-12-19,8978.0,208.0,8770.0,3871.0,0.0,3871.0,140.0,0.0,140.0,225.0
2021-12-20,8975.0,197.0,8778.0,3871.0,0.0,3871.0,140.0,0.0,140.0,243.0
2021-12-21,9035.0,193.0,8842.0,3871.0,0.0,3871.0,140.0,0.0,140.0,262.0
2021-12-22,9035.0,210.0,8825.0,3871.0,0.0,3871.0,140.0,0.0,140.0,289.0
2021-12-23,9034.0,230.0,8804.0,3871.0,0.0,3871.0,140.0,0.0,140.0,336.0
2021-12-24,8961.0,227.0,8734.0,3871.0,0.0,3871.0,140.0,0.0,140.0,375.0
2021-12-25,8961.0,221.0,8740.0,3871.0,0.0,3871.0,140.0,0.0,140.0,464.0
2021-12-26,8960.0,230.0,8730.0,3871.0,0.0,3871.0,140.0,0.0,140.0,583.0
2021-12-27,8905.0,266.0,8639.0,3871.0,0.0,3871.0,140.0,0.0,140.0,692.0
2021-12-28,8839.0,280.0,8559.0,3871.0,0.0,3871.0,140.0,0.0,140.0,836.0
2021-12-29,8965.0,262.0,8703.0,3871.0,0.0,3871.0,140.0,0.0,140.0,1068.0
2021-12-30,8835.0,189.0,8646.0,4271.0,111.0,4160.0,140.0,0.0,140.0,1560.0
2021-12-31,8943.0,226.0,8717.0,4221.0,146.0,4075.0,140.0,0.0,140.0,2284.0
2022-01-01,8883.0,247.0,8636.0,4191.0,172.0,247.0,140.0,1.0,139.0,3248.0
2022-01-02,9024.0,307.0,8717.0,4191.0,195.0,3996.0,140.0,0.0,140.0,4759.0
2022-01-03,9029.0,420.0,8609.0,4196.0,244.0,3952.0,140.0,1.0,139.0,6288.0
2022-01-04,9042.0,531.0,8511.0,4547.0,324.0,4223.0,140.0,1.0,139.0,8593.0
2022-01-05,10474.0,782.0,9692.0,4257.0,377.0,3880.0,140.0,,139.0,11551.0
2022-01-06,12580.0,1091.0,11489.0,4290.0,459.0,3831.0,158.0,1.0,157.0,
2022-01-07,13312.0,1390.0,11922.0,4482.0,529.0,3953.0,158.0,1.0,157.0,20695.0
2022-01-08,14106.0,1586.0,12520.0,4482.0,588.0,3894.0,132.0,20.0,112.0,25909.0
2022-01-09,14222.0,1800.0,12422.0,4482.0,627.0,3855.0,158.0,23.0,135.0,35714.0
2022-01-10,14355.0,1999.0,12356.0,4582.0,666.0,3916.0,158.0,34.0,124.0,44028.0
2022-01-11,14621.0,2209.0,12412.0,4626.0,627.0,3999.0,158.0,38.0,120.0,50796.0
2022-01-12,14802.0,2363.0,12439.0,4626.0,590.0,4036.0,158.0,39.0,119.0,56991.0
2022-01-13,15433.0,2424.0,13009.0,4626.0,559.0,4067.0,158.0,41.0,117.0,62324.0
2022-01-14,15478.0,2529.0,12949.0,4626.0,601.0,4025.0,158.0,12.0,146.0,64831.0
2022-01-15,15494.0,2620.0,12874.0,4626.0,585.0,4041.0,158.0,32.0,126.0,69554.0
2022-01-16,15499.0,2711.0,12788.0,4626.0,502.0,4124.0,158.0,29.0,129.0,68411.0
2022-01-17,15505.0,2784.0,12721.0,4626.0,475.0,4151.0,158.0,21.0,137.0,68275.0
2022-01-18,15606.0,2730.0,12876.0,4626.0,402.0,4224.0,158.0,9.0,149.0,63432.0
2022-01-19,15603.0,2734.0,12869.0,4626.0,358.0,4268.0,222.0,14.0,208.0,58501.0
2022-01-20,15589.0,2698.0,12891.0,4626.0,280.0,4346.0,196.0,12.0,184.0,53593.0
2022-01-21,15557.0,2656.0,12901.0,4626.0,273.0,4353.0,196.0,14.0,182.0,48356.0
2022-01-22,15409.0,2504.0,12905.0,4626.0,253.0,4373.0,196.0,16.0,180.0,44415.0
2022-01-23,15411.0,2424.0,12987.0,5026.0,249.0,4777.0,196.0,20.0,176.0,42438.0
