date,district_name,cases_daily,cases_total,deaths_daily,deaths_total
2021-06-03,ahamadnagar mc,69.0,64165,1.0,1003
2021-06-03,akola,153.0,24386,6.0,389
2021-06-03,akola circle total,931.0,343962,17.0,4845
2021-06-03,akola mc,47.0,32656,3.0,554
2021-06-03,amarawati,284.0,48820,3.0,885
2021-06-03,amarawati mc,45.0,42286,0.0,531
2021-06-03,aurangabad,115.0,55902,20.0,990
2021-06-03,aurangabad circle total,355.0,274997,24.0,5200
2021-06-03,aurangabad mc,86.0,91854,3.0,1976
2021-06-03,beed,324.0,88529,12.0,1962
2021-06-03,bhandara,112.0,59621,0.0,990
2021-06-03,bhivandi nijampur mc,14.0,10849,0.0,446
2021-06-03,buldhana,114.0,81380,0.0,499
2021-06-03,chandrapur,129.0,57494,1.0,949
2021-06-03,chandrapur mc,42.0,29014,1.0,455
2021-06-03,dhule,48.0,25469,0.0,278
2021-06-03,dhule mc,9.0,19513,0.0,237
2021-06-03,gadchiroli,63.0,28661,6.0,543
2021-06-03,gondia,43.0,40147,0.0,494
2021-06-03,grand total,15229.0,5791413,307.0,97394
2021-06-03,hingoli,42.0,17936,0.0,345
2021-06-03,jalgaon,173.0,104854,3.0,1800
2021-06-03,jalgaon mc,31.0,32604,1.0,582
2021-06-03,jalna,77.0,58480,1.0,937
2021-06-03,kdmc,203.0,140573,0.0,1620
2021-06-03,kolhapur,1170.0,87345,15.0,2815
2021-06-03,kolhapur circle total,3533.0,321817,48.0,8430
2021-06-03,kolhapur mc,366.0,31144,5.0,764
2021-06-03,latur,95.0,66726,10.0,1365
2021-06-03,latur circle total,747.0,326368,41.0,7475
2021-06-03,latur mc,21.0,22925,5.0,511
2021-06-03,malegaon mc,8.0,9940,0.0,245
2021-06-03,mcgm,985.0,708026,27.0,14907
2021-06-03,mira bhayandar mc,77.0,53824,0.0,887
2021-06-03,mumbai circle total,3046.0,1540443,61.0,28046
2021-06-03,nagpur,55.0,128231,3.0,1766
2021-06-03,nagpur circle total,736.0,763810,18.0,11266
2021-06-03,nagpur mc,139.0,362250,4.0,5021
2021-06-03,nanded,22.0,45942,4.0,1386
2021-06-03,nanded mc,6.0,43762,0.0,880
2021-06-03,nandurbar,16.0,38821,1.0,842
2021-06-03,nashik,387.0,149906,13.0,2219
2021-06-03,nashik circle total,1996.0,864530,53.0,11831
2021-06-03,nashik mc,190.0,229241,13.0,2351
2021-06-03,navi mumbai,91.0,108291,0.0,1609
2021-06-03,osmanabad,279.0,58484,10.0,1371
2021-06-03,other states/countries,0.0,146,0.0,118
2021-06-03,palghar,326.0,46748,22.0,620
2021-06-03,panvel mc,133.0,64193,6.0,1124
2021-06-03,parbhani,21.0,32837,0.0,570
2021-06-03,parbhani mc,14.0,17988,0.0,382
2021-06-03,pcmc,400.0,244690,1.0,1763
2021-06-03,pmc,465.0,485874,2.0,6844
2021-06-03,pune,954.0,291733,5.0,4130
2021-06-03,pune circle total,3885.0,1355340,45.0,20183
2021-06-03,raigad,648.0,86587,6.0,1820
2021-06-03,ratnagiri,534.0,46155,6.0,1137
2021-06-03,sangli,711.0,96731,14.0,2114
2021-06-03,sangli mc,132.0,32222,2.0,910
2021-06-03,satara,1463.0,169862,17.0,3199
2021-06-03,sindhudurg,620.0,28220,6.0,690
2021-06-03,solapur,565.0,131431,19.0,2871
2021-06-03,solapur mc,38.0,31750,1.0,1376
2021-06-03,thane,211.0,98475,0.0,1429
2021-06-03,tmc,134.0,132473,0.0,1796
2021-06-03,ulhasnagar mc,38.0,20587,0.0,468
2021-06-03,vasai virar mc,186.0,69817,0.0,1320
2021-06-03,wardha,153.0,58392,3.0,1048
2021-06-03,washim,75.0,40285,3.0,593
2021-06-03,yawatmal,213.0,74149,2.0,1394
2021-06-06,ahamadnagar,618.0,192005,20.0,2418
2021-06-06,ahamadnagar mc,38.0,64270,0.0,1021
2021-06-06,akola,87.0,24646,2.0,400
2021-06-06,akola circle total,718.0,346346,12.0,5012
2021-06-06,akola mc,53.0,32823,4.0,561
2021-06-06,amarawati,237.0,49513,4.0,896
2021-06-06,amarawati mc,36.0,42522,0.0,530
2021-06-06,aurangabad,158.0,56334,1.0,1058
2021-06-06,aurangabad circle total,373.0,276052,14.0,5492
2021-06-06,aurangabad mc,78.0,92062,5.0,2110
2021-06-06,beed,178.0,89226,9.0,2053
2021-06-06,bhandara,37.0,59781,0.0,1032
2021-06-06,bhivandi nijampur mc,11.0,10873,0.0,452
2021-06-06,buldhana,52.0,81537,0.0,509
2021-06-06,chandrapur,69.0,57775,0.0,938
2021-06-06,chandrapur mc,11.0,29082,1.0,457
2021-06-06,dhule,34.0,25550,0.0,277
2021-06-06,dhule mc,10.0,19554,0.0,245
2021-06-06,gadchiroli,40.0,28805,8.0,613
2021-06-06,gondia,16.0,40239,2.0,506
2021-06-06,grand total,12557.0,5831781,233.0,100130
2021-06-06,hingoli,24.0,18023,3.0,376
2021-06-06,jalgaon,172.0,105295,2.0,1806
2021-06-06,jalgaon mc,11.0,32640,0.0,583
2021-06-06,jalna,66.0,58667,2.0,940
2021-06-06,kdmc,147.0,141019,0.0,1613
2021-06-06,kolhapur,1152.0,90751,35.0,2959
2021-06-06,kolhapur circle total,3864.0,333083,65.0,8832
2021-06-06,kolhapur mc,316.0,32163,7.0,797
2021-06-06,latur,71.0,66942,3.0,1325
2021-06-06,latur circle total,570.0,328396,15.0,7571
2021-06-06,latur mc,25.0,22970,0.0,513
2021-06-06,malegaon mc,3.0,9952,0.0,246
2021-06-06,mcgm,786.0,710643,20.0,14971
2021-06-06,mira bhayandar mc,65.0,54050,0.0,883
2021-06-06,mumbai circle total,2420.0,1548494,33.0,28267
2021-06-06,nagpur,59.0,128428,2.0,1847
2021-06-06,nagpur circle total,419.0,765319,18.0,11706
2021-06-06,nagpur mc,160.0,362666,1.0,5223
2021-06-06,nanded,28.0,46022,0.0,1395
2021-06-06,nanded mc,27.0,43808,0.0,888
2021-06-06,nandurbar,29.0,38878,3.0,853
2021-06-06,nashik,173.0,150693,4.0,2259
2021-06-06,nashik circle total,1194.0,868615,31.0,12121
2021-06-06,nashik mc,106.0,229778,2.0,2413
2021-06-06,navi mumbai,88.0,108560,3.0,1629
2021-06-06,osmanabad,241.0,59428,3.0,1397
2021-06-06,other states/countries,0.0,146,0.0,118
2021-06-06,palghar,261.0,47656,1.0,651
2021-06-06,panvel mc,129.0,64553,1.0,1135
2021-06-06,parbhani,43.0,32952,3.0,607
2021-06-06,parbhani mc,4.0,18014,0.0,401
2021-06-06,pcmc,245.0,245467,0.0,1849
2021-06-06,pmc,318.0,486962,2.0,7117
2021-06-06,pune,796.0,294288,0.0,4382
2021-06-06,pune circle total,2999.0,1365330,45.0,21011
2021-06-06,raigad,490.0,88304,5.0,1875
2021-06-06,ratnagiri,777.0,48269,4.0,1187
2021-06-06,sangli,850.0,99118,9.0,2209
2021-06-06,sangli mc,140.0,32632,1.0,942
2021-06-06,satara,1148.0,173895,32.0,3361
2021-06-06,sindhudurg,629.0,30150,9.0,738
2021-06-06,solapur,454.0,132875,11.0,2927
2021-06-06,solapur mc,38.0,31843,0.0,1375
2021-06-06,thane,137.0,98936,2.0,1417
2021-06-06,tmc,128.0,132881,1.0,1798
2021-06-06,ulhasnagar mc,17.0,20676,0.0,465
2021-06-06,vasai virar mc,161.0,70343,0.0,1378
2021-06-06,wardha,27.0,58543,4.0,1090
2021-06-06,washim,82.0,40545,0.0,601
2021-06-06,yawatmal,171.0,74760,2.0,1515
2021-06-07,ahamadnagar,452.0,192457,11.0,2440
2021-06-07,ahamadnagar mc,34.0,64304,1.0,1022
2021-06-07,akola,28.0,24674,1.0,405
2021-06-07,akola circle total,466.0,346812,6.0,5075
2021-06-07,akola mc,37.0,32860,2.0,567
2021-06-07,amarawati,134.0,49647,2.0,898
2021-06-07,amarawati mc,56.0,42578,1.0,531
2021-06-07,aurangabad,137.0,56471,0.0,1063
2021-06-07,aurangabad circle total,311.0,276363,4.0,5504
2021-06-07,aurangabad mc,64.0,92126,0.0,2112
2021-06-07,beed,155.0,89381,6.0,2059
2021-06-07,bhandara,15.0,59796,0.0,1032
2021-06-07,bhivandi nijampur mc,5.0,10878,0.0,453
2021-06-07,buldhana,63.0,81600,0.0,509
2021-06-07,chandrapur,58.0,57833,1.0,940
2021-06-07,chandrapur mc,5.0,29087,0.0,459
2021-06-07,dhule,5.0,25555,0.0,277
2021-06-07,dhule mc,7.0,19561,0.0,245
2021-06-07,gadchiroli,32.0,28837,0.0,613
2021-06-07,gondia,4.0,40243,0.0,506
2021-06-07,grand total,10219.0,5842000,154.0,100470
2021-06-07,hingoli,10.0,18033,1.0,377
2021-06-07,jalgaon,151.0,105446,4.0,1810
2021-06-07,jalgaon mc,9.0,32649,0.0,583
2021-06-07,jalna,57.0,58724,0.0,941
2021-06-07,kdmc,125.0,141144,0.0,1614
2021-06-07,kolhapur,1017.0,91768,27.0,3004
2021-06-07,kolhapur circle total,3186.0,336269,49.0,8912
2021-06-07,kolhapur mc,381.0,32544,14.0,818
2021-06-07,latur,25.0,66967,0.0,1326
2021-06-07,latur circle total,347.0,328743,9.0,7587
2021-06-07,latur mc,20.0,22990,0.0,514
2021-06-07,malegaon mc,1.0,9953,0.0,246
2021-06-07,mcgm,730.0,711373,28.0,14999
2021-06-07,mira bhayandar mc,84.0,54134,0.0,883
2021-06-07,mumbai circle total,1895.0,1550389,36.0,28320
2021-06-07,nagpur,80.0,128508,0.0,1847
2021-06-07,nagpur circle total,631.0,765950,3.0,11713
2021-06-07,nagpur mc,420.0,363086,2.0,5226
2021-06-07,nanded,12.0,46034,0.0,1395
2021-06-07,nanded mc,2.0,43810,0.0,888
2021-06-07,nandurbar,11.0,38889,0.0,853
2021-06-07,nashik,138.0,150831,2.0,2275
2021-06-07,nashik circle total,948.0,869563,22.0,12169
2021-06-07,nashik mc,140.0,229918,4.0,2418
2021-06-07,navi mumbai,68.0,108628,3.0,1634
2021-06-07,osmanabad,133.0,59561,3.0,1405
2021-06-07,other states/countries,0.0,146,0.0,118
2021-06-07,palghar,48.0,47704,0.0,652
2021-06-07,panvel mc,114.0,64667,3.0,1140
2021-06-07,parbhani,28.0,32980,2.0,609
2021-06-07,parbhani mc,15.0,18029,1.0,402
2021-06-07,pcmc,199.0,245666,1.0,1865
2021-06-07,pmc,289.0,487251,3.0,7138
2021-06-07,pune,446.0,294734,4.0,4388
2021-06-07,pune circle total,2435.0,1367765,25.0,21072
2021-06-07,raigad,393.0,88697,2.0,1877
2021-06-07,ratnagiri,548.0,48817,1.0,1188
2021-06-07,sangli,594.0,99712,3.0,2213
2021-06-07,sangli mc,84.0,32716,0.0,942
2021-06-07,satara,1152.0,175047,6.0,3367
2021-06-07,sindhudurg,562.0,30712,4.0,747
2021-06-07,solapur,335.0,133210,10.0,2938
2021-06-07,solapur mc,14.0,31857,1.0,1376
2021-06-07,thane,114.0,99050,0.0,1426
2021-06-07,tmc,84.0,132965,0.0,1799
2021-06-07,ulhasnagar mc,7.0,20683,0.0,465
2021-06-07,vasai virar mc,123.0,70466,0.0,1378
2021-06-07,wardha,17.0,58560,0.0,1090
2021-06-07,washim,36.0,40581,0.0,601
2021-06-07,yawatmal,112.0,74872,0.0,1564
2021-06-09,ahamadnagar,440.0,193366,6.0,2494
2021-06-09,ahamadnagar mc,11.0,64337,0.0,1026
2021-06-09,akola,32.0,24786,0.0,425
2021-06-09,akola circle total,451.0,348014,4.0,5168
2021-06-09,akola mc,31.0,32928,1.0,591
2021-06-09,amarawati,117.0,49905,1.0,904
2021-06-09,amarawati mc,51.0,42663,0.0,533
2021-06-09,aurangabad,84.0,56650,5.0,1096
2021-06-09,aurangabad circle total,188.0,276797,19.0,5585
2021-06-09,aurangabad mc,25.0,92179,6.0,2127
2021-06-09,beed,145.0,89661,10.0,2080
2021-06-09,bhandara,7.0,59812,0.0,1036
2021-06-09,bhivandi nijampur mc,6.0,10898,1.0,454
2021-06-09,buldhana,81.0,81752,0.0,520
2021-06-09,chandrapur,98.0,58013,3.0,956
2021-06-09,chandrapur mc,21.0,29131,0.0,461
2021-06-09,dhule,27.0,25614,0.0,277
2021-06-09,dhule mc,21.0,19600,0.0,245
2021-06-09,gadchiroli,54.0,28935,0.0,614
2021-06-09,gondia,17.0,40273,1.0,508
2021-06-09,grand total,10989.0,5863880,261.0,101833
2021-06-09,hingoli,10.0,18055,0.0,383
2021-06-09,jalgaon,85.0,105648,2.0,1814
2021-06-09,jalgaon mc,12.0,32675,0.0,585
2021-06-09,jalna,51.0,58834,4.0,957
2021-06-09,kdmc,117.0,141359,2.0,1694
2021-06-09,kolhapur,1078.0,93874,31.0,3089
2021-06-09,kolhapur circle total,3527.0,343410,76.0,9171
2021-06-09,kolhapur mc,389.0,33239,9.0,834
2021-06-09,latur,54.0,67065,0.0,1340
2021-06-09,latur circle total,386.0,329506,14.0,7671
2021-06-09,latur mc,12.0,23008,0.0,516
2021-06-09,malegaon mc,5.0,9962,0.0,249
2021-06-09,mcgm,785.0,712840,27.0,15033
2021-06-09,mira bhayandar mc,91.0,54286,0.0,909
2021-06-09,mumbai circle total,2403.0,1554814,47.0,28553
2021-06-09,nagpur,36.0,128578,0.0,1853
2021-06-09,nagpur circle total,310.0,766636,11.0,11779
2021-06-09,nagpur mc,52.0,363279,2.0,5254
2021-06-09,nanded,19.0,46067,1.0,1401
2021-06-09,nanded mc,18.0,43830,0.0,902
2021-06-09,nandurbar,3.0,38902,0.0,856
2021-06-09,nashik,257.0,151261,8.0,2331
2021-06-09,nashik circle total,972.0,871488,32.0,12366
2021-06-09,nashik mc,111.0,230123,16.0,2489
2021-06-09,navi mumbai,63.0,108745,1.0,1640
2021-06-09,osmanabad,138.0,59875,3.0,1432
2021-06-09,other states/countries,0.0,146,0.0,118
2021-06-09,palghar,275.0,48214,2.0,669
2021-06-09,panvel mc,100.0,64870,1.0,1142
2021-06-09,parbhani,15.0,33026,3.0,619
2021-06-09,parbhani mc,3.0,18053,1.0,403
2021-06-09,pcmc,283.0,246159,0.0,1914
2021-06-09,pmc,404.0,488017,11.0,7229
2021-06-09,pune,681.0,296149,16.0,4495
2021-06-09,pune circle total,2752.0,1373069,58.0,21422
2021-06-09,raigad,554.0,89754,4.0,1905
2021-06-09,ratnagiri,536.0,50057,6.0,1235
2021-06-09,sangli,808.0,101305,15.0,2275
2021-06-09,sangli mc,176.0,33038,2.0,957
2021-06-09,satara,845.0,176727,23.0,3446
2021-06-09,sindhudurg,540.0,31897,13.0,781
2021-06-09,solapur,513.0,134090,8.0,2962
2021-06-09,solapur mc,26.0,31927,0.0,1376
2021-06-09,thane,95.0,99221,3.0,1441
2021-06-09,tmc,127.0,133191,0.0,1799
2021-06-09,ulhasnagar mc,4.0,20695,1.0,468
2021-06-09,vasai virar mc,186.0,70741,5.0,1399
2021-06-09,wardha,25.0,58615,5.0,1097
2021-06-09,washim,72.0,40722,2.0,603
2021-06-09,yawatmal,67.0,75258,0.0,1592
2021-06-13,ahamadnagar,595.0,195994,40.0,3290
2021-06-13,ahamadnagar mc,13.0,64415,0.0,1063
2021-06-13,akola,22.0,24966,5.0,474
2021-06-13,akola circle total,311.0,349709,38.0,5566
2021-06-13,akola mc,38.0,33083,4.0,652
2021-06-13,amarawati,88.0,50296,21.0,952
2021-06-13,amarawati mc,9.0,42749,7.0,546
2021-06-13,aurangabad,90.0,57055,0.0,1132
2021-06-13,aurangabad circle total,202.0,277715,3.0,5847
2021-06-13,aurangabad mc,36.0,92250,0.0,2132
2021-06-13,beed,111.0,90360,4.0,2316
2021-06-13,bhandara,17.0,59885,1.0,1062
2021-06-13,bhivandi nijampur mc,8.0,10919,0.0,460
2021-06-13,buldhana,69.0,82101,0.0,635
2021-06-13,chandrapur,53.0,58277,0.0,1045
2021-06-13,chandrapur mc,12.0,29187,0.0,475
2021-06-13,dhule,9.0,25726,0.0,314
2021-06-13,dhule mc,15.0,19676,0.0,268
2021-06-13,gadchiroli,18.0,29075,9.0,630
2021-06-13,gondia,23.0,40337,1.0,552
2021-06-13,grand total,10442.0,5908992,483.0,111104
2021-06-13,hingoli,20.0,18121,0.0,398
2021-06-13,jalgaon,122.0,106009,4.0,1894
2021-06-13,jalgaon mc,11.0,32715,1.0,598
2021-06-13,jalna,30.0,59099,1.0,1115
2021-06-13,kdmc,104.0,141807,2.0,2169
2021-06-13,kolhapur,1132.0,98401,53.0,3259
2021-06-13,kolhapur circle total,3568.0,358556,102.0,9848
2021-06-13,kolhapur mc,384.0,34908,12.0,876
2021-06-13,latur,32.0,67226,3.0,1406
2021-06-13,latur circle total,284.0,330993,23.0,8247
2021-06-13,latur mc,10.0,23070,1.0,541
2021-06-13,malegaon mc,24.0,10015,1.0,281
2021-06-13,mcgm,695.0,715660,19.0,15183
2021-06-13,mira bhayandar mc,47.0,54505,2.0,1064
2021-06-13,mumbai circle total,2056.0,1563322,91.0,30520
2021-06-13,nagpur,38.0,128738,1.0,2336
2021-06-13,nagpur circle total,222.0,767700,24.0,12868
2021-06-13,nagpur mc,41.0,363466,7.0,5622
2021-06-13,nanded,16.0,46128,1.0,1485
2021-06-13,nanded mc,3.0,43865,1.0,973
2021-06-13,nandurbar,44.0,38977,0.0,898
2021-06-13,nashik,427.0,152700,17.0,3039
2021-06-13,nashik circle total,1336.0,877391,68.0,14529
2021-06-13,nashik mc,76.0,231164,5.0,2884
2021-06-13,navi mumbai,65.0,109015,1.0,1663
2021-06-13,osmanabad,112.0,60344,13.0,1526
2021-06-13,other states/countries,0.0,146,0.0,118
2021-06-13,palghar,211.0,49114,53.0,961
2021-06-13,panvel mc,90.0,65240,6.0,1163
2021-06-13,parbhani,25.0,33124,2.0,655
2021-06-13,parbhani mc,1.0,18066,0.0,415
2021-06-13,pcmc,211.0,247053,3.0,2133
2021-06-13,pmc,263.0,489332,17.0,7678
2021-06-13,pune,767.0,299358,40.0,5376
2021-06-13,pune circle total,2463.0,1383460,134.0,23561
2021-06-13,raigad,526.0,91845,1.0,2075
2021-06-13,ratnagiri,620.0,52627,9.0,1382
2021-06-13,sangli,764.0,104900,16.0,2499
2021-06-13,sangli mc,104.0,33633,1.0,992
2021-06-13,satara,823.0,179903,65.0,3951
2021-06-13,sindhudurg,564.0,34087,11.0,840
2021-06-13,solapur,382.0,135800,9.0,3044
2021-06-13,solapur mc,17.0,32014,0.0,1379
2021-06-13,thane,104.0,99646,2.0,1843
2021-06-13,tmc,88.0,133597,3.0,1962
2021-06-13,ulhasnagar mc,9.0,20727,0.0,538
2021-06-13,vasai virar mc,109.0,71247,2.0,1439
2021-06-13,wardha,20.0,58735,5.0,1146
2021-06-13,washim,36.0,40978,1.0,612
2021-06-13,yawatmal,49.0,75536,0.0,1695
2021-06-14,ahamadnagar,429.0,196423,5.0,3504
2021-06-14,ahamadnagar mc,15.0,64430,0.0,1076
2021-06-14,akola,23.0,24989,8.0,526
2021-06-14,akola circle total,309.0,350018,13.0,5666
2021-06-14,akola mc,52.0,33135,5.0,680
2021-06-14,amarawati,70.0,50366,0.0,952
2021-06-14,amarawati mc,13.0,42762,0.0,546
2021-06-14,aurangabad,109.0,57164,7.0,1140
2021-06-14,aurangabad circle total,197.0,277912,16.0,5884
2021-06-14,aurangabad mc,12.0,92262,2.0,2134
2021-06-14,beed,158.0,90518,12.0,2338
2021-06-14,bhandara,19.0,59904,0.0,1062
2021-06-14,bhivandi nijampur mc,8.0,10927,0.0,460
2021-06-14,buldhana,49.0,82150,0.0,636
2021-06-14,chandrapur,25.0,58302,0.0,1045
2021-06-14,chandrapur mc,6.0,29193,1.0,476
2021-06-14,dhule,33.0,25759,0.0,339
2021-06-14,dhule mc,14.0,19690,0.0,282
2021-06-14,gadchiroli,26.0,29101,0.0,630
2021-06-14,gondia,3.0,40340,0.0,552
2021-06-14,grand total,8129.0,5917121,200.0,112696
2021-06-14,hingoli,19.0,18140,2.0,407
2021-06-14,jalgaon,27.0,106036,1.0,1913
2021-06-14,jalgaon mc,8.0,32723,0.0,599
2021-06-14,jalna,30.0,59129,0.0,1116
2021-06-14,kdmc,41.0,141848,4.0,2195
2021-06-14,kolhapur,810.0,99211,22.0,3288
2021-06-14,kolhapur circle total,3027.0,361583,54.0,9995
2021-06-14,kolhapur mc,321.0,35229,3.0,879
2021-06-14,latur,99.0,67325,0.0,1483
2021-06-14,latur circle total,433.0,331426,16.0,8490
2021-06-14,latur mc,4.0,23074,0.0,544
2021-06-14,malegaon mc,2.0,10017,0.0,286
2021-06-14,mcgm,530.0,716190,19.0,15202
2021-06-14,mira bhayandar mc,55.0,54560,2.0,1066
2021-06-14,mumbai circle total,1457.0,1564779,30.0,30601
2021-06-14,nagpur,10.0,128748,2.0,2374
2021-06-14,nagpur circle total,115.0,767815,7.0,12970
2021-06-14,nagpur mc,22.0,363488,4.0,5665
2021-06-14,nanded,61.0,46189,1.0,1576
2021-06-14,nanded mc,28.0,43893,0.0,1016
2021-06-14,nandurbar,4.0,38981,2.0,935
2021-06-14,nashik,216.0,152916,4.0,3145
2021-06-14,nashik circle total,787.0,878178,13.0,14998
2021-06-14,nashik mc,39.0,231203,1.0,2919
2021-06-14,navi mumbai,71.0,109086,1.0,1677
2021-06-14,osmanabad,83.0,60427,3.0,1533
2021-06-14,other states/countries,0.0,146,0.0,118
2021-06-14,palghar,167.0,49281,0.0,963
2021-06-14,panvel mc,109.0,65349,1.0,1165
2021-06-14,parbhani,22.0,33146,5.0,670
2021-06-14,parbhani mc,5.0,18071,0.0,417
2021-06-14,pcmc,151.0,247204,0.0,2185
2021-06-14,pmc,261.0,489593,11.0,7846
2021-06-14,pune,460.0,299818,13.0,5433
2021-06-14,pune circle total,1804.0,1385264,51.0,23974
2021-06-14,raigad,256.0,92101,3.0,2082
2021-06-14,ratnagiri,657.0,53284,6.0,1408
2021-06-14,sangli,666.0,105566,15.0,2564
2021-06-14,sangli mc,95.0,33728,1.0,1008
2021-06-14,satara,599.0,180502,23.0,4077
2021-06-14,sindhudurg,478.0,34565,7.0,848
2021-06-14,solapur,322.0,136122,4.0,3054
2021-06-14,solapur mc,11.0,32025,0.0,1379
2021-06-14,thane,72.0,99718,0.0,1850
2021-06-14,tmc,71.0,133668,0.0,1962
2021-06-14,ulhasnagar mc,7.0,20734,0.0,539
2021-06-14,vasai virar mc,70.0,71317,0.0,1440
2021-06-14,wardha,4.0,58739,0.0,1166
2021-06-14,washim,38.0,41016,0.0,613
2021-06-14,yawatmal,64.0,75600,0.0,1713
2021-06-15,ahamadnagar,391.0,197046,9.0,3588
2021-06-15,ahamadnagar mc,12.0,64399,2.0,1081
2021-06-15,akola,44.0,25169,2.0,554
2021-06-15,akola circle total,308.0,351099,15.0,5734
2021-06-15,akola mc,26.0,33131,4.0,704
2021-06-15,amarawati,74.0,50425,1.0,953
2021-06-15,amarawati mc,13.0,42776,1.0,547
2021-06-15,aurangabad,79.0,57268,12.0,1157
2021-06-15,aurangabad circle total,193.0,278193,21.0,5940
2021-06-15,aurangabad mc,28.0,92298,1.0,2138
2021-06-15,beed,172.0,90722,6.0,2369
2021-06-15,bhandara,9.0,59927,0.0,1072
2021-06-15,bhivandi nijampur mc,3.0,10930,9.0,469
2021-06-15,buldhana,65.0,82821,6.0,649
2021-06-15,chandrapur,33.0,58370,2.0,1053
2021-06-15,chandrapur mc,20.0,29182,2.0,478
2021-06-15,dhule,9.0,25774,0.0,342
2021-06-15,dhule mc,2.0,19701,0.0,286
2021-06-15,gadchiroli,19.0,29118,1.0,631
2021-06-15,gondia,3.0,40351,0.0,554
2021-06-15,grand total,9350.0,5924773,388.0,114154
2021-06-15,hingoli,29.0,18170,0.0,419
2021-06-15,jalgaon,53.0,106215,1.0,1941
2021-06-15,jalgaon mc,4.0,32499,1.0,617
2021-06-15,jalna,34.0,59160,5.0,1121
2021-06-15,kdmc,128.0,142003,0.0,2218
2021-06-15,kolhapur,763.0,99925,34.0,3329
2021-06-15,kolhapur circle total,3232.0,365433,84.0,10164
2021-06-15,kolhapur mc,265.0,35517,6.0,893
2021-06-15,latur,26.0,66570,2.0,1525
2021-06-15,latur circle total,350.0,330704,14.0,8619
2021-06-15,latur mc,10.0,22783,0.0,555
2021-06-15,malegaon mc,2.0,10018,1.0,299
2021-06-15,mcgm,572.0,716351,14.0,15216
2021-06-15,mira bhayandar mc,54.0,54608,0.0,1066
2021-06-15,mumbai circle total,1971.0,1564960,127.0,30869
2021-06-15,nagpur,14.0,128799,1.0,2412
2021-06-15,nagpur circle total,144.0,766964,8.0,13107
2021-06-15,nagpur mc,31.0,362917,1.0,5736
2021-06-15,nanded,18.0,46201,1.0,1598
2021-06-15,nanded mc,2.0,43867,0.0,1031
2021-06-15,nandurbar,15.0,38959,0.0,939
2021-06-15,nashik,146.0,153097,34.0,3243
2021-06-15,nashik circle total,741.0,879257,55.0,15389
2021-06-15,nashik mc,107.0,231549,7.0,3053
2021-06-15,navi mumbai,99.0,109152,2.0,1699
2021-06-15,osmanabad,122.0,60561,5.0,1541
2021-06-15,other states/countries,0.0,146,0.0,118
2021-06-15,palghar,290.0,49886,54.0,1027
2021-06-15,panvel mc,74.0,65496,8.0,1175
2021-06-15,parbhani,17.0,33223,3.0,687
2021-06-15,parbhani mc,6.0,18074,0.0,418
2021-06-15,pcmc,180.0,247446,1.0,2248
2021-06-15,pmc,249.0,489767,7.0,7890
2021-06-15,pune,698.0,300567,8.0,5455
2021-06-15,pune circle total,2411.0,1388017,64.0,24214
2021-06-15,raigad,494.0,92585,33.0,2156
2021-06-15,ratnagiri,662.0,54054,15.0,1448
2021-06-15,sangli,855.0,106954,16.0,2599
2021-06-15,sangli mc,144.0,33821,4.0,1034
2021-06-15,satara,808.0,181461,42.0,4179
2021-06-15,sindhudurg,543.0,35162,9.0,861
2021-06-15,solapur,449.0,136699,6.0,3063
2021-06-15,solapur mc,27.0,32077,0.0,1379
2021-06-15,thane,69.0,98100,3.0,1872
2021-06-15,tmc,83.0,133726,3.0,1970
2021-06-15,ulhasnagar mc,8.0,20758,0.0,543
2021-06-15,vasai virar mc,97.0,71365,1.0,1458
2021-06-15,wardha,15.0,58300,1.0,1171
2021-06-15,washim,27.0,41053,0.0,613
2021-06-15,yawatmal,59.0,75724,1.0,1714
2021-06-16,ahamadnagar,396.0,197442,5.0,3681
2021-06-16,ahamadnagar mc,11.0,64410,0.0,1122
2021-06-16,akola,35.0,25204,3.0,560
2021-06-16,akola circle total,291.0,351390,7.0,5767
2021-06-16,akola mc,27.0,33158,0.0,710
2021-06-16,amarawati,37.0,50462,1.0,954
2021-06-16,amarawati mc,27.0,42803,0.0,547
2021-06-16,aurangabad,87.0,57355,9.0,1176
2021-06-16,aurangabad circle total,216.0,278409,14.0,5995
2021-06-16,aurangabad mc,26.0,92324,0.0,2142
2021-06-16,beed,180.0,90902,6.0,2397
2021-06-16,bhandara,25.0,59952,0.0,1086
2021-06-16,bhivandi nijampur mc,7.0,10937,0.0,469
2021-06-16,buldhana,85.0,82906,2.0,659
2021-06-16,chandrapur,52.0,58422,1.0,1059
2021-06-16,chandrapur mc,9.0,29191,0.0,480
2021-06-16,dhule,19.0,25793,0.0,342
2021-06-16,dhule mc,16.0,19717,0.0,286
2021-06-16,gadchiroli,33.0,29151,0.0,632
2021-06-16,gondia,7.0,40358,0.0,554
2021-06-16,grand total,10107.0,5934880,237.0,115390
2021-06-16,hingoli,5.0,18175,0.0,430
2021-06-16,jalgaon,31.0,106246,2.0,1962
2021-06-16,jalgaon mc,4.0,32503,0.0,621
2021-06-16,jalna,53.0,59213,3.0,1125
2021-06-16,kdmc,119.0,142122,1.0,2247
2021-06-16,kolhapur,854.0,100779,12.0,3355
2021-06-16,kolhapur circle total,3138.0,368571,71.0,10304
2021-06-16,kolhapur mc,292.0,35809,4.0,905
