date,samples_taken_today,samples_sent_cumulative,samples_negative_cumulative,samples_positive_cumulative_total,samples_positive_cumulative_male,samples_positive_cumulative_female,samples_positive_cumulative_transgender,samples_results_awaited,cases_new,people_put_on_surveillance_cumulative,people_completed_surveillance_cumulative,people_currently_under_surveillance,people_home_isolation,recoveries_cumulative,active_cases,deaths_total,deaths_male,deaths_female,deaths_transgender,vax_today_total,vax_today_first_dose,vax_today_second_dose,vax_cumulative,positivity_rate_today,positivity_rate_cumulative,recovery_rate,fatality_rate,tests_per_million
2021-06-07,26744.0,9323986.0,,762931,466147,296767,17,,640.0,,,,6386.0,746156,8024,8751,5475.0,3275.0,1.0,42419.0,37508.0,4911.0,6060728.0,1.65,8.2,97.8,1.15,367810
2021-06-08,33930.0,9357916.0,,763566,466538,297011,17,,635.0,,,,5592.0,747246,7531,8789,5499.0,3289.0,1.0,47129.0,42153.0,4976.0,6107857.0,1.6,8.18,97.86,1.15,369149
2021-06-09,34997.0,9392913.0,,764094,466871,297206,17,,528.0,,,,4993.0,748186,7079,8829,5529.0,3299.0,1.0,85508.0,79707.0,5801.0,6193365.0,1.57,8.15,97.92,1.16,370529
2021-06-10,39189.0,9432102.0,,764633,467209,297407,17,,539.0,,,,4778.0,749407,6365,8861,5551.0,3309.0,1.0,122371.0,113000.0,9371.0,6315736.0,1.42,8.13,98.01,1.16,372075
2021-06-11,39365.0,9471467.0,,765096,467491,297588,17,,463.0,,,,4038.0,750443,5749,8904,5575.0,3328.0,1.0,97363.0,86844.0,10519.0,6413099.0,1.24,8.1,98.08,1.16,373628
2021-06-12,34784.0,9506251.0,,765522,467756,297749,17,,426.0,,,,3512.0,751387,5186,8949,5605.0,3343.0,1.0,74654.0,68167.0,6487.0,6487753.0,1.23,8.07,98.15,1.17,375000
2021-06-14,23827.0,9562451.0,,766129,468144,297968,17,,268.0,,,,2786.0,753020,4077,9032,5649.0,3382.0,1.0,86659.0,75558.0,11101.0,6608145.0,0.94,8.03,98.29,1.18,377217
2021-06-15,32216.0,9594667.0,,766357,468288,298052,17,,228.0,,,,2455.0,753584,3703,9070,5675.0,3394.0,1.0,74052.0,61615.0,12437.0,6682197.0,0.75,8.01,98.33,1.18,378488
2021-06-16,32555.0,9627222.0,,766606,468440,298149,17,,249.0,,,,2210.0,753918,3579,9109,5704.0,3404.0,1.0,61964.0,52141.0,9823.0,6744161.0,0.76,7.98,98.34,1.19,379772
2021-06-17,30596.0,9657818.0,,766838,468583,298238,17,,232.0,,,,2087.0,754464,3227,9147,5725.0,3421.0,1.0,123054.0,106628.0,16426.0,6867215.0,0.76,7.96,98.39,1.19,380979
2021-06-18,34168.0,9691986.0,,767047,468703,298327,17,,209.0,,,,1913.0,754924,2940,9183,5742.0,3440.0,1.0,83862.0,70594.0,13268.0,6951077.0,0.67,7.94,98.42,1.2,382327
2021-06-21,20429.0,9773565.0,,767580,469041,298522,17,,162.0,,,,1295.0,755968,2337,9275,5802.0,3472.0,1.0,627136.0,564273.0,62863.0,7659624.0,0.61,7.87,98.49,1.21,385545
2021-06-22,32518.0,9806083.0,,767726,469140,298569,17,,146.0,,,,1172.0,756231,2200,9295,5811.0,3483.0,1.0,71707.0,59428.0,12279.0,7969595.0,0.46,7.85,98.5,1.21,386828
2021-06-23,30061.0,9836144.0,,767900,469243,298640,17,,174.0,,,,1075.0,756426,2160,9314,5824.0,3489.0,1.0,60789.0,49049.0,11740.0,8059232.0,0.57,7.82,98.51,1.21,388014
2021-06-24,30352.0,9866496.0,,768002,469307,298678,17,,102.0,,,,1028.0,756679,1990,9333,5834.0,3498.0,1.0,68188.0,55495.0,12693.0,8136116.0,0.34,7.8,98.53,1.22,389211
2021-06-25,25250.0,9891746.0,,768142,469383,298742,17,,140.0,,,,893.0,756864,1927,9351,5842.0,3508.0,1.0,140408.0,108008.0,32400.0,8305690.0,0.5,7.78,98.53,1.22,390207
2021-06-26,29982.0,9921728.0,,768263,469449,298797,17,,121.0,,,,839.0,757091,1804,9368,5854.0,3513.0,1.0,117324.0,90097.0,27227.0,8423014.0,0.41,7.76,98.55,1.22,391390
2021-06-28,21525.0,9974316.0,,768474,469575,298882,17,,96.0,,,,698.0,757480,1593,9401,5876.0,3524.0,1.0,136570.0,97909.0,38661.0,8607083.0,0.4,7.72,98.57,1.22,393464
2021-06-29,31745.0,10006061.0,,768552,469619,298916,17,,78.0,,,,656.0,757640,1495,9417,5886.0,3530.0,1.0,138172.0,97205.0,40967.0,8745255.0,0.26,7.7,98.58,1.23,394716
2021-06-30,33106.0,10039167.0,,768639,469676,298946,17,,87.0,,,,597.0,757771,1437,9431,5894.0,3536.0,1.0,105274.0,70295.0,34979.0,8850529.0,0.27,7.67,98.59,1.23,396022
2021-07-03,33364.0,10139882.0,,768852,469805,299030,17,,52.0,,,,512.0,758144,1234,9474,5920.0,3553.0,1.0,141467.0,100979.0,40488.0,9350852.0,0.16,7.6,98.61,1.23,399995
2021-07-04,29410.0,10169292.0,,768903,469838,299048,17,,51.0,,,,485.0,758231,1186,9486,5922.0,3563.0,1.0,56389.0,39701.0,16688.0,9407241.0,0.18,7.58,98.61,1.23,401156
2021-07-05,22008.0,10191300.0,,768957,469873,299067,17,,54.0,,,,456.0,758348,1113,9496,5931.0,3564.0,1.0,102539.0,65208.0,37331.0,9509780.0,0.21,7.56,98.62,1.23,402024
2021-07-06,31838.0,10223138.0,,769030,469917,299096,17,,73.0,,,,415.0,758442,1082,9506,5936.0,3569.0,1.0,68852.0,42863.0,25989.0,9578632.0,0.24,7.54,98.62,1.24,403280
2021-07-07,30620.0,10253758.0,,769093,469957,299119,17,,63.0,,,,380.0,758512,1066,9515,5942.0,3572.0,1.0,37455.0,20865.0,16590.0,9616087.0,0.21,7.52,98.62,1.24,404487
2021-07-08,28615.0,10282373.0,,769148,470001,299130,17,,55.0,,,,388.0,758589,1034,9525,5949.0,3575.0,1.0,39077.0,21830.0,17247.0,9655164.0,0.19,7.5,98.63,1.24,405616
2021-07-09,29542.0,10311915.0,,769205,470037,299151,17,,57.0,,,,353.0,758678,993,9534,5955.0,3578.0,1.0,108241.0,62965.0,45276.0,9763405.0,0.19,7.48,98.63,1.24,406782
2021-07-10,31494.0,10343409.0,,769243,470058,299168,17,,38.0,,,,337.0,758728,973,9542,5962.0,3579.0,1.0,79814.0,49169.0,30645.0,9843219.0,0.13,7.46,98.63,1.24,408024
2021-07-12,18986.0,10391493.0,,769307,470095,299195,17,,28.0,,,,313.0,758849,902,9556,5969.0,3586.0,1.0,50250.0,28496.0,21754.0,9927899.0,0.12,7.42,98.64,1.24,409921
2021-07-13,29298.0,10420791.0,,769343,470118,299208,17,,36.0,,,,282.0,758908,872,9563,5975.0,3587.0,1.0,128264.0,72167.0,56097.0,10056163.0,0.13,7.4,98.64,1.24,411077
2021-07-14,28907.0,10449698.0,,769383,470146,299220,17,,40.0,,,,258.0,758958,854,9571,5981.0,3589.0,1.0,127926.0,98103.0,29823.0,10184089.0,0.14,7.38,98.65,1.24,412217
2021-07-15,28288.0,10477986.0,,769417,470170,299230,17,,34.0,,,,248.0,759001,838,9578,5984.0,3593.0,1.0,71327.0,42938.0,28389.0,10255416.0,0.12,7.36,98.65,1.24,413333
2021-07-16,27087.0,10505073.0,,769463,470203,299243,17,,46.0,,,,238.0,759041,836,9586,5987.0,3598.0,1.0,145977.0,84295.0,61682.0,10401393.0,0.16,7.34,98.65,1.25,414401
2021-07-17,30719.0,10535792.0,,769504,470230,299257,17,,41.0,,,,235.0,759088,823,9593,5991.0,3601.0,1.0,101676.0,60323.0,41353.0,10503069.0,0.14,7.32,98.65,1.25,415613
2021-07-18,25550.0,10561342.0,,769539,470252,299270,17,,35.0,,,,236.0,759123,817,9599,5995.0,3603.0,1.0,69763.0,45167.0,24596.0,10572832.0,0.12,7.3,98.65,1.25,416621
2021-07-19,15304.0,10576646.0,,769569,470273,299279,17,,30.0,,,,230.0,759179,785,9605,5999.0,3605.0,1.0,115062.0,73478.0,41584.0,10687894.0,0.15,7.29,98.65,1.25,417225
2021-07-20,24738.0,10601384.0,,769605,470296,299292,17,,36.0,,,,209.0,759213,784,9608,6001.0,3606.0,1.0,98282.0,60029.0,38253.0,10786176.0,0.17,7.27,98.65,1.25,418201
2021-07-21,28973.0,10630357.0,,769640,470318,299305,17,,35.0,,,,197.0,759240,789,9611,6003.0,3607.0,1.0,37749.0,20194.0,17555.0,10823925.0,0.14,7.26,98.65,1.25,419343
2021-07-22,19929.0,10650286.0,,769665,470331,299317,17,,25.0,,,,197.0,759287,765,9613,6004.0,3608.0,1.0,69534.0,32942.0,36592.0,10893459.0,0.1,7.24,98.65,1.25,420130
2021-07-23,28218.0,10678504.0,,769704,470358,299329,17,,39.0,,,,191.0,759325,763,9616,6006.0,3609.0,1.0,45362.0,26750.0,18612.0,10938821.0,0.16,7.22,98.65,1.25,421243
2021-07-24,26880.0,10705384.0,,769717,470365,299335,17,,13.0,,,,186.0,759360,740,9617,6007.0,3609.0,1.0,39962.0,24629.0,15333.0,10978783.0,0.05,7.2,98.65,1.25,422303
2021-07-25,21248.0,10726632.0,,769739,470381,299341,17,,22.0,,,,171.0,759405,715,9619,6007.0,3611.0,1.0,40877.0,25525.0,15352.0,11019660.0,0.09,7.19,98.66,1.25,423141
2021-07-26,16267.0,10742899.0,,769770,470399,299354,17,,31.0,,,,157.0,759437,711,9622,6009.0,3612.0,1.0,99971.0,58301.0,41670.0,11119631.0,0.15,7.18,98.66,1.25,423783
2021-07-27,27562.0,10770461.0,,769796,470420,299359,17,,26.0,,,,148.0,759471,701,9624,6011.0,3612.0,1.0,85107.0,47466.0,37641.0,11204738.0,0.12,7.16,98.66,1.25,424870
2021-07-28,25628.0,10796089.0,,769828,470441,299370,17,,32.0,,,,145.0,759499,702,9627,6012.0,3614.0,1.0,138399.0,89319.0,49080.0,11343137.0,0.13,7.14,98.66,1.25,425881
2021-07-29,22307.0,10818396.0,,769858,470461,299380,17,,30.0,,,,151.0,759516,712,9630,6015.0,3614.0,1.0,171955.0,107250.0,64705.0,11515092.0,0.12,7.13,98.66,1.25,426761
2021-07-30,27355.0,10845751.0,,769884,470477,299390,17,,26.0,,,,151.0,759539,712,9633,6017.0,3615.0,1.0,143965.0,89066.0,54899.0,11659057.0,0.11,7.11,98.66,1.25,427840
2021-07-31,28330.0,10874081.0,,769913,470494,299402,17,,29.0,,,,156.0,759566,712,9635,6018.0,3616.0,1.0,150060.0,98329.0,51731.0,11809117.0,0.11,7.1,98.66,1.25,428958
2021-08-01,20926.0,10895007.0,,769942,470510,299415,17,,29.0,,,,140.0,759589,715,9638,6020.0,3617.0,1.0,130772.0,96110.0,34662.0,11939889.0,0.12,7.08,98.66,1.25,429783
2021-08-02,16264.0,10911271.0,,769956,470518,299421,17,,14.0,,,,149.0,759614,703,9639,6021.0,3617.0,1.0,188432.0,126612.0,61820.0,12128321.0,0.07,7.07,98.66,1.25,430425
2021-08-03,30064.0,10941335.0,,769982,470536,299429,17,,26.0,,,,135.0,759633,708,9641,6022.0,3618.0,1.0,180651.0,114872.0,65779.0,12308972.0,0.12,7.05,98.66,1.25,431611
2021-08-04,29857.0,10971192.0,,770009,470550,299442,17,,27.0,,,,132.0,759653,712,9644,6023.0,3620.0,1.0,116741.0,70641.0,46100.0,12425713.0,0.09,7.03,98.66,1.25,432789
2021-08-05,28791.0,10999983.0,,770027,470563,299447,17,,18.0,,,,140.0,759678,703,9646,6025.0,3620.0,1.0,115069.0,71190.0,43879.0,12540782.0,0.06,7.02,98.66,1.25,433924
2021-08-06,29148.0,11029131.0,,770042,470573,299452,17,,15.0,,,,146.0,759705,690,9647,6026.0,3620.0,1.0,106148.0,73838.0,32310.0,12646930.0,0.05,7.0,98.66,1.25,435074
2021-08-07,34305.0,11063436.0,,770060,470583,299460,17,,18.0,,,,133.0,759727,685,9648,6027.0,3620.0,1.0,139238.0,85558.0,53680.0,12786168.0,0.05,6.98,98.66,1.25,436427
2021-08-08,25535.0,11088971.0,,770079,470597,299465,17,,19.0,,,,123.0,759751,679,9649,6028.0,3620.0,1.0,80846.0,50662.0,30184.0,12867014.0,0.07,6.96,98.66,1.25,437435
2021-08-09,16136.0,11105107.0,,770091,470605,299469,17,,12.0,,,,114.0,759769,672,9650,6029.0,3620.0,1.0,139600.0,86849.0,52751.0,13006614.0,0.05,6.95,98.66,1.25,438071
2021-08-10,30448.0,11135555.0,,770114,470621,299476,17,,23.0,,,,108.0,759790,672,9652,6030.0,3621.0,1.0,78637.0,42307.0,36330.0,13085251.0,0.11,6.93,98.66,1.25,439272
2021-08-11,28172.0,11163727.0,,770130,470631,299482,17,,16.0,,,,114.0,759807,670,9653,6031.0,3621.0,1.0,104946.0,61744.0,43202.0,13190197.0,0.06,6.91,98.66,1.25,440384
2021-08-12,27611.0,11191338.0,,770146,470643,299486,17,,16.0,,,,109.0,759820,672,9654,6032.0,3621.0,1.0,139646.0,83278.0,56368.0,13329843.0,0.06,6.9,98.66,1.25,441473
2021-08-13,31373.0,11222711.0,,770172,470659,299496,17,,26.0,,,,118.0,759852,664,9656,6034.0,3621.0,1.0,177596.0,109734.0,67862.0,13507439.0,0.09,6.88,98.66,1.25,442710
2021-08-14,30615.0,11253326.0,,770186,470669,299500,17,,14.0,,,,117.0,759875,654,9657,6035.0,3621.0,1.0,164227.0,102365.0,61862.0,13671666.0,0.05,6.86,98.66,1.25,443918
2021-08-15,26782.0,11280108.0,,770208,470685,299506,17,,22.0,,,,103.0,759886,664,9658,6036.0,3621.0,1.0,82859.0,56120.0,26739.0,13754525.0,0.07,6.84,98.66,1.25,444975
2021-08-16,14561.0,11294669.0,,770230,470702,299511,17,,22.0,,,,107.0,759904,666,9660,6037.0,3622.0,1.0,133258.0,86874.0,46384.0,13887783.0,0.11,6.83,98.66,1.25,445549
2021-08-17,29390.0,11324059.0,,770245,470726,299502,17,,15.0,,,,115.0,759924,660,9661,6038.0,3622.0,1.0,196954.0,131549.0,65405.0,14084737.0,0.06,6.82,98.66,1.25,446708
2021-08-18,28504.0,11352563.0,,770266,470731,299518,17,,21.0,,,,106.0,759938,666,9662,6039.0,3622.0,1.0,130434.0,86058.0,44376.0,14215171.0,0.08,6.8,98.66,1.25,447833
2021-08-19,29309.0,11381872.0,,770291,470740,299534,17,,25.0,,,,111.0,759956,671,9664,6041.0,3622.0,1.0,203624.0,139702.0,63922.0,14418795.0,0.08,6.78,98.66,1.25,448989
2021-08-20,27931.0,11409803.0,,770312,470755,299540,17,,21.0,,,,117.0,759972,675,9665,6041.0,3623.0,1.0,128019.0,85113.0,42906.0,14546814.0,0.07,6.77,98.66,1.25,450091
2021-08-21,27452.0,11437255.0,,770331,470766,299548,17,,19.0,,,,121.0,759990,675,9666,6042.0,3623.0,1.0,115796.0,73957.0,41839.0,14662610.0,0.07,6.75,98.66,1.25,451174
2021-08-22,24909.0,11462164.0,,770347,470776,299554,17,,16.0,,,,119.0,760004,676,9667,6043.0,3623.0,1.0,18094.0,11575.0,6519.0,14680704.0,0.06,6.73,98.66,1.25,452156
2021-08-23,12838.0,11475002.0,,770362,470786,299559,17,,15.0,,,,114.0,760026,668,9668,6043.0,3624.0,1.0,147186.0,92830.0,54356.0,14827890.0,0.07,6.72,98.66,1.25,452663
2021-08-24,28959.0,11503961.0,,770380,470798,299565,17,,18.0,,,,116.0,760047,664,9669,6043.0,3625.0,1.0,217686.0,151260.0,66426.0,15045576.0,0.09,6.71,98.66,1.26,453805
2021-08-25,31281.0,11535242.0,,770395,470806,299572,17,,15.0,,,,114.0,760065,660,9670,6044.0,3625.0,1.0,108582.0,70176.0,38406.0,15154158.0,0.05,6.69,98.66,1.26,455039
2021-08-26,30800.0,11566042.0,,770411,470814,299580,17,,16.0,,,,108.0,760080,660,9671,6045.0,3625.0,1.0,102300.0,61023.0,41277.0,15256458.0,0.05,6.68,98.66,1.26,456254
2021-08-27,31555.0,11597597.0,,770432,470824,299591,17,,21.0,,,,110.0,760096,664,9672,6046.0,3625.0,1.0,569871.0,363556.0,206315.0,15826329.0,0.07,6.66,98.66,1.26,457499
2021-08-28,29524.0,11627121.0,,770445,470834,299594,17,,13.0,,,,112.0,760115,657,9673,6046.0,3626.0,1.0,288211.0,186051.0,102160.0,16114540.0,0.04,6.64,98.66,1.26,458664
2021-08-29,26421.0,11653542.0,,770456,470843,299596,17,,11.0,,,,106.0,760136,646,9674,6047.0,3626.0,1.0,73898.0,45077.0,28821.0,16188438.0,0.04,6.62,98.66,1.26,459706
2021-08-30,15739.0,11669281.0,,770466,470850,299599,17,,10.0,,,,96.0,760152,639,9675,6048.0,3626.0,1.0,26160.0,14302.0,11858.0,16214598.0,0.05,6.61,98.66,1.26,460327
2021-08-31,15619.0,11684900.0,,770486,470860,299609,17,,20.0,,,,84.0,760175,290,9677,6049.0,36267.0,1.0,150577.0,105503.0,45074.0,16365175.0,0.11,6.6,98.66,1.26,460943
2021-09-01,28245.0,11713145.0,,770506,470870,299619,17,,20.0,,,,91.0,760189,296,9677,6049.0,36267.0,1.0,119754.0,79064.0,40690.0,16484929.0,0.1,6.59,98.66,1.26,462057
2021-09-02,26524.0,11739669.0,,770522,470881,299624,17,,16.0,,,,96.0,760196,303,9679,6051.0,3627.0,1.0,202035.0,140838.0,61197.0,16686964.0,0.07,6.58,98.66,1.26,463103
2021-09-03,29844.0,11769513.0,,770534,470888,299629,17,,12.0,,,,94.0,760208,301,9681,6051.0,3629.0,1.0,204607.0,127370.0,77237.0,16891571.0,0.05,6.56,98.66,1.26,464281
2021-09-04,29206.0,11798719.0,,770543,470893,299633,17,,9.0,,,,86.0,760221,295,9683,6051.0,3631.0,1.0,152511.0,87631.0,64880.0,17044082.0,0.03,6.55,98.66,1.26,465433
2021-09-05,25188.0,11823907.0,,770557,470901,299639,17,,14.0,,,,79.0,760243,287,9683,6051.0,3631.0,1.0,72654.0,46861.0,25793.0,17116736.0,0.05,6.53,98.66,1.26,466426
2021-09-06,14896.0,11838803.0,,770573,470909,299647,17,,16.0,,,,70.0,760271,273,9685,6052.0,3632.0,1.0,120409.0,78049.0,42360.0,17237145.0,0.07,6.52,98.66,1.26,467014
2021-09-07,31755.0,11870558.0,,770584,470915,299652,17,,11.0,,,,71.0,760276,278,9686,6052.0,3633.0,1.0,171212.0,115319.0,55893.0,17408357.0,0.05,6.5,98.66,1.26,468267
2021-09-08,26176.0,11896734.0,,770601,470923,299661,17,,17.0,,,,70.0,760308,263,9686,6052.0,3633.0,1.0,182979.0,124781.0,58198.0,17591336.0,0.07,6.49,98.66,1.26,469299
2021-09-09,29775.0,11926509.0,,770614,470932,299665,17,,13.0,,,,71.0,760344,240,9686,6052.0,3633.0,1.0,259633.0,185848.0,73785.0,17850969.0,0.05,6.48,98.67,1.26,470474
2021-09-10,27506.0,11954015.0,,770626,470941,299668,17,,12.0,,,,69.0,760383,213,9686,6052.0,3633.0,1.0,218989.0,154901.0,64088.0,18069958.0,0.04,6.46,98.67,1.26,471559
2021-09-11,26276.0,11980291.0,,770640,470950,299673,17,,14.0,,,,75.0,760423,187,9686,6052.0,3633.0,1.0,140022.0,92354.0,47668.0,18209980.0,0.05,6.45,98.67,1.26,472595
2021-09-12,22386.0,12002677.0,,770645,470951,299677,17,,5.0,,,,77.0,760467,148,9686,6052.0,3633.0,1.0,90265.0,66926.0,23339.0,18300245.0,0.02,6.43,98.68,1.26,473478
2021-09-13,14153.0,12016830.0,,770659,470958,299684,17,,14.0,,,,77.0,760501,128,9807,,,,512928.0,351892.0,161036.0,18813173.0,0.07,6.42,98.68,1.27,474037
2021-09-14,27647.0,12044477.0,,770676,470964,299695,17,,17.0,,,,60.0,760521,118,9807,,,,369413.0,260706.0,108707.0,19182586.0,0.08,6.41,98.68,1.27,475127
2021-09-15,29415.0,12073892.0,,770688,470971,299700,17,,12.0,,,,60.0,760545,105,9808,,,,605667.0,434610.0,171057.0,19788253.0,0.05,6.4,98.68,1.27,476288
2021-09-16,27222.0,12101114.0,,770697,470977,299703,17,,9.0,,,,55.0,760562,97,9808,,,,351014.0,261214.0,89800.0,20105787.0,0.03,6.38,98.68,1.27,477361
2021-09-17,28224.0,12129338.0,,770705,470982,299706,17,,8.0,,,,55.0,760574,93,9808,,,,363719.0,262351.0,101368.0,20469506.0,0.03,6.37,98.69,1.27,478475
2021-09-18,28391.0,12157729.0,,770711,470985,299709,17,,6.0,,,,50.0,760580,93,9808,,,,307129.0,218246.0,88883.0,20776635.0,0.02,6.35,98.69,1.27,479595
2021-09-19,24012.0,12181741.0,,770733,470997,299719,17,,22.0,,,,51.0,760591,104,9808,,,,150823.0,109643.0,41180.0,20927458.0,0.08,6.34,98.68,1.27,480542
2021-09-20,15385.0,12197126.0,,770746,471005,299724,17,,13.0,,,,56.0,760598,110,9808,,,,258675.0,180433.0,78242.0,21186133.0,0.05,6.33,98.68,1.27,481149
2021-09-21,27682.0,12224808.0,,770754,471011,299726,17,,8.0,,,,61.0,760618,98,9808,,,,294395.0,199819.0,94576.0,21186133.0,0.04,6.32,98.68,1.27,482241
2021-09-22,26980.0,12251788.0,,770770,471022,299731,17,,16.0,,,,58.0,760629,102,9809,,,,157509.0,99491.0,58018.0,21638037.0,0.06,6.3,98.68,1.27,483305
2021-09-23,23880.0,12275668.0,,770784,471028,299739,17,,14.0,,,,54.0,760639,106,9809,,,,141618.0,88814.0,52804.0,21779655.0,0.05,6.29,98.68,1.27,484247
2021-09-24,16600.0,12292268.0,,770796,471035,299744,17,,12.0,,,,58.0,760651,106,9809,,,,201997.0,115770.0,86227.0,21981652.0,0.06,6.28,98.68,1.27,484902
2021-09-25,25480.0,12317748.0,,770805,471040,299748,17,,9.0,,,,63.0,760663,102,9810,,,,209038.0,110394.0,98644.0,22190690.0,0.04,6.27,98.68,1.27,485907
2021-09-26,23530.0,12341278.0,,770818,471046,299755,17,,13.0,,,,60.0,760673,105,9810,,,,103394.0,57636.0,45758.0,22294084.0,0.05,6.26,98.68,1.27,486835
2021-09-27,14146.0,12355424.0,,770825,471049,299759,17,,7.0,,,,65.0,760686,99,9810,6124.0,3685.0,1.0,120251.0,63691.0,56560.0,22414335.0,0.03,6.25,98.68,1.27,487393
2021-09-28,19674.0,12375098.0,,770847,471066,299764,17,,22.0,,,,68.0,760696,104,9874,,,,135888.0,73245.0,62643.0,22550223.0,0.12,6.24,98.68,1.28,488170
2021-09-29,23433.0,12398531.0,,770863,471077,299769,17,,16.0,,,,71.0,760711,105,9874,,,,137198.0,75335.0,61863.0,22687421.0,0.08,6.23,98.68,1.28,489094
2021-09-30,24409.0,12422940.0,,770872,471083,299772,17,,9.0,,,,74.0,760726,99,9874,,,,231810.0,117130.0,114680.0,22919231.0,0.04,6.22,98.68,1.28,490057
2021-10-01,24824.0,12447764.0,,770890,471093,299780,17,,18.0,,,,75.0,760738,105,9874,,,,234759.0,117180.0,117579.0,23153990.0,0.08,6.2,98.68,1.28,491036
2021-10-02,24204.0,12471968.0,,770904,471102,299785,17,,14.0,,,,80.0,760746,111,9874,,,,191358.0,95033.0,96325.0,23345348.0,0.06,6.19,98.68,1.28,491991
2021-10-03,15658.0,12487626.0,,770915,471109,299789,17,,11.0,,,,80.0,760755,113,9874,,,,51688.0,26736.0,24952.0,23397036.0,0.05,6.18,98.68,1.28,492609
2021-10-04,10765.0,12498391.0,,770924,471112,299795,17,,9.0,,,,79.0,760770,107,9874,,,,105073.0,51788.0,53285.0,23502109.0,0.06,6.17,98.68,1.28,493033
2021-10-05,24588.0,12522979.0,,770938,471120,299801,17,,14.0,,,,76.0,760780,110,9875,,,,113343.0,55344.0,57999.0,23615452.0,0.09,6.17,98.68,1.28,494003
2021-10-06,22349.0,12545328.0,,770949,471124,299808,17,,11.0,,,,78.0,760801,100,9875,,,,79935.0,37993.0,41942.0,23695387.0,0.05,6.16,98.68,1.28,494885
2021-10-07,22558.0,12567886.0,,770961,471133,299811,17,,12.0,,,,78.0,760813,100,9875,,,,57357.0,28770.0,28587.0,23752744.0,0.05,6.15,98.68,1.28,495775
2021-10-08,14699.0,12582585.0,,770975,471142,299816,17,,14.0,,,,74.0,760821,106,9875,,,,121886.0,55586.0,66300.0,23874630.0,0.07,6.14,98.68,1.28,496354
2021-10-10,19578.0,12626075.0,,770993,471149,299827,17,,9.0,,,,78.0,760845,100,9875,,,,44533.0,20066.0,24467.0,24029261.0,0.04,6.12,98.68,1.28,498070
2021-10-11,13039.0,12639114.0,,771000,471153,299830,17,,7.0,,,,71.0,760860,92,9875,,,,94006.0,41002.0,53004.0,24123267.0,0.04,6.11,98.68,1.28,498584
2021-10-12,20682.0,12659796.0,,771009,471161,299831,17,,9.0,,,,59.0,760871,90,9875,,,,135421.0,58923.0,76498.0,24258688.0,0.05,6.1,98.69,1.28,499400
2021-10-13,21927.0,12681723.0,,771019,471167,299835,17,,10.0,,,,57.0,760881,90,9875,,,,140991.0,54678.0,86313.0,24399679.0,0.05,6.09,98.69,1.28,500265
2021-10-14,22237.0,12703960.0,,771035,471175,299843,17,,16.0,,,,57.0,760869,94,10049,,,,147949.0,59000.0,88949.0,24547628.0,0.08,6.08,98.68,1.3,501142
2021-10-15,20883.0,12724843.0,,771049,471181,299851,17,,14.0,,,,66.0,760884,93,10049,,,,32419.0,9522.0,22897.0,24580047.0,0.06,6.07,98.68,1.3,501966
2021-10-16,11795.0,12736638.0,,771061,471189,299855,17,,12.0,,,,68.0,760898,91,10049,,,,78834.0,29872.0,48962.0,24658881.0,0.07,6.06,98.68,1.3,502431
2021-10-17,18959.0,12755597.0,,771076,471197,299862,17,,15.0,,,,68.0,760904,100,10049,,,,46427.0,12017.0,34410.0,24705308.0,0.09,6.05,98.68,1.3,503179
2021-10-18,11550.0,12767147.0,,771092,471204,299871,17,,16.0,,,,69.0,760917,103,10049,,,,104357.0,36334.0,68023.0,24809665.0,0.1,6.05,98.68,1.3,503635
2021-10-19,20286.0,12787433.0,,771101,471208,299876,17,,9.0,,,,76.0,760926,103,10049,,,,97493.0,36999.0,60494.0,24907158.0,0.06,6.04,98.68,1.3,504435
2021-10-20,20572.0,12808005.0,,771116,471219,299880,17,,15.0,,,,82.0,760934,110,10049,,,,61862.0,18321.0,43541.0,24969020.0,0.08,6.03,98.68,1.3,505247
2021-10-21,13910.0,12821915.0,,771125,471225,299883,17,,9.0,,,,82.0,760945,108,10049,,,,149238.0,45276.0,103962.0,25118258.0,0.05,6.02,98.68,1.3,505795
2021-10-22,22215.0,12844130.0,,771133,471231,299885,17,,8.0,,,,83.0,760962,99,10049,,,,133544.0,38726.0,94818.0,25251802.0,0.05,6.01,98.68,1.3,506672
2021-10-23,21207.0,12865337.0,,771141,471235,299889,17,,8.0,,,,72.0,760977,92,10049,,,,92954.0,28836.0,64118.0,25344756.0,0.04,6.0,98.68,1.3,507508
2021-10-24,19057.0,12884394.0,,771157,471243,299897,17,,16.0,,,,62.0,760981,104,10049,,,,13432.0,3990.0,9442.0,25358188.0,0.07,5.99,98.68,1.3,508260
2021-10-25,12789.0,12897183.0,,771174,471254,299903,17,,17.0,,,,75.0,760999,103,10049,,,,97511.0,29427.0,68084.0,25455699.0,0.1,5.99,98.68,1.3,508765
2021-10-26,21879.0,12919062.0,,771189,471262,299910,17,,15.0,,,,74.0,761012,105,10049,,,,101799.0,31957.0,69842.0,25557498.0,0.09,5.98,98.68,1.3,509628
2021-10-27,22195.0,12941257.0,,771204,471268,299919,17,,15.0,,,,76.0,761022,110,10049,,,,78082.0,23554.0,54528.0,25635580.0,0.07,5.97,98.68,1.3,510503
2021-10-28,24055.0,12965312.0,,771217,471275,299925,17,,13.0,,,,86.0,761035,110,10049,,,,65099.0,19187.0,45912.0,25700679.0,0.06,5.96,98.68,1.3,511452
