date,facility_name,patients_on_oxygen_support,patients_ventilator,total_patients
2020-09-15,"kcgmc, karnal",32,8,40
2020-09-15,"mamc, agroha, hisar",11,0,11
2020-09-15,"esic medical college and hospital, faridabad",16,12,28
2020-09-15,"nc medical college, israna, panipat",2,0,2
2020-09-15,"adesh medical college, kurukshetra",4,2,6
2020-09-15,"mm institute of medical sciences & research, mulana",29,13,42
2020-09-15,"sgt medical college & hospital & research institute, budhera, gurugram",2,0,2
2020-09-15,"world college of medical sciences, jhajjar",1,0,1
2020-09-15,"aarvy hospital, gurugram",1,1,2
2020-09-15,narayana hospital gurugram,1,1,2
2020-09-15,"paras hospitals, gurugram",1,1,2
2020-09-15,"metro hospital, faridabad",9,1,10
2020-09-15,"qrg central, faridabad",7,1,8
2020-09-15,"qrg medicare, faridabad",13,1,14
2020-09-15,"sarvoday hospital, faridabad",6,1,7
2020-09-15,"park hospital, faridabad",1,1,2
2020-09-15,"escorts fortis, faridabad",7,0,7
2020-09-15,"asian hospital, faridabad",9,1,10
2020-09-15,"alchemist hospital, panchkula",16,3,19
2020-09-15,"paras hospital, panchkula",19,0,19
2020-09-15,"ojas hospital, panchkula",8,2,10
2020-09-15,"civil hospital, panchkula",25,0,25
2020-09-15,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-15,total,272,57,329
2020-09-16,"pt bd sharma pgims, rohtak",21,1,22
2020-09-16,"bpsgmc, khanpur kalan, sonepat",15,10,25
2020-09-16,"shkm govt. medical college nalhar, nuh",6,1,7
2020-09-16,"kcgmc, karnal",38,8,46
2020-09-16,"mamc, agroha, hisar",14,1,15
2020-09-16,"esic medical college and hospital, faridabad",18,11,29
2020-09-16,"nc medical college, israna, panipat",1,0,1
2020-09-16,"adesh medical college, kurukshetra",5,3,8
2020-09-16,"mm institute of medical sciences & research, mulana",32,14,46
2020-09-16,"sgt medical college & hospital & research institute, budhera, gurugram",2,0,2
2020-09-16,"aarvy hospital, gurugram",1,1,2
2020-09-16,narayana hospital gurugram,1,1,2
2020-09-16,"paras hospitals, gurugram",1,1,2
2020-09-16,"metro hospital, faridabad",14,2,16
2020-09-16,"qrg central, faridabad",7,1,8
2020-09-16,"qrg medicare, faridabad",15,1,16
2020-09-16,"sarvoday hospital, faridabad",8,1,9
2020-09-16,"park hospital, faridabad",2,1,3
2020-09-16,"escorts fortis, faridabad",8,0,8
2020-09-16,"asian hospital, faridabad",6,2,8
2020-09-16,"alchemist hospital sector 21, panchkula",13,1,14
2020-09-16,"paras hospital, panchkula",21,0,21
2020-09-16,"alchemist hospital sector-26, panchkula",13,2,15
2020-09-16,"civil hospital, panchkula",31,0,31
2020-09-16,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-16,total,300,63,363
2020-09-17,"pt bd sharma pgims, rohtak",23,1,24
2020-09-17,"bpsgmc, khanpur kalan, sonepat",18,8,26
2020-09-17,"shkm govt. medical college nalhar, nuh",7,2,9
2020-09-17,"kcgmc, karnal",38,9,47
2020-09-17,"mamc, agroha, hisar",12,0,12
2020-09-17,"esic medical college and hospital, faridabad",18,11,29
2020-09-17,"nc medical college, israna, panipat",3,0,3
2020-09-17,"adesh medical college, kurukshetra",7,1,8
2020-09-17,"mm institute of medical sciences & research, mulana",31,15,46
2020-09-17,"sgt medical college & hospital & research institute, budhera, gurugram",2,0,2
2020-09-17,"aarvy hospital, gurugram",1,1,2
2020-09-17,narayana hospital gurugram,1,1,2
2020-09-17,"paras hospitals, gurugram",1,1,2
2020-09-17,"metro hospital, faridabad",15,2,17
2020-09-17,"qrg central, faridabad",14,1,15
2020-09-17,"qrg medicare, faridabad",14,2,16
2020-09-17,"sarvoday hospital, faridabad",10,0,10
2020-09-17,"park hospital, faridabad",2,0,2
2020-09-17,"escorts fortis, faridabad",6,1,7
2020-09-17,"asian hospital, faridabad",7,2,9
2020-09-17,"alchemist hospital sector 21, panchkula",14,1,15
2020-09-17,"paras hospital, panchkula",20,0,20
2020-09-17,"alchemist hospital sector-26, panchkula",9,2,11
2020-09-17,"civil hospital, panchkula",33,0,33
2020-09-17,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-17,total,313,61,374
2020-09-18,"pt bd sharma pgims, rohtak",24,1,25
2020-09-18,"bpsgmc, khanpur kalan, sonepat",21,8,29
2020-09-18,"shkm govt. medical college nalhar, nuh",8,2,10
2020-09-18,"kcgmc, karnal",36,12,48
2020-09-18,"mamc, agroha, hisar",11,0,11
2020-09-18,"esic medical college and hospital, faridabad",21,11,32
2020-09-18,"nc medical college, israna, panipat",3,0,3
2020-09-18,"adesh medical college, kurukshetra",4,2,6
2020-09-18,"mm institute of medical sciences & research, mulana",31,16,47
2020-09-18,"sgt medical college & hospital & research institute, budhera, gurugram",2,0,2
2020-09-18,"aarvy hospital, gurugram",1,1,2
2020-09-18,narayana hospital gurugram,1,1,2
2020-09-18,"paras hospitals, gurugram",1,1,2
2020-09-18,"metro hospital, faridabad",14,2,16
2020-09-18,"qrg central, faridabad",10,1,11
2020-09-18,"qrg medicare, faridabad",19,2,21
2020-09-18,"sarvoday hospital, faridabad",10,0,10
2020-09-18,"park hospital, faridabad",2,0,2
2020-09-18,"escorts fortis, faridabad",4,1,5
2020-09-18,"asian hospital, faridabad",7,2,9
2020-09-18,"alchemist hospital sector 21, panchkula",10,1,11
2020-09-18,"paras hospital, panchkula",19,1,20
2020-09-18,"alchemist hospital sector-26, panchkula",8,2,10
2020-09-18,"civil hospital, panchkula",37,1,38
2020-09-18,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-18,total,311,68,379
2020-09-19,"pt bd sharma pgims, rohtak",20,1,21
2020-09-19,"bpsgmc, khanpur kalan, sonepat",17,9,26
2020-09-19,"shkm govt. medical college nalhar, nuh",6,3,9
2020-09-19,"kcgmc, karnal",40,13,53
2020-09-19,"mamc, agroha, hisar",13,1,14
2020-09-19,"esic medical college and hospital, faridabad",19,10,29
2020-09-19,"nc medical college, israna, panipat",3,0,3
2020-09-19,"adesh medical college, kurukshetra",5,1,6
2020-09-19,"mm institute of medical sciences & research, mulana",28,14,42
2020-09-19,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-09-19,"aarvy hospital, gurugram",1,1,2
2020-09-19,narayana hospital gurugram,1,1,2
2020-09-19,"paras hospitals, gurugram",1,1,2
2020-09-19,"metro hospital, faridabad",13,1,14
2020-09-19,"qrg central, faridabad",15,1,16
2020-09-19,"qrg medicare, faridabad",24,3,27
2020-09-19,"sarvoday hospital, faridabad",11,0,11
2020-09-19,"park hospital, faridabad",5,0,5
2020-09-19,"escorts fortis, faridabad",4,1,5
2020-09-19,"asian hospital, faridabad",8,2,10
2020-09-19,"alchemist hospital sector 21, panchkula",12,1,13
2020-09-19,"paras hospital, panchkula",20,0,20
2020-09-19,"alchemist hospital sector-26, panchkula",9,2,11
2020-09-19,"civil hospital, panchkula",40,0,40
2020-09-19,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-19,total,323,66,389
2020-09-20,"pt bd sharma pgims, rohtak",28,1,29
2020-09-20,"bpsgmc, khanpur kalan, sonepat",17,9,26
2020-09-20,"shkm govt. medical college nalhar, nuh",5,0,5
2020-09-20,"kcgmc, karnal",45,12,57
2020-09-20,"mamc, agroha, hisar",13,1,14
2020-09-20,"esic medical college and hospital, faridabad",20,10,30
2020-09-20,"nc medical college, israna, panipat",3,0,3
2020-09-20,"adesh medical college, kurukshetra",3,1,4
2020-09-20,"mm institute of medical sciences & research, mulana",26,14,40
2020-09-20,"sgt medical college & hospital & research institute, budhera, gurugram",1,0,1
2020-09-20,"aarvy hospital, gurugram",1,1,2
2020-09-20,narayana hospital gurugram,1,1,2
2020-09-20,"paras hospitals, gurugram",1,1,2
2020-09-20,"metro hospital, faridabad",14,1,15
2020-09-20,"qrg central, faridabad",12,1,13
2020-09-20,"qrg medicare, faridabad",15,2,17
2020-09-20,"sarvoday hospital, faridabad",8,0,8
2020-09-20,"park hospital, faridabad",5,0,5
2020-09-20,"escorts fortis, faridabad",4,0,4
2020-09-20,"asian hospital, faridabad",10,2,12
2020-09-20,"alchemist hospital sector 21, panchkula",12,2,14
2020-09-20,"paras hospital, panchkula",21,0,21
2020-09-20,"alchemist hospital sector-26, panchkula",10,1,11
2020-09-20,"civil hospital, panchkula",36,0,36
2020-09-20,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-20,total,318,60,378
2020-09-21,"pt bd sharma pgims, rohtak",26,1,27
2020-09-21,"bpsgmc, khanpur kalan, sonepat",16,9,25
2020-09-21,"shkm govt. medical college nalhar, nuh",5,0,5
2020-09-21,"kcgmc, karnal",45,12,57
2020-09-21,"mamc, agroha, hisar",12,0,12
2020-09-21,"esic medical college and hospital, faridabad",21,9,30
2020-09-21,"nc medical college, israna, panipat",3,0,3
2020-09-21,"adesh medical college, kurukshetra",5,1,6
2020-09-21,"mm institute of medical sciences & research, mulana",27,13,40
2020-09-21,"aarvy hospital, gurugram",1,1,2
2020-09-21,narayana hospital gurugram,1,1,2
2020-09-21,"paras hospitals, gurugram",1,1,2
2020-09-21,"metro hospital, faridabad",18,1,19
2020-09-21,"qrg central, faridabad",15,1,16
2020-09-21,"qrg medicare, faridabad",14,3,17
2020-09-21,"sarvoday hospital, faridabad",10,0,10
2020-09-21,"park hospital, faridabad",4,0,4
2020-09-21,"escorts fortis, faridabad",8,0,8
2020-09-21,"asian hospital, faridabad",5,3,8
2020-09-21,"alchemist hospital sector 21, panchkula",11,2,13
2020-09-21,"paras hospital, panchkula",19,0,19
2020-09-21,"alchemist hospital sector-26, panchkula",6,1,7
2020-09-21,"civil hospital, panchkula",39,0,39
2020-09-21,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-21,total,319,59,378
2020-09-22,"pt bd sharma pgims, rohtak",24,0,24
2020-09-22,"bpsgmc, khanpur kalan, sonepat",16,9,25
2020-09-22,"shkm govt. medical college nalhar, nuh",6,0,6
2020-09-22,"kcgmc, karnal",48,14,62
2020-09-22,"mamc, agroha, hisar",13,0,13
2020-09-22,"esic medical college and hospital, faridabad",21,8,29
2020-09-22,"nc medical college, israna, panipat",3,0,3
2020-09-22,"adesh medical college, kurukshetra",2,0,2
2020-09-22,"mm institute of medical sciences & research, mulana",23,10,33
2020-09-22,"aarvy hospital, gurugram",1,1,2
2020-09-22,narayana hospital gurugram,1,1,2
2020-09-22,"paras hospitals, gurugram",1,1,2
2020-09-22,"metro hospital, faridabad",12,1,13
2020-09-22,"qrg central, faridabad",16,0,16
2020-09-22,"qrg medicare, faridabad",13,2,15
2020-09-22,"sarvoday hospital, faridabad",14,0,14
2020-09-22,"park hospital, faridabad",4,0,4
2020-09-22,"escorts fortis, faridabad",7,0,7
2020-09-22,"asian hospital, faridabad",6,3,9
2020-09-22,"alchemist hospital sector 21, panchkula",13,2,15
2020-09-22,"paras hospital, panchkula",22,1,23
2020-09-22,"alchemist hospital sector-26, panchkula",8,1,9
2020-09-22,"civil hospital, panchkula",42,0,42
2020-09-22,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-22,total,323,54,377
2020-09-23,"pt bd sharma pgims, rohtak",24,0,24
2020-09-23,"bpsgmc, khanpur kalan, sonepat",49,10,59
2020-09-23,"shkm govt. medical college nalhar, nuh",5,0,5
2020-09-23,"kcgmc, karnal",49,15,64
2020-09-23,"mamc, agroha, hisar",13,0,13
2020-09-23,"esic medical college and hospital, faridabad",23,9,32
2020-09-23,"nc medical college, israna, panipat",1,0,1
2020-09-23,"adesh medical college, kurukshetra",1,0,1
2020-09-23,"mm institute of medical sciences & research, mulana",20,8,28
2020-09-23,"aarvy hospital, gurugram",1,1,2
2020-09-23,narayana hospital gurugram,1,1,2
2020-09-23,"paras hospitals, gurugram",1,1,2
2020-09-23,"metro hospital, faridabad",10,2,12
2020-09-23,"qrg central, faridabad",13,1,14
2020-09-23,"qrg medicare, faridabad",14,2,16
2020-09-23,"sarvoday hospital, faridabad",12,0,12
2020-09-23,"park hospital, faridabad",4,0,4
2020-09-23,"escorts fortis, faridabad",7,0,7
2020-09-23,"asian hospital, faridabad",2,1,3
2020-09-23,"alchemist hospital sector 21, panchkula",15,2,17
2020-09-23,"paras hospital, panchkula",20,2,22
2020-09-23,"alchemist hospital sector-26, panchkula",11,1,12
2020-09-23,"civil hospital, panchkula",42,0,42
2020-09-23,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-23,total,345,56,401
2020-09-24,"pt bd sharma pgims, rohtak",23,0,23
2020-09-24,"bpsgmc, khanpur kalan, sonepat",36,13,49
2020-09-24,"shkm govt. medical college nalhar, nuh",4,0,4
2020-09-24,"kcgmc, karnal",49,13,62
2020-09-24,"mamc, agroha, hisar",13,0,13
2020-09-24,"esic medical college and hospital, faridabad",20,9,29
2020-09-24,"nc medical college, israna, panipat",1,0,1
2020-09-24,"adesh medical college, kurukshetra",1,0,1
2020-09-24,"mm institute of medical sciences & research, mulana",20,7,27
2020-09-24,"aarvy hospital, gurugram",1,1,2
2020-09-24,narayana hospital gurugram,1,1,2
2020-09-24,"paras hospitals, gurugram",1,1,2
2020-09-24,"metro hospital, faridabad",8,2,10
2020-09-24,"qrg central, faridabad",16,2,18
2020-09-24,"qrg medicare, faridabad",13,1,14
2020-09-24,"sarvoday hospital, faridabad",11,0,11
2020-09-24,"park hospital, faridabad",4,0,4
2020-09-24,"escorts fortis, faridabad",6,0,6
2020-09-24,"asian hospital, faridabad",2,0,2
2020-09-24,"alchemist hospital sector 21, panchkula",15,2,17
2020-09-24,"paras hospital, panchkula",18,2,20
2020-09-24,"alchemist hospital sector-26, panchkula",9,0,9
2020-09-24,"civil hospital, panchkula",43,0,43
2020-09-24,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-24,total,322,54,376
2020-09-25,"pt bd sharma pgims, rohtak",20,0,20
2020-09-25,"bpsgmc, khanpur kalan, sonepat",40,12,52
2020-09-25,"shkm govt. medical college nalhar, nuh",2,1,3
2020-09-25,"kcgmc, karnal",51,12,63
2020-09-25,"mamc, agroha, hisar",13,0,13
2020-09-25,"esic medical college and hospital, faridabad",20,9,29
2020-09-25,"nc medical college, israna, panipat",2,0,2
2020-09-25,"adesh medical college, kurukshetra",1,0,1
2020-09-25,"mm institute of medical sciences & research, mulana",21,7,28
2020-09-25,"aarvy hospital, gurugram",1,1,2
2020-09-25,narayana hospital gurugram,1,1,2
2020-09-25,"paras hospitals, gurugram",1,1,2
2020-09-25,"metro hospital, faridabad",10,2,12
2020-09-25,"qrg central, faridabad",11,1,12
2020-09-25,"qrg medicare, faridabad",14,1,15
2020-09-25,"sarvoday hospital, faridabad",11,0,11
2020-09-25,"park hospital, faridabad",4,0,4
2020-09-25,"escorts fortis, faridabad",6,0,6
2020-09-25,"asian hospital, faridabad",4,0,4
2020-09-25,"alchemist hospital sector 21, panchkula",15,1,16
2020-09-25,"paras hospital, panchkula",19,3,22
2020-09-25,"alchemist hospital sector-26, panchkula",7,1,8
2020-09-25,"civil hospital, panchkula",41,0,41
2020-09-25,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-25,total,322,53,375
2020-09-27,"pt bd sharma pgims, rohtak",18,0,18
2020-09-27,"bpsgmc, khanpur kalan, sonepat",28,11,39
2020-09-27,"shkm govt. medical college nalhar, nuh",3,1,4
2020-09-27,"kcgmc, karnal",50,12,62
2020-09-27,"mamc, agroha, hisar",17,0,17
2020-09-27,"esic medical college and hospital, faridabad",19,9,28
2020-09-27,"nc medical college, israna, panipat",1,0,1
2020-09-27,"adesh medical college, kurukshetra",1,0,1
2020-09-27,"mm institute of medical sciences & research, mulana",23,7,30
2020-09-27,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-09-27,"world college of medical sciences, jhajjar",2,0,2
2020-09-27,"aarvy hospital, gurugram",1,1,2
2020-09-27,narayana hospital gurugram,1,1,2
2020-09-27,"paras hospitals, gurugram",1,1,2
2020-09-27,"metro hospital, faridabad",11,2,13
2020-09-27,"qrg central, faridabad",10,1,11
2020-09-27,"qrg medicare, faridabad",15,1,16
2020-09-27,"sarvoday hospital, faridabad",8,0,8
2020-09-27,"park hospital, faridabad",4,0,4
2020-09-27,"escorts fortis, faridabad",8,0,8
2020-09-27,"asian hospital, faridabad",2,0,2
2020-09-27,"alchemist hospital sector 21, panchkula",12,0,12
2020-09-27,"paras hospital, panchkula",15,4,19
2020-09-27,"alchemist hospital sector-26, panchkula",7,1,8
2020-09-27,"civil hospital, panchkula",38,0,38
2020-09-27,"kare partner hospital, panchkula",2,0,2
2020-09-27,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-27,total,306,52,358
2020-09-28,"pt bd sharma pgims, rohtak",20,1,21
2020-09-28,"bpsgmc, khanpur kalan, sonepat",32,8,40
2020-09-28,"shkm govt. medical college nalhar, nuh",4,1,5
2020-09-28,"kcgmc, karnal",51,15,66
2020-09-28,"mamc, agroha, hisar",16,0,16
2020-09-28,"esic medical college and hospital, faridabad",18,12,30
2020-09-28,"nc medical college, israna, panipat",1,0,1
2020-09-28,"adesh medical college, kurukshetra",1,0,1
2020-09-28,"mm institute of medical sciences & research, mulana",20,8,28
2020-09-28,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-09-28,"world college of medical sciences, jhajjar",1,0,1
2020-09-28,"aarvy hospital, gurugram",1,1,2
2020-09-28,narayana hospital gurugram,1,1,2
2020-09-28,"paras hospitals, gurugram",1,1,2
2020-09-28,"metro hospital, faridabad",12,0,12
2020-09-28,"qrg central, faridabad",14,2,16
2020-09-28,"qrg medicare, faridabad",19,1,20
2020-09-28,"sarvoday hospital, faridabad",9,0,9
2020-09-28,"park hospital, faridabad",4,0,4
2020-09-28,"escorts fortis, faridabad",6,0,6
2020-09-28,"asian hospital, faridabad",4,1,5
2020-09-28,"alchemist hospital sector 21, panchkula",12,0,12
2020-09-28,"paras hospital, panchkula",16,3,19
2020-09-28,"alchemist hospital sector-26, panchkula",4,1,5
2020-09-28,"civil hospital, panchkula",32,0,32
2020-09-28,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-28,total,308,56,364
2020-09-29,"pt bd sharma pgims, rohtak",21,1,22
2020-09-29,"bpsgmc, khanpur kalan, sonepat",33,6,39
2020-09-29,"shkm govt. medical college nalhar, nuh",0,2,2
2020-09-29,"kcgmc, karnal",48,9,57
2020-09-29,"mamc, agroha, hisar",22,0,22
2020-09-29,"esic medical college and hospital, faridabad",18,10,28
2020-09-29,"nc medical college, israna, panipat",1,0,1
2020-09-29,"adesh medical college, kurukshetra",1,0,1
2020-09-29,"mm institute of medical sciences & research, mulana",20,8,28
2020-09-29,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-09-29,"world college of medical sciences, jhajjar",2,0,2
2020-09-29,"aarvy hospital, gurugram",1,1,2
2020-09-29,narayana hospital gurugram,1,1,2
2020-09-29,"paras hospitals, gurugram",1,1,2
2020-09-29,"metro hospital, faridabad",15,0,15
2020-09-29,"qrg central, faridabad",8,3,11
2020-09-29,"qrg medicare, faridabad",13,1,14
2020-09-29,"sarvoday hospital, faridabad",5,0,5
2020-09-29,"park hospital, faridabad",7,0,7
2020-09-29,"escorts fortis, faridabad",7,0,7
2020-09-29,"asian hospital, faridabad",2,2,4
2020-09-29,"alchemist hospital sector 21, panchkula",11,0,11
2020-09-29,"paras hospital, panchkula",16,3,19
2020-09-29,"alchemist hospital sector-26, panchkula",1,1,2
2020-09-29,"civil hospital, panchkula",30,0,30
2020-09-29,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-29,total,293,49,342
2020-09-30,"pt bd sharma pgims, rohtak",23,1,24
2020-09-30,"bpsgmc, khanpur kalan, sonepat",32,9,41
2020-09-30,"shkm govt. medical college nalhar, nuh",2,2,4
2020-09-30,"kcgmc, karnal",49,8,57
2020-09-30,"mamc, agroha, hisar",22,0,22
2020-09-30,"esic medical college and hospital, faridabad",16,10,26
2020-09-30,"adesh medical college, kurukshetra",1,0,1
2020-09-30,"mm institute of medical sciences & research, mulana",18,8,26
2020-09-30,"sgt medical college & hospital & research institute, budhera, gurugram (deemed university)",2,0,2
2020-09-30,"world college of medical sciences, jhajjar",2,0,2
2020-09-30,"aarvy hospital, gurugram",1,1,2
2020-09-30,narayana hospital gurugram,1,1,2
2020-09-30,"paras hospitals, gurugram",1,1,2
2020-09-30,"metro hospital, faridabad",10,0,10
2020-09-30,"qrg central, faridabad",9,2,11
2020-09-30,"qrg medicare, faridabad",12,1,13
2020-09-30,"sarvoday hospital, faridabad",4,0,4
2020-09-30,"park hospital, faridabad",7,0,7
2020-09-30,"escorts fortis, faridabad",4,0,4
2020-09-30,"asian hospital, faridabad",6,0,6
2020-09-30,"alchemist hospital sector 21, panchkula",11,0,11
2020-09-30,"paras hospital, panchkula",18,3,21
2020-09-30,"alchemist hospital sector-26, panchkula",4,1,5
2020-09-30,"civil hospital, panchkula",30,0,30
2020-09-30,"lnjp civil hospital, kurukshetra",7,0,7
2020-09-30,total,292,48,340
2020-10-01,"pt bd sharma pgims, rohtak",22,1,23
2020-10-01,"bpsgmc, khanpur kalan, sonepat",30,11,41
2020-10-01,"shkm govt. medical college nalhar, nuh",3,0,3
2020-10-01,"kcgmc, karnal",36,8,44
2020-10-01,"mamc, agroha, hisar",21,0,21
2020-10-01,"esic medical college and hospital, faridabad",20,11,31
2020-10-01,"adesh medical college, kurukshetra",1,0,1
2020-10-01,"mm institute of medical sciences & research, mulana",18,8,26
2020-10-01,"world college of medical sciences, jhajjar",1,0,1
2020-10-01,"aarvy hospital, gurugram",1,1,2
2020-10-01,narayana hospital gurugram,1,1,2
2020-10-01,"paras hospitals, gurugram",1,1,2
2020-10-01,"metro hospital, faridabad",9,0,9
2020-10-01,"qrg central, faridabad",9,1,10
2020-10-01,"qrg medicare, faridabad",11,1,12
2020-10-01,"sarvoday hospital, faridabad",5,0,5
2020-10-01,"park hospital, faridabad",5,0,5
2020-10-01,"escorts fortis, faridabad",3,0,3
2020-10-01,"asian hospital, faridabad",6,0,6
2020-10-01,"alchemist hospital sector 21, panchkula",12,0,12
2020-10-01,"paras hospital, panchkula",16,3,19
2020-10-01,"alchemist hospital sector-26, panchkula",5,1,6
2020-10-01,"civil hospital, panchkula",26,0,26
2020-10-01,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-01,total,269,48,317
2020-10-02,"pt bd sharma pgims, rohtak",25,0,25
2020-10-02,"bpsgmc, khanpur kalan, sonepat",36,9,45
2020-10-02,"shkm govt. medical college nalhar, nuh",6,0,6
2020-10-02,"kcgmc, karnal",36,9,45
2020-10-02,"mamc, agroha, hisar",17,0,17
2020-10-02,"esic medical college and hospital, faridabad",20,6,26
2020-10-02,"mm institute of medical sciences & research, mulana",16,7,23
2020-10-02,"world college of medical sciences, jhajjar",1,0,1
2020-10-02,"aarvy hospital, gurugram",1,1,2
2020-10-02,narayana hospital gurugram,1,1,2
2020-10-02,"paras hospitals, gurugram",1,1,2
2020-10-02,"metro hospital, faridabad",11,0,11
2020-10-02,"qrg central, faridabad",10,1,11
2020-10-02,"qrg medicare, faridabad",11,1,12
2020-10-02,"sarvoday hospital, faridabad",4,0,4
2020-10-02,"park hospital, faridabad",5,0,5
2020-10-02,"escorts fortis, faridabad",3,1,4
2020-10-02,"asian hospital, faridabad",6,0,6
2020-10-02,"alchemist hospital sector 21, panchkula",7,0,7
2020-10-02,"paras hospital, panchkula",14,2,16
2020-10-02,"alchemist hospital sector-26, panchkula",5,1,6
2020-10-02,"civil hospital, panchkula",29,0,29
2020-10-02,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-02,total,272,40,312
2020-10-03,"pt bd sharma pgims, rohtak",21,0,21
2020-10-03,"bpsgmc, khanpur kalan, sonepat",25,8,33
2020-10-03,"shkm govt. medical college nalhar, nuh",5,0,5
2020-10-03,"kcgmc, karnal",36,7,43
2020-10-03,"mamc, agroha, hisar",17,0,17
2020-10-03,"esic medical college and hospital, faridabad",17,8,25
2020-10-03,"mm institute of medical sciences & research, mulana",16,7,23
2020-10-03,"world college of medical sciences, jhajjar",1,0,1
2020-10-03,"aarvy hospital, gurugram",1,1,2
2020-10-03,narayana hospital gurugram,1,1,2
2020-10-03,"paras hospitals, gurugram",1,1,2
2020-10-03,"metro hospital, faridabad",10,0,10
2020-10-03,"qrg central, faridabad",8,1,9
2020-10-03,"qrg medicare, faridabad",9,2,11
2020-10-03,"sarvoday hospital, faridabad",3,0,3
2020-10-03,"park hospital, faridabad",3,0,3
2020-10-03,"escorts fortis, faridabad",2,1,3
2020-10-03,"asian hospital, faridabad",10,0,10
2020-10-03,"alchemist hospital sector 21, panchkula",8,0,8
2020-10-03,"paras hospital, panchkula",12,2,14
2020-10-03,"alchemist hospital sector-26, panchkula",6,1,7
2020-10-03,"civil hospital, panchkula",31,0,31
2020-10-03,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-03,total,250,40,290
2020-10-04,"pt bd sharma pgims, rohtak",20,0,20
2020-10-04,"bpsgmc, khanpur kalan, sonepat",31,10,41
2020-10-04,"shkm govt. medical college nalhar, nuh",1,0,1
2020-10-04,"kcgmc, karnal",36,7,43
2020-10-04,"mamc, agroha, hisar",16,1,17
2020-10-04,"esic medical college and hospital, faridabad",14,8,22
2020-10-04,"mm institute of medical sciences & research, mulana",15,7,22
2020-10-04,"world college of medical sciences, jhajjar",1,0,1
2020-10-04,"aarvy hospital, gurugram",1,1,2
2020-10-04,narayana hospital gurugram,1,1,2
2020-10-04,"paras hospitals, gurugram",1,1,2
2020-10-04,"metro hospital, faridabad",12,0,12
2020-10-04,"qrg central, faridabad",13,1,14
2020-10-04,"qrg medicare, faridabad",17,1,18
2020-10-04,"sarvoday hospital, faridabad",4,0,4
2020-10-04,"park hospital, faridabad",3,0,3
2020-10-04,"escorts fortis, faridabad",4,0,4
2020-10-04,"asian hospital, faridabad",4,0,4
2020-10-04,"alchemist hospital sector 21, panchkula",8,0,8
2020-10-04,"paras hospital, panchkula",10,1,11
2020-10-04,"alchemist hospital sector-26, panchkula",6,1,7
2020-10-04,"civil hospital, panchkula",33,0,33
2020-10-04,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-04,total,258,40,298
2020-10-05,"pt bd sharma pgims, rohtak",19,0,19
2020-10-05,"bpsgmc, khanpur kalan, sonepat",30,6,36
2020-10-05,"shkm govt. medical college nalhar, nuh",3,0,3
2020-10-05,"kcgmc, karnal",34,5,39
2020-10-05,"mamc, agroha, hisar",15,0,15
2020-10-05,"esic medical college and hospital, faridabad",16,8,24
2020-10-05,"mm institute of medical sciences & research, mulana",12,7,19
2020-10-05,"world college of medical sciences, jhajjar",1,0,1
2020-10-05,"aarvy hospital, gurugram",1,1,2
2020-10-05,narayana hospital gurugram,1,1,2
2020-10-05,"paras hospitals, gurugram",1,1,2
2020-10-05,"metro hospital, faridabad",7,1,8
2020-10-05,"qrg central, faridabad",11,1,12
2020-10-05,"qrg medicare, faridabad",12,2,14
2020-10-05,"sarvoday hospital, faridabad",7,0,7
2020-10-05,"park hospital, faridabad",3,0,3
2020-10-05,"escorts fortis, faridabad",7,0,7
2020-10-05,"asian hospital, faridabad",4,2,6
2020-10-05,"alchemist hospital sector 21, panchkula",7,1,8
2020-10-05,"paras hospital, panchkula",10,1,11
2020-10-05,"alchemist hospital sector-26, panchkula",5,2,7
2020-10-05,"civil hospital, panchkula",23,0,23
2020-10-05,"lnjp civil hospital, kurukshetra",7,0,7
2020-10-05,total,236,39,275
2020-10-06,"pt bd sharma pgims, rohtak",16,0,16
2020-10-06,"bpsgmc, khanpur kalan, sonepat",40,6,46
2020-10-06,"shkm govt. medical college nalhar, nuh",2,0,2
2020-10-06,"kcgmc, karnal",35,4,39
2020-10-06,"mamc, agroha, hisar",17,0,17
