date,district_name,positive_cases_today,positive_cases_cumulative,recovered_total,recovered_new,recovery_rate,deaths_with_comorbidity,deaths_without_comorbidity,deaths_total,deaths_new,active_cases_less_11days,active_cases_more_11days,active_cases_total,vaccination_dose1,vaccination_dose2,vaccination_total
2021-08-14,Jind,0,21202,20664,,97.46,422.0,100.0,522,,,,16,4046.0,2048.0,419004.0
2021-08-14,Kaithal,0,11218,10866,,96.86,288.0,50.0,338,,,,14,5114.0,1968.0,416052.0
2021-08-14,Karnal,1,40000,39420,2.0,98.55,504.0,42.0,546,,,,34,3106.0,3283.0,740553.0
2021-08-14,Kurukshetra,0,22116,21755,1.0,98.37,250.0,106.0,356,,,,5,3225.0,1959.0,454237.0
2021-08-14,Mahindergarh,0,21687,21533,,99.29,97.0,56.0,153,,,,1,5269.0,3381.0,466524.0
2021-08-14,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,1640.0,424.0,179908.0
2021-08-14,Palwal,2,10984,10825,,98.55,111.0,42.0,153,,,,6,1538.0,1002.0,423026.0
2021-08-14,Panchkula,2,30658,30259,,98.7,284.0,90.0,374,,,,25,3003.0,2913.0,465766.0
2021-08-14,Panipat,0,31135,30479,,97.89,418.0,148.0,566,1.0,,,90,2949.0,1763.0,471695.0
2021-08-14,Rewari,0,20304,20075,,98.87,122.0,87.0,209,,,,20,1789.0,2404.0,482718.0
2021-08-14,Rohtak,1,25879,25292,2.0,97.73,454.0,45.0,499,,,,88,4679.0,2905.0,501808.0
2021-08-14,Sirsa,0,29257,28738,,98.23,287.0,180.0,467,,,,52,6641.0,2887.0,558877.0
2021-08-14,Sonepat,0,47126,46871,,99.46,164.0,90.0,254,,,,1,7556.0,3768.0,766155.0
2021-08-14,Total,14,770186,759875,23.0,98.66,7130.0,2527.0,9657,1.0,,,654,102365.0,61862.0,13671666.0
2021-08-14,Yamunanagar,1,24571,24156,1.0,98.31,320.0,88.0,408,,,,7,3294.0,3038.0,565201.0
2021-08-15,Ambala,1,30106,29586,1.0,98.27,487.0,22.0,509,,,,11,1541.0,939.0,907639.0
2021-08-15,Bhiwani,0,22395,21741,,97.08,287.0,319.0,606,,,,48,973.0,422.0,525268.0
2021-08-15,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,87.0,27.0,396216.0
2021-08-15,Faridabad,1,99809,99070,1.0,99.26,539.0,177.0,716,,,,23,3063.0,1389.0,1352906.0
2021-08-15,Fatehabad,1,17862,17389,,97.35,312.0,151.0,463,,,,10,2623.0,712.0,411426.0
2021-08-15,Gurugram,7,180999,180005,4.0,99.45,599.0,321.0,920,,,,74,11567.0,5836.0,2077917.0
2021-08-15,Hisar,0,53979,52835,,97.88,814.0,226.0,1040,,,,104,838.0,1095.0,622925.0
2021-08-15,Jhajjar,0,18829,18501,,98.26,197.0,108.0,305,,,,23,2488.0,746.0,500191.0
2021-08-15,Jind,0,21202,20664,,97.46,422.0,101.0,523,1.0,,,15,1453.0,539.0,420996.0
2021-08-15,Kaithal,0,11218,10866,,96.86,288.0,50.0,338,,,,14,1229.0,952.0,418233.0
2021-08-15,Karnal,2,40002,39420,,98.55,504.0,42.0,546,,,,36,2359.0,1871.0,744783.0
2021-08-15,Kurukshetra,1,22117,21756,1.0,98.37,250.0,106.0,356,,,,5,971.0,684.0,455892.0
2021-08-15,Mahindergarh,1,21688,21533,,99.29,97.0,56.0,153,,,,2,277.0,115.0,466916.0
2021-08-15,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,359.0,58.0,180325.0
2021-08-15,Palwal,3,10987,10828,3.0,98.55,111.0,42.0,153,,,,6,2504.0,949.0,426479.0
2021-08-15,Panchkula,1,30659,30259,,98.7,284.0,90.0,374,,,,26,860.0,1296.0,467922.0
2021-08-15,Panipat,0,31135,30479,,97.89,418.0,148.0,566,,,,90,7591.0,1436.0,480722.0
2021-08-15,Rewari,1,20305,20075,,98.87,122.0,87.0,209,,,,21,709.0,352.0,483779.0
2021-08-15,Rohtak,2,25881,25292,,97.72,454.0,45.0,499,,,,90,6098.0,3186.0,511092.0
2021-08-15,Sirsa,1,29258,28738,,98.22,287.0,180.0,467,,,,53,1974.0,1030.0,561881.0
2021-08-15,Sonepat,0,47126,46872,1.0,99.46,164.0,90.0,254,,,,0,6430.0,3089.0,775674.0
2021-08-15,Total,22,770208,759886,11.0,98.66,7130.0,2528.0,9658,1.0,,,664,56120.0,26739.0,13754525.0
2021-08-15,Yamunanagar,0,24571,24156,,98.31,320.0,88.0,408,,,,7,126.0,16.0,565343.0
2021-08-16,Ambala,1,30107,29586,,98.27,487.0,22.0,509,,,,12,3853.0,2358.0,913850.0
2021-08-16,Bhiwani,0,22395,21741,,97.08,287.0,320.0,607,1.0,,,47,4678.0,2279.0,532225.0
2021-08-16,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,1742.0,1617.0,399575.0
2021-08-16,Faridabad,1,99810,99074,4.0,99.26,539.0,177.0,716,,,,20,8583.0,3209.0,1364698.0
2021-08-16,Fatehabad,2,17864,17391,2.0,97.35,312.0,152.0,464,1.0,,,9,4040.0,1272.0,416738.0
2021-08-16,Gurugram,5,181004,180008,3.0,99.45,599.0,321.0,920,,,,76,6940.0,5496.0,2090353.0
2021-08-16,Hisar,0,53979,52836,1.0,97.88,814.0,226.0,1040,,,,103,5267.0,2150.0,630342.0
2021-08-16,Jhajjar,1,18830,18501,,98.25,197.0,108.0,305,,,,24,4087.0,1614.0,505892.0
2021-08-16,Jind,0,21202,20664,,97.46,422.0,101.0,523,,,,15,2548.0,1512.0,425056.0
2021-08-16,Kaithal,1,11219,10867,1.0,96.86,288.0,50.0,338,,,,14,4430.0,2100.0,424763.0
2021-08-16,Karnal,2,40004,39420,,98.54,504.0,42.0,546,,,,38,7313.0,3054.0,755150.0
2021-08-16,Kurukshetra,0,22117,21756,,98.37,250.0,106.0,356,,,,5,4094.0,2194.0,462180.0
2021-08-16,Mahindergarh,0,21688,21533,,99.29,97.0,56.0,153,,,,2,3639.0,1974.0,472529.0
2021-08-16,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,1012.0,352.0,181689.0
2021-08-16,Palwal,2,10989,10831,3.0,98.56,111.0,42.0,153,,,,5,3103.0,968.0,430550.0
2021-08-16,Panchkula,2,30661,30259,,98.69,284.0,90.0,374,,,,28,1155.0,2227.0,471304.0
2021-08-16,Panipat,0,31135,30479,,97.89,418.0,148.0,566,,,,90,1627.0,1201.0,483550.0
2021-08-16,Rewari,1,20306,20075,,98.86,122.0,87.0,209,,,,22,1966.0,2181.0,487926.0
2021-08-16,Rohtak,1,25882,25294,2.0,97.73,454.0,45.0,499,,,,89,2195.0,1457.0,514744.0
2021-08-16,Sirsa,1,29259,28739,1.0,98.22,287.0,180.0,467,,,,53,4069.0,1636.0,567586.0
2021-08-16,Sonepat,0,47126,46872,,99.46,164.0,90.0,254,,,,0,5154.0,1873.0,782701.0
2021-08-16,Total,22,770230,759904,18.0,98.66,7130.0,2530.0,9660,2.0,,,666,86874.0,46384.0,13887783.0
2021-08-16,Yamunanagar,2,24573,24157,1.0,98.31,320.0,88.0,408,,,,8,5379.0,3660.0,574382.0
2021-08-17,Ambala,1,30108,29586,,98.27,487.0,22.0,509,,,,13,7308.0,3448.0,924606.0
2021-08-17,Bhiwani,1,22396,21742,1.0,97.08,287.0,320.0,607,,,,47,8962.0,3325.0,544512.0
2021-08-17,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,1975.0,1541.0,403091.0
2021-08-17,Faridabad,2,99812,99077,3.0,99.26,539.0,177.0,716,,,,19,8907.0,4432.0,1378037.0
2021-08-17,Fatehabad,0,17864,17392,1.0,97.36,312.0,152.0,464,,,,8,6543.0,2085.0,425366.0
2021-08-17,Gurugram,6,181010,180016,8.0,99.45,599.0,321.0,920,,,,74,13142.0,10211.0,2113706.0
2021-08-17,Hisar,0,53979,52836,,97.88,814.0,226.0,1040,,,,103,5548.0,2507.0,638397.0
2021-08-17,Jhajjar,0,18830,18501,,98.25,197.0,108.0,305,,,,24,8507.0,2445.0,516844.0
2021-08-17,Jind,0,21202,20664,,97.46,422.0,101.0,523,,,,15,4729.0,2806.0,432591.0
2021-08-17,Kaithal,0,11219,10867,,96.86,288.0,50.0,338,,,,14,5685.0,2343.0,432791.0
2021-08-17,Karnal,0,40004,39422,2.0,98.55,504.0,42.0,546,,,,36,8248.0,2964.0,766362.0
2021-08-17,Kurukshetra,1,22118,21756,,98.36,250.0,106.0,356,,,,6,4682.0,2577.0,469439.0
2021-08-17,Mahindergarh,0,21688,21533,,99.29,97.0,56.0,153,,,,2,4203.0,2442.0,479174.0
2021-08-17,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,2968.0,1048.0,185705.0
2021-08-17,Palwal,1,10990,10834,3.0,98.58,111.0,42.0,153,,,,3,2400.0,986.0,433936.0
2021-08-17,Panchkula,0,30661,30259,,98.69,284.0,90.0,374,,,,28,1111.0,2897.0,475312.0
2021-08-17,Panipat,0,31135,30481,2.0,97.9,418.0,148.0,566,,,,88,7095.0,2115.0,492760.0
2021-08-17,Rewari,0,20306,20075,,98.86,122.0,87.0,209,,,,22,3157.0,2442.0,493525.0
2021-08-17,Rohtak,1,25883,25294,,97.72,454.0,46.0,500,1.0,,,89,2916.0,1745.0,519405.0
2021-08-17,Sirsa,1,29260,28739,,98.22,287.0,180.0,467,,,,54,9074.0,3039.0,579699.0
2021-08-17,Sonepat,1,47127,46872,,99.46,164.0,90.0,254,,,,1,9305.0,3044.0,795050.0
2021-08-17,Total,15,770245,759924,20.0,98.66,7130.0,2531.0,9661,1.0,,,660,131549.0,65405.0,14084737.0
2021-08-17,Yamunanagar,0,24573,24157,,98.31,320.0,88.0,408,,,,8,5084.0,4963.0,584429.0
2021-08-18,Ambala,0,30108,29586,,98.27,487.0,22.0,509,,,,13,3444.0,2188.0,930238.0
2021-08-18,Bhiwani,0,22396,21742,,97.08,287.0,320.0,607,,,,47,2675.0,1322.0,548509.0
2021-08-18,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,1139.0,964.0,405194.0
2021-08-18,Faridabad,5,99817,99079,2.0,99.26,539.0,177.0,716,,,,22,4400.0,2544.0,1384981.0
2021-08-18,Fatehabad,0,17864,17393,1.0,97.36,312.0,152.0,464,,,,7,2479.0,951.0,428796.0
2021-08-18,Gurugram,6,181016,180021,5.0,99.45,599.0,321.0,920,,,,75,9499.0,8327.0,2131532.0
2021-08-18,Hisar,0,53979,52836,,97.88,814.0,226.0,1040,,,,103,17454.0,5079.0,660930.0
2021-08-18,Jhajjar,1,18831,18501,,98.25,197.0,108.0,305,,,,25,3527.0,1019.0,521390.0
2021-08-18,Jind,0,21202,20665,1.0,97.47,422.0,101.0,523,,,,14,2931.0,1213.0,436735.0
2021-08-18,Kaithal,0,11219,10867,,96.86,288.0,50.0,338,,,,14,3494.0,1506.0,437791.0
2021-08-18,Karnal,3,40007,39423,1.0,98.54,504.0,42.0,546,,,,38,1739.0,1138.0,769239.0
2021-08-18,Kurukshetra,0,22118,21757,1.0,98.37,250.0,106.0,356,,,,5,2406.0,1559.0,473404.0
2021-08-18,Mahindergarh,0,21688,21533,,99.29,97.0,56.0,153,,,,2,2391.0,1404.0,482969.0
2021-08-18,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,1918.0,550.0,188173.0
2021-08-18,Palwal,1,10991,10835,1.0,98.58,111.0,42.0,153,,,,3,4088.0,1226.0,439250.0
2021-08-18,Panchkula,0,30661,30261,2.0,98.7,284.0,90.0,374,,,,26,1386.0,1878.0,478576.0
2021-08-18,Panipat,0,31135,30481,,97.9,418.0,148.0,566,,,,88,4215.0,2223.0,499198.0
2021-08-18,Rewari,0,20306,20075,,98.86,122.0,87.0,209,,,,22,2236.0,1619.0,497380.0
2021-08-18,Rohtak,1,25884,25294,,97.72,454.0,46.0,500,,,,90,2098.0,1265.0,522768.0
2021-08-18,Sirsa,0,29260,28739,,98.22,287.0,180.0,467,,,,54,5237.0,1852.0,586788.0
2021-08-18,Sonepat,1,47128,46872,,99.46,164.0,90.0,254,,,,2,5002.0,2311.0,802363.0
2021-08-18,Total,21,770266,759938,14.0,98.66,7131.0,2531.0,9662,1.0,,,666,86058.0,44376.0,14215171.0
2021-08-18,Yamunanagar,3,24576,24157,,98.3,321.0,88.0,409,1.0,,,10,2300.0,2238.0,588967.0
2021-08-19,Ambala,2,30110,29589,3.0,98.27,487.0,22.0,509,,,,12,7217.0,3469.0,940924.0
2021-08-19,Bhiwani,0,22396,21742,,97.08,287.0,320.0,607,,,,47,7201.0,2657.0,558367.0
2021-08-19,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,1752.0,1510.0,408456.0
2021-08-19,Faridabad,1,99818,99082,3.0,99.26,539.0,177.0,716,,,,20,10921.0,4660.0,1400562.0
2021-08-19,Fatehabad,0,17864,17395,2.0,97.37,313.0,152.0,465,1.0,,,4,5281.0,1771.0,435848.0
2021-08-19,Gurugram,5,181021,180024,3.0,99.45,599.0,321.0,920,,,,77,10317.0,8542.0,2150391.0
2021-08-19,Hisar,0,53979,52836,,97.88,814.0,227.0,1041,1.0,,,102,16177.0,4127.0,681234.0
2021-08-19,Jhajjar,0,18831,18501,,98.25,197.0,108.0,305,,,,25,6472.0,2092.0,529954.0
2021-08-19,Jind,0,21202,20665,,97.47,422.0,101.0,523,,,,14,3490.0,1778.0,442003.0
2021-08-19,Kaithal,1,11220,10868,1.0,96.86,288.0,50.0,338,,,,14,5162.0,2126.0,445079.0
2021-08-19,Karnal,2,40009,39424,1.0,98.54,504.0,42.0,546,,,,39,12506.0,4718.0,786463.0
2021-08-19,Kurukshetra,2,22120,21757,,98.36,250.0,106.0,356,,,,7,3546.0,2142.0,479092.0
2021-08-19,Mahindergarh,0,21688,21533,,99.29,97.0,56.0,153,,,,2,3404.0,2500.0,488873.0
2021-08-19,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,2116.0,487.0,190776.0
2021-08-19,Palwal,2,10993,10836,1.0,98.57,111.0,42.0,153,,,,4,3946.0,1558.0,444754.0
2021-08-19,Panchkula,3,30664,30261,,98.69,284.0,90.0,374,,,,29,2745.0,2296.0,483617.0
2021-08-19,Panipat,0,31135,30481,,97.9,418.0,148.0,566,,,,88,7121.0,2595.0,508914.0
2021-08-19,Rewari,0,20306,20075,,98.86,122.0,87.0,209,,,,22,3885.0,2036.0,503301.0
2021-08-19,Rohtak,0,25884,25294,,97.72,454.0,46.0,500,,,,90,4555.0,2225.0,529548.0
2021-08-19,Sirsa,3,29263,28739,,98.21,287.0,180.0,467,,,,57,7611.0,2546.0,596945.0
2021-08-19,Sonepat,0,47128,46872,,99.46,164.0,90.0,254,,,,2,8287.0,2538.0,813188.0
2021-08-19,Total,25,770291,759956,18.0,98.66,7132.0,2532.0,9664,2.0,,,671,139702.0,63922.0,14418795.0
2021-08-19,Yamunanagar,4,24580,24161,4.0,98.3,321.0,88.0,409,,,,10,5990.0,5549.0,600506.0
2021-08-20,Ambala,0,30110,29589,,98.27,487.0,22.0,509,,,,12,3829.0,1559.0,946312.0
2021-08-20,Bhiwani,3,22399,21742,,97.07,287.0,320.0,607,,,,50,4909.0,2312.0,565588.0
2021-08-20,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,1199.0,1112.0,410767.0
2021-08-20,Faridabad,1,99819,99084,2.0,99.26,539.0,177.0,716,,,,19,7814.0,3851.0,1412227.0
2021-08-20,Fatehabad,1,17865,17398,3.0,97.39,313.0,152.0,465,,,,2,3032.0,939.0,439819.0
2021-08-20,Gurugram,4,181025,180029,5.0,99.45,599.0,321.0,920,,,,76,8529.0,8878.0,2167798.0
2021-08-20,Hisar,0,53979,52836,,97.88,814.0,227.0,1041,,,,102,2692.0,1134.0,685060.0
2021-08-20,Jhajjar,1,18832,18502,1.0,98.25,198.0,108.0,306,1.0,,,24,4191.0,1003.0,535148.0
2021-08-20,Jind,0,21202,20665,,97.47,422.0,101.0,523,,,,14,3456.0,1895.0,447354.0
2021-08-20,Kaithal,1,11221,10869,1.0,96.86,288.0,50.0,338,,,,14,5018.0,2014.0,452111.0
2021-08-20,Karnal,0,40009,39424,,98.54,504.0,42.0,546,,,,39,5804.0,1839.0,794106.0
2021-08-20,Kurukshetra,1,22121,21758,1.0,98.36,250.0,106.0,356,,,,7,4326.0,1980.0,485398.0
2021-08-20,Mahindergarh,0,21688,21533,,99.29,97.0,56.0,153,,,,2,3650.0,1610.0,494133.0
2021-08-20,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,1139.0,387.0,192302.0
2021-08-20,Palwal,1,10994,10839,3.0,98.59,111.0,42.0,153,,,,2,1702.0,700.0,447156.0
2021-08-20,Panchkula,3,30667,30261,,98.68,284.0,90.0,374,,,,32,1756.0,1600.0,486973.0
2021-08-20,Panipat,0,31135,30481,,97.9,418.0,148.0,566,,,,88,1464.0,1101.0,511479.0
2021-08-20,Rewari,0,20306,20075,,98.86,122.0,87.0,209,,,,22,4416.0,1454.0,509171.0
2021-08-20,Rohtak,1,25885,25294,,97.72,454.0,46.0,500,,,,91,2917.0,1594.0,534059.0
2021-08-20,Sirsa,4,29267,28739,,98.2,287.0,180.0,467,,,,61,4696.0,1573.0,603214.0
2021-08-20,Sonepat,0,47128,46872,,99.46,164.0,90.0,254,,,,2,5082.0,1646.0,819916.0
2021-08-20,Total,21,770312,759972,16.0,98.66,7133.0,2532.0,9665,1.0,,,675,85113.0,42906.0,14546814.0
2021-08-20,Yamunanagar,0,24580,24161,,98.3,321.0,88.0,409,,,,10,3492.0,2725.0,606723.0
2021-08-21,Ambala,0,30110,29589,,98.27,487.0,22.0,509,,,,12,3423.0,1983.0,951718.0
2021-08-21,Bhiwani,0,22399,21742,,97.07,287.0,320.0,607,,,,50,5076.0,2108.0,572772.0
2021-08-21,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,1155.0,1453.0,413375.0
2021-08-21,Faridabad,0,99819,99085,1.0,99.26,539.0,177.0,716,,,,18,6917.0,3338.0,1422482.0
2021-08-21,Fatehabad,0,17865,17398,,97.39,313.0,152.0,465,,,,2,2945.0,1135.0,443899.0
2021-08-21,Gurugram,6,181031,180032,3.0,99.45,599.0,321.0,920,,,,79,11434.0,10128.0,2189360.0
2021-08-21,Hisar,0,53979,52837,1.0,97.88,814.0,227.0,1041,,,,101,801.0,573.0,686434.0
2021-08-21,Jhajjar,2,18834,18503,1.0,98.24,198.0,108.0,306,,,,25,3522.0,1145.0,539815.0
2021-08-21,Jind,0,21202,20665,,97.47,422.0,101.0,523,,,,14,2952.0,1458.0,451764.0
2021-08-21,Kaithal,0,11221,10869,,96.86,288.0,50.0,338,,,,14,2408.0,1208.0,455727.0
2021-08-21,Karnal,2,40011,39424,,98.53,505.0,42.0,547,1.0,,,40,3584.0,1639.0,799329.0
2021-08-21,Kurukshetra,1,22122,21760,2.0,98.36,250.0,106.0,356,,,,6,4191.0,1944.0,491533.0
2021-08-21,Mahindergarh,0,21688,21533,,99.29,97.0,56.0,153,,,,2,2552.0,1673.0,498358.0
2021-08-21,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,1039.0,194.0,193535.0
2021-08-21,Palwal,2,10996,10840,1.0,98.58,111.0,42.0,153,,,,3,2131.0,1225.0,450512.0
2021-08-21,Panchkula,3,30670,30262,1.0,98.67,284.0,90.0,374,,,,34,2028.0,2084.0,491085.0
2021-08-21,Panipat,0,31135,30481,,97.9,418.0,148.0,566,,,,88,1062.0,846.0,513387.0
2021-08-21,Rewari,0,20306,20075,,98.86,122.0,87.0,209,,,,22,2553.0,1064.0,512788.0
2021-08-21,Rohtak,1,25886,25296,2.0,97.72,454.0,46.0,500,,,,90,2138.0,1260.0,537457.0
2021-08-21,Sirsa,0,29267,28739,,98.2,287.0,180.0,467,,,,61,3767.0,1469.0,608450.0
2021-08-21,Sonepat,0,47128,46872,,99.46,164.0,90.0,254,,,,2,4754.0,1878.0,826548.0
2021-08-21,Total,19,770331,759990,18.0,98.66,7134.0,2532.0,9666,1.0,,,675,73957.0,41839.0,14662610.0
2021-08-21,Yamunanagar,2,24582,24167,6.0,98.31,321.0,88.0,409,,,,6,3525.0,2034.0,612282.0
2021-08-22,Ambala,1,30111,29589,,98.27,487.0,22.0,509,,,,13,1836.0,674.0,954228.0
2021-08-22,Bhiwani,0,22399,21742,,97.07,287.0,320.0,607,,,,50,1090.0,218.0,574080.0
2021-08-22,Charkhi Dadri,0,5069,4932,,97.3,108.0,24.0,132,,,,5,27.0,76.0,413478.0
2021-08-22,Faridabad,0,99819,99086,1.0,99.27,539.0,177.0,716,,,,17,2205.0,1172.0,1425859.0
2021-08-22,Fatehabad,0,17865,17398,,97.39,313.0,152.0,465,,,,2,613.0,191.0,444703.0
2021-08-22,Gurugram,6,181037,180039,7.0,99.45,599.0,321.0,920,,,,78,1478.0,1813.0,2192651.0
2021-08-22,Hisar,0,53979,52837,,97.88,814.0,227.0,1041,,,,101,303.0,8.0,686745.0
2021-08-22,Jhajjar,0,18834,18504,1.0,98.25,198.0,108.0,306,,,,24,504.0,267.0,540586.0
2021-08-22,Jind,0,21202,20665,,97.47,422.0,101.0,523,,,,14,602.0,114.0,452480.0
2021-08-22,Kaithal,0,11221,10869,,96.86,289.0,50.0,339,1.0,,,13,0.0,0.0,455241.0
2021-08-22,Karnal,0,40011,39424,,98.53,505.0,42.0,547,,,,40,21.0,139.0,799489.0
2021-08-22,Kurukshetra,1,22123,21761,1.0,98.36,250.0,106.0,356,,,,6,0.0,0.0,490542.0
2021-08-22,Mahindergarh,1,21689,21533,,99.28,97.0,56.0,153,,,,3,290.0,242.0,498890.0
2021-08-22,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,492.0,73.0,194100.0
2021-08-22,Palwal,1,10997,10842,2.0,98.59,111.0,42.0,153,,,,2,812.0,523.0,451847.0
2021-08-22,Panchkula,0,30670,30262,,98.67,284.0,90.0,374,,,,34,171.0,0.0,491214.0
2021-08-22,Panipat,0,31135,30481,,97.9,418.0,148.0,566,,,,88,0.0,64.0,513355.0
2021-08-22,Rewari,0,20306,20075,,98.86,122.0,87.0,209,,,,22,41.0,40.0,512869.0
2021-08-22,Rohtak,1,25887,25296,,97.72,454.0,46.0,500,,,,91,544.0,172.0,538173.0
2021-08-22,Sirsa,3,29270,28739,,98.19,287.0,180.0,467,,,,64,1200.0,465.0,610115.0
2021-08-22,Sonepat,1,47129,46872,,99.45,164.0,90.0,254,,,,3,680.0,448.0,827676.0
2021-08-22,Total,16,770347,760004,14.0,98.66,7135.0,2532.0,9667,1.0,,,676,11575.0,6519.0,14680704.0
2021-08-22,Yamunanagar,1,24583,24169,2.0,98.32,321.0,88.0,409,,,,5,0.0,213.0,612383.0
2021-08-23,Ambala,0,30111,29590,1.0,98.27,487.0,22.0,509,,,,12,3765.0,2470.0,960463.0
2021-08-23,Bhiwani,1,22400,21742,,97.06,287.0,320.0,607,,,,51,3376.0,1587.0,579043.0
2021-08-23,Charkhi Dadri,0,5069,4933,1.0,97.32,108.0,25.0,133,1.0,,,3,1165.0,1623.0,416266.0
2021-08-23,Faridabad,1,99820,99090,4.0,99.27,539.0,177.0,716,,,,14,8476.0,4363.0,1438698.0
2021-08-23,Fatehabad,1,17866,17398,,97.38,313.0,152.0,465,,,,3,6890.0,2112.0,453705.0
2021-08-23,Gurugram,2,181039,180044,5.0,99.45,599.0,321.0,920,,,,75,6923.0,8607.0,2208181.0
2021-08-23,Hisar,0,53979,52838,1.0,97.89,814.0,227.0,1041,,,,100,453.0,8200.0,695398.0
2021-08-23,Jhajjar,1,18835,18504,,98.24,198.0,108.0,306,,,,25,4272.0,1424.0,546282.0
2021-08-23,Jind,1,21203,20666,1.0,97.47,422.0,101.0,523,,,,14,3336.0,1465.0,457281.0
2021-08-23,Kaithal,0,11221,10869,,96.86,289.0,50.0,339,,,,13,4744.0,1854.0,461839.0
2021-08-23,Karnal,1,40012,39426,2.0,98.54,505.0,42.0,547,,,,39,6374.0,2120.0,807983.0
2021-08-23,Kurukshetra,0,22123,21762,1.0,98.37,250.0,106.0,356,,,,5,3390.0,1570.0,495502.0
2021-08-23,Mahindergarh,0,21689,21533,,99.28,97.0,56.0,153,,,,3,3977.0,1726.0,504593.0
2021-08-23,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,1785.0,511.0,196396.0
2021-08-23,Palwal,2,10999,10844,2.0,98.59,111.0,42.0,153,,,,2,2467.0,930.0,455244.0
2021-08-23,Panchkula,1,30671,30262,,98.67,284.0,90.0,374,,,,35,3334.0,2018.0,496566.0
2021-08-23,Panipat,2,31137,30481,,97.89,418.0,148.0,566,,,,90,5787.0,2422.0,521564.0
2021-08-23,Rewari,0,20306,20076,1.0,98.87,122.0,87.0,209,,,,21,3514.0,1648.0,518031.0
2021-08-23,Rohtak,1,25888,25298,2.0,97.72,454.0,46.0,500,,,,90,2374.0,1424.0,541971.0
2021-08-23,Sirsa,0,29270,28740,1.0,98.19,287.0,180.0,467,,,,63,5719.0,1853.0,617687.0
2021-08-23,Sonepat,0,47129,46872,,99.45,164.0,90.0,254,,,,3,5469.0,2102.0,835247.0
2021-08-23,Total,15,770362,760026,22.0,98.66,7135.0,2533.0,9668,1.0,,,668,92830.0,54356.0,14827890.0
2021-08-23,Yamunanagar,1,24584,24169,,98.31,321.0,88.0,409,,,,6,5240.0,2327.0,619950.0
2021-08-24,Ambala,0,30111,29591,1.0,98.27,487.0,22.0,509,,,,11,6965.0,4897.0,972325.0
2021-08-24,Bhiwani,2,22402,21742,,97.05,287.0,321.0,608,1.0,,,52,5233.0,3810.0,588086.0
2021-08-24,Charkhi Dadri,0,5069,4933,,97.32,108.0,25.0,133,,,,3,1132.0,1169.0,418567.0
2021-08-24,Faridabad,0,99820,99094,4.0,99.27,539.0,177.0,716,,,,10,9256.0,5570.0,1453524.0
2021-08-24,Fatehabad,3,17869,17400,2.0,97.38,313.0,152.0,465,,,,4,6149.0,1879.0,461733.0
2021-08-24,Gurugram,7,181046,180051,7.0,99.45,599.0,321.0,920,,,,75,10615.0,9343.0,2228139.0
2021-08-24,Hisar,0,53979,52838,,97.89,814.0,227.0,1041,,,,100,23336.0,5106.0,723840.0
2021-08-24,Jhajjar,2,18837,18504,,98.23,198.0,108.0,306,,,,27,6250.0,1791.0,554323.0
2021-08-24,Jind,0,21203,20666,,97.47,422.0,101.0,523,,,,14,4688.0,1958.0,463927.0
2021-08-24,Kaithal,0,11221,10869,,96.86,289.0,50.0,339,,,,13,5331.0,1965.0,469135.0
2021-08-24,Karnal,0,40012,39428,2.0,98.54,505.0,42.0,547,,,,37,9941.0,4663.0,822587.0
2021-08-24,Kurukshetra,0,22123,21762,,98.37,250.0,106.0,356,,,,5,5955.0,2547.0,504004.0
2021-08-24,Mahindergarh,0,21689,21533,,99.28,97.0,56.0,153,,,,3,3043.0,1525.0,509161.0
2021-08-24,Nuh,0,5011,4889,,97.57,66.0,55.0,121,,,,1,2498.0,758.0,199652.0
2021-08-24,Palwal,1,11000,10846,2.0,98.6,111.0,42.0,153,,,,1,2798.0,1008.0,459050.0
2021-08-24,Panchkula,2,30673,30262,,98.66,284.0,90.0,374,,,,37,3972.0,2195.0,502733.0
2021-08-24,Panipat,0,31137,30481,,97.89,418.0,148.0,566,,,,90,10855.0,2702.0,535121.0
2021-08-24,Rewari,0,20306,20076,,98.87,122.0,87.0,209,,,,21,3827.0,1601.0,523459.0
2021-08-24,Rohtak,1,25889,25299,1.0,97.72,454.0,46.0,500,,,,90,3235.0,1653.0,546859.0
