date,district,total_active_cases_till_yesterday,new_cases_today,discharged_cases_today,deaths_today,total_active_cases_including_today,total_indegenous_cases_till_yesterday,indegenous_cases_today,total_imported_cases_till_yesterday,imported_cases_today,total_cases_till_today,total_cases_discharged,total_deaths
2021-03-10,ariyalur,8,1,2,0,7,4729.0,1.0,20.0,0.0,4750.0,4694,49
2021-03-10,chengalpattu,361,53,63,0,351,53274.0,53.0,5.0,0.0,53332.0,52195,786
2021-03-10,chennai,1873,275,231,2,1915,237394.0,275.0,47.0,0.0,237716.0,231630,4171
2021-03-10,coimbatore,353,63,57,0,359,56132.0,63.0,51.0,0.0,56246.0,55202,685
2021-03-10,cuddalore,63,5,6,0,62,25041.0,5.0,202.0,0.0,25248.0,24898,288
2021-03-10,dharmapuri,9,0,1,0,8,6451.0,0.0,214.0,0.0,6665.0,6602,55
2021-03-10,dindigul,51,6,5,0,52,11469.0,6.0,77.0,0.0,11552.0,11300,200
2021-03-10,erode,80,13,9,0,84,14798.0,13.0,94.0,0.0,14905.0,14671,150
2021-03-10,grand total,4073,671,532,5,4207,849173.0,666.0,7073.0,5.0,856917.0,840180,12530
2021-03-10,kallakurichi,3,3,1,0,5,10507.0,3.0,404.0,0.0,10914.0,10801,108
2021-03-10,kancheepuram,68,34,8,0,94,29619.0,34.0,3.0,0.0,29656.0,29113,449
2021-03-10,kanyakumari,52,11,5,0,58,17049.0,11.0,110.0,0.0,17170.0,16851,261
2021-03-10,karur,8,2,2,0,8,5471.0,2.0,46.0,0.0,5519.0,5460,51
2021-03-10,krishnagiri,21,3,3,0,21,8027.0,3.0,169.0,0.0,8199.0,8060,118
2021-03-10,madurai,62,9,9,0,62,21151.0,9.0,158.0,0.0,21318.0,20795,461
2021-03-10,nagapattinam,38,8,4,1,41,8566.0,8.0,89.0,0.0,8663.0,8487,135
2021-03-10,namakkal,29,9,2,0,36,11744.0,9.0,106.0,0.0,11859.0,11712,111
2021-03-10,nilgiris,36,8,4,0,40,8376.0,8.0,22.0,0.0,8406.0,8318,48
2021-03-10,perambalur,4,1,1,0,4,2285.0,1.0,2.0,0.0,2288.0,2263,21
2021-03-10,pudukottai,27,3,4,0,26,11654.0,3.0,33.0,0.0,11690.0,11507,157
2021-03-10,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-10,ramanathapuram,11,1,2,0,10,6356.0,1.0,133.0,0.0,6490.0,6343,137
2021-03-10,ranipet,13,2,1,0,14,16211.0,2.0,49.0,0.0,16262.0,16059,189
2021-03-10,salem,74,11,10,0,75,32417.0,11.0,420.0,0.0,32848.0,32306,467
2021-03-10,sivagangai,23,4,5,0,22,6741.0,4.0,68.0,0.0,6813.0,6665,126
2021-03-10,tenkasi,24,1,4,1,20,8528.0,0.0,50.0,1.0,8579.0,8399,160
2021-03-10,thanjavur,122,15,15,0,122,18231.0,15.0,22.0,0.0,18268.0,17890,256
2021-03-10,theni,20,1,1,0,20,17139.0,1.0,45.0,0.0,17185.0,16958,207
2021-03-10,thirupathur,10,1,1,1,9,7539.0,1.0,110.0,0.0,7650.0,7514,127
2021-03-10,thiruvallur,190,39,24,0,205,44423.0,39.0,10.0,0.0,44472.0,43567,700
2021-03-10,thiruvannamalai,22,7,5,0,24,19135.0,7.0,393.0,0.0,19535.0,19227,284
2021-03-10,thiruvarur,56,13,4,0,65,11381.0,13.0,38.0,0.0,11432.0,11256,111
2021-03-10,thoothukudi,13,1,2,0,12,16102.0,1.0,273.0,0.0,16376.0,16221,143
2021-03-10,tirunelveli,43,3,4,0,42,15369.0,3.0,420.0,0.0,15792.0,15536,214
2021-03-10,tiruppur,111,28,15,0,124,18498.0,28.0,11.0,0.0,18537.0,18189,224
2021-03-10,trichy,77,15,9,0,83,15023.0,15.0,42.0,0.0,15080.0,14814,183
2021-03-10,vellore,70,12,8,0,74,20637.0,8.0,431.0,4.0,21080.0,20655,351
2021-03-10,villupuram,20,6,2,0,24,15117.0,6.0,174.0,0.0,15297.0,15160,113
2021-03-10,virudhunagar,20,4,3,0,21,16589.0,4.0,104.0,0.0,16697.0,16444,232
2021-03-11,airport surveillance (domestic),2,0,1,0,1,0.0,0.0,1044.0,0.0,1044.0,1042,1
2021-03-11,airport surveillance (international),6,2,1,0,7,0.0,0.0,956.0,2.0,958.0,950,1
2021-03-11,ariyalur,7,1,1,0,7,4730.0,1.0,20.0,0.0,4751.0,4695,49
2021-03-11,chengalpattu,359,51,48,2,360,53335.0,51.0,5.0,0.0,53391.0,52243,788
2021-03-11,chennai,1914,292,263,3,1940,237668.0,292.0,47.0,0.0,238007.0,231893,4174
2021-03-11,coimbatore,359,52,49,0,362,56195.0,52.0,51.0,0.0,56298.0,55251,685
2021-03-11,cuddalore,62,3,9,0,56,25046.0,3.0,202.0,0.0,25251.0,24907,288
2021-03-11,dharmapuri,8,3,1,0,10,6451.0,3.0,214.0,0.0,6668.0,6603,55
2021-03-11,dindigul,52,12,7,0,57,11475.0,12.0,77.0,0.0,11564.0,11307,200
2021-03-11,erode,83,19,13,0,89,14810.0,19.0,94.0,0.0,14923.0,14684,150
2021-03-11,grand total,4207,685,543,5,4344,849839.0,678.0,7078.0,7.0,857602.0,840723,12535
2021-03-11,kallakurichi,5,1,1,0,5,10510.0,1.0,404.0,0.0,10915.0,10802,108
2021-03-11,kancheepuram,85,23,6,0,102,29644.0,23.0,3.0,0.0,29670.0,29119,449
2021-03-11,kanyakumari,58,6,4,0,60,17060.0,6.0,110.0,0.0,17176.0,16855,261
2021-03-11,karur,8,4,1,0,11,5473.0,4.0,46.0,0.0,5523.0,5461,51
2021-03-11,krishnagiri,24,3,4,0,23,8033.0,3.0,169.0,0.0,8205.0,8064,118
2021-03-11,madurai,60,8,10,0,58,21158.0,8.0,158.0,0.0,21324.0,20805,461
2021-03-11,nagapattinam,41,9,5,0,45,8574.0,9.0,89.0,0.0,8672.0,8492,135
2021-03-11,namakkal,37,2,1,0,38,11754.0,2.0,106.0,0.0,11862.0,11713,111
2021-03-11,nilgiris,40,4,5,0,39,8384.0,4.0,22.0,0.0,8410.0,8323,48
2021-03-11,perambalur,5,0,0,0,5,2287.0,0.0,2.0,0.0,2289.0,2263,21
2021-03-11,pudukottai,27,3,4,0,26,11658.0,3.0,33.0,0.0,11694.0,11511,157
2021-03-11,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-11,ramanathapuram,10,1,1,0,10,6357.0,1.0,133.0,0.0,6491.0,6344,137
2021-03-11,ranipet,14,2,1,0,15,16213.0,2.0,49.0,0.0,16264.0,16060,189
2021-03-11,salem,75,18,6,0,87,32428.0,18.0,420.0,0.0,32866.0,32312,467
2021-03-11,sivagangai,23,4,4,0,23,6746.0,4.0,68.0,0.0,6818.0,6669,126
2021-03-11,tenkasi,21,1,3,0,19,8529.0,1.0,51.0,0.0,8581.0,8402,160
2021-03-11,thanjavur,121,37,15,0,143,18245.0,37.0,22.0,0.0,18304.0,17905,256
2021-03-11,theni,22,3,3,0,22,17142.0,3.0,45.0,0.0,17190.0,16961,207
2021-03-11,thirupathur,9,4,1,0,12,7540.0,4.0,110.0,0.0,7654.0,7515,127
2021-03-11,thiruvallur,208,49,22,0,235,44465.0,49.0,10.0,0.0,44524.0,43589,700
2021-03-11,thiruvannamalai,21,4,5,0,20,19139.0,4.0,393.0,0.0,19536.0,19232,284
2021-03-11,thiruvarur,65,6,8,0,63,11394.0,6.0,38.0,0.0,11438.0,11264,111
2021-03-11,thoothukudi,12,3,2,0,13,16103.0,3.0,273.0,0.0,16379.0,16223,143
2021-03-11,tirunelveli,40,5,3,0,42,15370.0,5.0,420.0,0.0,15795.0,15539,214
2021-03-11,tiruppur,125,21,14,0,132,18527.0,21.0,11.0,0.0,18559.0,18203,224
2021-03-11,trichy,81,8,8,0,81,15036.0,8.0,42.0,0.0,15086.0,14822,183
2021-03-11,vellore,72,19,9,0,82,20643.0,14.0,435.0,5.0,21097.0,20664,351
2021-03-11,villupuram,25,1,3,0,23,15124.0,1.0,174.0,0.0,15299.0,15163,113
2021-03-11,virudhunagar,21,1,1,0,21,16593.0,1.0,104.0,0.0,16698.0,16445,232
2021-03-12,airport surveillance (domestic),1,0,1,0,0,0.0,0.0,1044.0,0.0,1044.0,1043,1
2021-03-12,airport surveillance (international),7,1,1,0,7,0.0,0.0,958.0,1.0,959.0,951,1
2021-03-12,ariyalur,8,1,2,0,7,4732.0,1.0,20.0,0.0,4753.0,4697,49
2021-03-12,chengalpattu,361,57,49,0,369,53388.0,57.0,5.0,0.0,53450.0,52292,789
2021-03-12,chennai,1957,265,258,3,1961,237976.0,265.0,47.0,0.0,238288.0,232151,4176
2021-03-12,coimbatore,362,51,46,0,367,56247.0,51.0,51.0,0.0,56349.0,55297,685
2021-03-12,cuddalore,56,9,10,0,55,25049.0,9.0,202.0,0.0,25260.0,24917,288
2021-03-12,dharmapuri,10,4,1,0,13,6454.0,4.0,214.0,0.0,6672.0,6604,55
2021-03-12,dindigul,57,9,9,0,57,11487.0,9.0,77.0,0.0,11573.0,11316,200
2021-03-12,erode,88,17,12,0,93,14828.0,17.0,94.0,0.0,14939.0,14696,150
2021-03-12,grand total,4344,670,527,4,4483,850517.0,669.0,7085.0,1.0,858272.0,841250,12539
2021-03-12,kallakurichi,4,2,0,0,6,10510.0,2.0,404.0,0.0,10916.0,10802,108
2021-03-12,kancheepuram,100,18,9,0,109,29665.0,18.0,3.0,0.0,29686.0,29128,449
2021-03-12,kanyakumari,61,7,3,0,65,17067.0,7.0,110.0,0.0,17184.0,16858,261
2021-03-12,karur,10,5,1,0,14,5476.0,5.0,46.0,0.0,5527.0,5462,51
2021-03-12,krishnagiri,20,5,3,0,22,8033.0,5.0,169.0,0.0,8207.0,8067,118
2021-03-12,madurai,58,10,7,0,61,21166.0,10.0,158.0,0.0,21334.0,20812,461
2021-03-12,nagapattinam,45,9,4,0,50,8583.0,9.0,89.0,0.0,8681.0,8496,135
2021-03-12,namakkal,38,3,2,0,39,11756.0,3.0,106.0,0.0,11865.0,11715,111
2021-03-12,nilgiris,38,7,3,0,42,8387.0,7.0,22.0,0.0,8416.0,8326,48
2021-03-12,perambalur,5,2,0,0,7,2287.0,2.0,2.0,0.0,2291.0,2263,21
2021-03-12,pudukottai,27,5,4,0,28,11662.0,5.0,33.0,0.0,11700.0,11515,157
2021-03-12,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-12,ramanathapuram,10,1,1,0,10,6358.0,1.0,133.0,0.0,6492.0,6345,137
2021-03-12,ranipet,15,6,2,0,19,16215.0,6.0,49.0,0.0,16270.0,16062,189
2021-03-12,salem,87,13,8,0,92,32446.0,13.0,420.0,0.0,32879.0,32320,467
2021-03-12,sivagangai,22,5,3,0,24,6749.0,5.0,68.0,0.0,6822.0,6672,126
2021-03-12,tenkasi,19,1,2,0,18,8530.0,1.0,51.0,0.0,8582.0,8404,160
2021-03-12,thanjavur,141,23,15,0,149,18280.0,23.0,22.0,0.0,18325.0,17920,256
2021-03-12,theni,22,2,4,0,20,17145.0,2.0,45.0,0.0,17192.0,16965,207
2021-03-12,thirupathur,12,3,1,0,14,7544.0,3.0,110.0,0.0,7657.0,7516,127
2021-03-12,thiruvallur,221,44,23,1,241,44500.0,44.0,10.0,0.0,44554.0,43612,701
2021-03-12,thiruvannamalai,21,5,3,0,23,19144.0,5.0,393.0,0.0,19542.0,19235,284
2021-03-12,thiruvarur,64,7,5,0,66,11401.0,7.0,38.0,0.0,11446.0,11269,111
2021-03-12,thoothukudi,13,2,1,0,14,16106.0,2.0,273.0,0.0,16381.0,16224,143
2021-03-12,tirunelveli,42,4,2,0,44,15375.0,4.0,420.0,0.0,15799.0,15541,214
2021-03-12,tiruppur,132,31,13,0,150,18548.0,31.0,11.0,0.0,18590.0,18216,224
2021-03-12,trichy,85,12,9,0,88,15048.0,12.0,42.0,0.0,15102.0,14831,183
2021-03-12,vellore,81,16,7,0,90,20656.0,16.0,440.0,0.0,21112.0,20671,351
2021-03-12,villupuram,23,2,2,0,23,15125.0,2.0,174.0,0.0,15301.0,15165,113
2021-03-12,virudhunagar,21,6,1,0,26,16594.0,6.0,104.0,0.0,16704.0,16446,232
2021-03-13,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,1044.0,0.0,1044.0,1043,1
2021-03-13,airport surveillance (international),7,1,2,0,6,0.0,0.0,959.0,1.0,960.0,953,1
2021-03-13,ariyalur,7,1,1,0,7,4733.0,1.0,20.0,0.0,4754.0,4698,49
2021-03-13,chengalpattu,369,65,48,2,384,53445.0,65.0,5.0,0.0,53515.0,52340,791
2021-03-13,chennai,1961,271,251,1,1980,238241.0,271.0,47.0,0.0,238559.0,232402,4177
2021-03-13,coimbatore,367,54,44,0,377,56298.0,54.0,51.0,0.0,56403.0,55341,685
2021-03-13,cuddalore,55,6,8,0,53,25058.0,6.0,202.0,0.0,25266.0,24925,288
2021-03-13,dharmapuri,13,1,2,0,12,6458.0,1.0,214.0,0.0,6673.0,6606,55
2021-03-13,dindigul,57,13,7,0,63,11496.0,13.0,77.0,0.0,11586.0,11323,200
2021-03-13,erode,93,15,6,0,102,14845.0,15.0,94.0,0.0,14954.0,14702,150
2021-03-13,grand total,4483,695,512,4,4662,851186.0,690.0,7086.0,5.0,858967.0,841762,12543
2021-03-13,kallakurichi,6,0,1,0,5,10512.0,0.0,404.0,0.0,10916.0,10803,108
2021-03-13,kancheepuram,109,24,8,0,125,29683.0,24.0,3.0,0.0,29710.0,29136,449
2021-03-13,kanyakumari,65,10,4,0,71,17074.0,10.0,110.0,0.0,17194.0,16862,261
2021-03-13,karur,14,3,1,0,16,5481.0,3.0,46.0,0.0,5530.0,5463,51
2021-03-13,krishnagiri,22,8,2,0,28,8038.0,8.0,169.0,0.0,8215.0,8069,118
2021-03-13,madurai,61,14,8,0,67,21176.0,14.0,158.0,0.0,21348.0,20820,461
2021-03-13,nagapattinam,50,10,3,0,57,8592.0,10.0,89.0,0.0,8691.0,8499,135
2021-03-13,namakkal,39,4,2,0,41,11759.0,4.0,106.0,0.0,11869.0,11717,111
2021-03-13,nilgiris,42,12,4,1,49,8394.0,12.0,22.0,0.0,8428.0,8330,49
2021-03-13,perambalur,7,1,1,0,7,2289.0,1.0,2.0,0.0,2292.0,2264,21
2021-03-13,pudukottai,28,2,5,0,25,11667.0,2.0,33.0,0.0,11702.0,11520,157
2021-03-13,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-13,ramanathapuram,10,1,1,0,10,6359.0,1.0,133.0,0.0,6493.0,6346,137
2021-03-13,ranipet,19,2,2,0,19,16221.0,2.0,49.0,0.0,16272.0,16064,189
2021-03-13,salem,92,11,9,0,94,32459.0,11.0,420.0,0.0,32890.0,32329,467
2021-03-13,sivagangai,24,8,2,0,30,6754.0,8.0,68.0,0.0,6830.0,6674,126
2021-03-13,tenkasi,18,1,3,0,16,8531.0,1.0,51.0,0.0,8583.0,8407,160
2021-03-13,thanjavur,149,20,16,0,153,18303.0,20.0,22.0,0.0,18345.0,17936,256
2021-03-13,theni,20,5,3,0,22,17147.0,5.0,45.0,0.0,17197.0,16968,207
2021-03-13,thirupathur,14,2,1,0,15,7547.0,2.0,110.0,0.0,7659.0,7517,127
2021-03-13,thiruvallur,241,40,21,0,260,44544.0,40.0,10.0,0.0,44594.0,43633,701
2021-03-13,thiruvannamalai,23,3,3,0,23,19149.0,3.0,393.0,0.0,19545.0,19238,284
2021-03-13,thiruvarur,66,11,4,0,73,11408.0,11.0,38.0,0.0,11457.0,11273,111
2021-03-13,thoothukudi,14,6,2,0,18,16108.0,6.0,273.0,0.0,16387.0,16226,143
2021-03-13,tirunelveli,44,5,3,0,46,15379.0,5.0,420.0,0.0,15804.0,15544,214
2021-03-13,tiruppur,150,27,11,0,166,18579.0,27.0,11.0,0.0,18617.0,18227,224
2021-03-13,trichy,88,14,8,0,94,15060.0,14.0,42.0,0.0,15116.0,14839,183
2021-03-13,vellore,90,13,11,0,92,20672.0,9.0,440.0,4.0,21125.0,20682,351
2021-03-13,villupuram,23,2,2,0,23,15127.0,2.0,174.0,0.0,15303.0,15167,113
2021-03-13,virudhunagar,26,9,2,0,33,16600.0,9.0,104.0,0.0,16713.0,16448,232
2021-03-14,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,1044.0,0.0,1044.0,1043,1
2021-03-14,airport surveillance (international),6,1,0,0,7,0.0,0.0,960.0,1.0,961.0,953,1
2021-03-14,ariyalur,6,2,1,0,7,4733.0,2.0,20.0,0.0,4755.0,4699,49
2021-03-14,chengalpattu,391,63,54,3,397,53517.0,63.0,5.0,0.0,53585.0,52394,794
2021-03-14,chennai,1947,294,261,1,1979,238479.0,294.0,47.0,0.0,238820.0,232663,4178
2021-03-14,coimbatore,384,58,46,0,396,56359.0,58.0,51.0,0.0,56468.0,55387,685
2021-03-14,cuddalore,57,7,6,0,58,25068.0,7.0,202.0,0.0,25277.0,24931,288
2021-03-14,dharmapuri,11,1,1,0,11,6458.0,1.0,214.0,0.0,6673.0,6607,55
2021-03-14,dindigul,60,11,6,0,65,11506.0,11.0,77.0,0.0,11594.0,11329,200
2021-03-14,erode,103,22,11,0,114,14861.0,22.0,94.0,0.0,14977.0,14713,150
2021-03-14,grand total,4662,759,547,4,4870,851876.0,758.0,7091.0,1.0,859726.0,842309,12547
2021-03-14,kallakurichi,4,0,0,0,4,10511.0,0.0,404.0,0.0,10915.0,10803,108
2021-03-14,kancheepuram,126,27,7,0,146,29708.0,27.0,3.0,0.0,29738.0,29143,449
2021-03-14,kanyakumari,71,12,5,0,78,17084.0,12.0,110.0,0.0,17206.0,16867,261
2021-03-14,karur,15,4,2,0,17,5483.0,4.0,46.0,0.0,5533.0,5465,51
2021-03-14,krishnagiri,29,5,2,0,32,8047.0,5.0,169.0,0.0,8221.0,8071,118
2021-03-14,madurai,68,11,9,0,70,21191.0,11.0,158.0,0.0,21360.0,20829,461
2021-03-14,nagapattinam,58,7,2,0,63,8603.0,7.0,89.0,0.0,8699.0,8501,135
2021-03-14,namakkal,42,7,3,0,46,11764.0,7.0,106.0,0.0,11877.0,11720,111
2021-03-14,nilgiris,49,13,5,0,57,8406.0,13.0,22.0,0.0,8441.0,8335,49
2021-03-14,perambalur,8,1,0,0,9,2291.0,1.0,2.0,0.0,2294.0,2264,21
2021-03-14,pudukottai,26,3,4,0,25,11670.0,3.0,33.0,0.0,11706.0,11524,157
2021-03-14,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-14,ramanathapuram,11,1,1,0,11,6361.0,1.0,133.0,0.0,6495.0,6347,137
2021-03-14,ranipet,20,1,2,0,19,16224.0,1.0,49.0,0.0,16274.0,16066,189
2021-03-14,salem,95,10,13,0,92,32471.0,10.0,420.0,0.0,32901.0,32342,467
2021-03-14,sivagangai,27,6,2,0,31,6759.0,6.0,68.0,0.0,6833.0,6676,126
2021-03-14,tenkasi,16,1,3,0,14,8532.0,1.0,51.0,0.0,8584.0,8410,160
2021-03-14,thanjavur,152,44,19,0,177,18322.0,44.0,22.0,0.0,18388.0,17955,256
2021-03-14,theni,22,2,2,0,22,17152.0,2.0,45.0,0.0,17199.0,16970,207
2021-03-14,thirupathur,15,3,1,0,17,7549.0,3.0,110.0,0.0,7662.0,7518,127
2021-03-14,thiruvallur,269,42,27,0,284,44593.0,42.0,10.0,0.0,44645.0,43660,701
2021-03-14,thiruvannamalai,23,4,2,0,25,19152.0,4.0,393.0,0.0,19549.0,19240,284
2021-03-14,thiruvarur,73,10,4,0,79,11419.0,10.0,38.0,0.0,11467.0,11277,111
2021-03-14,thoothukudi,18,5,2,0,21,16114.0,5.0,273.0,0.0,16392.0,16228,143
2021-03-14,tirunelveli,47,8,3,0,52,15385.0,8.0,420.0,0.0,15813.0,15547,214
2021-03-14,tiruppur,168,33,17,0,184,18608.0,33.0,11.0,0.0,18652.0,18244,224
2021-03-14,trichy,96,15,7,0,104,15076.0,15.0,42.0,0.0,15133.0,14846,183
2021-03-14,vellore,92,12,12,0,92,20681.0,12.0,444.0,0.0,21137.0,20694,351
2021-03-14,villupuram,23,3,1,0,25,15129.0,3.0,174.0,0.0,15306.0,15168,113
2021-03-14,virudhunagar,34,10,4,0,40,16610.0,10.0,104.0,0.0,16724.0,16452,232
2021-03-15,airport surveillance (domestic),0,0,0,0,0,0.0,0.0,1044.0,0.0,1044.0,1043,1
2021-03-15,airport surveillance (international),7,1,0,0,8,0.0,0.0,961.0,1.0,962.0,953,1
2021-03-15,ariyalur,7,1,1,0,7,4735.0,1.0,20.0,0.0,4756.0,4700,49
2021-03-15,chengalpattu,404,81,57,0,428,53587.0,81.0,5.0,0.0,53673.0,52451,794
2021-03-15,chennai,1973,317,266,1,2023,238767.0,317.0,47.0,0.0,239131.0,232929,4179
2021-03-15,coimbatore,401,70,49,1,421,56422.0,70.0,51.0,0.0,56543.0,55436,686
2021-03-15,cuddalore,59,8,8,0,59,25076.0,8.0,202.0,0.0,25286.0,24939,288
2021-03-15,dharmapuri,12,1,2,0,11,6460.0,1.0,214.0,0.0,6675.0,6609,55
2021-03-15,dindigul,65,8,5,0,68,11517.0,8.0,77.0,0.0,11602.0,11334,200
2021-03-15,erode,112,19,10,0,121,14881.0,19.0,94.0,0.0,14994.0,14723,150
2021-03-15,grand total,4870,836,553,4,5149,852634.0,835.0,7092.0,1.0,860562.0,842862,12551
2021-03-15,kallakurichi,4,1,0,0,5,10511.0,1.0,404.0,0.0,10916.0,10803,108
2021-03-15,kancheepuram,141,22,8,0,155,29730.0,22.0,3.0,0.0,29755.0,29151,449
2021-03-15,kanyakumari,78,15,9,0,84,17096.0,15.0,110.0,0.0,17221.0,16876,261
2021-03-15,karur,17,5,1,0,21,5487.0,5.0,46.0,0.0,5538.0,5466,51
2021-03-15,krishnagiri,31,6,2,0,35,8051.0,6.0,169.0,0.0,8226.0,8073,118
2021-03-15,madurai,68,18,7,1,78,21200.0,18.0,158.0,0.0,21376.0,20836,462
2021-03-15,nagapattinam,65,8,5,1,67,8612.0,8.0,89.0,0.0,8709.0,8506,136
2021-03-15,namakkal,46,6,4,0,48,11771.0,6.0,106.0,0.0,11883.0,11724,111
2021-03-15,nilgiris,58,9,6,0,61,8420.0,9.0,22.0,0.0,8451.0,8341,49
2021-03-15,perambalur,9,2,2,0,9,2292.0,2.0,2.0,0.0,2296.0,2266,21
2021-03-15,pudukottai,26,8,3,0,31,11674.0,8.0,33.0,0.0,11715.0,11527,157
2021-03-15,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-15,ramanathapuram,11,1,1,0,11,6362.0,1.0,133.0,0.0,6496.0,6348,137
2021-03-15,ranipet,19,2,2,0,19,16225.0,2.0,49.0,0.0,16276.0,16068,189
2021-03-15,salem,92,7,11,0,88,32481.0,7.0,420.0,0.0,32908.0,32353,467
2021-03-15,sivagangai,29,10,1,0,38,6763.0,10.0,68.0,0.0,6841.0,6677,126
2021-03-15,tenkasi,14,1,2,0,13,8533.0,1.0,51.0,0.0,8585.0,8412,160
2021-03-15,thanjavur,176,58,18,0,216,18365.0,58.0,22.0,0.0,18445.0,17973,256
2021-03-15,theni,22,3,1,0,24,17154.0,3.0,45.0,0.0,17202.0,16971,207
2021-03-15,thirupathur,19,2,1,0,20,7554.0,2.0,110.0,0.0,7666.0,7519,127
2021-03-15,thiruvallur,282,44,24,0,302,44633.0,44.0,10.0,0.0,44687.0,43684,701
2021-03-15,thiruvannamalai,25,2,1,0,26,19156.0,2.0,393.0,0.0,19551.0,19241,284
2021-03-15,thiruvarur,80,19,5,0,94,11430.0,19.0,38.0,0.0,11487.0,11282,111
2021-03-15,thoothukudi,20,4,1,0,23,16118.0,4.0,273.0,0.0,16395.0,16229,143
2021-03-15,tirunelveli,52,9,2,0,59,15393.0,9.0,420.0,0.0,15822.0,15549,214
2021-03-15,tiruppur,186,29,16,0,199,18643.0,29.0,11.0,0.0,18683.0,18260,224
2021-03-15,trichy,103,16,8,0,111,15090.0,16.0,42.0,0.0,15148.0,14854,183
2021-03-15,vellore,92,13,9,0,96,20693.0,13.0,444.0,0.0,21150.0,20703,351
2021-03-15,villupuram,25,4,2,0,27,15132.0,4.0,174.0,0.0,15310.0,15170,113
2021-03-15,virudhunagar,40,6,3,0,43,16620.0,6.0,104.0,0.0,16730.0,16455,232
2021-03-16,airport surveillance (domestic),0,1,0,0,1,0.0,0.0,1044.0,1.0,1045.0,1043,1
2021-03-16,airport surveillance (international),8,0,0,0,8,0.0,0.0,962.0,0.0,962.0,953,1
2021-03-16,ariyalur,7,1,1,0,7,4736.0,1.0,20.0,0.0,4757.0,4701,49
2021-03-16,chengalpattu,428,86,59,1,454,53668.0,86.0,5.0,0.0,53759.0,52510,795
2021-03-16,chennai,2023,352,237,3,2135,239084.0,352.0,47.0,0.0,239483.0,233166,4182
2021-03-16,coimbatore,421,81,54,0,448,56492.0,81.0,51.0,0.0,56624.0,55490,686
2021-03-16,cuddalore,59,10,10,0,59,25084.0,10.0,202.0,0.0,25296.0,24949,288
2021-03-16,dharmapuri,11,0,1,0,10,6461.0,0.0,214.0,0.0,6675.0,6610,55
2021-03-16,dindigul,68,6,7,0,67,11525.0,6.0,77.0,0.0,11608.0,11341,200
2021-03-16,erode,121,11,13,0,119,14900.0,11.0,94.0,0.0,15005.0,14736,150
2021-03-16,grand total,5149,867,561,5,5450,853469.0,864.0,7093.0,3.0,861429.0,843423,12556
2021-03-16,kallakurichi,5,2,0,0,7,10512.0,2.0,404.0,0.0,10918.0,10803,108
2021-03-16,kancheepuram,155,23,9,0,169,29752.0,23.0,3.0,0.0,29778.0,29160,449
2021-03-16,kanyakumari,84,13,13,0,84,17111.0,13.0,110.0,0.0,17234.0,16889,261
2021-03-16,karur,21,6,1,0,26,5492.0,6.0,46.0,0.0,5544.0,5467,51
2021-03-16,krishnagiri,35,5,4,0,36,8057.0,5.0,169.0,0.0,8231.0,8077,118
2021-03-16,madurai,78,13,9,0,82,21218.0,12.0,158.0,1.0,21389.0,20845,462
2021-03-16,nagapattinam,67,13,8,0,72,8620.0,13.0,89.0,0.0,8722.0,8514,136
2021-03-16,namakkal,48,5,6,0,47,11777.0,5.0,106.0,0.0,11888.0,11730,111
2021-03-16,nilgiris,61,4,8,0,57,8429.0,4.0,22.0,0.0,8455.0,8349,49
2021-03-16,perambalur,9,0,1,0,8,2294.0,0.0,2.0,0.0,2296.0,2267,21
2021-03-16,pudukottai,31,6,5,0,32,11682.0,6.0,33.0,0.0,11721.0,11532,157
2021-03-16,railway surveillance,0,0,0,0,0,0.0,0.0,428.0,0.0,428.0,428,0
2021-03-16,ramanathapuram,11,0,1,0,10,6363.0,0.0,133.0,0.0,6496.0,6349,137
2021-03-16,ranipet,19,3,2,0,20,16227.0,3.0,49.0,0.0,16279.0,16070,189
2021-03-16,salem,88,15,7,0,96,32488.0,15.0,420.0,0.0,32923.0,32360,467
2021-03-16,sivagangai,38,8,2,0,44,6773.0,8.0,68.0,0.0,6849.0,6679,126
2021-03-16,tenkasi,13,3,2,0,14,8534.0,3.0,51.0,0.0,8588.0,8414,160
2021-03-16,thanjavur,216,51,16,0,251,18423.0,51.0,22.0,0.0,18496.0,17989,256
2021-03-16,theni,24,4,2,0,26,17157.0,4.0,45.0,0.0,17206.0,16973,207
2021-03-16,thirupathur,20,3,2,0,21,7556.0,3.0,110.0,0.0,7669.0,7521,127
2021-03-16,thiruvallur,302,55,26,0,331,44677.0,55.0,10.0,0.0,44742.0,43710,701
2021-03-16,thiruvannamalai,26,4,2,0,28,19158.0,4.0,393.0,0.0,19555.0,19243,284
