date,district,cases_today,deaths_today,cases_total,deaths_total,under_treatment,cured_total,patients_belonging_other_states,deaths_belonging_other_states
2021-06-12,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-12,fazilka,0,0,13,1,9,0,,
2021-06-12,firozepur,1,0,11,1,6,0,,
2021-06-12,gurdaspur,0,0,19,4,14,0,,
2021-06-12,hoshiarpur,0,0,11,1,8,0,,
2021-06-12,jalandhar,0,0,39,8,20,0,,
2021-06-12,kapurthala,0,0,12,2,8,0,,
2021-06-12,ludhiana,1,0,70,8,44,0,,
2021-06-12,mansa,0,0,10,8,0,0,,
2021-06-12,moga,0,0,5,4,0,0,,
2021-06-12,pathankot,1,0,5,1,3,0,,
2021-06-12,patiala,0,0,22,1,15,0,,
2021-06-12,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-12,s.a.s nagar,0,0,9,8,0,0,,
2021-06-12,sangrur,0,0,15,1,13,0,,
2021-06-12,shahidbhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-12,sri muktsar sahib,0,0,20,2,14,0,,
2021-06-12,tarn taran,0,0,6,1,5,0,,
2021-06-12,other states,0,0,50,4,41,0,,
2021-06-12,grand total,5,0,419,50,293,0,,
2021-06-11,amritsar,0,0,37,4,32,0,,
2021-06-11,barnala,0,0,7,3,3,0,,
2021-06-11,bathinda,1,0,38,5,22,0,,
2021-06-11,faridkot,0,0,7,1,5,0,,
2021-06-11,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-11,fazilka,0,0,13,1,9,0,,
2021-06-11,firozepur,2,0,10,1,5,0,,
2021-06-11,gurdaspur,0,0,19,4,14,0,,
2021-06-11,hoshiarpur,0,0,11,1,8,0,,
2021-06-11,jalandhar,0,0,39,8,20,0,,
2021-06-11,kapurthala,0,1,12,2,8,0,,
2021-06-11,ludhiana,2,0,69,8,43,0,,
2021-06-11,mansa,1,0,10,8,0,0,,
2021-06-11,moga,0,0,5,4,0,0,,
2021-06-11,pathankot,0,0,4,1,2,0,,
2021-06-11,patiala,0,0,22,1,15,0,,
2021-06-11,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-11,s.a.s nagar,0,0,9,8,0,0,,
2021-06-11,sangrur,0,0,15,1,13,0,,
2021-06-11,shahidbhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-11,sri muktsar sahib,0,0,20,2,14,0,,
2021-06-11,tarn taran,0,0,6,1,5,0,,
2021-06-11,other states,3,0,50,4,41,0,,
2021-06-11,grand total,9,1,414,50,288,0,,
2021-06-10,amritsar,0,0,37,4,32,0,,
2021-06-10,barnala,1,0,7,3,4,0,,
2021-06-10,bathinda,1,0,37,5,23,0,,
2021-06-10,faridkot,1,0,7,1,5,0,,
2021-06-10,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-10,fazilka,0,0,13,1,10,0,,
2021-06-10,firozepur,0,0,8,1,4,0,,
2021-06-10,gurdaspur,0,0,19,4,14,0,,
2021-06-10,hoshiarpur,0,0,11,1,8,0,,
2021-06-10,jalandhar,0,0,39,8,20,0,,
2021-06-10,kapurthala,0,0,12,1,9,0,,
2021-06-10,ludhiana,0,0,67,8,43,0,,
2021-06-10,mansa,1,0,9,0,7,0,,
2021-06-10,moga,0,0,5,0,4,0,,
2021-06-10,pathankot,0,0,4,1,2,0,,
2021-06-10,patiala,0,0,22,1,15,0,,
2021-06-10,rupnagar (ropar),0,0,1,0,1,0,,
2021-06-10,s.a.s nagar,0,0,9,0,8,0,,
2021-06-10,sangrur,1,0,15,1,13,0,,
2021-06-10,shahid bhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-10,sri muktsar sahib,0,0,20,2,14,0,,
2021-06-10,tarn taran,0,0,6,1,5,0,,
2021-06-10,other states,1,0,47,4,38,0,,
2021-06-10,grand total,6,0,405,49,287,0,,
2021-06-09,amritsar,4,0,37,4,28,0,,
2021-06-09,barnala,-2,-1,6,3,4,0,,
2021-06-09,bathinda,-2,0,36,5,26,0,,
2021-06-09,faridkot,0,0,6,1,4,0,,
2021-06-09,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-09,fazilka,0,0,13,1,10,0,,
2021-06-09,firozepur,0,0,8,1,4,0,,
2021-06-09,gurdaspur,4,0,19,4,10,0,,
2021-06-09,hoshiarpur,1,0,11,1,7,0,,
2021-06-09,jalandhar,2,0,39,8,19,0,,
2021-06-09,kapurthala,-4,0,12,1,13,0,,
2021-06-09,ludhiana,7,0,67,8,36,0,,
2021-06-09,mansa,-1,0,8,0,7,0,,
2021-06-09,moga,-1,0,5,0,6,0,,
2021-06-09,pathankot,2,0,4,1,1,0,,
2021-06-09,patiala,-1,-1,22,1,15,0,,
2021-06-09,rupnagar (ropar),1,0,1,0,0,0,,
2021-06-09,s.a.s nagar,0,0,9,0,8,0,,
2021-06-09,sangrur,1,0,14,1,11,0,,
2021-06-09,shahid bhagat singh nagar(nawanshahr),0,0,6,1,5,0,,
2021-06-09,sri muktsar sahib,-1,0,20,2,16,0,,
2021-06-09,tarn taran,1,0,6,1,4,0,,
2021-06-09,other states,-3,-1,46,4,39,0,,
2021-06-09,grand total,8,-3,399,49,276,0,,
2021-06-08,amritsar,0,0,33,4,28,0,,
2021-06-08,barnala,-1,0,8,4,4,0,,
2021-06-08,bathinda,2,0,38,5,26,0,,
2021-06-08,faridkot,0,0,6,1,4,0,,
2021-06-08,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-08,fazilka,2,0,13,1,10,0,,
2021-06-08,firozepur,0,0,8,1,4,0,,
2021-06-08,gurdaspur,0,0,15,4,10,0,,
2021-06-08,hoshiarpur,1,0,10,1,7,0,,
2021-06-08,jalandhar,2,0,37,8,19,0,,
2021-06-08,kapurthala,-3,-1,16,1,13,0,,
2021-06-08,ludhiana,1,0,60,8,36,0,,
2021-06-08,mansa,0,0,9,0,7,0,,
2021-06-08,moga,2,0,6,0,6,0,,
2021-06-08,pathankot,0,0,2,1,1,0,,
2021-06-08,patiala,0,0,23,2,15,0,,
2021-06-08,rupnagar (ropar),-1,0,0,0,0,0,,
2021-06-08,s.a.s nagar,0,0,9,0,8,0,,
2021-06-08,sangrur,1,0,13,1,11,0,,
2021-06-08,shahidbhagat singhnagar (nawanshahr),1,0,6,1,5,0,,
2021-06-08,sri muktsar sahib,-1,1,21,2,16,0,,
2021-06-08,tarn taran,0,0,5,1,4,0,,
2021-06-08,other states,1,0,49,5,39,0,,
2021-06-08,grand total,7,0,391,52,276,0,,
2021-06-07,amritsar,2,0,33,4,28,0,,
2021-06-07,barnala,0,0,9,4,5,0,,
2021-06-07,bathinda,1,0,36,5,21,0,,
2021-06-07,faridkot,0,0,6,1,4,0,,
2021-06-07,fatehgarh sahib,0,0,4,1,3,0,,
2021-06-07,fazilka,0,0,11,1,8,0,,
2021-06-07,firozepur,-1,0,8,1,4,0,,
2021-06-07,gurdaspur,0,0,15,4,10,0,,
2021-06-07,hoshiarpur,0,0,9,1,6,0,,
2021-06-07,jalandhar,0,0,35,8,17,0,,
2021-06-07,kapurthala,2,0,19,2,15,0,,
2021-06-07,ludhiana,-1,0,59,8,35,0,,
2021-06-07,mansa,1,0,9,8,0,0,,
2021-06-07,moga,0,0,4,4,0,0,,
2021-06-07,pathankot,0,0,2,1,1,0,,
2021-06-07,patiala,-4,0,23,2,16,0,,
2021-06-07,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-07,s.a.s nagar,0,0,9,8,0,0,,
2021-06-07,sangrur,-1,0,12,1,11,0,,
2021-06-07,shahidbhagat singhnagar (nawanshahr),2,0,5,1,4,0,,
2021-06-07,sri muktsar sahib,1,0,22,1,18,0,,
2021-06-07,tarn taran,0,0,5,1,4,0,,
2021-06-07,other states,1,-1,48,5,38,0,,
2021-06-07,grand total,3,-1,384,52,269,0,,
2021-06-06,amritsar,4,0,31,4,26,0,,
2021-06-06,barnala,0,0,9,4,5,0,,
2021-06-06,bathinda,1,1,35,5,20,0,,
2021-06-06,faridkot,0,0,6,1,4,0,,
2021-06-06,fatehgarh sahib,1,0,4,1,3,0,,
2021-06-06,fazilka,0,0,11,1,8,0,,
2021-06-06,firozepur,0,0,9,1,5,0,,
2021-06-06,gurdaspur,1,0,15,4,10,0,,
2021-06-06,hoshiarpur,0,0,9,1,6,0,,
2021-06-06,jalandhar,1,0,35,8,17,0,,
2021-06-06,kapurthala,0,0,17,2,13,0,,
2021-06-06,ludhiana,0,0,60,8,37,0,,
2021-06-06,mansa,0,-1,8,7,0,0,,
2021-06-06,moga,1,0,4,4,0,0,,
2021-06-06,pathankot,0,0,2,1,1,0,,
2021-06-06,patiala,2,0,27,2,19,0,,
2021-06-06,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-06,s.a.s nagar,0,0,9,8,0,0,,
2021-06-06,sangrur,1,0,13,1,12,0,,
2021-06-06,shahid bhagat singh nagar(nawanshahr),0,0,3,1,2,0,,
2021-06-06,sri muktsar sahib,0,0,21,1,17,0,,
2021-06-06,tarn taran,0,0,5,1,4,0,,
2021-06-06,other states,0,0,47,6,36,0,,
2021-06-06,grand total,12,0,381,53,265,0,,
2021-06-04,amritsar,3,0,26,4,21,0,,
2021-06-04,barnala,1,0,9,4,5,0,,
2021-06-04,bathinda,3,0,34,3,21,0,,
2021-06-04,faridkot,1,0,6,1,4,0,,
2021-06-04,fatehgarh sahib,0,0,3,1,2,0,,
2021-06-04,fazilka,0,0,11,1,8,0,,
2021-06-04,firozepur,0,0,9,1,5,0,,
2021-06-04,gurdaspur,0,0,14,4,10,0,,
2021-06-04,hoshiarpur,2,0,8,1,6,0,,
2021-06-04,jalandhar,-3,0,33,8,20,0,,
2021-06-04,kapurthala,2,1,17,2,14,0,,
2021-06-04,ludhiana,2,2,60,8,38,0,,
2021-06-04,mansa,0,0,8,1,6,0,,
2021-06-04,moga,1,0,3,3,0,0,,
2021-06-04,pathankot,0,0,2,1,1,0,,
2021-06-04,patiala,3,0,24,2,18,0,,
2021-06-04,rupnagar (ropar),0,0,1,1,0,0,,
2021-06-04,s.a.s nagar,1,0,9,8,0,0,,
2021-06-04,sangrur,0,0,11,1,10,0,,
2021-06-04,shahidbhagat singh nagar(nawanshahr),0,0,3,1,2,0,,
2021-06-04,sri muktsar sahib,1,0,20,1,16,0,,
2021-06-04,tarn taran,2,0,5,1,4,0,,
2021-06-04,other states,0,0,46,6,35,0,,
2021-06-04,grand total,19,3,362,52,258,0,,
2021-06-03,amritsar,3,1,23,4,18,0,,
2021-06-03,barnala,1,1,8,4,4,0,,
2021-06-03,bathinda,2,0,31,3,20,0,,
2021-06-03,faridkot,0,0,5,1,3,0,,
2021-06-03,fatehgarh sahib,0,0,3,1,2,0,,
2021-06-03,fazilka,0,0,11,1,8,0,,
2021-06-03,firozepur,-1,0,9,1,5,0,,
2021-06-03,gurdaspur,2,0,14,4,10,0,,
2021-06-03,hoshiarpur,0,0,6,1,4,0,,
2021-06-03,jalandhar,3,0,36,8,25,0,,
2021-06-03,kapurthala,0,0,15,1,13,0,,
2021-06-03,ludhiana,6,0,58,6,47,0,,
2021-06-03,mansa,0,0,8,1,6,0,,
2021-06-03,moga,0,0,2,2,0,0,,
2021-06-03,pathankot,0,0,2,1,1,0,,
2021-06-03,patiala,2,0,21,2,15,0,,
2021-06-03,rupnagar,0,0,1,1,0,0,,
2021-06-03,s.a.s nagar,0,0,8,8,0,0,,
2021-06-03,sangrur,0,0,11,1,10,0,,
2021-06-03,sbs nagar,1,1,3,1,2,0,,
2021-06-03,sri muktsar sahib,1,0,19,1,17,0,,
2021-06-03,tarn taran,0,0,3,1,2,0,,
2021-06-03,other states,3,0,46,6,38,0,,
2021-06-03,grand total,23,3,343,49,261,0,,
2021-06-01,amritsar,2,1,18,3,15,0,,
2021-06-01,barnala,0,0,10,6,4,0,,
2021-06-01,bathinda,1,0,27,3,17,0,,
2021-06-01,faridkot,0,0,4,4,0,0,,
2021-06-01,fatehgarh sahib,0,0,3,1,2,0,,
2021-06-01,fazilka,2,0,10,1,8,0,,
2021-06-01,firozepur,1,1,8,1,5,0,,
2021-06-01,gurdaspur,1,0,12,4,8,0,,
2021-06-01,hoshiarpur,0,0,6,1,4,0,,
2021-06-01,jalandhar,7,2,31,8,20,0,,
2021-06-01,kapurthala,0,0,14,1,12,0,,
2021-06-01,ludhiana,2,0,48,6,38,0,,
2021-06-01,mansa,0,0,8,7,0,0,,
2021-06-01,moga,0,0,2,2,0,0,,
2021-06-01,pathankot,0,0,2,1,1,0,,
2021-06-01,patiala,0,0,17,2,14,0,,
2021-06-01,rupnagar (ropar),1,0,1,1,0,0,,
2021-06-01,s.a.s nagar,0,0,8,8,0,0,,
2021-06-01,sangrur,1,0,10,1,9,0,,
2021-06-01,shahid bhagat singhnagar (nawanshahr),0,0,2,2,0,0,,
2021-06-01,sri muktsarsahib,1,0,15,1,13,0,,
2021-06-01,tarn taran,0,0,3,1,2,0,,
2021-06-01,other states,0,0,41,2,38,0,,
2021-06-01,grand total,19,4,300,43,234,0,,
