date,district,cases_today,percentage_tests_positive,outside_source_details,case_details,remarks,cases_total,active_cases,recovered_total,deaths_total
2021-01-29,mansa,1.0,,,1 new case,,2470.0,19.0,2398.0,53.0
2021-01-29,total,,,,,,172860.0,2114.0,165145.0,5601.0
2021-01-28,ludhiana,47.0,,,3 contacts of positive cases. 9 new cases (opd). 22 new cases (ili). 1 new case (anc). 12 new cases.,,25675.0,317.0,24362.0,996.0
2021-01-28,jalandhar,21.0,,,21 new cases.,,20560.0,180.0,19710.0,670.0
2021-01-28,patiala,13.0,,,13 new cases.,,16324.0,158.0,15663.0,503.0
2021-01-28,sas nagar,21.0,,,7 new cases (ili). 1 new case (pre surgery). 13 new cases.,,19381.0,599.0,18419.0,363.0
2021-01-28,amritsar,10.0,,,2 contacts of positive cases. 8 new cases.,,15004.0,126.0,14300.0,578.0
2021-01-28,gurdaspur,3.0,,,3 new cases.,,8168.0,76.0,7822.0,270.0
2021-01-28,bathinda,25.0,,,25 new cases.,,9419.0,57.0,9140.0,222.0
2021-01-28,hoshiarpur,7.0,,,2 new cases (ili). 2 contacts of positive cases. 3 new cases.,,8032.0,57.0,7643.0,332.0
2021-01-28,ferozepur,2.0,,,2 new cases.,,4578.0,11.0,4421.0,146.0
2021-01-28,pathankot,2.0,,,2 new cases.,,5849.0,31.0,5655.0,163.0
2021-01-28,sangrur,1.0,,,1 new case (ili).,,4439.0,13.0,4220.0,206.0
2021-01-28,kapurthala,12.0,,,2 new cases (ili). 10 new cases.,,4928.0,76.0,4652.0,200.0
2021-01-28,faridkot,0.0,,,,,4024.0,68.0,3879.0,77.0
2021-01-28,muktsar,2.0,,,2 new cases.,,3862.0,12.0,3752.0,98.0
2021-01-28,fazilka,3.0,,,3 new cases.,,3900.0,12.0,3817.0,71.0
2021-01-28,moga,5.0,,,5 new cases.,,2798.0,25.0,2678.0,95.0
2021-01-28,ropar,2.0,,,2 new cases.,,3506.0,53.0,3284.0,169.0
2021-01-28,fg sahib,3.0,,,2 contacts of positive cases. 1 new case (opd).,,2597.0,30.0,2455.0,112.0
2021-01-28,barnala,2.0,,,2 new cases,,2325.0,44.0,2215.0,66.0
2021-01-28,tarn taran,2.0,,,2 new cases,,2151.0,12.0,2030.0,109.0
2021-01-28,sbs nagar,15.0,,,12 new cases. 3 new cases (ili),,2617.0,103.0,2422.0,92.0
2021-01-28,mansa,4.0,,,2 contacts of positive cases. 2 new cases.,,2469.0,19.0,2398.0,52.0
2021-01-28,total,,,,,,172606.0,2079.0,164937.0,5590.0
2021-01-27,ludhiana,38.0,,,"5 contacts of positive cases, 12 new cases (opd), 16 new cases (ili), 1 new case (hgw), 4 new cases",,25628.0,327.0,24305.0,996.0
2021-01-27,jalandhar,26.0,,,26 new cases,,20541.0,176.0,19696.0,669.0
2021-01-27,patiala,12.0,,,"1 contact of positive case, 11 new cases",,16311.0,155.0,15653.0,503.0
2021-01-27,sas nagar,28.0,,,"3 contact of positive cases, 7 new case (ili), 18 new cases",,19360.0,613.0,18387.0,360.0
2021-01-27,amritsar,14.0,,,"5 contacts of positive cases, 9 new cases",,14994.0,127.0,14289.0,578.0
2021-01-27,gurdaspur,16.0,,,16 new cases,,8165.0,85.0,7811.0,269.0
2021-01-27,bathinda,0.0,,,,,9394.0,33.0,9140.0,221.0
2021-01-27,hoshiarpur,6.0,,,"2 contacts of positive cases, 2 new cases (ili), 2 new cases",,8025.0,73.0,7621.0,331.0
2021-01-27,ferozepur,1.0,,,1 new case,,4576.0,10.0,4420.0,146.0
2021-01-27,pathankot,4.0,,,4 new cases,,5847.0,34.0,5650.0,163.0
2021-01-27,sangrur,3.0,,,"1 new case, 2 new cases (ili)",,4438.0,15.0,4217.0,206.0
2021-01-27,kapurthala,1.0,,,1 new case,,4916.0,66.0,4650.0,200.0
2021-01-27,faridkot,9.0,,,9 new cases,,4024.0,68.0,3879.0,77.0
2021-01-27,muktsar,0.0,,,,,3860.0,11.0,3751.0,98.0
2021-01-27,fazilka,0.0,,,,,3897.0,11.0,3815.0,71.0
2021-01-27,moga,7.0,,,7 new cases,,2793.0,20.0,2678.0,95.0
2021-01-27,ropar,11.0,,,11 new cases,,3504.0,58.0,3279.0,167.0
2021-01-27,fg sahib,5.0,,,"2 contact of positive cases, 2 new cases (opd), 1 new case (ili)",,2594.0,33.0,2449.0,112.0
2021-01-27,barnala,0.0,,,,,2323.0,42.0,2215.0,66.0
2021-01-27,tarn taran,1.0,,,1 new case,,2149.0,18.0,2022.0,109.0
2021-01-27,sbs nagar,11.0,,,"3 contact of positive cases, 6 new cases, 2 new cases (ili)",,2602.0,89.0,2421.0,92.0
2021-01-27,mansa,0.0,,,,,2465.0,16.0,2397.0,52.0
2021-01-27,total,,,,,,172406.0,2080.0,164745.0,5581.0
2021-01-26,ludhiana,34.0,,,"3 contacts of positive cases, 11 new cases (opd), 17 new cases (ili), 3 new cases",,25590.0,302.0,24294.0,994.0
2021-01-26,jalandhar,5.0,,,5 new cases,,20515.0,169.0,19677.0,669.0
2021-01-26,patiala,20.0,,,20 new cases,,16299.0,157.0,15641.0,501.0
2021-01-26,sas nagar,16.0,,,"1 contact of positive cases, 5 new case (ili), 10 new cases",,19332.0,670.0,18303.0,359.0
2021-01-26,amritsar,18.0,,,"5 contacts of positive cases, 13 new cases",,14980.0,129.0,14276.0,575.0
2021-01-26,gurdaspur,8.0,,,8 new cases,,8152.0,76.0,7807.0,269.0
2021-01-26,bathinda,0.0,,,,,9394.0,33.0,9140.0,221.0
2021-01-26,hoshiarpur,3.0,,,"2 contacts of positive cases, 1 new case",,8019.0,70.0,7618.0,331.0
2021-01-26,ferozepur,1.0,,,1 contact of positive case,,4575.0,11.0,4418.0,146.0
2021-01-26,pathankot,1.0,,,1 new case,,5843.0,31.0,5649.0,163.0
2021-01-26,sangrur,2.0,,,"1 new case, 1 new case (ili)",,4435.0,14.0,4215.0,206.0
2021-01-26,kapurthala,5.0,,,5 new cases,,4917.0,75.0,4642.0,200.0
2021-01-26,faridkot,2.0,,,,case details are pending as reports received late,4015.0,68.0,3870.0,77.0
2021-01-26,muktsar,0.0,,,,,3860.0,16.0,3746.0,98.0
2021-01-26,fazilka,0.0,,,,,3897.0,11.0,3815.0,71.0
2021-01-26,moga,1.0,,,1 new case,,2786.0,13.0,2678.0,95.0
2021-01-26,ropar,2.0,,,2 new cases,,3493.0,50.0,3276.0,167.0
2021-01-26,fg sahib,0.0,,,,,2589.0,42.0,2435.0,112.0
2021-01-26,barnala,2.0,,,2 new cases,,2323.0,45.0,2212.0,66.0
2021-01-26,tarn taran,4.0,,,4 new cases,,2148.0,23.0,2018.0,107.0
2021-01-26,sbs nagar,6.0,,,"1 contact of positive case, 5 new cases",,2591.0,84.0,2415.0,92.0
2021-01-26,mansa,1.0,,,1 new case,,2465.0,17.0,2396.0,52.0
2021-01-26,total,,,,,,172218.0,2106.0,164541.0,5571.0
2021-01-24,ludhiana,26.0,,,"2 contacts of positive cases, 8 new cases (opd), 10 new cases (ili), 2 new cases (hcw), 4 new cases",,25529.0,263.0,24274.0,992.0
2021-01-24,jalandhar,19.0,,,19 new cases,,20495.0,192.0,19636.0,667.0
2021-01-24,patiala,23.0,,,"2 contacts of positive cases, 21 new cases",,16265.0,199.0,15566.0,500.0
2021-01-24,sas nagar,35.0,,,"5 contacts of positive cases, 10 new case (ili), 1 new case (anc), 19 new cases",,19288.0,749.0,18181.0,358.0
2021-01-24,amritsar,13.0,,,"4 contacts of positive cases, 9 new cases",,14944.0,116.0,14253.0,575.0
2021-01-24,gurdaspur,11.0,,,"1 contact of positive cases, 10 new cases",,8144.0,85.0,7791.0,268.0
2021-01-24,bathinda,0.0,,,,,9399.0,78.0,9105.0,216.0
2021-01-24,hoshiarpur,5.0,,,"2 contacts of positive cases, 1 new cases (ili), 2 new case",,8006.0,72.0,7604.0,330.0
2021-01-24,ferozepur,0.0,,,,,4571.0,12.0,4413.0,146.0
2021-01-24,pathankot,1.0,,,1 new case,,5839.0,34.0,5642.0,163.0
2021-01-24,sangrur,1.0,,,1 new case,,4432.0,15.0,4211.0,206.0
2021-01-24,kapurthala,9.0,,,"2 new cases (ili), 7 new cases",,4904.0,66.0,4638.0,200.0
2021-01-24,faridkot,28.0,,,"8 new cases (ili), 20 new cases",,4005.0,64.0,3865.0,76.0
2021-01-24,muktsar,3.0,,,3 new cases (opd),,3860.0,17.0,3746.0,97.0
2021-01-24,fazilka,1.0,,,1 new case (opd),,3896.0,18.0,3808.0,70.0
2021-01-24,moga,0.0,,,,,2784.0,27.0,2662.0,95.0
2021-01-24,ropar,7.0,,,7 new cases,,3490.0,59.0,3264.0,167.0
2021-01-24,fg sahib,2.0,,,2 new cases (opd),,2586.0,41.0,2433.0,112.0
2021-01-24,barnala,2.0,,,2 new cases,,2313.0,35.0,2212.0,66.0
2021-01-24,tarn taran,1.0,,,1 new case,,2144.0,27.0,2010.0,107.0
2021-01-24,sbs nagar,13.0,,,"3 contacts of positive cases, 3 new case (ili), 7 new cases",,2576.0,71.0,2413.0,92.0
2021-01-24,mansa,0.0,,,,,2460.0,16.0,2392.0,52.0
2021-01-24,total,,,,,,171930.0,2256.0,164119.0,5555.0
2021-01-23,ludhiana,29.0,,,"4 contacts of positive cases, 9 new cases (opd), 8 new cases (ili), 1 new case (hcw), 1 new case (anc), 1 new case (sari), 5 new cases",,25503.0,301.0,24210.0,992.0
2021-01-23,jalandhar,25.0,,,25 new cases,,20479.0,204.0,19608.0,667.0
2021-01-23,patiala,29.0,,,29 new cases,,16242.0,216.0,15526.0,500.0
2021-01-23,sas nagar,39.0,,,"2 contacts of positive cases, 13 new case (ili), 1 new case (pre-operative), 23 new cases",,19253.0,751.0,18145.0,357.0
2021-01-23,amritsar,12.0,,,"5 contacts of positive cases, 7 new cases",,14931.0,113.0,14243.0,575.0
2021-01-23,gurdaspur,15.0,,,"7 contacts of positive cases, 8 new cases",,8133.0,82.0,7784.0,267.0
2021-01-23,bathinda,7.0,,,case details are pending as reports received late,,9399.0,78.0,9105.0,216.0
2021-01-23,hoshiarpur,21.0,,,"9 contacts of positive cases, 3 new cases (ili), 9 new case",,8001.0,69.0,7602.0,330.0
2021-01-23,ferozepur,3.0,,,3 new cases,,4571.0,12.0,4413.0,146.0
2021-01-23,pathankot,5.0,,,5 new cases,,5838.0,36.0,5639.0,163.0
2021-01-23,sangrur,3.0,,,3 new cases,,4431.0,19.0,4206.0,206.0
2021-01-23,kapurthala,8.0,,,8 new cases,,4895.0,64.0,4631.0,200.0
2021-01-23,faridkot,0.0,,,,,3977.0,44.0,3857.0,76.0
2021-01-23,muktsar,1.0,,,1 new case,,3857.0,16.0,3744.0,97.0
2021-01-23,fazilka,0.0,,,,,3895.0,18.0,3807.0,70.0
2021-01-23,moga,0.0,,,,,2784.0,27.0,2662.0,95.0
2021-01-23,ropar,0.0,,,,,3483.0,63.0,3253.0,167.0
2021-01-23,fg sahib,4.0,,,"2 contacts of positive cases, 2 new cases (opd)",,2584.0,40.0,2432.0,112.0
2021-01-23,barnala,0.0,,,,,2311.0,33.0,2212.0,66.0
2021-01-23,tarn taran,3.0,,,3 new cases,,2143.0,26.0,2010.0,107.0
2021-01-23,sbs nagar,6.0,,,"2 new case (ili), 4 new cases",,2563.0,64.0,2407.0,92.0
2021-01-23,mansa,2.0,,,2 new cases,,2460.0,17.0,2391.0,52.0
2021-01-23,total,,,,,,171733.0,2293.0,163887.0,5553.0
2021-01-22,ludhiana,40.0,,,"7 contacts of positive cases, 10 new cases (opd), 15 new cases (ili), 2 new cases (hcw), 1 new case (anc), 5 new cases",,25474.0,294.0,24190.0,990.0
2021-01-22,jalandhar,28.0,,,,rest case details pending as reports received late,20455.0,209.0,19580.0,666.0
2021-01-22,patiala,17.0,,,17 new cases,,16213.0,233.0,15481.0,499.0
2021-01-22,sas nagar,36.0,,,"3 contacts of positive cases, 14 new case (ili), 2 new cases (pre-operative), 17 new cases",,19214.0,777.0,18082.0,355.0
2021-01-22,amritsar,14.0,,,"7 contacts of positive cases, 7 new cases",,14919.0,110.0,14234.0,575.0
2021-01-22,gurdaspur,6.0,,,6 new cases,,8118.0,73.0,7780.0,265.0
2021-01-22,bathinda,27.0,,,27 new cases,,9392.0,72.0,9104.0,216.0
2021-01-22,hoshiarpur,10.0,,,"2 contacts of positive cases, 3 new cases (ili), 5 new case",,7980.0,57.0,7594.0,329.0
2021-01-22,ferozepur,0.0,,,,,4568.0,10.0,4412.0,146.0
2021-01-22,pathankot,4.0,,,4 new cases,,5833.0,35.0,5635.0,163.0
2021-01-22,sangrur,5.0,,,"3 new cases, 2 new cases (ili)",,4428.0,17.0,4205.0,206.0
2021-01-22,kapurthala,5.0,,,5 new cases,,4887.0,67.0,4620.0,200.0
2021-01-22,faridkot,8.0,,,8 new cases,,3977.0,45.0,3857.0,75.0
2021-01-22,muktsar,0.0,,,,,3856.0,15.0,3744.0,97.0
2021-01-22,fazilka,4.0,,,"2 contacts of positive cases, 1 new case (ili), 1 new case (opd)",,3895.0,20.0,3805.0,70.0
2021-01-22,moga,0.0,,,,,2784.0,27.0,2662.0,95.0
2021-01-22,ropar,3.0,,,3 new cases,,3483.0,70.0,3246.0,167.0
2021-01-22,fg sahib,4.0,,,"1 new case (ili), 3 new cases (opd)",,2580.0,40.0,2428.0,112.0
2021-01-22,barnala,0.0,,,,,2311.0,33.0,2212.0,66.0
2021-01-22,tarn taran,1.0,,,1 new case,,2140.0,30.0,2003.0,107.0
2021-01-22,sbs nagar,10.0,,,"1 new case (ili), 9 new cases",,2557.0,71.0,2394.0,92.0
2021-01-22,mansa,2.0,,,2 new cases,,2458.0,19.0,2387.0,52.0
2021-01-22,total,,,,,,171522.0,2324.0,163655.0,5543.0
2021-01-21,ludhiana,35.0,,,"8 contacts of positive cases, 5 new cases (opd), 12 new cases (ili), 1 new case (hcw), 9 new cases",,25434.0,293.0,24153.0,988.0
2021-01-21,jalandhar,20.0,,,,rest case details pending as reports received late,20427.0,200.0,19563.0,664.0
2021-01-21,patiala,10.0,,,10 new cases,,16197.0,226.0,15472.0,499.0
2021-01-21,sas nagar,44.0,,,"5 contacts of positive cases, 13 new case (ili), 1 new case (pre-operative), 25 new cases",,19178.0,779.0,18044.0,355.0
2021-01-21,amritsar,12.0,,,"5 contacts of positive cases, 7 new cases",,14905.0,107.0,14224.0,574.0
2021-01-21,gurdaspur,5.0,,,5 new cases,,8113.0,78.0,7770.0,265.0
2021-01-21,bathinda,0.0,,,,,9365.0,51.0,9098.0,216.0
2021-01-21,hoshiarpur,18.0,,,"6 contacts of positive cases, 3 new cases (ili), 9 new case",,7970.0,54.0,7588.0,328.0
2021-01-21,ferozepur,0.0,,,,,4568.0,12.0,4410.0,146.0
2021-01-21,pathankot,3.0,,,3 new cases,,5844.0,52.0,5629.0,163.0
2021-01-21,sangrur,0.0,,,,,4423.0,18.0,4199.0,206.0
2021-01-21,kapurthala,5.0,,,5 new cases,,4882.0,74.0,4608.0,200.0
2021-01-21,faridkot,5.0,,,5 new cases,,3969.0,61.0,3833.0,75.0
2021-01-21,muktsar,0.0,,,,,3856.0,24.0,3735.0,97.0
2021-01-21,fazilka,1.0,,,1 new case (opd),,3892.0,17.0,3805.0,70.0
2021-01-21,moga,0.0,,,,,2784.0,27.0,2662.0,95.0
2021-01-21,ropar,3.0,,,3 new cases,,3480.0,68.0,3245.0,167.0
2021-01-21,fg sahib,7.0,,,"1 new case (ili), 2 new cases (opd), 4 new cases",,2576.0,40.0,2424.0,112.0
2021-01-21,barnala,0.0,,,,,2311.0,35.0,2210.0,66.0
2021-01-21,tarn taran,2.0,,,2 new cases,,2139.0,31.0,2003.0,105.0
2021-01-21,sbs nagar,9.0,,,"2 contacts of positive case, 1 new case (ili), 6 new cases",,2547.0,74.0,2381.0,92.0
2021-01-21,mansa,2.0,,,2 new cases,,2456.0,22.0,2382.0,52.0
2021-01-21,total,,,,,,171316.0,2343.0,163438.0,5535.0
2021-01-20,ludhiana,38.0,,,"3 contacts of positive cases, 11 new cases (opd), 21 new cases (ili), 3 new cases",,25399.0,284.0,24130.0,985.0
2021-01-20,jalandhar,18.0,,,,rest case details pending as reports received late,20407.0,204.0,19541.0,662.0
2021-01-20,patiala,13.0,,,13 new cases,,16187.0,233.0,15456.0,498.0
2021-01-20,sas nagar,37.0,,,"3 contacts of positive cases, 12 new case (ili), 1 new case (pre-operative), 21 new cases",,19134.0,803.0,17977.0,354.0
2021-01-20,amritsar,14.0,,,"5 contacts of positive cases, 9 new cases",,14893.0,121.0,14200.0,572.0
2021-01-20,gurdaspur,5.0,,,"1 new case (ili), 4 new cases",,8108.0,81.0,7762.0,265.0
2021-01-20,bathinda,25.0,,,25 new cases,,9365.0,77.0,9075.0,213.0
2021-01-20,hoshiarpur,2.0,,,2 new cases,,7952.0,40.0,7584.0,328.0
2021-01-20,ferozepur,0.0,,,,,4568.0,14.0,4408.0,146.0
2021-01-20,pathankot,5.0,,,5 new cases,,5841.0,58.0,5620.0,163.0
2021-01-20,sangrur,2.0,,,2 new cases,,4423.0,20.0,4199.0,204.0
2021-01-20,kapurthala,12.0,,,"2 new cases (ili), 10 new cases",,4877.0,74.0,4603.0,200.0
2021-01-20,faridkot,5.0,,,5 new cases,,3964.0,56.0,3833.0,75.0
2021-01-20,muktsar,1.0,,,1 new case (opd),,3856.0,26.0,3733.0,97.0
2021-01-20,fazilka,0.0,,,,,3891.0,16.0,3805.0,70.0
2021-01-20,moga,10.0,,,10 new cases,,2784.0,27.0,2662.0,95.0
2021-01-20,ropar,0.0,,,,,3477.0,65.0,3245.0,167.0
2021-01-20,fg sahib,4.0,,,"1 contact of positive case, 1 new case (ili), 2 new cases (opd)",,2569.0,36.0,2422.0,111.0
2021-01-20,barnala,0.0,,,,,2311.0,36.0,2209.0,66.0
2021-01-20,tarn taran,0.0,,,,,2138.0,32.0,2001.0,105.0
2021-01-20,sbs nagar,8.0,,,"1 contact of positive case, 2 new cases (ili), 5 new cases",,2538.0,78.0,2368.0,92.0
2021-01-20,mansa,0.0,,,,,2454.0,24.0,2378.0,52.0
2021-01-20,total,,,,,,171136.0,2405.0,163211.0,5520.0
2021-01-19,ludhiana,50.0,,,"6 contacts of positive cases, 17 new cases (opd), 19 new cases (ili), 1 new case (hcw), 7 new cases",,25361.0,261.0,24116.0,984.0
2021-01-19,jalandhar,16.0,,,"2 contacts of positive cases, 14 new cases",,20389.0,196.0,19531.0,662.0
2021-01-19,patiala,25.0,,,25 new cases,,16174.0,238.0,15440.0,496.0
2021-01-19,sas nagar,44.0,,,"13 new case (ili), 1 new case (pre-operative), 30 new cases",,19097.0,812.0,17931.0,354.0
2021-01-19,amritsar,23.0,,,"11 contacts of positive cases, 12 new cases",,14879.0,115.0,14193.0,571.0
2021-01-19,gurdaspur,4.0,,,4 new cases,,8103.0,85.0,7753.0,265.0
2021-01-19,bathinda,1.0,,,,case details pending as reports received late,9340.0,80.0,9047.0,213.0
2021-01-19,hoshiarpur,5.0,,,"2 new cases (ili), 2 contacts of positive case, 1 new case",,7950.0,45.0,7577.0,328.0
2021-01-19,ferozepur,2.0,,,2 new cases,,4568.0,19.0,4403.0,146.0
2021-01-19,pathankot,4.0,,,4 new cases,,5836.0,55.0,5618.0,163.0
2021-01-19,sangrur,2.0,,,2 new cases,,4421.0,24.0,4193.0,204.0
2021-01-19,kapurthala,2.0,,,2 new cases,,4865.0,64.0,4601.0,200.0
2021-01-19,faridkot,2.0,,,2 new cases,,3959.0,55.0,3829.0,75.0
2021-01-19,muktsar,5.0,,,5 new cases (opd),,3855.0,30.0,3728.0,97.0
2021-01-19,fazilka,2.0,,,2 new cases (ili),,3891.0,16.0,3805.0,70.0
2021-01-19,moga,0.0,,,,,2774.0,28.0,2651.0,95.0
2021-01-19,ropar,0.0,,,,,3477.0,77.0,3233.0,167.0
2021-01-19,fg sahib,4.0,,,"1 contact of positive case, 1 new case (ili), 2 new cases (opd)",,2565.0,33.0,2421.0,111.0
2021-01-19,barnala,3.0,,,3 new cases,,2311.0,37.0,2208.0,66.0
2021-01-19,tarn taran,3.0,,,3 new cases,,2138.0,32.0,2001.0,105.0
2021-01-19,sbs nagar,9.0,,,"2 contacts of positive case, 4 new cases (ili), 3 new cases",,2530.0,76.0,2362.0,92.0
2021-01-19,mansa,3.0,,,3 new cases,,2454.0,34.0,2368.0,52.0
2021-01-19,total,,,,,,170937.0,2412.0,163009.0,5516.0
2021-01-18,ludhiana,14.0,,,"1 contact of positive cases, 5 new cases (opd), 7 new cases (ili), 1 new case",,25311.0,249.0,24079.0,983.0
2021-01-18,jalandhar,15.0,,,,rest case details are pending as reports received late,20373.0,226.0,19487.0,660.0
2021-01-18,patiala,12.0,,,12 new cases,,16150.0,244.0,15412.0,494.0
2021-01-18,sas nagar,34.0,,,"2 contact of positive cases, 1 new case (ili), 31 new cases",,19053.0,810.0,17889.0,354.0
2021-01-18,amritsar,18.0,,,"8 contacts of positive cases, 10 new cases",,14856.0,99.0,14188.0,569.0
2021-01-18,gurdaspur,7.0,,,"1 contact of positive cases, 1 new case (ili), 5 new cases",,8099.0,84.0,7750.0,265.0
2021-01-18,bathinda,2.0,,,2 new cases,,9339.0,79.0,9047.0,213.0
2021-01-18,hoshiarpur,13.0,,,"2 new cases (ili), 4 contact of positive case, 7 new case",,7945.0,44.0,7573.0,328.0
2021-01-18,ferozepur,5.0,,,"3 contact of positive case, 2 new cases",,4566.0,17.0,4403.0,146.0
2021-01-18,pathankot,0.0,,,,,5832.0,56.0,5613.0,163.0
2021-01-18,sangrur,2.0,,,2 new cases,,4419.0,28.0,4187.0,204.0
2021-01-18,kapurthala,5.0,,,5 new cases,,4863.0,72.0,4591.0,200.0
2021-01-18,faridkot,0.0,,,,,3957.0,59.0,3823.0,75.0
2021-01-18,muktsar,1.0,,,1 new case (opd),,3850.0,26.0,3727.0,97.0
2021-01-18,fazilka,0.0,,,,,3889.0,17.0,3802.0,70.0
2021-01-18,moga,0.0,,,,,2774.0,28.0,2651.0,95.0
2021-01-18,ropar,4.0,,,4 new cases,,3477.0,100.0,3210.0,167.0
2021-01-18,fg sahib,3.0,,,"1 contact of positive case, 1 new case (ili), 1 new case",,2561.0,33.0,2417.0,111.0
2021-01-18,barnala,2.0,,,2 new cases,,2308.0,38.0,2204.0,66.0
2021-01-18,tarn taran,1.0,,,1 new case,,2135.0,29.0,2001.0,105.0
2021-01-18,sbs nagar,2.0,,,"1 new case (ili), 1 new case",,2521.0,81.0,2348.0,92.0
2021-01-18,mansa,0.0,,,,,2451.0,39.0,2360.0,52.0
2021-01-18,total,,,,,,170729.0,2458.0,162762.0,5509.0
2021-01-17,ludhiana,33.0,,1 new case (international traveler),"1 contact of positive cases, 14 new cases (opd), 14 new cases (ili), 3 new cases",,25297.0,286.0,24030.0,981.0
2021-01-17,jalandhar,31.0,,,,rest case details are pending as reports received late,20372.0,256.0,19457.0,659.0
2021-01-17,patiala,29.0,,,"1 contact of positive cases ,28 new cases",,16138.0,249.0,15395.0,494.0
2021-01-17,sas nagar,54.0,,,"7 contact of positive cases, 10 new cases (ili), 1 new case (pre-operative), 36 new cases",,19019.0,830.0,17835.0,354.0
2021-01-17,amritsar,18.0,,,"9 contacts of positive cases, 9 new cases",,14838.0,82.0,14188.0,568.0
2021-01-17,gurdaspur,12.0,,,"1 contact of positive cases, 11 new cases",,8092.0,83.0,7746.0,263.0
2021-01-17,bathinda,2.0,,,2 new cases,,9337.0,108.0,9016.0,213.0
2021-01-17,hoshiarpur,1.0,,,1 new case,,7932.0,50.0,7555.0,327.0
2021-01-17,ferozepur,1.0,,,,case details are pending as reports received late,4561.0,21.0,4394.0,146.0
2021-01-17,pathankot,9.0,,,9 new cases,,5832.0,60.0,5609.0,163.0
2021-01-17,sangrur,2.0,,,"1 new case (ili), 1 new case",,4417.0,30.0,4183.0,204.0
2021-01-17,kapurthala,9.0,,,"2 new cases (ili), 7 new cases",,4858.0,74.0,4584.0,200.0
2021-01-17,faridkot,0.0,,,,,3957.0,59.0,3823.0,75.0
2021-01-17,muktsar,5.0,,,5 new cases (opd),,3849.0,28.0,3724.0,97.0
2021-01-17,fazilka,5.0,,,5 new cases (opd),,3889.0,31.0,3788.0,70.0
2021-01-17,moga,0.0,,,,,2774.0,28.0,2651.0,95.0
2021-01-17,ropar,5.0,,,5 new cases,,3473.0,112.0,3194.0,167.0
2021-01-17,fg sahib,7.0,,,"4 contacts of positive case, 1 new case (ili), 2 new cases",,2558.0,33.0,2414.0,111.0
2021-01-17,barnala,4.0,,,4 new cases,,2306.0,36.0,2204.0,66.0
2021-01-17,tarn taran,9.0,,,"2 new cases (ili), 7 new cases",,2135.0,28.0,2001.0,106.0
2021-01-17,sbs nagar,4.0,,,"1 new case (ili), 3 new cases",,2519.0,85.0,2342.0,92.0
2021-01-17,mansa,0.0,,,,,2452.0,48.0,2351.0,53.0
2021-01-17,total,,,,,,170605.0,2617.0,162484.0,5504.0
2021-01-14,ludhiana,22.0,,2 new cases (domestic traveler),"1 contact of positive cases, 8 new cases (opd), 8 new cases (ili), 1 new case (sari), 2 new cases",,25203.0,307.0,23919.0,977.0
2021-01-14,jalandhar,34.0,,,,rest case details are pending as reports received late,20293.0,272.0,19367.0,654.0
2021-01-14,patiala,7.0,,,7 new cases,,16053.0,231.0,15331.0,491.0
2021-01-14,sas nagar,43.0,,,"3 contact of positive cases, 11 new cases (ili), 1 new case (pre-operative), 1 new case (anc), 27 new cases",,18899.0,875.0,17671.0,353.0
2021-01-14,amritsar,22.0,,,"11 contacts of positive cases, 11 new cases",,14785.0,120.0,14098.0,567.0
2021-01-14,gurdaspur,11.0,,,"1 contact of positive cases, 10 new cases",,8066.0,85.0,7720.0,261.0
2021-01-14,bathinda,10.0,,,10 new cases,,9317.0,127.0,8978.0,212.0
2021-01-14,hoshiarpur,1.0,,,1 new case,,7907.0,78.0,7506.0,323.0
2021-01-14,ferozepur,3.0,,,3 new case,,4560.0,22.0,4393.0,145.0
2021-01-14,pathankot,6.0,,,6 new cases,,5812.0,57.0,5594.0,161.0
2021-01-14,sangrur,3.0,,,3 new cases,,4406.0,26.0,4177.0,203.0
2021-01-14,kapurthala,11.0,,,"2 new case (ili), 9 new cases",,4834.0,71.0,4565.0,198.0
2021-01-14,faridkot,4.0,,,4 new cases,,3946.0,56.0,3815.0,75.0
2021-01-14,muktsar,2.0,,,2 new cases,,3844.0,30.0,3717.0,97.0
2021-01-14,fazilka,2.0,,,2 new cases (ili),,3881.0,32.0,3780.0,69.0
2021-01-14,moga,4.0,,,4 new cases,,2772.0,26.0,2651.0,95.0
2021-01-14,ropar,10.0,,,10 new cases,,3451.0,110.0,3174.0,167.0
2021-01-14,fg sahib,3.0,,,"1 new case (ili), 1 contact of positive case, 1 new case",,2541.0,22.0,2408.0,111.0
2021-01-14,barnala,0.0,,,,,2301.0,40.0,2195.0,66.0
2021-01-14,tarn taran,6.0,,,6 new cases,,2124.0,17.0,2001.0,106.0
2021-01-14,sbs nagar,8.0,,,"2 contacts of positive case, 6 new cases",,2508.0,108.0,2310.0,90.0
2021-01-14,mansa,2.0,,,2 new cases,,2447.0,55.0,2340.0,52.0
2021-01-14,total,,,,,,169950.0,2767.0,161710.0,5473.0
2021-01-13,ludhiana,38.0,,,"8 contacts of positive cases, 5 new cases (opd), 19 new cases (ili), 1 new case (sari), 5 new cases",,25181.0,312.0,23893.0,976.0
2021-01-13,jalandhar,24.0,,,,rest case details are pending as reports received late,20259.0,254.0,19352.0,653.0
2021-01-13,patiala,20.0,,,20 new cases,,16046.0,248.0,15307.0,491.0
2021-01-13,sas nagar,42.0,,,"5 contact of positive cases, 8 new cases (ili), 1 new case (pre-operative), 28 new cases",,18856.0,884.0,17621.0,351.0
