date,city,patients,deaths
2021-07-02,meerut,1,0
2021-07-02,nanded,1,0
2021-07-02,new delhi,1,1
2021-07-02,panchkula,1,0
2021-07-02,saharanpur,2,0
2021-07-02,shahjahanpur,2,0
2021-07-02,sirmaur,1,0
2021-07-02,sirsa,13,2
2021-07-02,sonipat,1,1
2021-07-02,west,1,0
2021-07-03,ambala,4,1
2021-07-03,bhiwani,1,0
2021-07-03,bikaner,1,0
2021-07-03,central,1,1
2021-07-03,chandigarh,3,0
2021-07-03,dehradun,3,0
2021-07-03,fatehabad,4,0
2021-07-03,ganganagar,1,0
2021-07-03,gautam buddha nagar,1,0
2021-07-03,grand total,66,6
2021-07-03,hanumangarh,1,0
2021-07-03,hisar,1,0
2021-07-03,jaipur,1,0
2021-07-03,jammu,7,0
2021-07-03,kaithal,3,0
2021-07-03,karnal,3,0
2021-07-03,kathua,3,0
2021-07-03,kurukshetra,2,0
2021-07-03,mandi,1,0
2021-07-03,meerut,1,0
2021-07-03,nanded,1,0
2021-07-03,new delhi,2,1
2021-07-03,panchkula,1,0
2021-07-03,saharanpur,2,0
2021-07-03,shahjahanpur,2,0
2021-07-03,sirmaur,1,0
2021-07-03,sirsa,13,2
2021-07-03,sonipat,1,1
2021-07-03,west,1,0
2021-07-04,ambala,4,1
2021-07-04,bhiwani,1,0
2021-07-04,bikaner,1,0
2021-07-04,central,1,1
2021-07-04,chandigarh,3,0
2021-07-04,dehradun,3,0
2021-07-04,fatehabad,4,0
2021-07-04,ganganagar,1,0
2021-07-04,gautam buddha nagar,1,0
2021-07-04,grand total,66,6
2021-07-04,hanumangarh,1,0
2021-07-04,hisar,1,0
2021-07-04,jaipur,1,0
2021-07-04,jammu,7,0
2021-07-04,kaithal,3,0
2021-07-04,karnal,3,0
2021-07-04,kathua,3,0
2021-07-04,kurukshetra,2,0
2021-07-04,mandi,1,0
2021-07-04,meerut,1,0
2021-07-04,nanded,1,0
2021-07-04,new delhi,2,1
2021-07-04,panchkula,1,0
2021-07-04,saharanpur,2,0
2021-07-04,shahjahanpur,2,0
2021-07-04,sirmaur,1,0
2021-07-04,sirsa,13,2
2021-07-04,sonipat,1,1
2021-07-04,west,1,0
2021-07-05,ambala,4,1
2021-07-05,bhiwani,1,0
2021-07-05,bikaner,1,0
2021-07-05,central,1,1
2021-07-05,chandigarh,3,0
2021-07-05,dehradun,3,0
2021-07-05,fatehabad,4,0
2021-07-05,ganganagar,1,0
2021-07-05,gautam buddha nagar,1,0
2021-07-05,grand total,66,6
2021-07-05,hanumangarh,1,0
2021-07-05,hisar,1,0
2021-07-05,jaipur,1,0
2021-07-05,jammu,7,0
2021-07-05,kaithal,3,0
2021-07-05,karnal,3,0
2021-07-05,kathua,3,0
2021-07-05,kurukshetra,2,0
2021-07-05,mandi,1,0
2021-07-05,meerut,1,0
2021-07-05,nanded,1,0
2021-07-05,new delhi,2,1
2021-07-05,panchkula,1,0
2021-07-05,saharanpur,2,0
2021-07-05,shahjahanpur,2,0
2021-07-05,sirmaur,1,0
2021-07-05,sirsa,13,2
2021-07-05,sonipat,1,1
2021-07-05,west,1,0
2021-07-06,ambala,4,1
2021-07-06,bhiwani,1,0
2021-07-06,bikaner,1,0
2021-07-06,central,1,1
2021-07-06,chandigarh,4,0
2021-07-06,dehradun,3,0
2021-07-06,fatehabad,4,0
2021-07-06,ganganagar,1,0
2021-07-06,gautam buddha nagar,1,0
2021-07-06,grand total,67,6
2021-07-06,hanumangarh,1,0
2021-07-06,hisar,1,0
2021-07-06,jaipur,1,0
2021-07-06,jammu,7,0
2021-07-06,kaithal,3,0
2021-07-06,karnal,3,0
2021-07-06,kathua,3,0
2021-07-06,kurukshetra,2,0
2021-07-06,mandi,1,0
2021-07-06,meerut,1,0
2021-07-06,nanded,1,0
2021-07-06,new delhi,2,1
2021-07-06,panchkula,1,0
2021-07-06,saharanpur,2,0
2021-07-06,shahjahanpur,2,0
2021-07-06,sirmaur,1,0
2021-07-06,sirsa,13,2
2021-07-06,sonipat,1,1
2021-07-06,west,1,0
2021-07-07,ambala,4,1
2021-07-07,bhiwani,1,0
2021-07-07,bikaner,1,0
2021-07-07,central,1,1
2021-07-07,chandigarh,4,0
2021-07-07,dehradun,3,0
2021-07-07,fatehabad,4,0
2021-07-07,ganganagar,1,0
2021-07-07,gautam buddha nagar,1,0
2021-07-07,grand total,67,6
2021-07-07,hanumangarh,1,0
2021-07-07,hisar,1,0
2021-07-07,jaipur,1,0
2021-07-07,jammu,7,0
2021-07-07,kaithal,3,0
2021-07-07,karnal,3,0
2021-07-07,kathua,3,0
2021-07-07,kurukshetra,2,0
2021-07-07,mandi,1,0
2021-07-07,meerut,1,0
2021-07-07,nanded,1,0
2021-07-07,new delhi,2,1
2021-07-07,panchkula,1,0
2021-07-07,saharanpur,2,0
2021-07-07,shahjahanpur,2,0
2021-07-07,sirmaur,1,0
2021-07-07,sirsa,13,2
2021-07-07,sonipat,1,1
2021-07-07,west,1,0
2021-07-08,ambala,4,1
2021-07-08,bhiwani,1,0
2021-07-08,bikaner,1,0
2021-07-08,central,1,1
2021-07-08,chandigarh,4,0
2021-07-08,dehradun,3,0
2021-07-08,fatehabad,4,0
2021-07-08,ganganagar,1,0
2021-07-08,gautam buddha nagar,1,0
2021-07-08,grand total,67,6
2021-07-08,hanumangarh,1,0
2021-07-08,hisar,1,0
2021-07-08,jaipur,1,0
2021-07-08,jammu,7,0
2021-07-08,kaithal,3,0
2021-07-08,karnal,3,0
2021-07-08,kathua,3,0
2021-07-08,kurukshetra,2,0
2021-07-08,mandi,1,0
2021-07-08,meerut,1,0
2021-07-08,nanded,1,0
2021-07-08,new delhi,2,1
2021-07-08,panchkula,1,0
2021-07-08,saharanpur,2,0
2021-07-08,shahjahanpur,2,0
2021-07-08,sirmaur,1,0
2021-07-08,sirsa,13,2
2021-07-08,sonipat,1,1
2021-07-08,west,1,0
2021-07-09,ambala,4,1
2021-07-09,bhiwani,1,0
2021-07-09,bikaner,1,0
2021-07-09,central,1,1
2021-07-09,chandigarh,4,0
2021-07-09,dehradun,3,0
2021-07-09,fatehabad,4,0
2021-07-09,ganganagar,1,0
2021-07-09,gautam buddha nagar,1,0
2021-07-09,grand total,67,6
2021-07-09,hanumangarh,1,0
2021-07-09,hisar,1,0
2021-07-09,jaipur,1,0
2021-07-09,jammu,7,0
2021-07-09,kaithal,3,0
2021-07-09,karnal,3,0
2021-07-09,kathua,3,0
2021-07-09,kurukshetra,2,0
2021-07-09,mandi,1,0
2021-07-09,meerut,1,0
2021-07-09,nanded,1,0
2021-07-09,new delhi,2,1
2021-07-09,panchkula,1,0
2021-07-09,saharanpur,2,0
2021-07-09,shahjahanpur,2,0
2021-07-09,sirmaur,1,0
2021-07-09,sirsa,13,2
2021-07-09,sonipat,1,1
2021-07-09,west,1,0
2021-07-10,ambala,4,1
2021-07-10,bhiwani,1,0
2021-07-10,bikaner,1,0
2021-07-10,central,1,1
2021-07-10,chandigarh,4,0
2021-07-10,dehradun,3,0
2021-07-10,fatehabad,4,0
2021-07-10,ganganagar,1,0
2021-07-10,gautam buddha nagar,1,0
2021-07-10,grand total,67,6
2021-07-10,hanumangarh,1,0
2021-07-10,hisar,1,0
2021-07-10,jaipur,1,0
2021-07-10,jammu,7,0
2021-07-10,kaithal,3,0
2021-07-10,karnal,3,0
2021-07-10,kathua,3,0
2021-07-10,kurukshetra,2,0
2021-07-10,mandi,1,0
2021-07-10,meerut,1,0
2021-07-10,nanded,1,0
2021-07-10,new delhi,2,1
2021-07-10,panchkula,1,0
2021-07-10,saharanpur,2,0
2021-07-10,shahjahanpur,2,0
2021-07-10,sirmaur,1,0
2021-07-10,sirsa,13,2
2021-07-10,sonipat,1,1
2021-07-10,west,1,0
2021-07-11,ambala,4,1
2021-07-11,bhiwani,1,0
2021-07-11,bikaner,1,0
2021-07-11,central,1,1
2021-07-11,chandigarh,4,0
2021-07-11,dehradun,3,0
2021-07-11,fatehabad,4,0
2021-07-11,ganganagar,1,0
2021-07-11,gautam buddha nagar,1,0
2021-07-11,grand total,68,6
2021-07-11,hanumangarh,1,0
2021-07-11,hisar,1,0
2021-07-11,jaipur,1,0
2021-07-11,jammu,8,0
2021-07-11,kaithal,3,0
2021-07-11,karnal,3,0
2021-07-11,kathua,3,0
2021-07-11,kurukshetra,2,0
2021-07-11,mandi,1,0
2021-07-11,meerut,1,0
2021-07-11,nanded,1,0
2021-07-11,new delhi,2,1
2021-07-11,panchkula,1,0
2021-07-11,saharanpur,2,0
2021-07-11,shahjahanpur,2,0
2021-07-11,sirmaur,1,0
2021-07-11,sirsa,13,2
2021-07-11,sonipat,1,1
2021-07-11,west,1,0
2021-07-13,ambala,4,1
2021-07-13,bhiwani,1,0
2021-07-13,bikaner,1,0
2021-07-13,central,1,1
2021-07-13,chandigarh,5,0
2021-07-13,dehradun,3,0
2021-07-13,fatehabad,4,0
2021-07-13,ganganagar,1,0
2021-07-13,gautam buddha nagar,1,0
2021-07-13,grand total,69,6
2021-07-13,hanumangarh,1,0
2021-07-13,hisar,1,0
2021-07-13,jaipur,1,0
2021-07-13,jammu,9,0
2021-07-13,kaithal,3,0
2021-07-13,karnal,3,0
2021-07-13,kathua,3,0
2021-07-13,kurukshetra,2,0
2021-07-13,mandi,1,0
2021-07-13,meerut,1,0
2021-07-13,nanded,1,0
2021-07-13,new delhi,2,1
2021-07-13,panchkula,1,0
2021-07-13,saharanpur,2,0
2021-07-13,shahjahanpur,2,0
2021-07-13,sirmaur,1,0
2021-07-13,sirsa,12,2
2021-07-13,sonipat,1,1
2021-07-13,west,1,0
2021-07-14,ambala,4,1
2021-07-14,bhiwani,1,0
2021-07-14,bikaner,1,0
2021-07-14,central,1,1
2021-07-14,chandigarh,5,0
2021-07-14,dehradun,3,0
2021-07-14,fatehabad,4,0
2021-07-14,ganganagar,1,0
2021-07-14,gautam buddha nagar,1,0
2021-07-14,grand total,69,6
2021-07-14,hanumangarh,1,0
2021-07-14,hisar,1,0
2021-07-14,jaipur,1,0
2021-07-14,jammu,9,0
2021-07-14,kaithal,3,0
2021-07-14,karnal,3,0
2021-07-14,kathua,3,0
2021-07-14,kurukshetra,2,0
2021-07-14,mandi,1,0
2021-07-14,meerut,1,0
2021-07-14,nanded,1,0
2021-07-14,new delhi,2,1
2021-07-14,panchkula,1,0
2021-07-14,saharanpur,2,0
2021-07-14,shahjahanpur,2,0
2021-07-14,sirmaur,1,0
2021-07-14,sirsa,12,2
2021-07-14,sonipat,1,1
2021-07-14,west,1,0
2021-07-15,ambala,4,1
2021-07-15,bhiwani,1,0
2021-07-15,bikaner,1,0
2021-07-15,central,1,1
2021-07-15,chandigarh,5,0
2021-07-15,dehradun,3,0
2021-07-15,fatehabad,4,0
2021-07-15,ganganagar,1,0
2021-07-15,gautam buddha nagar,1,0
2021-07-15,grand total,69,6
2021-07-15,hanumangarh,1,0
2021-07-15,hisar,1,0
2021-07-15,jaipur,1,0
2021-07-15,jammu,9,0
2021-07-15,kaithal,3,0
2021-07-15,karnal,3,0
2021-07-15,kathua,3,0
2021-07-15,kurukshetra,2,0
2021-07-15,mandi,1,0
2021-07-15,meerut,1,0
2021-07-15,nanded,1,0
2021-07-15,new delhi,2,1
2021-07-15,panchkula,1,0
2021-07-15,saharanpur,2,0
2021-07-15,shahjahanpur,2,0
2021-07-15,sirmaur,1,0
2021-07-15,sirsa,12,2
2021-07-15,sonipat,1,1
2021-07-15,west,1,0
2021-07-16,ambala,4,1
2021-07-16,bhiwani,1,0
2021-07-16,bikaner,1,0
2021-07-16,central,1,1
2021-07-16,chandigarh,5,0
2021-07-16,dehradun,3,0
2021-07-16,fatehabad,4,0
2021-07-16,ganganagar,1,0
2021-07-16,gautam buddha nagar,1,0
2021-07-16,grand total,69,6
2021-07-16,hanumangarh,1,0
2021-07-16,hisar,1,0
2021-07-16,jaipur,1,0
2021-07-16,jammu,9,0
2021-07-16,kaithal,3,0
2021-07-16,karnal,3,0
2021-07-16,kathua,3,0
2021-07-16,kurukshetra,2,0
2021-07-16,mandi,1,0
2021-07-16,meerut,1,0
2021-07-16,nanded,1,0
2021-07-16,new delhi,2,1
2021-07-16,panchkula,1,0
2021-07-16,saharanpur,2,0
2021-07-16,shahjahanpur,2,0
2021-07-16,sirmaur,1,0
2021-07-16,sirsa,12,2
2021-07-16,sonipat,1,1
2021-07-16,west,1,0
2021-07-17,ambala,4,1
2021-07-17,bhiwani,1,0
2021-07-17,bikaner,1,0
2021-07-17,central,1,1
2021-07-17,chandigarh,5,0
2021-07-17,dehradun,3,0
2021-07-17,fatehabad,4,0
2021-07-17,ganganagar,1,0
2021-07-17,gautam buddha nagar,1,0
2021-07-17,grand total,69,6
2021-07-17,hanumangarh,1,0
2021-07-17,hisar,1,0
2021-07-17,jaipur,1,0
2021-07-17,jammu,9,0
2021-07-17,kaithal,3,0
2021-07-17,karnal,3,0
2021-07-17,kathua,3,0
2021-07-17,kurukshetra,2,0
2021-07-17,mandi,1,0
2021-07-17,meerut,1,0
2021-07-17,nanded,1,0
2021-07-17,new delhi,2,1
2021-07-17,panchkula,1,0
2021-07-17,saharanpur,2,0
2021-07-17,shahjahanpur,2,0
2021-07-17,sirmaur,1,0
2021-07-17,sirsa,12,2
2021-07-17,sonipat,1,1
2021-07-17,west,1,0
2021-07-18,ambala,4,1
2021-07-18,bhiwani,1,0
2021-07-18,bikaner,1,0
2021-07-18,central,1,1
2021-07-18,chandigarh,5,0
2021-07-18,dehradun,3,0
2021-07-18,fatehabad,4,0
2021-07-18,ganganagar,1,0
2021-07-18,gautam buddha nagar,1,0
2021-07-18,grand total,69,6
2021-07-18,hanumangarh,1,0
2021-07-18,hisar,1,0
2021-07-18,jaipur,1,0
2021-07-18,jammu,9,0
2021-07-18,kaithal,3,0
2021-07-18,karnal,3,0
2021-07-18,kathua,3,0
2021-07-18,kurukshetra,2,0
2021-07-18,mandi,1,0
2021-07-18,meerut,1,0
2021-07-18,nanded,1,0
2021-07-18,new delhi,2,1
2021-07-18,panchkula,1,0
2021-07-18,saharanpur,2,0
2021-07-18,shahjahanpur,2,0
2021-07-18,sirmaur,1,0
2021-07-18,sirsa,12,2
2021-07-18,sonipat,1,1
2021-07-18,west,1,0
2021-07-19,ambala,4,1
2021-07-19,bhiwani,1,0
2021-07-19,bikaner,1,0
2021-07-19,central,1,1
2021-07-19,chandigarh,5,0
2021-07-19,dehradun,3,0
2021-07-19,fatehabad,4,0
2021-07-19,ganganagar,1,0
2021-07-19,gautam buddha nagar,1,0
2021-07-19,grand total,70,6
2021-07-19,hanumangarh,1,0
2021-07-19,hisar,1,0
2021-07-19,jaipur,1,0
2021-07-19,jammu,9,0
2021-07-19,kaithal,3,0
2021-07-19,karnal,4,0
2021-07-19,kathua,3,0
2021-07-19,kurukshetra,2,0
2021-07-19,mandi,1,0
2021-07-19,meerut,1,0
2021-07-19,nanded,1,0
2021-07-19,new delhi,2,1
2021-07-19,panchkula,1,0
2021-07-19,saharanpur,2,0
2021-07-19,shahjahanpur,2,0
2021-07-19,sirmaur,1,0
2021-07-19,sirsa,12,2
2021-07-19,sonipat,1,1
2021-07-19,west,1,0
2021-07-20,ambala,4,1
2021-07-20,bhiwani,1,0
2021-07-20,bikaner,1,0
2021-07-20,central,1,1
2021-07-20,chandigarh,5,0
2021-07-20,dehradun,3,0
2021-07-20,fatehabad,4,0
2021-07-20,ganganagar,1,0
2021-07-20,gautam buddha nagar,1,0
2021-07-20,grand total,70,6
2021-07-20,hanumangarh,1,0
2021-07-20,hisar,1,0
2021-07-20,jaipur,1,0
2021-07-20,jammu,9,0
2021-07-20,kaithal,3,0
2021-07-20,karnal,4,0
2021-07-20,kathua,3,0
2021-07-20,kurukshetra,2,0
2021-07-20,mandi,1,0
2021-07-20,meerut,1,0
2021-07-20,nanded,1,0
2021-07-20,new delhi,2,1
2021-07-20,panchkula,1,0
2021-07-20,saharanpur,2,0
2021-07-20,shahjahanpur,2,0
2021-07-20,sirmaur,1,0
2021-07-20,sirsa,12,2
2021-07-20,sonipat,1,1
2021-07-20,west,1,0
2021-07-21,ambala,4,1
2021-07-21,bhiwani,1,0
2021-07-21,bikaner,1,0
2021-07-21,central,1,1
2021-07-21,chandigarh,5,0
2021-07-21,dehradun,3,0
2021-07-21,fatehabad,4,0
2021-07-21,ganganagar,1,0
2021-07-21,gautam buddha nagar,1,0
2021-07-21,grand total,70,6
2021-07-21,hanumangarh,1,0
2021-07-21,hisar,1,0
2021-07-21,jaipur,1,0
2021-07-21,jammu,9,0
2021-07-21,kaithal,3,0
2021-07-21,karnal,4,0
2021-07-21,kathua,3,0
2021-07-21,kurukshetra,2,0
2021-07-21,mandi,1,0
2021-07-21,meerut,1,0
2021-07-21,nanded,1,0
2021-07-21,new delhi,2,1
2021-07-21,panchkula,1,0
2021-07-21,saharanpur,2,0
2021-07-21,shahjahanpur,2,0
2021-07-21,sirmaur,1,0
2021-07-21,sirsa,12,2
2021-07-21,sonipat,1,1
2021-07-21,west,1,0
2021-07-22,ambala,4,1
2021-07-22,bhiwani,1,0
2021-07-22,bikaner,1,0
2021-07-22,central,1,1
2021-07-22,chandigarh,5,0
2021-07-22,dehradun,3,0
2021-07-22,fatehabad,4,0
2021-07-22,ganganagar,1,0
2021-07-22,gautam buddha nagar,1,0
2021-07-22,grand total,70,6
2021-07-22,hanumangarh,1,0
2021-07-22,hisar,1,0
2021-07-22,jaipur,1,0
2021-07-22,jammu,9,0
2021-07-22,kaithal,3,0
2021-07-22,karnal,4,0
2021-07-22,kathua,3,0
2021-07-22,kurukshetra,2,0
2021-07-22,mandi,1,0
2021-07-22,meerut,1,0
2021-07-22,nanded,1,0
2021-07-22,new delhi,2,1
2021-07-22,panchkula,1,0
2021-07-22,saharanpur,2,0
2021-07-22,shahjahanpur,2,0
2021-07-22,sirmaur,1,0
2021-07-22,sirsa,12,2
2021-07-22,sonipat,1,1
2021-07-22,west,1,0
2021-07-23,ambala,4,1
2021-07-23,bhiwani,1,0
2021-07-23,bikaner,1,0
2021-07-23,central,1,1
2021-07-23,chandigarh,5,0
2021-07-23,dehradun,3,0
2021-07-23,fatehabad,4,0
2021-07-23,ganganagar,1,0
2021-07-23,gautam buddha nagar,1,0
2021-07-23,grand total,70,6
2021-07-23,hanumangarh,1,0
2021-07-23,hisar,1,0
2021-07-23,jaipur,1,0
2021-07-23,jammu,9,0
2021-07-23,kaithal,3,0
2021-07-23,karnal,4,0
2021-07-23,kathua,3,0
2021-07-23,kurukshetra,2,0
2021-07-23,mandi,1,0
2021-07-23,meerut,1,0
2021-07-23,nanded,1,0
2021-07-23,new delhi,2,1
2021-07-23,panchkula,1,0
2021-07-23,saharanpur,2,0
2021-07-23,shahjahanpur,2,0
2021-07-23,sirmaur,1,0
2021-07-23,sirsa,12,2
2021-07-23,sonipat,1,1
2021-07-23,west,1,0
2021-07-24,ambala,4,1
2021-07-24,bhiwani,1,0
2021-07-24,bikaner,1,0
2021-07-24,central,1,1
2021-07-24,chandigarh,5,0
2021-07-24,dehradun,3,0
2021-07-24,fatehabad,4,0
2021-07-24,ganganagar,1,0
2021-07-24,gautam buddha nagar,1,0
2021-07-24,grand total,70,6
2021-07-24,hanumangarh,1,0
2021-07-24,hisar,1,0
2021-07-24,jaipur,1,0
2021-07-24,jammu,9,0
2021-07-24,kaithal,3,0
2021-07-24,karnal,4,0
2021-07-24,kathua,3,0
2021-07-24,kurukshetra,2,0
2021-07-24,mandi,1,0
2021-07-24,meerut,1,0
2021-07-24,nanded,1,0
2021-07-24,new delhi,2,1
2021-07-24,panchkula,1,0
2021-07-24,saharanpur,2,0
2021-07-24,shahjahanpur,2,0
2021-07-24,sirmaur,1,0
2021-07-24,sirsa,12,2
2021-07-24,sonipat,1,1
2021-07-24,west,1,0
2021-07-25,ambala,4,1
2021-07-25,bhiwani,1,0
2021-07-25,bikaner,1,0
2021-07-25,central,1,1
2021-07-25,chandigarh,5,0
2021-07-25,dehradun,3,0
2021-07-25,fatehabad,4,0
2021-07-25,ganganagar,1,0
2021-07-25,gautam buddha nagar,1,0
2021-07-25,grand total,70,6
2021-07-25,hanumangarh,1,0
2021-07-25,hisar,1,0
2021-07-25,jaipur,1,0
2021-07-25,jammu,9,0
2021-07-25,kaithal,3,0
2021-07-25,karnal,4,0
2021-07-25,kathua,3,0
2021-07-25,kurukshetra,2,0
2021-07-25,mandi,1,0
2021-07-25,meerut,1,0
2021-07-25,nanded,1,0
2021-07-25,new delhi,2,1
2021-07-25,panchkula,1,0
2021-07-25,saharanpur,2,0
2021-07-25,shahjahanpur,2,0
2021-07-25,sirmaur,1,0
2021-07-25,sirsa,12,2
2021-07-25,sonipat,1,1
2021-07-25,west,1,0
