date,icu_patients_today,icu_patients_today_districts,ventilator_patients_today,ventilator_patients_today_districts,discharged_patients_today,discharged_patients_today_districts,deaths_today,deaths_today_districts
2020-10-12,0,,8,"Ludhiana-1, Patiala-3, Faridkot-3, Fazilka-1)",1552,"Ludhiana-98, Jalandhar-91, Patiala-57, SAS Nagar-268, Amritsar-94, Gurdaspur-96, Bathinda-171, Hoshiarpur-23, Ferozepur-38, Pathankot-36, Sangrur-16, Kapurthala-56, Faridkot-318, Muktsar-23, Fazilka-24, Moga-73, Ropar-9, FG Sahib-11, Barnala-7, Tarn Taran-8, SBS Nagar-17, Mansa-18)",27,"Gurdaspur-5, Amritsar-4, Ludhiana-3, Ferozepur-2, Hoshiarpur-2, Jalandhar-2, Patiala-2, Faridkot-1, FG Sahib-1, Fazilka-1, Kapurthala-1, Muktsar-1, SBS Nagar-1, Pathankot-1)"
2020-10-13,0,,7,"Ludhiana-1, Patiala-1, Faridkot-2, Amritsar-1, Moga-1, SBS Nagar-1)",1006,"Ludhiana-70, Jalandhar-87, Patiala-86, Amritsar-129, Gurdaspur-41, Bathinda-143, Hoshiarpur-58,  Pathankot-47, Sangrur-12, Kapurthala-57, Faridkot-48, Muktsar-26, SAS Nagar-60, Fazilka-14, Moga-9, Ropar-25, FG Sahib-18, Barnala-12, Tarn Taran-20, SBS Nagar-18, Mansa-26)",34,"Amritsar-6, Ludhiana-4, Gurdaspur-3, Sangrur-3, Hoshiarpur-2, Jalandhar-2, Kapurthala-2, SAS Nagar-2, Muktsar-2, Patiala-2, Ropar-2, Barnala-1, Fazilka-1, Moga-1, SBS Nagar-1)"
2020-10-14,0,,8,"Ludhiana-3, Kapurthala-1, Bathinda-1, Jalandhar-1, Hoshiarpur-2)",970,"Ludhiana-128, Jalandhar-128, Patiala-46, Amritsar-121, Gurdaspur-27, Bathinda-176, Hoshiarpur-56, Ferozpur-62,  Pathankot-13, Sangrur-18, Kapurthala-35, Faridkot-24, Muktsar-21, Fazilka-34, Moga-4, Ropar-15, FG Sahib-4, Barnala-17, Tarn Taran-2, SBS Nagar-18, Mansa-21)",31,"Amritsar-1, Barnala-1, Faridkot-1, Ferozpur-2, Hoshiarpur-1, Jalandhar-5,  Ludhiana-3, SAS Nagar-9, Muktsar-2, Pathankot-2, Patiala-3, Sangrur-1)"
2020-10-15,3,"Hoshiarpur-1, Jalandhar-2)",5,"Ludhiana-4,Patiala-1)",1111,"Ludhiana-98, Jalandhar-97, Patiala-71, S.A.S Nagar-87, Amritsar-72, Gurdaspur-55, Bathinda-78, Hoshiarpur-41, Ferozpur-37,  Pathankot-56, Sangrur-12, Kapurthala-28, Faridkot-23, Muktsar-198, Fazilka-10, Moga-32, Ropar-17, FG Sahib-14, Barnala-20, Tarn Taran-39, SBS Nagar-12, Mansa-14)",29,"Amritsar-1,Bathinda-1, FG. Sahib-1, Fazilka-1, Gurdaspur-2, Jalandhar-2, Kapurthala-2, Ludhiana-3, SAS Nagar-9, Muktsar-1, Patiala-1, Ropar-5)"
2020-10-16,3,Jalandhar-3),2,"Jalandhar-1, Ludhiana-1)",979,"Ludhiana-103, Jalandhar-88, Patiala-40, SAS-123, Amritsar-119, Gurdaspur-52, Bathinda-103, Hoshiarpur-110, Pathankot-21, Sangrur-14, Kapurthala-38, Faridkot-20, Muktsar-22, Fazilka-28, Moga-23, Ropar-34, FG Sahib-6, Barnala-7, Tarn Taran-2, SBS Nagar-9, Mansa-17)",26,"Amritsar-6,Bathinda-1,Ferozepur-2, Gurdaspur-1, Hoshiarpur-2, Jalandhar-3,Ludhiana-5, SAS Nagar-1, Pathankot-1, Ropar-2, Tarn Taran-2)"
2020-10-17,0,,6,"SAS Nagar-1, SBS Nagar-2, Bathinda-1, Amritsar-1, Patiala-1)",760,"Ludhiana-64, Jalandhar-128, Patiala-53, SAS-81, Amritsar-52, Gurdaspur-50, Bathinda-60, Hoshiarpur-53, Ferozepur-1, Pathankot-31, Sangrur-28, Kapurthala-31, Faridkot-7, Muktsar-25, Fazilka-15, Moga-16,FG Sahib-15, Barnala-9, Tarn Taran-25, SBS Nagar-10, Mansa-6)",19,"Amritsar-3,F.G Sahib-1, Gurdaspur-2, Hoshiarpur-2, Jalandhar-1,Ludhiana-1, Mansa-1,SAS Nagar-2, Pathankot-3, Ropar-1, Sangrur-1, Tarn Taran-1)"
2020-10-18,5,Jalandhar-5),6,"SBS Nagar-1, Jalandhar-1, Ludhiana-4)",958,"Ludhiana-53, Jalandhar-126, Patiala-68,SAS-130, Amritsar-91, Gurdaspur-57, Bathinda-52, Hoshiarpur-128, Ferozepur-2, Pathankot-59, Sangrur-12, Kapurthala-39, Muktsar-11, Fazilka-23, Moga-18,Ropar-31, FG Sahib-12, Barnala-6, Tarn Taran-18, SBS Nagar-9, Mansa-13)",13,"Gurdaspur-1, Hoshiarpur-1, Jalandhar-2,Ludhiana-1,SAS Nagar-3, Pathankot-1, Patiala-2,  Ropar-2)"
2020-10-19,3,"Jalandhar-1, Amritsar-2)",9,"Gurdaspur-2, Ludhiana-2, Amritsar-3, Pathankot-1, Patiala-1)",884,"Ludhiana-107, Patiala-43,SAS-35, Amritsar-87, Gurdaspur-26, Bathinda-60, Hoshiarpur-209, Pathankot-52, Sangrur-7, Kapurthala-29, Faridkot-43, Muktsar-20, Fazilka-46, Moga-13,Ropar-18, FG Sahib-5, Barnala-3, Tarn Taran-29, SBS Nagar-24, Mansa-28)",17,"Amritsar-3, Bathinda-1, Ferozpur-1, Gurdaspur-2, Ludhiana-1, SAS Nagar-2, SBS Nagar-3, Pathankot-2, Patiala-2)"
2020-10-20,0,,3,"Patiala-2, Hoshiarpur-1)",891,"Ludhiana-48, Jalandhar-144, Patiala-47,SAS-106, Amritsar-59, Gurdaspur-28, Bathinda-92, Hoshiarpur-111, Pathankot-32, Sangrur-13, Kapurthala-17, Faridkot-18, Muktsar-28, Fazilka-38, Moga-12,Ropar-20, FG Sahib-12, Barnala-12, Tarn Taran-20, SBS Nagar-10, Mansa-24)",8,"Amritsar-1, Hoshiarpur-2, Jalandhar-2, Ludhiana-1, Patiala-1, Ropar-1)"
2020-10-21,3,Jalandhar-3),6,"Amritsar-1, Faridkot-1, Pathankot-1, SBS Nagar-1, Ludhiana-1, Tarn Taran-1)",562,"Ludhiana-37, Jalandhar-57, Patiala-35, SAS-100,  Amritsar-52, Gurdaspur-12, Bathinda-15, Hoshiarpur-90, Pathankot-9, Sangrur-8, Kapurthala-9, Faridkot-29, Muktsar-22, Fazilka-14, Moga-20, FG Sahib-11, Barnala-1, Tarn Taran-33, SBS Nagar-2, Mansa-6)",23,"Bathinda-4, Ludhiana-4, Amritsar-3, Patiala-3, Jalandhar-2, Faridkot-1, Ferozepur-1, Gurdaspur-1, Hoshiarpur-1, Kapurthala-1, SAS Nagar-1, Sangrur-1)"
2020-10-22,1,Jalandhar-1),3,"Faridkot-1, Tarn Taran-1, Ferozepur-1)",935,"Ludhiana-40, Jalandhar-68, Patiala-121, SAS-96,  Amritsar-56, Gurdaspur-33, Bathinda-20, Hoshiarpur-135, Ferozepur-188, Pathankot-17, Sangrur-12, Kapurthala-19, Faridkot-19, Muktsar-15, Fazilka-26, Moga-6, FG Sahib-14, Barnala-12, Tarn Taran-11, SBS Nagar-10, Mansa-17)",12,"Amritsar-1, Ferozepur-2, Gurdaspur-1, Hoshiarpur-3, Jalandhar-1, SAS Nagar-2, Ropar-2)"
2020-10-23,5,Amritsar-5),2,"Ludhiana-1, FG sahib-1)",580,"Jalandhar-70, Patiala-53, SAS-55,  Amritsar-48, Gurdaspur-80, Bathinda-41, Hoshiarpur-26,  Pathankot-35, Sangrur-6, Kapurthala-15, Faridkot-7, Muktsar-30, Fazilka-43, Moga-4, Ropar-20, FG Sahib-13, Barnala-14, Tarn Taran-11, SBS Nagar-4, Mansa-5)",23,"Amritsar-3, Bathinda-3, Fazilka-1, Gurdaspur-1, Hoshiarpur-3, Ludhiana-3, Mansa-1, Muktsar-1, Patiala-2, Ropar-2, Sangrur-1, Tarn Taran-2)"
2020-10-24,6,Jalandhar-06),8,"Amritsar-1, Faridkot-2, Hoshiarpur-1, Tarn Taran-1, Mansa-1, Ferozepur-1, Ropar-1)",521,"Ludhiana-148, Jalandhar-33, Patiala-15, SAS-44,  Amritsar-17, Gurdaspur-19, Bathinda-44, Hoshiarpur-49, Pathankot-32, Sangrur-9, Kapurthala-5, Faridkot-16, Muktsar-18, Fazilka-23, Moga-22, FG Sahib-2, Barnala-7, Tarn Taran-4, SBS Nagar-2, Mansa-12)",12,"Amritsar-5, Bathinda-1, SAS Nagar-2, Pathankot-1, Patiala-2, Tarn Taran-1)"
2020-10-25,0,,0,,465,"Ludhiana-66, Jalandhar-33, Patiala-35,SAS-32, Amritsar-15, Gurdaspur-18, Bathinda-50, Hoshiarpur-29, Pathankot-20, Sangrur-7, Kapurthala-22, Faridkot-13, Muktsar-15, Fazilka-6, Moga-4, Ropar-62,FG Sahib-3, Barnala-8, Tarn Taran-16, SBS Nagar-7, Mansa-4)",10,"Amritsar-1, Bathinda-1, Ferozepur-1, Ludhiana-1, Moga-1,SAS Nagar-1, Pathankot-2, Ropar-2)"
2020-10-27,0,,8,"Amritsar-2, Moga-1, Ludhiana-2, Hoshiarpur-1, Bathinda-1, Ferozepur-1)",463,"Ludhiana-18, Jalandhar-42, Patiala-40, SAS-92,  Amritsar-7, Gurdaspur-25, Bathinda-30, Hoshiarpur-16, Ferozepur-79, Pathankot-14, Sangrur-9, Kapurthala-28, Muktsar-10, Fazilka-10, Ropar-6, FG Sahib-2, Barnala-10, Tarn Taran-13, SBS Nagar-2, Mansa-10)",13,"Amritsar-1, Fazilka-1, Bathinda-1, Hoshiarpur-1, Jalandhar-3, Kapurthala-1, Ludhiana-2, SAS Nagar-1, Ropar-2)"
2020-10-28,3,"Jalandhar-2, Kapurthala-1)",2,Patiala-2),356,"Ludhiana-36, Jalandhar-58, Patiala-18, SAS-41,  Amritsar-24, Gurdaspur-12, Bathinda-22, Hoshiarpur-25, Pathankot-19, Sangrur-19, Kapurthala-10, Faridkot-16,  Muktsar-8, Fazilka-10, Moga-7, Ropar-13, FG Sahib-1, Barnala-1, Tarn Taran-5, SBS Nagar-5, Mansa-6)",20,"Amritsar-5, Barnala-1, Bathinda-1, Faridkot-1,  Hoshiarpur-1, Jalandhar-3, Ludhiana-2, SAS Nagar-2, Pathankot-2, Patiala-1, Tarn Taran-1)"
2020-10-29,0,,1,Ludhiana-1),427,"Ludhiana-54, Patiala-39, SAS-54,  Amritsar-29, Gurdaspur-17, Bathinda-33, Hoshiarpur-34, Ferozepur-17,  Pathankot-19, Sangrur-12, Kapurthala-21, Faridkot-20, Muktsar-19, Fazilka-18, Moga-7, Ropar-2, FG Sahib-4, Barnala-7, Tarn Taran-14, SBS Nagar-6, Mansa-1)",10,"Faridkot-2, Ferozepur-1, Gurdaspur-2, Hoshiarpur-2, Jalandhar-1, Mansa-1, Patiala-1)"
2020-10-30,1,Jalandhar-1),2," Amritsar-1, Ludhiana-1)",577,"Ludhiana-52, Jalandhar-86, Patiala-20,SAS-21, Amritsar-31, Gurdaspur-5, Bathinda-67,Hoshiarpur-31, Ferozepur-25, Pathankot-25, Sangrur-13,Kapurthala-7, Faridkot-76, Muktsar-20, Fazilka-19, Ropar-4, FG Sahib-33, Barnala-19, Tarn Taran-5, SBS Nagar-2, Mansa-16)",19,"Amritsar-1, Branala-2, Bathinda-2, F.G Sahib-1, Ferozepur-2, Gurdaspur-1, Hoshiarpur-1, Kapurthala-1, Ludhiana-2, SBS Nagar-2, Pathankot-1, Patiala-2, Ropar-1)"
2020-10-31,1,Jalandhar-1),2," Jalandhar-1, Ludhiana-1)",328,"Ludhiana-2, Jalandhar-70,  Patiala-22, SAS-33,  Amritsar-41, Gurdaspur-21, Hoshiarpur-30,   Pathankot-13, Sangrur-5, Kapurthala-4, Muktsar-8, Fazilka-23, Moga-9, Ropar-12, FG Sahib-3, Barnala-9, Tarn Taran-6, SBS Nagar-7, Mansa-10)",16,"Amritsar-2, Bathinda-3, Faridkot-1, Ferozepur-1, Jalandhar-1, Ludhiana-2, Moga-1, SAS Nagar-2, Muktsar-2, Tarn Taran-1)"
2020-11-01,1,Jalandhar-1),2,Ludhiana-2),368,"Ludhiana-11, Jalandhar-47, Patiala-33,SAS-78, Amritsar-21, Gurdaspur-4,Bathinda- 26, Hoshiarpur-39,Pathankot-15, Sangrur-2,Kapurthala-5,Muktsar-28, Fazilka-12, FG Sahib-2, Barnala-24, Tarn Taran-6, SBS Nagar-8, Mansa-7)",12,"Fazilka-1, Hoshiarpur-2,Jalandhar-2, Ludhiana-1, Moga-1, Patiala-2, Sangrur-1, Tarn Taran-2)"
2020-11-02,2,Jalandhar-2),3,Ludhiana-3),395,"Ludhiana-12, Jalandhar-101, Patiala-35,SAS-57, Amritsar-31, Gurdaspur-14,Bathinda- 23, Hoshiarpur-25, Pathankot-9, Sangrur-3,Kapurthala-24,Muktsar-9, Fazilka-12,Moga-3,Ropar-15, FG Sahib-4, Barnala-8, Tarn Taran-5, SBS Nagar-1, Mansa-4)",16,"Amritsar-6, Bathinda-1, Hoshiarpur-1,Jalandhar-1, Ludhiana-1, Moga-1, SAS Nagar-1, Muktsar Sahib-1, Pathankot-1, Patiala-1, Ropar-1)"
2020-11-03,0,,2,"Ludhiana-1, Patiala-1)",354,"Ludhiana-13, Jalandhar-35, Patiala-38,SAS-35, Amritsar-33, Gurdaspur-26,Bathinda- 33, Hoshiarpur-19, Pathankot-9, Sangrur-8,Kapurthala-7,Muktsar-15, Fazilka-35,Moga-5 , FG Sahib-4, Barnala-12, Tarn Taran-15, SBS Nagar-2, Mansa-10)",18,"Bathinda-1, F G Sahib-1, Fazilka-1, Ferozepur-1, Gurdaspur-2, Hoshiarpur-1,Jalandhar-2, Ludhiana-1, SAS Nagar-1, SBS Nagar-2, Pathankot-2, Ropar-2, Sangrur-1)"
2020-11-04,3,Jalandhar-3),3,Faridkot-3),268,"Ludhiana-15, Jalandhar-53, Patiala-15,Amritsar-18, Gurdaspur-15,Bathinda- 14, Hoshiarpur-36, Pathankot-14, Sangrur-2,Kapurthala-23,Muktsar-17, Fazilka-7,Moga-1, Ropar-27, FG Sahib-1, Tarn Taran-4, SBS Nagar-5, Mansa-1)",14,"Fazilka-1, Kapurthala-1, Ludhiana-3, Mukatsar-1, Pathankot-2, Patiala-1, Ropar-2, Sangrur-2, Tarn Taran-1)"
2020-11-05,0,,3,Ludhiana-3),349,"Ludhiana-7, Jalandhar-59, Patiala-39, SAS Nagar-45,  Amritsar-5, Bathinda- 33, Hoshiarpur-37, Pathankot-15, Sangrur-5, Kapurthala-11, Muktsar-7, Fazilka-28, Moga-2, Ropar-13, FG Sahib-4, Barnala-25, Tarn Taran-1, SBS Nagar-4, Mansa-9)",22,"Amritsar-1, Faridkot-4, Ferozepur-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-4, Kapurthala-1, Ludhiana-2, SAS Nagar-6, Ropar-1)"
2020-11-06,0,,4,"Ludhiana-2, Amritsar-2)",372,"Ludhiana-20, Jalandhar-31, Patiala-42,Amritsar-21, Gurdaspur-48, Bathinda- 24, Hoshiarpur-20, Ferozepur-25, Pathankot-26, Sangrur-7,Kapurthala-21,Faridkot-13, Muktsar-10, Fazilka-22,Moga-6, Ropar-3, FG Sahib-4, Barnala-17, Tarn Taran-1, SBS Nagar-4, Mansa-7)",14," FG Sahib-2, Gurdaspur-2, Hoshiarpur-2, Jalandhar-1, Kapurthala-1, Mansa-1, Muktsar-1, Pathankot-3, TarnTaran-1)"
2020-11-07,0,,3,Ludhiana-3),517,"Ludhiana-86, Jalandhar-51, Patiala-41, SAS Nagar-92,Amritsar-29, Gurdaspur-16, Bathinda- 32, Ferozepur-1,Hoshiarpur-43,Pathankot-8, Sangrur-16,Kapurthala-11,Muktsar-10, Fazilka-20,Ropar-30, FG Sahib-5, Barnala-4, Tarn Taran-6, SBS Nagar-8, Mansa-8)",15," Bathinda-1, Fazilka-1, Jalandhar-2, Ludhiana-6,SAS Nagar-1, Muktsar-1, Pathankot-1, Patiala-1, Ropar-1 )"
2020-11-08,3,Jalandhar-3),0,,396,"Ludhiana-69, Jalandhar-59, Patiala-36, SAS Nagar-18,Amritsar-39, Gurdaspur-2, Bathinda- 20,Hoshiarpur-35,Pathankot-12, Sangrur-6,Kapurthala-6,Faridkot-31, Muktsar-9, Fazilka-19, Moga-3, Ropar-7, Barnala-6, Tarn Taran-11, SBS Nagar-1, Mansa-7)",11,"Amritsar-1, Gurdaspur-2, Hoshiarpur-2, Jalandhar-2,Muktsar-1, Ropar-3)"
2020-11-09,3,Jalandhar-3),7,"Jalandhar-4, Fazilka-1, Barnala-1, Mansa-1)",510,"Ludhiana-38, Jalandhar-57, Patiala-39, SAS Nagar-96,Amritsar-11, Gurdaspur-18, Bathinda- 104,Hoshiarpur-25,Pathankot-3, Sangrur-6,Kapurthala-10,Faridkot-27, Muktsar-18, Fazilka-32,Ropar-5, FG Sahib-4, Barnala-10, SBS Nagar-4, Mansa-3)",21,"Amritsar-2, Bathinda-2, Hoshiarpur-3, Jalandhar-2,Kapurtala-2, Ludhiana-2, SAS Nagar-2, Muktsar-1, Patiala-2, Sangrur-1, Tarn Taran-2)"
2020-11-10,3,Jalandhar-3),3,"Ludhiana-1, Amritsar-2)",362,"Jalandhar-102, Patiala-37, SAS Nagar-48,Amritsar-23, Gurdaspur-4, Bathinda- 21,Hoshiarpur-8,Pathankot-6, Sangrur-7,Kapurthala-22,Faridkot-18, Muktsar-10, Fazilka-5, Moga-3,Ropar-14, FG Sahib-10, Barnala-3, tarn Taran-2, SBS Nagar-6, Mansa-13)",20,"Amritsar-5, F G Sahib-1, Fazilka-1, Hoshiarpur-1, Jalandhar-5,Ludhiana-3, Muktsar-1, Pathankot-1, Sangrur-2)"
2020-11-11,0,,6,"Patiala-1, SBS Nagar-1, Faridkot-3, Jalandhar-1)",460,"Ludhiana-73, Jalandhar-57, Patiala-43, SAS Nagar-68,Amritsar-18, Gurdaspur-6, Bathinda- 37,Hoshiarpur-32,Ferozepur-49, Pathankot-4, Sangrur-4,Kapurthala-5,Faridkot-5, Muktsar-23, Fazilka-9, Moga-1,Ropar-5, FG Sahib-3, Barnala-5, Tarn Taran-5, SBS Nagar-3, Mansa-5)",31,"Amritsar-1, Bathinda-2, Faridkot-1, Fazilka-1,Ferozepur-1, Hoshiarpur-2, Jalandhar-2,Kapurthala-3, Ludhiana-3, Moga-3, SAS Nagar-4, Patiala-4, Ropar-1, Sangrur-2, Tarn Taran-1 )"
2020-11-12,0,,5,"Ludhiana-3, SBS Nagar-1,Barnala-1)",469,"Ludhiana-114, Jalandhar-50, Patiala-30, SAS Nagar-53,Amritsar-5, Gurdaspur-13, Bathinda-47,Hoshiarpur-26,Pathankot-29, Sangrur-16,Kapurthala-3,Faridkot-4, Muktsar-15, Fazilka-25,Ropar-12, FG Sahib-3, Barnala-4, Tarn Taran-4, SBS Nagar-9, Mansa-7)",23,"Bathinda-2, Ferozepur-3, Jalandhar-2,Kapurthala-2, Ludhiana-2, SAS Nagar-2, Muktsar-1, Pathankot-2, Patiala-4, Ropar-2, Sangrur-1)"
2020-11-13,4,Jalandhar-4),7,"Ludhiana-4,Sangrur-1, Mukatsar-1, FG Sahib-1)",388,"Ludhiana-35, Jalandhar-58, Patiala-55, SAS Nagar-27,Amritsar-10, Gurdaspur-4, Bathinda-16,Hoshiarpur-17,Pathankot-21, Sangrur-17,Kapurthala-24,Faridkot-15, Muktsar-4, Fazilka-37, Moga-3, Ropar-10, FG Sahib-2, Barnala-3, SBS Nagar-18, Mansa-12)",17,"Amritsar-1, Barnala-2, Fazilka-1, Jalandhar-3,Kapurthala-1, Ludhiana-2, Muktsar-1, Patiala-5, Ropar-1)"
2020-11-16,0,,7,"Moga-1, Sangrur-1, SBS-1, Bathinda-1, Barnala-1, Ludhiana-2 )",570,"Ludhiana-67, Jalandhar-48, Patiala-54, SAS Nagar-57,Amritsar-18, Gurdaspur-10, Bathinda-73,Hoshiarpur-44,Pathankot-21, Sangrur-11,Kapurthala-11,Faridkot-35, Muktsar-22, Fazilka-18, Moga-7,Ropar-17, FG Sahib-9, Barnala-10, Tarn Taran-11, SBS Nagar-8, Mansa-19)",23,"Amritsar-2, Bathinda-1, Faridkot-1, Ferozepur-1, Jalandhar-2, Ludhiana-7, Moga-1, SAS Nagar-1, SBS Nagar-1, Pathankot-1, Patiala-1, Ropar-4)"
2020-11-17,3,Jalandhar-3),2,"Jalandhar-1, Ludhiana-1 )",265,"Jalandhar-47, SAS Nagar-68, Amritsar-15, Gurdaspur-18, Hoshiarpur-8, Pathankot-25, Sangrur-4, Kapurthala-22, Muktsar-06, Fazilka-19, Moga-2, FG Sahib-6, Barnala-8, Mansa-17)",30,"Barnala-1, Bathinda-3, Hoshiarpur-2, Jalandhar-2, Kapurthala-2, Ludhiana-3, Mansa-1, SAS Nagar-4, Muktsar-4, SBS Nagar-2, Patiala-2, Ropar-3, Tarn Taran-1)"
2020-11-18,0,,3,"Jalandhar-1, Ludhiana-1, Patiala-1)",651,"Ludhiana-155, Jalandhar-53, Patiala-114, S.A.S Nagar- 96,Amritsar-9, Gurdaspur-27, Bathinda-50, Hoshiarpur-24,Pathankot-10, Sangrur-5,Kapurthala-5,Faridkot-20, Muktsar-02, Fazilka-7, Moga-3,Ropar-50, FG Sahib-4, Tarn Taran-2, SBS Nagar-10, Mansa-5)",31,"Amritsar-1, Barnala-1, Bathinda-2, F G Sahib-1, Fazilka-2, Hoshiarpur-3, Jalandhar-6,Ludhiana-5, Mansa-1, SAS Nagar-1, Muktsar-2, Pathankot-1, Ropar-2, Sangrur-3)"
2020-11-19,2,Jalandhar-2),0,,510,"Ludhiana-34, Jalandhar-84, Patiala-62, SAS Nagar-74, Amritsar-13, Gurdaspur-15, Bathinda-38, Hoshiarpur-26,Ferozepur-31, Pathankot-29, Sangrur-10,Kapurthala-9,Faridkot-18, Muktsar-20, Fazilka-20, FG Sahib-10, Tarn Taran-5, SBS Nagar-3, Mansa-9)",16,"Bathinda-1, Gurdaspur-2,Hoshiarpur-2, Jalandhar-5, Pathankot-1, Patiala-4, Sangrur-1)"
2020-11-20,0,,0,,492,"Ludhiana-145, Jalandhar-48, Patiala-54, Amritsar-27, Gurdaspur-25, Bathinda-26, Hoshiarpur-27,Pathankot-14, Sangrur-14,Kapurthala-12,Faridkot-23, Muktsar-23, Fazilka-28, Ropar-1,  FG Sahib-5, Barnala-4,Tarn Taran-2, SBS Nagar-8, Mansa-6)",16,"Bathinda-2,Ferozepur-1, Hoshiarpur-1, Jalandhar-4, Ludhiana-1, Mansa-2, SAS Nagar-3, Mukatsar-1,Patiala-1 )"
2020-11-21,0,,6,"Ropar-1, Bathinda-1, Barnala-1, Mansa-1, Ludhiana-2)",592,"Ludhiana-85, Jalandhar-88, Patiala-78, SAS Nagar-83, Amritsar-30, Gurdaspur-30, Bathinda-27, Hoshiarpur-26,Pathankot-22, Sangrur-13,Kapurthala-24,Faridkot-11, Muktsar-8, Fazilka-13, Ropar-20,  FG Sahib-4, Barnala-12,Tarn Taran-2, SBS Nagar-14, Mansa-2)",23,"Amritsar-2, Bathinda-1,Hoshiarpur-4, Jalandhar-7, Kapurthala-1, Ludhiana-3, Pathankot-1,Patiala-2, Ropar-2)"
2020-11-22,0,,0,,497,"Ludhiana-81, Jalandhar-63, SAS Nagar-71, Amritsar-32, Gurdaspur-17, Bathinda-51, Hoshiarpur-38, Ferozepur-17,Pathankot-21, Sangrur-4,Kapurthala-2,Faridkot-16, Muktsar-18, Fazilka-21, Moga-12, Ropar-2, FG Sahib-4, Barnala-5,Tarn Taran-2, SBS Nagar-12, Mansa-8)",19,"Bathinda-2,Gurdaspur-1, Hoshiarpur-2, Jalandhar-5,Ludhiana-2, Mansa-1, SAS Nagar-3, Patiala-3)"
2020-11-23,8,Jalandhar-8),2,Amritsar-2),731,"Ludhiana-45, Jalandhar-100, Patiala-156,SAS Nagar-123, Amritsar-36, Gurdaspur-38, Bathinda-56, Ferozepur-2,Pathankot-20, Sangrur-6,Kapurthala-12,Faridkot-17, Muktsar-59, Fazilka-16,FG Sahib-3, Barnala-9,Tarn Taran-2, SBS Nagar-7, Mansa-24)",17,"Amritsar-1, Barnala-1, Bathinda-1,Fazilka-2, Ferozepur-2, Hoshiarpur-2, Jalandhar-2,Ludhiana-2, Mukatsar-1, SAS Nagar-1, SBS Nagar-2)"
2020-11-24,5,Jalandhar-5),3,"Moga-1, Mansa-1, Fazilka-1)",439,"Ludhiana-108, Jalandhar-73, Patiala-48,SAS Nagar-2, Amritsar-29, Gurdaspur-28, Bathinda-41, Hoshiarpur-20, Ferozepur-7, Sangrur-6,Kapurthala-5,Muktsar-13, Fazilka-28, Moga-10, Ropar-3,FG Sahib-1, Barnala-6,SBS Nagar-5, Mansa-6)",22,"Bathinda-2,F G Sahib-1, Gurdaspur-2, Jalandhar-3,Ludhiana-3, Mansa-1, Moga-1, Pathankot-1, Patiala-4, Sangrur-4)"
2020-11-25,0,,2,"Ludhiana-1, Mansa-1)",444,"Ludhiana-81, Jalandhar-106, Patiala-45,SAS Nagar-4, Amritsar-29, Gurdaspur-6, Bathinda-55, Hoshiarpur-42, Ferozepur-5, Pathankot-3,Sangrur-6,Kapurthala-11, Faridkot-16,Muktsar-2, Fazilka-5, Moga-4, Ropar-13,FG Sahib-1, Barnala-2, Tarn Taran-2,SBS Nagar-4, Mansa-2)",31,"Bathinda-1,Faridkot-1, Gurdaspur-4, Hoshiarpur-3, Jalandhar-3,Ludhiana-2, Mansa-1, SAS Nagar-2, Mukatsar-2, SBS Nagar-2, Pathankot-3, Patiala-1, Ropar-4, Sangrur-2)"
2020-11-26,0,,9,"Ludhiana-1, Mansa-1, Fazilka-2, Faridkot-2, Patiala-3)",467,"Ludhiana-87, Jalandhar-47, Patiala-53,SAS Nagar-5, Amritsar-42, Gurdaspur-13, Bathinda-43, Hoshiarpur-23, Ferozepur-3, Pathankot-24,Sangrur-14,Kapurthala-2, Faridkot-38,Muktsar-13, Fazilka-7, Moga-18, Ropar-14,FG Sahib-8, Barnala-3,SBS Nagar-4, Mansa-6)",26,"Amritsar-3, FG Sahib-1, Gurdaspur-1, Hoshiarpur-1, Jalandhar-3,Ludhiana-6, Moga-1, SAS Nagar-4, Mukatsar-1, SBS Nagar-1, Pathankot-1, Patiala-2, Ropar-1)"
2020-11-27,4,"Jalandhar-3, Kapurthala-1)",6,"Ludhiana-1, Jalandhar-2, Amritsar-3)",541,"Ludhiana-82, Jalandhar-77, Patiala-90,SAS Nagar-7, Amritsar-48, Gurdaspur-13, Bathinda-15, Hoshiarpur-37, Ferozepur-10, Pathankot-29,Sangrur-10,Kapurthala-3, Faridkot-21,Muktsar-13, Fazilka-33, Ropar-23,FG Sahib-8, Barnala-4, TarnTaran-1, SBS Nagar-8, Mansa-9)",28,"Amritsar-7, Ferozepur-1, Hoshiarpur-3, Jalandhar-4,Ludhiana-3, Moga-1, Mukatsar-1, Patiala-4, Ropar-2, Sangrur-1, Tarn Taran-1)"
