date,district,containment,population_contained
2021-03-12,patiala,"partap nagar, patiala (arround 27d & 25d house no.)",73
2021-03-12,patiala,"raja enclave, near 21 no. phatak patiala around #22",12
2021-03-12,patiala,"street no.5 ranjeet nagar block-a, patiala",0
2021-03-12,sbs nagar,"vikas nagar, nsr",25
2021-03-12,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-13,amritsar,housing board colony-2 (basant avenue),160
2021-03-13,amritsar,market main road (basant avenue),50
2021-03-13,amritsar,"rani ka bagh 104, 106 (gawal mandi)",60
2021-03-13,amritsar,rb estate (verka),46
2021-03-13,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-13,ferozepur,"7 division army area, fzr cantt",70
2021-03-13,ferozepur,new purbaferozeshah,85
2021-03-13,gurdaspur,"devidaspur, naushera village",354
2021-03-13,gurdaspur,duggal street dwl,51
2021-03-13,gurdaspur,lehal,80
2021-03-13,gurdaspur,rania,48
2021-03-13,gurdaspur,satkoha -2,2127
2021-03-13,gurdaspur,sohal,5725
2021-03-13,hoshiarpur,ajnoha,513
2021-03-13,hoshiarpur,bahowal,438
2021-03-13,hoshiarpur,barian kalan,532
2021-03-13,hoshiarpur,bhattan mohalla,133
2021-03-13,hoshiarpur,binjo,578
2021-03-13,hoshiarpur,bora,468
2021-03-13,hoshiarpur,chagran,435
2021-03-13,hoshiarpur,chak ronta,518
2021-03-13,hoshiarpur,dada,498
2021-03-13,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-13,hoshiarpur,dhada khurd,368
2021-03-13,hoshiarpur,dhamai,548
2021-03-13,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-13,hoshiarpur,hakumatpur,712
2021-03-13,hoshiarpur,harta,469
2021-03-13,hoshiarpur,jassowal,415
2021-03-13,hoshiarpur,jaurian mohalla,153
2021-03-13,hoshiarpur,kot fatuhi,467
2021-03-13,hoshiarpur,mahilpur ward no.4,294
2021-03-13,hoshiarpur,mithewal,265
2021-03-13,hoshiarpur,nadalon,583
2021-03-13,hoshiarpur,pandori mehtma,463
2021-03-13,hoshiarpur,village souli,543
2021-03-13,jalandhar,dhanal kalan,425
2021-03-13,jalandhar,kahnadhesian,94
2021-03-13,jalandhar,lamba building sohlamohalla,0
2021-03-13,jalandhar,lidhran   ( kartarpur),110
2021-03-13,jalandhar,nangal,142
2021-03-13,jalandhar,noor mahal choudharymohallaphillor,0
2021-03-13,jalandhar,noormahal,206
2021-03-13,jalandhar,ravidaspuraphillor,0
2021-03-13,jalandhar,rehmanpur,215
2021-03-13,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-13,ludhiana,"263 narotam nagar court road, khanna",215
2021-03-13,ludhiana,"508-r model town, ludhiana",834
2021-03-13,ludhiana,"509-f saheed bhagat singh nagar, ludhiana",242
2021-03-13,mansa,"ward no. 21 nangal colony, mansa",82
2021-03-13,mohali,"#62, block a, sunny enclave, kharar",0
2021-03-13,pathankot,"pranav cottage saigal hospital lane, friends colony",67
2021-03-13,patiala,"deep nagar, patiala street no. 3 (arround house no. 2)",21
2021-03-13,patiala,"partap nagar, patiala (arround 27d & 25d house no.)",73
2021-03-13,patiala,"raja enclave, near 21 no. phatak patiala around #22",12
2021-03-13,patiala,"street no.5 ranjeet nagar block-a, patiala",0
2021-03-13,sbs nagar,"vikas nagar, nsr",25
2021-03-13,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-14,amritsar,housing board colony-2 (basant avenue),160
2021-03-14,amritsar,market main road (basant avenue),50
2021-03-14,amritsar,"rani ka bagh 104, 106 (gawal mandi)",60
2021-03-14,amritsar,rb estate (verka),46
2021-03-14,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-14,ferozepur,"7 division army area, fzr cantt",70
2021-03-14,ferozepur,new purbaferozeshah,85
2021-03-14,gurdaspur,"devidaspur, naushera village",354
2021-03-14,gurdaspur,duggal street dwl,51
2021-03-14,gurdaspur,lehal,80
2021-03-14,gurdaspur,rania,48
2021-03-14,gurdaspur,satkoha -2,2127
2021-03-14,gurdaspur,sohal,5725
2021-03-14,hoshiarpur,ajnoha,513
2021-03-14,hoshiarpur,bahowal,438
2021-03-14,hoshiarpur,barian kalan,532
2021-03-14,hoshiarpur,bhattan mohalla,133
2021-03-14,hoshiarpur,binjo,578
2021-03-14,hoshiarpur,bora,468
2021-03-14,hoshiarpur,chagran,435
2021-03-14,hoshiarpur,chak ronta,518
2021-03-14,hoshiarpur,dada,498
2021-03-14,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-14,hoshiarpur,dhada khurd,368
2021-03-14,hoshiarpur,dhamai,548
2021-03-14,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-14,hoshiarpur,hakumatpur,712
2021-03-14,hoshiarpur,harta,469
2021-03-14,hoshiarpur,jassowal,415
2021-03-14,hoshiarpur,jaurian mohalla,153
2021-03-14,hoshiarpur,kot fatuhi,467
2021-03-14,hoshiarpur,mahilpur ward no.4,294
2021-03-14,hoshiarpur,mithewal,265
2021-03-14,hoshiarpur,nadalon,583
2021-03-14,hoshiarpur,pandori mehtma,463
2021-03-14,hoshiarpur,village souli,543
2021-03-14,jalandhar,dhanal kalan,425
2021-03-14,jalandhar,kahnadhesian,94
2021-03-14,jalandhar,lamba building sohlamohalla,0
2021-03-14,jalandhar,lidhran   ( kartarpur),110
2021-03-14,jalandhar,nangal,142
2021-03-14,jalandhar,noor mahal choudharymohallaphillor,0
2021-03-14,jalandhar,noormahal,206
2021-03-14,jalandhar,ravidaspuraphillor,0
2021-03-14,jalandhar,rehmanpur,215
2021-03-14,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-14,ludhiana,"263 narotam nagar court road, khanna",215
2021-03-14,ludhiana,"508-r model town, ludhiana",834
2021-03-14,ludhiana,"509-f saheed bhagat singh nagar, ludhiana",242
2021-03-14,mansa,"ward no. 21 nangal colony, mansa",82
2021-03-14,mohali,"#62, block a, sunny enclave, kharar",0
2021-03-14,pathankot,"pranav cottage saigal hospital lane, friends colony",67
2021-03-14,patiala,"deep nagar, patiala street no. 3 (arround house no. 2)",21
2021-03-14,patiala,"partap nagar, patiala (arround 27d & 25d house no.)",73
2021-03-14,patiala,"raja enclave, near 21 no. phatak patiala around #22",12
2021-03-14,patiala,"street no.5 ranjeet nagar block-a, patiala",0
2021-03-14,sbs nagar,"vikas nagar, nsr",25
2021-03-14,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-15,amritsar,b-block (ranjit avenue),47
2021-03-15,amritsar,gawal mandi,60
2021-03-15,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-15,amritsar,housing board colony-2 (basant avenue),160
2021-03-15,amritsar,market main road (basant avenue),50
2021-03-15,amritsar,"rani ka bagh 104, 106 (gawal mandi)",60
2021-03-15,amritsar,rb estate (verka),46
2021-03-15,fazilika,"ridhisidhicolony ,abohar",147
2021-03-15,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-15,ferozepur,"7 division army area, fzr cantt",70
2021-03-15,ferozepur,new purbaferozeshah,85
2021-03-15,gurdaspur,"devidaspur, naushera village",354
2021-03-15,gurdaspur,duggal street,51
2021-03-15,gurdaspur,lehal,80
2021-03-15,gurdaspur,rania,48
2021-03-15,gurdaspur,satkoha -2,2127
2021-03-15,gurdaspur,sohal,5725
2021-03-15,hoshiarpur,ajnoha,513
2021-03-15,hoshiarpur,bahowal,438
2021-03-15,hoshiarpur,barian kalan,532
2021-03-15,hoshiarpur,bhattan mohalla,133
2021-03-15,hoshiarpur,binjo,578
2021-03-15,hoshiarpur,bora,468
2021-03-15,hoshiarpur,chagran,435
2021-03-15,hoshiarpur,chak ronta,518
2021-03-15,hoshiarpur,dada,498
2021-03-15,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-15,hoshiarpur,dhada khurd,368
2021-03-15,hoshiarpur,dhamai,548
2021-03-15,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-15,hoshiarpur,hakumatpur,712
2021-03-15,hoshiarpur,harta,469
2021-03-15,hoshiarpur,jassowal,415
2021-03-15,hoshiarpur,jaurian mohalla,153
2021-03-15,hoshiarpur,kot fatuhi,467
2021-03-15,hoshiarpur,lehra,458
2021-03-15,hoshiarpur,mahilpur ward no.4,294
2021-03-15,hoshiarpur,mehrowal,356
2021-03-15,hoshiarpur,mithewal,265
2021-03-15,hoshiarpur,nadalon,583
2021-03-15,hoshiarpur,pandori mehtma,463
2021-03-15,hoshiarpur,singriwal,516
2021-03-15,hoshiarpur,village souli,543
2021-03-15,jalandhar,dhanal kalan,425
2021-03-15,jalandhar,kahnadhesian,94
2021-03-15,jalandhar,lamba building sohlamohalla,0
2021-03-15,jalandhar,lidhran   ( kartarpur),690
2021-03-15,jalandhar,nangal,142
2021-03-15,jalandhar,noor mahal choudharymohallaphillor,0
2021-03-15,jalandhar,noormahal,206
2021-03-15,jalandhar,ravidaspuraphillor,0
2021-03-15,jalandhar,rehmanpur,355
2021-03-15,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-15,ludhiana,"263 narotam nagar court road, khanna",215
2021-03-15,ludhiana,"508-r model town, ludhiana",834
2021-03-15,ludhiana,"509-f saheed bhagat singh nagar, ludhiana",242
2021-03-15,mansa,"ward no. 21 nangal colony,",82
2021-03-15,mohali,"#177, shivalik vihar, zirakpur",0
2021-03-15,mohali,"#605, phase 10, mohali",0
2021-03-15,mohali,"#62, block a, sunny enclave, kharar",0
2021-03-15,mohali,"#866, vikasnagar, nayagaon",0
2021-03-15,mohali,national dental college derabassi,0
2021-03-15,mohali,village dharamgarh,0
2021-03-15,pathankot,"pranav cottage saigal hospital lane, friends colony",67
2021-03-15,pathankot,shastri nagar,14
2021-03-15,patiala,"24b, ram bagh colony, near leelabhawan",9
2021-03-15,patiala,"raja enclave, near 21 no. phatak patiala around #22",12
2021-03-15,patiala,"street no.5 ranjeet nagar block-a, patiala",0
2021-03-15,sbs nagar,"vikas nagar, nsr",25
2021-03-15,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-15,sbs nagar,vpofarala tehsil banga,0
2021-03-16,amritsar,b-block (ranjit avenue),47
2021-03-16,amritsar,gawal mandi,60
2021-03-16,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-16,amritsar,housing board colony-2 (basant avenue),160
2021-03-16,amritsar,market main road (basant avenue),50
2021-03-16,amritsar,"rani ka bagh 104, 106 (gawal mandi)",60
2021-03-16,amritsar,rb estate (verka),46
2021-03-16,fazilika,"ridhisidhicolony ,abohar",147
2021-03-16,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-16,ferozepur,"7 division army area, fzr cantt",70
2021-03-16,ferozepur,new purbaferozeshah,85
2021-03-16,gurdaspur,"devidaspur, naushera village",354
2021-03-16,gurdaspur,duggal street dwl,51
2021-03-16,gurdaspur,lehal,80
2021-03-16,gurdaspur,rania,48
2021-03-16,gurdaspur,satkoha -2,2127
2021-03-16,gurdaspur,sohal,5725
2021-03-16,hoshiarpur,ajnoha,513
2021-03-16,hoshiarpur,bahowal,438
2021-03-16,hoshiarpur,barian kalan,532
2021-03-16,hoshiarpur,bhattan mohalla,133
2021-03-16,hoshiarpur,binjo,578
2021-03-16,hoshiarpur,bora,468
2021-03-16,hoshiarpur,chagran,435
2021-03-16,hoshiarpur,chak ronta,518
2021-03-16,hoshiarpur,dada,498
2021-03-16,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-16,hoshiarpur,dhada khurd,368
2021-03-16,hoshiarpur,dhamai,548
2021-03-16,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-16,hoshiarpur,hakumatpur,712
2021-03-16,hoshiarpur,harta,469
2021-03-16,hoshiarpur,jassowal,415
2021-03-16,hoshiarpur,jaurian mohalla,153
2021-03-16,hoshiarpur,kot fatuhi,467
2021-03-16,hoshiarpur,lehra,458
2021-03-16,hoshiarpur,mahilpur ward no.4,294
2021-03-16,hoshiarpur,mehrowal,356
2021-03-16,hoshiarpur,mithewal,265
2021-03-16,hoshiarpur,nadalon,583
2021-03-16,hoshiarpur,pandori mehtma,463
2021-03-16,hoshiarpur,singriwal,516
2021-03-16,hoshiarpur,village souli,543
2021-03-16,jalandhar,dhanal kalan,425
2021-03-16,jalandhar,kahnadhesian,94
2021-03-16,jalandhar,lamba building sohlamohalla,0
2021-03-16,jalandhar,lidhran                              ( kartarpur),690
2021-03-16,jalandhar,nangal,142
2021-03-16,jalandhar,noor mahal choudharymohallaphillor,0
2021-03-16,jalandhar,noormahal,206
2021-03-16,jalandhar,ravidaspuraphillor,0
2021-03-16,jalandhar,rehmanpur,355
2021-03-16,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-16,ludhiana,"263 narotam nagar court road, khanna",215
2021-03-16,ludhiana,"508-r model town, ludhiana",834
2021-03-16,ludhiana,"509-f saheed bhagat singh nagar, ludhiana",242
2021-03-16,mansa,"ward no. 21 nangal colony, mansa",82
2021-03-16,mohali,"#177, shivalik vihar, zirakpur",0
2021-03-16,mohali,"#605, phase 10, mohali",0
2021-03-16,mohali,"#62, block a, sunny enclave, kharar",0
2021-03-16,mohali,"#866, vikasnagar, nayagaon",0
2021-03-16,mohali,national dental college derabassi,0
2021-03-16,mohali,village dharamgarh,0
2021-03-16,pathankot,"pranav cottage saigal hospital lane, friends colony",67
2021-03-16,pathankot,shastri nagar,14
2021-03-16,patiala,"24b, ram bagh colony, near leelabhawan",9
2021-03-16,patiala,"raja enclave, near 21 no. phatak patiala around #22",12
2021-03-16,patiala,"street no.5 ranjeet nagar block-a, patiala",0
2021-03-16,sbs nagar,"vikas nagar, nsr",25
2021-03-16,sbs nagar,"vill. ratinda,",90
2021-03-16,sbs nagar,vpofarala tehsil banga,0
2021-03-17,amritsar,b-block (ranjit avenue),47
2021-03-17,amritsar,gawal mandi,60
2021-03-17,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-17,amritsar,housing board colony-2 (basant avenue),160
2021-03-17,amritsar,market main road (basant avenue),50
2021-03-17,amritsar,rb estate (verka),46
2021-03-17,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-17,fazilika,"ridhi sidhi colony , abohar",214
2021-03-17,fazilika,"vpo banwala hanwanta, fazilka",250
2021-03-17,ferozepur,"7 division army area, fzr cantt",70
2021-03-17,ferozepur,new purba ferozeshah,85
2021-03-17,gurdaspur,"devidaspur, naushera village",354
2021-03-17,gurdaspur,duggal street dwl,51
2021-03-17,gurdaspur,lehal,80
2021-03-17,gurdaspur,rania,48
2021-03-17,gurdaspur,satkoha -2,2127
2021-03-17,gurdaspur,sohal,5725
2021-03-17,hoshiarpur,ajnoha,513
2021-03-17,hoshiarpur,bahowal,438
2021-03-17,hoshiarpur,barian kalan,532
2021-03-17,hoshiarpur,bhattan mohalla,133
2021-03-17,hoshiarpur,binjo,578
2021-03-17,hoshiarpur,bora,468
2021-03-17,hoshiarpur,chagran,435
2021-03-17,hoshiarpur,chak ronta,518
2021-03-17,hoshiarpur,dada,498
2021-03-17,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-17,hoshiarpur,dhada khurd,368
2021-03-17,hoshiarpur,dhamai,548
2021-03-17,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-17,hoshiarpur,hakumatpur,712
2021-03-17,hoshiarpur,harta,469
2021-03-17,hoshiarpur,jassowal,415
2021-03-17,hoshiarpur,jaurian mohalla,153
2021-03-17,hoshiarpur,kot fatuhi,467
2021-03-17,hoshiarpur,lehra,458
2021-03-17,hoshiarpur,mahilpur ward no.4,294
2021-03-17,hoshiarpur,mehrowal,356
2021-03-17,hoshiarpur,mithewal,265
2021-03-17,hoshiarpur,nadalon,583
2021-03-17,hoshiarpur,pandori mehtma,463
2021-03-17,hoshiarpur,singriwal,516
2021-03-17,hoshiarpur,village souli,543
2021-03-17,jalandhar,chachowal,482
2021-03-17,jalandhar,choudhary mohalla,144
2021-03-17,jalandhar,kahna dhesian,94
2021-03-17,jalandhar,kasturba nagar,475
2021-03-17,jalandhar,lidhran                       ( kartarpur),110
2021-03-17,jalandhar,nangal,142
2021-03-17,jalandhar,noormahal,243
2021-03-17,jalandhar,ravidasspura,72
2021-03-17,jalandhar,rehmanpur,355
2021-03-17,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-17,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-17,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-17,ludhiana,"30 east model gram, ludhiana",625
2021-03-17,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-17,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-17,ludhiana,"96- a agar nagar, ludhiana",545
2021-03-17,mansa,"ward no. 21 nangal colony, mansa",90
2021-03-17,mohali,"#177, shivalik vihar, zirakpur",0
2021-03-17,mohali,"#605, phase 10, mohali",0
2021-03-17,mohali,"#62, block a, sunny enclave, kharar",0
2021-03-17,mohali,"#866, vikas nagar, nayagaon",0
2021-03-17,mohali,national dental college derabassi,0
2021-03-17,mohali,village dharamgarh,0
2021-03-17,pathankot,"pranav cottage saigal hospital lane, friends colony",31
2021-03-17,pathankot,shastri nagar,67
2021-03-17,patiala,"24b, ram bagh colony, near leela bhawan",9
2021-03-17,patiala,"raja enclave, near 21 no. phatak patiala around #22",12
2021-03-17,patiala,"street no.5 ranjeet nagar block-a, patiala",0
2021-03-17,sbs nagar,"vikas nagar, nsr",25
2021-03-17,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-17,sbs nagar,vpo farala tehsil banga,0
2021-03-18,amritsar,b-block (ranjit avenue),47
2021-03-18,amritsar,gawal mandi,60
2021-03-18,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-18,amritsar,housing board colony-2 (basant avenue),160
2021-03-18,amritsar,market main road (basant avenue),50
2021-03-18,amritsar,sjs avenue gali no. 2(verka),96
2021-03-18,amritsar,sjs avenue gali no. 4a,124
2021-03-18,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-18,fazilika,"ridhisidhicolony ,abohar",214
2021-03-18,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-18,ferozepur,"7 division army area, fzr cantt",70
2021-03-18,ferozepur,new purbaferozeshah,85
2021-03-18,hoshiarpur,ajnoha,513
2021-03-18,hoshiarpur,bahowal,438
2021-03-18,hoshiarpur,barian kalan,532
2021-03-18,hoshiarpur,bhattan mohalla,133
2021-03-18,hoshiarpur,binjo,578
2021-03-18,hoshiarpur,bora,468
2021-03-18,hoshiarpur,chagran,435
2021-03-18,hoshiarpur,chak ronta,518
2021-03-18,hoshiarpur,dada,498
2021-03-18,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-18,hoshiarpur,dhada khurd,368
2021-03-18,hoshiarpur,dhamai,548
2021-03-18,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-18,hoshiarpur,hakumatpur,712
2021-03-18,hoshiarpur,harta,469
2021-03-18,hoshiarpur,jassowal,415
2021-03-18,hoshiarpur,jaurian mohalla,153
2021-03-18,hoshiarpur,kot fatuhi,467
2021-03-18,hoshiarpur,lehra,458
2021-03-18,hoshiarpur,mahilpur ward no.4,294
2021-03-18,hoshiarpur,mehrowal,356
2021-03-18,hoshiarpur,mithewal,265
2021-03-18,hoshiarpur,nadalon,583
2021-03-18,hoshiarpur,pandori mehtma,463
2021-03-18,hoshiarpur,singriwal,516
2021-03-18,hoshiarpur,village souli,543
2021-03-18,jalandhar,chachowal,482
2021-03-18,jalandhar,choudhary mohalla,144
2021-03-18,jalandhar,kahnadhesian,94
2021-03-18,jalandhar,kasturba nagar,475
2021-03-18,jalandhar,lidhran   ( kartarpur),110
2021-03-18,jalandhar,nangal,142
2021-03-18,jalandhar,noormahal,243
2021-03-18,jalandhar,ravidasspura,72
2021-03-18,jalandhar,rehmanpur,355
2021-03-18,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-18,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-18,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-18,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-18,ludhiana,"30 east model gram, ludhiana",625
2021-03-18,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-18,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-18,ludhiana,"96- a agar nagar, ludhiana",545
2021-03-18,mansa,"ward no. 21 nangal colony, mansa",90
2021-03-18,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-18,mohali,"#204, nirmalchayya, vip road, zirakpur",10
2021-03-18,mohali,"#495, phase 10, mohali",54
2021-03-18,mohali,"#866, vikasnagar, nayagaon",20
2021-03-18,mohali,"4606 a, sector-70, mohali",79
2021-03-18,mohali,national dental college,15
2021-03-18,mohali,village dharamgarh,10
2021-03-18,pathankot,"pranav cottage saigal hospital lane, friends colony",31
2021-03-18,pathankot,shastri nagar,67
2021-03-18,patiala,"#5b, new lal bagh, patiala.",17
2021-03-18,patiala,"#61c partap nagar, patiala",12
2021-03-18,patiala,"24b ram bagh colony, near leela bhawan, patiala",14
2021-03-18,patiala,urban estate ph-2 around,0
2021-03-18,sbs nagar,"vikas nagar, nsr",25
2021-03-18,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-18,sbs nagar,vpofarala tehsil banga,0
2021-03-20,amritsar,b-block (ranjit avenue),47
2021-03-20,amritsar,gawal mandi,60
2021-03-20,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-20,amritsar,housing board colony-2 (basant avenue),160
2021-03-20,amritsar,market main road (basant avenue),50
2021-03-20,amritsar,sjs avenue gali no. 2(verka),96
2021-03-20,amritsar,sjs avenue gali no. 4a,124
2021-03-20,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-20,fazilika,"ridhisidhicolony ,abohar",214
2021-03-20,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-20,ferozepur,"7 division army area, fzr cantt",70
2021-03-20,ferozepur,new purbaferozeshah,85
2021-03-20,hoshiarpur,ajnoha,513
2021-03-20,hoshiarpur,bahowal,438
2021-03-20,hoshiarpur,barian kalan,532
2021-03-20,hoshiarpur,bhattan mohalla,133
2021-03-20,hoshiarpur,binjo,578
2021-03-20,hoshiarpur,bora,468
2021-03-20,hoshiarpur,chagran,435
2021-03-20,hoshiarpur,chak ronta,518
2021-03-20,hoshiarpur,dada,498
2021-03-20,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-20,hoshiarpur,dhada khurd,368
2021-03-20,hoshiarpur,dhamai,548
2021-03-20,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-20,hoshiarpur,hakumatpur,712
2021-03-20,hoshiarpur,harta,469
2021-03-20,hoshiarpur,jassowal,415
2021-03-20,hoshiarpur,jaurian mohalla,153
2021-03-20,hoshiarpur,kot fatuhi,467
2021-03-20,hoshiarpur,lehra,458
2021-03-20,hoshiarpur,mahilpur ward no.4,294
2021-03-20,hoshiarpur,mehrowal,356
2021-03-20,hoshiarpur,mithewal,265
2021-03-20,hoshiarpur,nadalon,583
2021-03-20,hoshiarpur,pandori mehtma,463
2021-03-20,hoshiarpur,singriwal,516
2021-03-20,hoshiarpur,village souli,543
2021-03-20,jalandhar,chachowal,482
2021-03-20,jalandhar,choudhary mohalla,144
2021-03-20,jalandhar,kahnadhesian,94
2021-03-20,jalandhar,kasturba nagar,475
2021-03-20,jalandhar,lidhran   ( kartarpur),110
2021-03-20,jalandhar,nangal,142
2021-03-20,jalandhar,noormahal,243
2021-03-20,jalandhar,ravidasspura,72
2021-03-20,jalandhar,rehmanpur,355
2021-03-20,ludhiana,"14 parkash colony, barewal road, ludhiana",420
2021-03-20,ludhiana,"179 sunrise colony, vill- dad (pakhowal), ludhiana",400
2021-03-20,ludhiana,"19- k st no-3, backside- greenland school, aman nagar, jal bye pass,ludhiana",220
2021-03-20,ludhiana,"2876 gurdev nagar, ludhiana",232
2021-03-20,ludhiana,"30 east model gram, ludhiana",625
2021-03-20,ludhiana,"4834, st no -19, durga puri, haibowal, ludhiana",178
2021-03-20,ludhiana,"728 chandar nagar, ludhiana",915
2021-03-20,ludhiana,"96- a agar nagar, ludhiana",545
2021-03-20,mansa,"ward no. 21 nangal colony, mansa",90
2021-03-20,mohali,"#177, shivalik vihar, zirakpur",126
2021-03-20,mohali,"#204, nirmalchayya, vip road, zirakpur",10
2021-03-20,mohali,"#495, phase 10, mohali",54
2021-03-20,mohali,"#866, vikasnagar, nayagaon",20
2021-03-20,mohali,"4606 a, sector-70, mohali",79
2021-03-20,mohali,national dental college,15
2021-03-20,mohali,village dharamgarh,10
2021-03-20,pathankot,"pranav cottage saigal hospital lane, friends colony",31
2021-03-20,pathankot,shastri nagar,67
2021-03-20,patiala,"#5b, new lal bagh, patiala.",17
2021-03-20,patiala,"#61c partap nagar, patiala",12
2021-03-20,patiala,"24b ram bagh colony, near leela bhawan, patiala",14
2021-03-20,patiala,urban estate ph-2 around,0
2021-03-20,sbs nagar,"vikas nagar, nsr",25
2021-03-20,sbs nagar,"vill. ratinda, mukandpur",90
2021-03-20,sbs nagar,vpofarala tehsil banga,0
2021-03-21,amritsar,b-block (ranjit avenue),47
2021-03-21,amritsar,gawal mandi,60
2021-03-21,amritsar,guru amar dass avenue d-block (ranjit avenue),50
2021-03-21,amritsar,housing board colony-2 (basant avenue),160
2021-03-21,amritsar,market main road (basant avenue),50
2021-03-21,amritsar,sjs avenue gali no. 2(verka),96
2021-03-21,amritsar,sjs avenue gali no. 4a,124
2021-03-21,fatehgarh sahib,"nai sarahavan, bassi pathana",45
2021-03-21,fazilika,"ridhisidhicolony ,abohar",214
2021-03-21,fazilika,"vpo banwalahanwanta, fazilka",250
2021-03-21,ferozepur,"7 division army area, fzr cantt",70
2021-03-21,ferozepur,new purbaferozeshah,85
2021-03-21,hoshiarpur,ajnoha,513
2021-03-21,hoshiarpur,bahowal,438
2021-03-21,hoshiarpur,barian kalan,532
2021-03-21,hoshiarpur,bhattan mohalla,133
2021-03-21,hoshiarpur,binjo,578
2021-03-21,hoshiarpur,bora,468
2021-03-21,hoshiarpur,chagran,435
2021-03-21,hoshiarpur,chak ronta,518
2021-03-21,hoshiarpur,dada,498
2021-03-21,hoshiarpur,dasmesh nagar hoshiarpur,435
2021-03-21,hoshiarpur,dhada khurd,368
2021-03-21,hoshiarpur,dhamai,548
2021-03-21,hoshiarpur,gokal nagar hoshiarpur,428
2021-03-21,hoshiarpur,hakumatpur,712
2021-03-21,hoshiarpur,harta,469
2021-03-21,hoshiarpur,jassowal,415
2021-03-21,hoshiarpur,jaurian mohalla,153
2021-03-21,hoshiarpur,kot fatuhi,467
2021-03-21,hoshiarpur,lehra,458
2021-03-21,hoshiarpur,mahilpur ward no.4,294
2021-03-21,hoshiarpur,mehrowal,356
2021-03-21,hoshiarpur,mithewal,265
2021-03-21,hoshiarpur,nadalon,583
2021-03-21,hoshiarpur,pandori mehtma,463
2021-03-21,hoshiarpur,singriwal,516
2021-03-21,hoshiarpur,village souli,543
2021-03-21,jalandhar,chachowal,482
2021-03-21,jalandhar,choudhary mohalla,144
2021-03-21,jalandhar,kahnadhesian,94
2021-03-21,jalandhar,kasturba nagar,475
2021-03-21,jalandhar,lidhran   ( kartarpur),110
2021-03-21,jalandhar,nangal,142
2021-03-21,jalandhar,noormahal,243
2021-03-21,jalandhar,ravidasspura,72
2021-03-21,jalandhar,rehmanpur,355
2021-03-21,ludhiana,"14 parkash colony, barewal road, ludhiana",420
