date,district,cases_new,cases_total,discharged_new,discharged_total,active_cases_total,deaths_new,deaths_total,non_covid_deaths
2020-08-28,dharwada,299,10458,565,7801,2359,9,298,0
2020-08-28,gadag,169,4795,68,3379,1342,3,74,0
2020-08-28,hassana,357,7242,167,4767,2307,1,168,0
2020-08-28,haveri,132,4038,154,2658,1289,0,91,0
2020-08-28,kalaburagi,222,11179,87,9004,1975,2,200,0
2020-08-28,kodagu,28,1303,24,1070,215,1,18,0
2020-08-28,kolara,74,3269,1,2489,721,3,59,0
2020-08-28,koppala,217,5775,252,4170,1483,3,122,0
2020-08-28,others*,0,36,0,33,0,0,3,0
2020-08-28,raichuru,178,6691,227,5219,1390,1,82,0
2020-08-28,ramanagara,87,2949,174,2149,776,1,24,0
2020-08-28,shivamogga,314,7515,83,4793,2619,7,103,0
2020-08-28,tumakuru,250,4904,36,3223,1542,4,139,0
2020-08-28,udupi,176,11089,187,8262,2733,2,94,0
2020-08-28,uttara kannada,147,4610,88,3388,1171,3,51,0
2020-08-28,vijayapura,139,6332,152,5431,806,4,95,0
2020-08-28,yadagiri,66,5107,27,3438,1631,3,38,0
2020-08-29,bagalakote,152,5910,138,4991,846,1,73,0
2020-08-29,ballari,468,20548,773,15120,5176,4,252,0
2020-08-29,belagavi,276,11719,536,7870,3669,3,180,0
2020-08-29,bengaluru rural,182,4665,397,4014,624,0,27,0
2020-08-29,bengaluru urban,2993,124442,2174,85215,37315,25,1911,1
2020-08-29,bidar,46,4437,87,3698,602,0,133,4
2020-08-29,chamarajanagara,45,2261,27,1729,488,0,33,11
2020-08-29,chikkaballapura,102,3972,99,3253,658,0,60,1
2020-08-29,chikkamagaluru,129,3748,222,2592,1088,3,68,0
2020-08-29,chitradurga,100,2456,28,1616,820,0,20,0
2020-08-29,dakshina kannada,272,12109,236,9209,2550,7,348,2
2020-08-29,davanagere,319,8857,228,6464,2212,3,181,0
2020-08-29,dharwada,290,10748,319,8120,2321,9,307,0
2020-08-29,gadag,181,4976,131,3510,1391,1,75,0
2020-08-29,hassana,325,7567,218,4985,2408,6,174,0
2020-08-29,haveri,93,4131,99,2757,1274,9,100,0
2020-08-29,kalaburagi,173,11352,317,9321,1827,4,204,0
2020-08-29,kodagu,46,1349,38,1108,222,1,19,0
2020-08-29,kolara,51,3320,77,2566,692,3,62,0
2020-08-29,koppala,238,6013,111,4281,1607,3,125,0
2020-08-29,mandya,194,5113,223,3557,1500,3,56,0
2020-08-29,mysuru,309,16810,546,12130,4253,11,427,0
2020-08-29,others*,0,36,0,33,0,0,3,0
2020-08-29,raichuru,186,6877,116,5335,1458,2,84,0
2020-08-29,ramanagara,153,3102,195,2344,733,1,25,0
2020-08-29,shivamogga,333,7848,212,5005,2735,5,108,0
2020-08-29,tumakuru,138,5042,143,3366,1532,5,144,0
2020-08-29,udupi,172,11261,219,8481,2686,0,94,0
2020-08-29,uttara kannada,130,4740,50,3438,1250,1,52,0
2020-08-29,vijayapura,130,6462,86,5517,846,4,99,0
2020-08-29,yadagiri,98,5205,65,3503,1663,1,39,0
2020-08-30,bagalakote,132,6042,184,5175,794,0,73,0
2020-08-30,ballari,428,20976,274,15394,5327,3,255,0
2020-08-30,belagavi,357,12076,715,8585,3307,4,184,0
2020-08-30,bengaluru rural,55,4720,0,4014,677,2,29,0
2020-08-30,bengaluru urban,2821,127263,2406,87621,37703,27,1938,1
2020-08-30,bidar,73,4510,21,3719,653,1,134,4
2020-08-30,chamarajanagara,54,2315,12,1741,529,1,34,11
2020-08-30,chikkaballapura,127,4099,40,3293,743,2,62,1
2020-08-30,chikkamagaluru,207,3955,97,2689,1196,2,70,0
2020-08-30,chitradurga,95,2551,0,1616,913,2,22,0
2020-08-30,dakshina kannada,334,12443,213,9422,2665,6,354,2
2020-08-30,davanagere,373,9230,168,6632,2413,4,185,0
2020-08-30,dharwada,300,11048,249,8369,2363,9,316,0
2020-08-30,gadag,196,5172,134,3644,1450,3,78,0
2020-08-30,hassana,268,7835,190,5175,2485,1,175,0
2020-08-30,haveri,105,4236,111,2868,1265,3,103,0
2020-08-30,kalaburagi,199,11551,159,9480,1865,2,206,0
2020-08-30,kodagu,65,1414,39,1147,246,2,21,0
2020-08-30,kolara,82,3402,49,2615,725,0,62,0
2020-08-30,koppala,240,6253,181,4462,1663,3,128,0
2020-08-30,others*,0,36,0,33,0,0,3,0
2020-08-30,raichuru,147,7024,134,5469,1469,2,86,0
2020-08-30,ramanagara,114,3216,64,2408,781,2,27,0
2020-08-30,shivamogga,292,8140,191,5196,2831,5,113,0
2020-08-30,tumakuru,314,5356,193,3559,1651,2,146,0
2020-08-30,udupi,254,11515,195,8676,2745,0,94,0
2020-08-30,uttara kannada,113,4853,180,3618,1183,0,52,0
2020-08-30,vijayapura,127,6589,196,5713,773,4,103,0
2020-08-30,yadagiri,67,5272,334,3837,1395,1,40,0
2020-08-31,bagalakote,172,6214,209,5384,756,1,74,0
2020-08-31,ballari,365,21341,580,15974,5107,5,260,0
2020-08-31,belagavi,154,12230,331,8916,3125,5,189,0
2020-08-31,bengaluru rural,73,6582,0,4014,749,1,30,0
2020-08-31,bengaluru urban,1862,127336,2422,90043,37116,27,1965,1
2020-08-31,bidar,30,4540,120,3839,562,1,135,4
2020-08-31,chamarajanagara,51,2366,47,1788,531,2,36,11
2020-08-31,chikkaballapura,68,4167,39,3332,771,1,63,1
2020-08-31,chikkamagaluru,100,4055,75,2764,1219,2,72,0
2020-08-31,chitradurga,286,2837,0,1616,1199,0,22,0
2020-08-31,dakshina kannada,270,12713,367,9789,2556,12,366,2
2020-08-31,davanagere,257,9487,371,7003,2293,6,191,0
2020-08-31,dharwada,279,11327,296,8665,2337,9,325,0
2020-08-31,gadag,178,5350,100,3744,1527,1,79,0
2020-08-31,hassana,217,8052,138,5313,2562,2,177,0
2020-08-31,haveri,63,4299,105,2973,1218,5,108,0
2020-08-31,kalaburagi,161,11712,38,9518,1984,4,210,0
2020-08-31,kodagu,17,1431,2,1149,261,0,21,0
2020-08-31,kolara,60,3462,58,2673,726,1,63,0
2020-08-31,koppala,200,6453,94,4556,1768,1,129,0
2020-08-31,mandya,159,5451,61,3735,1654,4,62,0
2020-08-31,mysuru,405,17949,368,12753,4752,6,444,0
2020-08-31,others*,0,36,0,33,0,0,3,0
2020-08-31,raichuru,140,7164,194,5663,1413,2,88,0
2020-08-31,ramanagara,69,3285,11,2419,837,2,29,0
2020-08-31,shivamogga,168,8308,245,5441,2750,4,117,0
2020-08-31,tumakuru,316,5672,156,3715,1808,3,149,0
2020-08-31,udupi,83,11598,303,8979,2523,2,96,0
2020-08-31,uttara kannada,86,4939,78,3696,1190,1,53,0
2020-08-31,vijayapura,84,6673,112,5825,742,3,106,0
2020-08-31,yadagiri,122,5394,318,4155,1199,0,40,0
2020-09-01,bagalakote,136,6350,81,5465,809,2,76,0
2020-09-01,ballari,393,21734,351,16325,5145,4,264,0
2020-09-01,belagavi,316,12546,95,9011,3339,7,196,0
2020-09-01,bengaluru rural,145,4938,38,4052,854,2,32,0
2020-09-01,bengaluru urban,2967,132092,1137,91180,38906,40,2005,1
2020-09-01,bidar,63,4603,96,3935,529,0,135,4
2020-09-01,chamarajanagara,49,2415,61,1849,518,1,37,11
2020-09-01,chikkaballapura,106,4273,81,3413,794,2,65,1
2020-09-01,chikkamagaluru,210,4265,67,2831,1360,2,74,0
2020-09-01,chitradurga,164,3001,63,1679,1300,0,22,0
2020-09-01,dakshina kannada,352,13065,363,10152,2538,7,373,2
2020-09-01,davanagere,289,9776,362,7365,2216,4,195,0
2020-09-01,dharwada,199,11526,235,8900,2299,2,327,0
2020-09-01,gadag,194,5544,73,3817,1646,2,81,0
2020-09-01,hassana,461,8513,205,5518,2807,11,188,0
2020-09-01,haveri,153,4452,111,3084,1258,2,110,0
2020-09-01,kalaburagi,220,11932,86,9604,2114,4,214,0
2020-09-01,kodagu,54,1485,14,1163,301,0,21,0
2020-09-01,kolara,64,3526,59,2732,730,1,64,0
2020-09-01,koppala,195,6648,210,4766,1749,4,133,0
2020-09-01,mandya,197,5648,100,3835,1750,1,63,0
2020-09-01,mysuru,737,18686,178,12931,5299,12,456,0
2020-09-01,others*,0,36,0,33,0,0,3,0
2020-09-01,raichuru,245,7409,82,5745,1573,3,91,0
2020-09-01,ramanagara,105,3390,45,2464,896,1,30,0
2020-09-01,shivamogga,233,8541,204,5645,2769,10,127,0
2020-09-01,tumakuru,327,5999,233,3948,1899,3,152,0
2020-09-01,udupi,161,11759,250,9229,2432,2,98,0
2020-09-01,uttara kannada,114,5053,68,3764,1235,1,54,0
2020-09-01,vijayapura,67,6740,112,5937,693,4,110,0
2020-09-01,yadagiri,142,5536,99,4254,1241,1,41,0
2020-09-02,bagalakote,166,6516,87,5552,888,0,76,0
2020-09-02,ballari,433,22167,470,16795,5103,5,269,0
2020-09-02,belagavi,470,13016,132,9143,3676,1,197,0
2020-09-02,bengaluru rural,146,5084,140,4192,860,0,32,0
2020-09-02,bengaluru urban,3420,135512,2383,93563,39911,32,2037,1
2020-09-02,bidar,62,4665,91,4026,499,1,136,4
2020-09-02,chamarajanagara,67,2482,64,1913,520,1,38,11
2020-09-02,chikkaballapura,100,4373,61,3474,833,0,65,1
2020-09-02,chikkamagaluru,117,4382,105,2936,1368,4,78,0
2020-09-02,chitradurga,174,3175,91,1770,1380,3,25,0
2020-09-02,dakshina kannada,414,13479,346,10498,2600,6,379,2
2020-09-02,davanagere,321,10097,119,7484,2417,1,196,0
2020-09-02,dharwada,327,11853,119,9019,2497,10,337,0
2020-09-02,gadag,195,5739,192,4009,1646,3,84,0
2020-09-02,hassana,290,8803,187,5705,2906,4,192,0
2020-09-02,haveri,149,4601,67,3151,1338,2,112,0
2020-09-02,kalaburagi,194,12126,96,9700,2207,5,219,0
2020-09-02,kodagu,25,1510,31,1194,295,0,21,0
2020-09-02,kolara,83,3609,73,2805,740,0,64,0
2020-09-02,koppala,282,6930,133,4899,1896,2,135,0
2020-09-02,mandya,245,5893,154,3989,1839,2,65,0
2020-09-02,mysuru,667,19353,161,13092,5794,11,467,0
2020-09-02,others*,0,36,0,33,0,0,3,0
2020-09-02,raichuru,232,7641,147,5892,1655,3,94,0
2020-09-02,ramanagara,59,3449,51,2515,903,1,31,0
2020-09-02,shivamogga,342,8883,157,5802,2947,7,134,0
2020-09-02,tumakuru,357,6356,168,4116,2085,3,155,0
2020-09-02,udupi,169,11928,240,9469,2358,3,101,0
2020-09-02,uttara kannada,126,5179,130,3894,1231,0,54,0
2020-09-02,vijayapura,122,6862,79,6016,733,3,113,0
2020-09-02,yadagiri,106,5642,13,4267,1334,0,41,0
2020-09-03,bagalakote,123,6639,79,5631,931,1,77,0
2020-09-03,ballari,424,22591,436,17231,5087,4,273,0
2020-09-03,belagavi,454,13470,245,9388,3885,0,197,0
2020-09-03,bengaluru rural,160,5244,107,4299,906,7,39,0
2020-09-03,bengaluru urban,3189,138701,2631,96194,40440,29,2066,1
2020-09-03,bidar,56,4721,95,4121,460,0,136,4
2020-09-03,chamarajanagara,43,2525,68,1981,495,0,38,11
2020-09-03,chikkaballapura,104,4477,74,3548,863,0,65,1
2020-09-03,chikkamagaluru,123,4505,130,3066,1360,1,79,0
2020-09-03,chitradurga,151,3326,101,1871,1430,0,25,0
2020-09-03,dakshina kannada,316,13795,208,10706,2705,3,382,2
2020-09-03,davanagere,222,10319,139,7623,2500,0,196,0
2020-09-03,dharwada,342,12195,203,9222,2627,9,346,0
2020-09-03,gadag,183,5922,150,4159,1676,3,87,0
2020-09-03,hassana,252,9055,190,5895,2963,5,197,0
2020-09-03,haveri,139,4740,100,3251,1373,4,116,0
2020-09-03,kalaburagi,195,12321,140,9840,2261,1,220,0
2020-09-03,kodagu,82,1592,18,1212,359,0,21,0
2020-09-03,kolara,103,3712,78,2883,765,0,64,0
2020-09-03,koppala,226,7156,149,5048,1965,8,143,0
2020-09-03,mandya,239,6132,50,4039,2028,0,65,0
2020-09-03,mysuru,475,19828,237,13329,6024,8,475,0
2020-09-03,others*,0,36,0,33,0,0,3,0
2020-09-03,raichuru,161,7802,115,6007,1698,3,97,0
2020-09-03,ramanagara,67,3516,23,2538,947,0,31,0
2020-09-03,shivamogga,251,9134,246,6048,2944,8,142,0
2020-09-03,tumakuru,132,6488,530,4646,1684,3,158,0
2020-09-03,udupi,228,12156,328,9797,2254,4,105,0
2020-09-03,uttara kannada,182,5361,43,3937,1369,1,55,0
2020-09-03,vijayapura,131,6993,173,6189,689,2,115,0
2020-09-03,yadagiri,112,5754,36,4303,1410,0,41,0
2020-09-04,bagalakote,98,6737,99,5730,929,1,78,0
2020-09-04,ballari,447,23038,409,17640,5117,8,281,0
2020-09-04,belagavi,278,13748,285,9673,3872,6,203,0
2020-09-04,bengaluru rural,204,5448,101,4400,1005,4,43,0
2020-09-04,bengaluru urban,2963,141664,1732,97926,41646,25,2091,1
2020-09-04,bidar,36,4757,35,4156,458,3,139,4
2020-09-04,chamarajanagara,56,2581,70,2051,480,1,39,11
2020-09-04,chikkaballapura,206,4683,69,3617,999,1,66,1
2020-09-04,chikkamagaluru,223,4728,118,3184,1463,2,81,0
2020-09-04,chitradurga,92,3418,46,1917,1476,0,25,0
2020-09-04,dakshina kannada,428,14223,222,10928,2904,7,389,2
2020-09-04,davanagere,263,10582,125,7748,2628,10,206,0
2020-09-04,dharwada,297,12492,156,9378,2758,10,356,0
2020-09-04,gadag,186,6108,165,4324,1695,2,89,0
2020-09-04,hassana,340,9395,196,6091,3105,2,199,0
2020-09-04,haveri,149,4889,35,3286,1487,0,116,0
2020-09-04,kalaburagi,226,12547,237,10077,2248,2,222,0
2020-09-04,kodagu,44,1636,39,1251,364,0,21,0
2020-09-04,kolara,86,3798,76,2959,774,1,65,0
2020-09-04,koppala,154,7310,214,5262,1904,1,144,0
2020-09-04,mandya,168,6300,103,4142,2092,1,66,0
2020-09-04,mysuru,776,20604,317,13646,6472,11,486,0
2020-09-04,others*,0,36,0,33,0,0,3,0
2020-09-04,raichuru,169,7971,121,6128,1743,3,100,0
2020-09-04,ramanagara,73,3589,43,2581,977,0,31,0
2020-09-04,shivamogga,350,9484,416,6464,2872,6,148,0
2020-09-04,tumakuru,424,6912,142,4788,1962,4,162,0
2020-09-04,udupi,187,12343,332,10129,2107,2,107,0
2020-09-04,uttara kannada,178,5539,135,4072,1411,1,56,0
2020-09-04,vijayapura,85,7078,123,6312,649,2,117,0
2020-09-04,yadagiri,94,5848,0,4303,1504,0,41,0
2020-09-06,bagalakote,180,7061,143,5937,1044,0,80,0
2020-09-06,ballari,396,23800,643,18860,4646,8,294,0
2020-09-06,belagavi,427,14648,233,10237,4200,8,211,0
2020-09-06,bengaluru rural,93,5665,59,4617,1002,0,46,0
2020-09-06,bengaluru urban,2824,147581,4540,105692,39725,38,2163,1
2020-09-06,bidar,83,4959,19,4228,587,1,140,4
2020-09-06,chamarajanagara,41,2653,27,2184,416,0,42,11
2020-09-06,chikkaballapura,81,4897,112,3815,1013,1,68,1
2020-09-06,chikkamagaluru,239,5205,209,3510,1608,2,87,0
2020-09-06,chitradurga,261,3919,49,2160,1734,0,25,0
2020-09-06,dakshina kannada,326,14926,202,11441,3084,1,399,2
2020-09-06,davanagere,221,11198,207,8193,2792,0,213,0
2020-09-06,dharwada,311,13030,252,9927,2733,6,370,0
2020-09-06,gadag,194,6497,181,4704,1699,2,94,0
2020-09-06,hassana,324,10066,316,6558,3301,2,207,0
2020-09-06,haveri,295,5372,209,3654,1602,0,116,0
2020-09-06,kalaburagi,165,12910,215,10522,2163,2,225,0
2020-09-06,kodagu,38,1702,71,1357,323,1,22,0
2020-09-06,kolara,119,4029,45,3174,789,0,66,0
2020-09-06,koppala,198,7751,176,5702,1898,4,151,0
2020-09-06,others*,0,36,0,33,0,0,3,0
2020-09-06,raichuru,187,8344,187,6434,1805,2,105,0
2020-09-06,ramanagara,68,3749,112,2828,887,0,34,0
2020-09-06,shivamogga,329,10159,245,7048,2952,3,159,0
2020-09-06,tumakuru,304,7408,117,5018,2223,3,167,0
2020-09-06,udupi,217,12735,270,10631,1993,0,111,0
2020-09-06,uttara kannada,247,5993,97,4248,1688,1,57,0
2020-09-06,vijayapura,96,7277,125,6512,644,2,121,0
2020-09-06,yadagiri,139,6125,30,4668,1414,2,43,0
2020-09-07,bagalakote,126,7187,126,6062,1044,1,81,0
2020-09-07,ballari,266,24066,652,19500,4265,7,301,0
2020-09-07,belagavi,75,14723,186,10421,4083,8,219,0
2020-09-07,bengaluru rural,77,5742,45,4560,1135,1,47,0
2020-09-07,bengaluru urban,2942,150523,2935,108642,39669,48,2211,1
2020-09-07,bidar,32,4991,38,4264,583,0,140,4
2020-09-07,chamarajanagara,20,2673,35,2219,400,1,43,11
2020-09-07,chikkaballapura,82,4979,107,3922,987,1,69,1
2020-09-07,chikkamagaluru,101,5306,89,3597,1620,2,89,0
2020-09-07,chitradurga,50,3969,73,2233,1711,0,25,0
2020-09-07,dakshina kannada,152,15078,313,11756,2913,8,407,2
2020-09-07,davanagere,199,11397,173,8366,2815,3,216,0
2020-09-07,dharwada,29,13059,283,10210,2469,10,380,0
2020-09-07,gadag,87,6584,198,4903,1585,2,96,0
2020-09-07,hassana,128,10194,349,6908,3075,4,211,0
2020-09-07,haveri,53,5425,276,3930,1379,0,116,0
2020-09-07,kalaburagi,141,13051,241,10772,2050,4,229,0
2020-09-07,kodagu,11,1713,18,1347,343,1,23,0
2020-09-07,kolara,26,4055,105,3281,708,0,66,0
2020-09-07,koppala,139,7890,178,5880,1849,10,161,0
2020-09-07,others*,0,36,0,33,0,0,3,0
2020-09-07,raichuru,22,8366,150,6581,1678,2,107,0
2020-09-07,ramanagara,11,3760,143,2971,754,1,35,0
2020-09-07,shivamogga,150,10309,272,7317,2825,8,167,0
2020-09-07,tumakuru,25,7433,74,5093,2171,2,169,0
2020-09-07,udupi,113,12848,183,10813,1922,2,113,0
2020-09-07,uttara kannada,77,6070,67,4314,1696,3,60,0
2020-09-07,vijayapura,112,7389,119,6637,629,2,123,0
2020-09-07,yadagiri,137,6262,222,4892,1327,0,43,0
2020-09-08,bagalakote,212,7399,165,6227,1091,0,81,0
2020-09-08,ballari,404,24470,210,19710,4453,6,307,0
2020-09-08,belagavi,230,14953,160,10581,4153,0,219,0
2020-09-08,bengaluru rural,104,5846,30,4590,1208,1,48,0
2020-09-08,bengaluru urban,3102,153625,2330,110972,40386,55,2266,1
2020-09-08,bidar,52,5043,69,4333,565,1,141,4
2020-09-08,chamarajanagara,42,2715,62,2281,378,2,45,11
2020-09-08,chikkaballapura,82,5061,114,4036,955,0,69,1
2020-09-08,chikkamagaluru,162,5468,105,3702,1675,2,91,0
2020-09-08,chitradurga,23,3992,179,2412,1555,0,25,0
2020-09-08,dakshina kannada,374,15452,232,11988,3052,3,410,2
2020-09-08,davanagere,240,11637,198,8564,2855,2,218,0
2020-09-08,dharwada,318,13377,274,10484,2505,8,388,0
2020-09-08,gadag,196,6780,130,5033,1649,2,98,0
2020-09-08,hassana,219,10413,314,7222,2975,5,216,0
2020-09-08,haveri,165,5590,382,4312,1158,4,120,0
2020-09-08,kalaburagi,199,13250,176,10948,2071,2,231,0
2020-09-08,kodagu,29,1742,12,1359,360,0,23,0
2020-09-08,kolara,30,4085,69,3350,667,2,68,0
2020-09-08,koppala,269,8159,256,6136,1856,6,167,0
2020-09-08,mandya,273,7218,410,5061,2081,4,76,0
2020-09-08,mysuru,337,22638,739,15434,6681,11,523,0
2020-09-08,others*,0,36,0,33,0,0,3,0
2020-09-08,raichuru,209,8575,154,6735,1731,2,109,0
2020-09-08,ramanagara,28,3788,89,3060,692,1,36,0
2020-09-08,shivamogga,0,10309,265,7582,2554,6,173,0
2020-09-08,tumakuru,153,7586,207,5300,2111,6,175,0
2020-09-08,udupi,250,13098,178,10991,1987,7,120,0
2020-09-08,uttara kannada,24,6094,72,4386,1644,4,64,0
2020-09-08,vijayapura,61,7450,73,6710,615,2,125,0
2020-09-08,yadagiri,79,6341,149,5041,1255,2,45,0
2020-09-11,bagalakote,188,7883,129,6633,1165,1,85,0
2020-09-11,ballari,382,25786,359,20975,4481,8,330,0
2020-09-11,belagavi,244,15850,608,12052,3563,9,235,0
2020-09-11,bengaluru rural,146,6148,89,4861,1233,4,54,0
2020-09-11,bengaluru urban,3426,163631,6116,120324,40936,30,2370,1
2020-09-11,bidar,61,5261,94,4619,495,0,143,4
2020-09-11,chamarajanagara,45,2882,60,2442,379,4,50,11
2020-09-11,chikkaballapura,131,5500,86,4389,1040,0,70,1
2020-09-11,chikkamagaluru,89,5741,170,4136,1508,2,97,0
2020-09-11,chitradurga,247,4475,643,3355,1091,2,29,0
2020-09-11,dakshina kannada,446,16558,197,12611,3513,7,432,2
2020-09-11,davanagere,297,12486,274,9487,2775,1,224,0
2020-09-11,dharwada,203,14070,266,11279,2385,9,406,0
2020-09-11,gadag,195,7310,530,5871,1335,2,104,0
2020-09-11,hassana,305,11206,443,8141,2835,1,230,0
2020-09-11,haveri,240,6189,86,4677,1387,2,125,0
2020-09-11,kalaburagi,261,13995,144,11521,2235,4,239,0
2020-09-11,kodagu,18,1881,111,1529,326,1,26,0
2020-09-11,kolara,70,4356,61,3510,775,0,71,0
2020-09-11,koppala,171,8619,137,6642,1795,5,182,0
2020-09-11,mandya,131,7822,105,5544,2192,4,86,0
2020-09-11,mysuru,676,24449,517,16925,6962,13,562,0
2020-09-11,others*,0,36,0,33,0,0,3,0
2020-09-11,raichuru,200,9096,206,7354,1625,2,117,0
2020-09-11,ramanagara,76,4099,163,3444,617,1,38,0
2020-09-11,shivamogga,349,11762,391,8357,3213,8,192,0
2020-09-11,tumakuru,395,8588,136,5800,2604,2,184,0
2020-09-11,udupi,168,13751,116,11535,2089,2,127,0
2020-09-11,uttara kannada,114,6682,182,4766,1838,4,78,0
2020-09-11,vijayapura,92,7662,96,6882,648,2,132,0
2020-09-11,yadagiri,98,6637,30,5305,1286,0,46,0
2020-09-12,bagalakote,175,8058,117,6750,1223,0,85,0
2020-09-12,ballari,366,26152,347,21322,4492,8,338,0
2020-09-12,belagavi,201,16051,631,12683,3131,2,237,0
2020-09-12,bengaluru rural,211,6359,55,4916,1387,2,56,0
2020-09-12,bengaluru urban,3552,167183,3538,123862,40929,21,2391,1
2020-09-12,bidar,101,5362,19,4638,577,0,143,4
2020-09-12,chamarajanagara,60,2942,77,2519,360,2,52,11
2020-09-12,chikkaballapura,101,5601,138,4527,1003,0,70,1
2020-09-12,chikkamagaluru,159,5900,215,4351,1451,1,98,0
2020-09-12,chitradurga,227,4702,126,3481,1188,4,33,0
2020-09-12,dakshina kannada,401,16959,204,12815,3705,5,437,2
2020-09-12,davanagere,267,12753,484,9971,2557,1,225,0
2020-09-12,dharwada,239,14309,266,11545,2349,9,415,0
2020-09-12,gadag,49,7359,206,6077,1177,1,105,0
2020-09-12,hassana,324,11530,324,8465,2834,1,231,0
2020-09-12,haveri,213,6402,48,4725,1551,1,126,0
2020-09-12,kalaburagi,222,14217,136,11657,2318,3,242,0
2020-09-12,kodagu,27,1908,43,1572,310,0,26,0
2020-09-12,kolara,53,4409,70,3580,756,2,73,0
2020-09-12,koppala,183,8802,228,6870,1746,4,186,0
2020-09-12,mandya,193,8015,170,5714,2215,0,86,0
2020-09-12,mysuru,637,25086,565,17490,7020,14,576,0
2020-09-12,others*,0,36,0,33,0,0,3,0
2020-09-12,raichuru,131,9227,191,7545,1563,2,119,0
2020-09-12,ramanagara,81,4180,76,3520,622,0,38,0
2020-09-12,shivamogga,155,11917,269,8626,3094,5,197,0
2020-09-12,tumakuru,304,8892,479,6279,2428,1,185,0
2020-09-12,udupi,169,13920,354,11889,1902,2,129,0
2020-09-12,uttara kannada,130,6812,86,4852,1880,2,80,0
2020-09-12,vijayapura,58,7720,73,6955,632,1,133,0
2020-09-12,yadagiri,151,6788,22,5327,1415,0,46,0
2020-09-13,bagalakote,165,8223,52,6802,1336,0,85,0
2020-09-13,ballari,661,26813,406,21728,4739,8,346,0
2020-09-13,belagavi,318,16369,388,13071,3061,0,237,0
2020-09-13,bengaluru rural,216,6575,67,4983,1536,0,56,0
2020-09-13,bengaluru urban,3479,170662,3270,127132,41093,45,2436,1
2020-09-13,bidar,82,5444,13,4651,646,0,143,4
2020-09-13,chamarajanagara,80,3022,0,2519,440,0,52,11
2020-09-13,chikkaballapura,85,5686,101,4628,986,1,71,1
2020-09-13,chikkamagaluru,171,6071,103,4454,1519,0,98,0
2020-09-13,chitradurga,232,4934,134,3615,1286,0,33,0
2020-09-13,dakshina kannada,404,17363,174,12989,3932,3,440,2
2020-09-13,davanagere,144,12897,322,10293,2378,1,226,0
2020-09-13,dharwada,199,14508,159,11704,2382,7,422,0
2020-09-13,gadag,198,7557,192,6269,1181,2,107,0
2020-09-13,hassana,426,11956,245,8710,3011,4,235,0
2020-09-13,haveri,191,6593,106,4831,1635,1,127,0
2020-09-13,kalaburagi,214,14431,165,11822,2367,0,242,0
2020-09-13,kodagu,33,1941,24,1596,319,0,26,0
2020-09-13,kolara,73,4482,52,3632,775,2,75,0
2020-09-13,koppala,259,9061,185,7055,1817,3,189,0
2020-09-13,mandya,246,8261,277,5991,2184,0,86,0
2020-09-13,mysuru,665,25751,668,18158,7002,15,591,0
2020-09-13,others*,0,36,0,33,0,0,3,0
2020-09-13,raichuru,190,9417,136,7681,1615,2,121,0
2020-09-13,ramanagara,38,4218,73,3593,587,0,38,0
2020-09-13,shivamogga,299,12216,213,8839,3175,5,202,0
2020-09-13,tumakuru,294,9186,191,6470,2528,3,188,0
2020-09-13,udupi,126,14046,154,12043,1874,0,129,0
2020-09-13,uttara kannada,141,6953,36,4888,1984,1,81,0
2020-09-13,vijayapura,30,7750,84,7039,577,1,134,0
2020-09-13,yadagiri,235,7023,412,5739,1238,0,46,0
2020-09-14,bagalakote,166,8389,146,6948,1353,3,88,0
2020-09-14,ballari,264,27077,274,22002,4722,7,353,0
2020-09-14,belagavi,167,16536,533,13604,2691,4,241,0
2020-09-14,bengaluru rural,275,6850,24,5007,1786,1,57,0
2020-09-14,bengaluru urban,2966,173628,3495,130627,40527,37,2473,1
2020-09-14,bidar,51,5495,107,4758,588,2,145,4
2020-09-14,chamarajanagara,54,3076,49,2568,443,2,54,11
2020-09-14,chikkaballapura,140,5826,95,4723,1029,2,73,1
2020-09-14,chikkamagaluru,200,6271,223,4677,1493,3,101,0
2020-09-14,chitradurga,198,5132,14,3629,1470,0,33,0
2020-09-14,dakshina kannada,413,17776,297,13286,4043,5,445,2
2020-09-14,davanagere,325,13222,129,10422,2574,0,226,0
2020-09-14,dharwada,117,14625,248,11952,2242,9,431,0
2020-09-14,gadag,96,7653,184,6453,1091,2,109,0
2020-09-14,hassana,295,12251,332,9042,2973,1,236,0
2020-09-14,haveri,208,6801,185,5016,1656,2,129,0
2020-09-14,kalaburagi,185,14616,209,12031,2340,3,245,0
2020-09-14,kodagu,32,1973,29,1625,321,1,27,0
2020-09-14,kolara,57,4539,78,3710,754,0,75,0
2020-09-14,koppala,162,9223,141,7196,1835,3,192,0
2020-09-14,mandya,109,8370,180,6171,2112,1,87,0
2020-09-14,mysuru,677,26428,945,19103,6722,12,603,0
2020-09-14,others*,0,36,0,33,0,0,3,0
2020-09-14,raichuru,51,9468,135,7816,1528,3,124,0
2020-09-14,ramanagara,113,4331,47,3640,652,1,39,0
2020-09-14,shivamogga,220,12436,282,9121,3108,5,207,0
2020-09-14,tumakuru,192,9378,248,6718,2466,6,194,0
2020-09-14,udupi,40,14086,0,12043,1914,0,129,0
2020-09-14,uttara kannada,191,7144,99,4987,2074,2,83,0
2020-09-14,vijayapura,176,7926,68,7107,683,2,136,0
