date,unit_name,ppe,n95_masks,reusable_masks,disposable_masks,gloves,sanitizer
2021-06-01,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-06-01,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-06-01,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-06-01,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-06-01,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-06-01,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-06-01,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-06-01,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-06-01,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-06-01,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-06-01,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-06-01,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-06-01,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-06-01,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-06-01,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-06-01,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-06-01,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-06-01,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-06-01,cnmch,52350,55500,23150,133500,269700,3672.0
2021-06-01,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-06-01,stock in hand-in transit,222865,1845034,514313,1125270,1129820,63569.0
2021-06-01,,3074262,5585040,2447359,11190208,10993210,537789.0
2021-05-31,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-31,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-31,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-31,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-31,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-31,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-31,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-31,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-31,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-31,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-31,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-31,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-31,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-31,malda,26100,23200,26000,87100,97700,7151.0
2021-05-31,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-31,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-31,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-31,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-31,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-31,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-31,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-31,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-31,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-31,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-31,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-31,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-31,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-31,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-31,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-31,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-31,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-31,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-31,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-31,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-31,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-31,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-31,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-31,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-31,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-31,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-31,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-31,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-31,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-31,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-31,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-31,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-31,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-31,stock in hand-in transit,220865,1835034,514313,1105270,1109820,62569.0
2021-05-31,,3072262,5575040,2447359,11170208,10973210,536789.0
2021-05-30,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-30,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-30,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-30,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-30,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-30,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-30,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-30,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-30,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-30,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-30,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-30,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-30,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-30,malda,26100,23200,26000,87100,97700,7151.0
2021-05-30,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-30,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-30,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-30,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-30,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-30,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-30,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-30,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-30,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-30,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-30,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-30,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-30,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-30,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-30,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-30,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-30,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-30,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-30,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-30,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-30,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-30,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-30,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-30,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-30,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-30,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-30,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-30,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-30,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-30,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-30,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-30,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-30,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-30,stock in hand-in transit,218865,1825034,514313,1085270,1089820,61569.0
2021-05-30,,3070262,5565040,2447359,11150208,10953210,535789.0
2021-05-29,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-29,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-29,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-29,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-29,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-29,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-29,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-29,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-29,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-29,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-29,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-29,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-29,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-29,malda,26100,23200,26000,87100,97700,7151.0
2021-05-29,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-29,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-29,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-29,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-29,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-29,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-29,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-29,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-29,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-29,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-29,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-29,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-29,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-29,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-29,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-29,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-29,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-29,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-29,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-29,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-29,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-29,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-29,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-29,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-29,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-29,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-29,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-29,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-29,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-29,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-29,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-29,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-29,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-29,stock in hand-in transit,216865,1815034,514313,1065270,1069820,60569.0
2021-05-29,,3068262,5555040,2447359,11130208,10933210,534789.0
2021-05-28,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-28,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-28,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-28,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-28,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-28,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-28,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-28,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-28,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-28,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-28,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-28,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-28,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-28,malda,26100,23200,26000,87100,97700,7151.0
2021-05-28,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-28,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-28,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-28,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-28,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-28,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-28,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-28,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-28,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-28,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-28,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-28,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-28,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-28,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-28,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-28,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-28,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-28,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-28,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-28,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-28,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-28,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-28,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-28,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-28,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-28,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-28,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-28,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-28,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-28,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-28,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-28,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-28,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-28,stock in hand-in transit,214865,1805034,514313,1045270,1049820,59569.0
2021-05-28,,3066262,5545040,2447359,11110208,10913210,533789.0
2021-05-27,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-27,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-27,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-27,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-27,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-27,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-27,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-27,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-27,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-27,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-27,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-27,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-27,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-27,malda,26100,23200,26000,87100,97700,7151.0
2021-05-27,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-27,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-27,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-27,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-27,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-27,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-27,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-27,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-27,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-27,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-27,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-27,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-27,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-27,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-27,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-27,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-27,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-27,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-27,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-27,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-27,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-27,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-27,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-27,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-27,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-27,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-27,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-27,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-27,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-27,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-27,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-27,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-27,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-27,stock in hand-in transit,212865,1795034,514313,1025270,1029820,58569.0
2021-05-27,,3064262,5535040,2447359,11090208,10893210,532789.0
2021-05-26,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-26,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-26,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-26,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-26,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-26,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-26,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-26,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-26,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-26,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-26,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-26,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-26,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-26,malda,26100,23200,26000,87100,97700,7151.0
2021-05-26,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-26,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-26,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-26,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-26,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-26,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-26,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-26,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-26,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-26,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-26,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-26,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-26,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-26,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-26,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-26,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-26,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-26,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-26,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-26,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-26,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-26,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-26,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-26,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-26,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-26,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-26,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-26,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-26,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-26,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-26,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-26,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-26,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-26,stock in hand-in transit,210865,1785034,514313,1005270,1009820,57569.0
2021-05-26,,3062262,5525040,2447359,11070208,10873210,531789.0
2021-05-25,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-25,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-25,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-25,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-25,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-25,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-25,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-25,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-25,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-25,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-25,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-25,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-25,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-25,malda,26100,23200,26000,87100,97700,7151.0
2021-05-25,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-25,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-25,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-25,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-25,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-25,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-25,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-25,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-25,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-25,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-25,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-25,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-25,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-25,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-25,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-25,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-25,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-25,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-25,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-25,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-25,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-25,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-25,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
2021-05-25,raiganj mc&h,14100,13059,13100,56500,87000,2246.0
2021-05-25,jnm mc&h,93600,147600,24000,187000,290500,4000.0
2021-05-25,sagar dutta mc&h,93600,147600,17600,187000,290500,4000.0
2021-05-25,id & bg hospital,57000,81500,29000,101100,149000,4950.0
2021-05-25,rg kar mch,40850,76822,15800,301050,80728,8664.0
2021-05-25,nrs mch,69922,123519,32729,215550,293700,7276.0
2021-05-25,ipgmer & sskmh,98900,133800,68500,47049,499500,18167.0
2021-05-25,"medical college, kolkata",187142,192649,22577,53528,43500,10732.0
2021-05-25,cnmch,52350,55500,23150,133500,269700,3672.0
2021-05-25,other govt dept/institutions,613937,896504,422532,1316040,1729678,114209.0
2021-05-25,stock in hand-in transit,208865,1775034,514313,985270,989820,56569.0
2021-05-25,,3060262,5515040,2447359,11050208,10853210,530789.0
2021-05-24,alipurduar,17800,26250,13400,100900,89475,5092.0
2021-05-24,bankura,46717,57116,31400,66550,157900,9061.0
2021-05-24,birbhum,36150,28300,32400,96050,49700,6910.0
2021-05-24,bishnupur hd,15350,38449,55602,32468,166536,4000.0
2021-05-24,coochbehar,33600,29450,29200,136375,89109,6449.0
2021-05-24,dakshin dinajpur,20400,19650,21500,121600,108700,5280.0
2021-05-24,darjeeling,90411,95347,22900,344239,254975,3656.0
2021-05-24,diamond harbour hd,52726,56013,33267,185720,192465,9750.0
2021-05-24,hooghly,82150,69983,59497,395100,46782,18211.0
2021-05-24,howrah,125265,91432,66580,410165,27842,11339.0
2021-05-24,jalpaiguri,34800,41754,45550,151038,280550,8318.0
2021-05-24,jhargram,19715,16520,24890,69100,132000,5468.0
2021-05-24,kalimpong,21150,23245,19800,131992,162649,4884.0
2021-05-24,malda,26100,23200,26000,87100,97700,7151.0
2021-05-24,murshidabad,36594,62202,56900,789737,115350,5867.0
2021-05-24,nadia,72470,55389,37100,149050,184300,11481.0
2021-05-24,north 24 parganas,112000,102594,44140,936465,300000,11675.0
2021-05-24,basirhat hd,44320,59020,35636,174000,261150,7094.0
2021-05-24,paschim bardhaman,37850,35100,17780,121000,121900,2257.0
2021-05-24,paschim medinipur,42226,61566,49858,268357,172335,7885.0
2021-05-24,purba bardhaman,65800,60100,27100,136550,158800,11064.0
2021-05-24,purba medinipur,54550,52030,33220,424050,74532,20481.0
2021-05-24,nandigram hd,18750,38026,30640,121050,101000,8244.0
2021-05-24,purulia,50450,36245,52700,148550,121700,7421.0
2021-05-24,rampurhat hd,24150,29000,30300,62050,76650,5637.0
2021-05-24,south 24 parganas,57450,41498,88488,332050,141395,7084.0
2021-05-24,uttar dinajpur,35750,43550,68314,201900,318500,9246.0
2021-05-24,bankura s mc&h,21415,55773,10200,199384,294296,7428.0
2021-05-24,coochbehar mc&h,13800,14900,14600,58700,271000,3442.0
2021-05-24,nb mc&h,40350,103500,20000,224200,246500,8390.0
2021-05-24,diamond harbour mc&h,14089,32255,10100,147750,183050,5503.0
2021-05-24,malda mc&h,18800,86900,13100,188500,258500,7708.0
2021-05-24,murshidabad mc&h,31848,96364,16601,180950,72600,8390.0
2021-05-24,bardhaman mc&h,23900,35377,17500,121281,332000,6329.0
2021-05-24,medinipur mc&h,56400,89015,38595,63350,212595,5345.0
2021-05-24,purulia mc&h,13300,24108,51600,49300,166548,12715.0
2021-05-24,rampurhat mc&h,21400,40232,17600,40000,88500,10048.0
