date,district,cases_total,cases_new,discharged_total,discharged_new,deaths_total,deaths_new,active_cases_new,active_cases_total,last_reported_case
2021-04-06,purulia,7556,29,7375,9,49,0,20,132,2021-04-05
2021-04-06,south 24 parganas,38563,130,37074,39,715,0,91,774,2021-04-05
2021-04-06,total,597634,2058,574504,722,10355,7,1329,12775,
2021-04-06,uttar dinajpur,6967,40,6726,8,78,0,32,163,2021-04-05
2021-04-07,alipurduar,7755,3,7648,2,86,0,1,21,2021-04-06
2021-04-07,bankura,12228,9,12059,10,92,0,-1,77,2021-04-06
2021-04-07,birbhum,11108,109,10206,43,89,0,66,813,2021-04-06
2021-04-07,coochbehar,11925,5,11812,2,72,0,3,41,2021-04-06
2021-04-07,dakshin dinajpur,8254,1,8126,2,74,0,-1,54,2021-04-06
2021-04-07,darjeeling,18848,50,18437,18,204,0,32,207,2021-04-06
2021-04-07,hooghly,30742,121,29624,53,500,0,68,618,2021-04-06
2021-04-07,howrah,37968,224,35674,89,1057,1,134,1237,2021-04-06
2021-04-07,jalpaiguri,14889,16,14640,5,164,0,11,85,2021-04-06
2021-04-07,jhargram,3081,1,3050,1,22,0,0,9,2021-04-06
2021-04-07,kalimpong,2255,2,2216,1,27,0,1,12,2021-04-06
2021-04-07,kolkata,137547,722,129617,264,3137,3,455,4793,2021-04-06
2021-04-07,malda,13138,82,12727,11,115,0,71,296,2021-04-06
2021-04-07,murshidabad,12698,73,12275,9,150,0,64,273,2021-04-06
2021-04-07,nadia,23139,62,22523,13,320,0,49,296,2021-04-06
2021-04-07,north 24 parganas,129076,548,123520,206,2542,3,339,3014,2021-04-06
2021-04-07,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-07,paschim bardhaman,17559,113,16623,34,173,1,78,763,2021-04-06
2021-04-07,paschim medinipur,20493,14,20045,10,312,0,4,136,2021-04-06
2021-04-07,purba bardhaman,12988,37,12691,12,103,0,25,194,2021-04-06
2021-04-07,purba medinipur,21008,25,20547,9,279,0,16,182,2021-04-06
2021-04-07,purulia,7584,28,7389,14,49,0,14,146,2021-04-06
2021-04-07,south 24 parganas,38685,122,37127,53,715,0,69,843,2021-04-06
2021-04-07,total,600024,2390,575371,867,10363,8,1515,14290,
2021-04-07,uttar dinajpur,6990,23,6732,6,78,0,17,180,2021-04-06
2021-04-08,alipurduar,7755,0,7650,2,86,0,-2,19,2021-04-06
2021-04-08,bankura,12248,20,12067,8,92,0,12,89,2021-04-07
2021-04-08,birbhum,11261,153,10277,71,89,0,82,895,2021-04-07
2021-04-08,coochbehar,11930,5,11815,3,72,0,2,43,2021-04-07
2021-04-08,dakshin dinajpur,8262,8,8130,4,74,0,4,58,2021-04-07
2021-04-08,darjeeling,18870,22,18454,17,204,0,5,212,2021-04-07
2021-04-08,hooghly,30899,157,29690,66,500,0,91,709,2021-04-07
2021-04-08,howrah,38189,221,35768,94,1057,0,127,1364,2021-04-07
2021-04-08,jalpaiguri,14925,36,14649,9,164,0,27,112,2021-04-07
2021-04-08,jhargram,3083,2,3051,1,22,0,1,10,2021-04-07
2021-04-08,kalimpong,2257,2,2217,1,27,0,1,13,2021-04-07
2021-04-08,kolkata,138263,716,129900,283,3140,3,430,5223,2021-04-07
2021-04-08,malda,13254,116,12743,16,116,1,99,395,2021-04-07
2021-04-08,murshidabad,12804,106,12286,11,150,0,95,368,2021-04-07
2021-04-08,nadia,23228,89,22534,11,320,0,78,374,2021-04-07
2021-04-08,north 24 parganas,129671,595,123714,194,2543,1,400,3414,2021-04-07
2021-04-08,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-08,paschim bardhaman,17707,148,16670,47,173,0,101,864,2021-04-07
2021-04-08,paschim medinipur,20523,30,20055,10,312,0,20,156,2021-04-07
2021-04-08,purba bardhaman,13047,59,12707,16,104,1,42,236,2021-04-07
2021-04-08,purba medinipur,21061,53,20557,10,279,0,43,225,2021-04-07
2021-04-08,purulia,7638,54,7399,10,50,1,43,189,2021-04-07
2021-04-08,south 24 parganas,38852,167,37188,61,715,0,106,949,2021-04-07
2021-04-08,total,602807,2783,576328,957,10370,7,1819,16109,
2021-04-08,uttar dinajpur,7014,24,6744,12,78,0,12,192,2021-04-07
2021-04-09,alipurduar,7772,17,7652,2,86,0,15,34,2021-04-08
2021-04-09,bankura,12268,20,12076,9,92,0,11,100,2021-04-08
2021-04-09,birbhum,11469,208,10355,78,89,0,130,1025,2021-04-08
2021-04-09,coochbehar,11948,18,11819,4,72,0,14,57,2021-04-08
2021-04-09,dakshin dinajpur,8301,39,8135,5,74,0,34,92,2021-04-08
2021-04-09,darjeeling,18944,74,18471,17,204,0,57,269,2021-04-08
2021-04-09,hooghly,31111,212,29783,93,500,0,119,828,2021-04-08
2021-04-09,howrah,38412,223,35880,112,1058,1,110,1474,2021-04-08
2021-04-09,jalpaiguri,14970,45,14660,11,164,0,34,146,2021-04-08
2021-04-09,jhargram,3087,4,3052,1,22,0,3,13,2021-04-08
2021-04-09,kalimpong,2266,9,2218,1,27,0,8,21,2021-04-08
2021-04-09,kolkata,139250,987,130206,306,3146,6,675,5898,2021-04-08
2021-04-09,malda,13351,97,12763,20,116,0,77,472,2021-04-08
2021-04-09,murshidabad,12896,92,12301,15,151,1,76,444,2021-04-08
2021-04-09,nadia,23289,61,22556,22,320,0,39,413,2021-04-08
2021-04-09,north 24 parganas,130555,884,123941,227,2543,0,657,4071,2021-04-08
2021-04-09,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-09,paschim bardhaman,17898,191,16741,71,173,0,120,984,2021-04-08
2021-04-09,paschim medinipur,20556,33,20068,13,312,0,20,176,2021-04-08
2021-04-09,purba bardhaman,13119,72,12718,11,104,0,61,297,2021-04-08
2021-04-09,purba medinipur,21123,62,20570,13,279,0,49,274,2021-04-08
2021-04-09,purulia,7700,62,7418,19,50,0,43,232,2021-04-08
2021-04-09,south 24 parganas,39066,214,37273,85,715,0,129,1078,2021-04-08
2021-04-09,total,606455,3648,577474,1146,10378,8,2494,18603,
2021-04-09,uttar dinajpur,7038,24,6755,11,78,0,13,205,2021-04-08
2021-04-10,alipurduar,7783,11,7655,3,86,0,8,42,2021-04-09
2021-04-10,bankura,12304,36,12086,10,92,0,26,126,2021-04-09
2021-04-10,birbhum,11740,271,10429,74,89,0,197,1222,2021-04-09
2021-04-10,coochbehar,11962,14,11825,6,72,0,8,65,2021-04-09
2021-04-10,dakshin dinajpur,8315,14,8142,7,74,0,7,99,2021-04-09
2021-04-10,darjeeling,18994,50,18499,28,204,0,22,291,2021-04-09
2021-04-10,hooghly,31302,191,29881,98,500,0,93,921,2021-04-09
2021-04-10,howrah,38701,289,36003,123,1059,1,165,1639,2021-04-09
2021-04-10,jalpaiguri,15008,38,14674,14,164,0,24,170,2021-04-09
2021-04-10,jhargram,3088,1,3053,1,22,0,0,13,2021-04-09
2021-04-10,kalimpong,2271,5,2219,1,27,0,4,25,2021-04-09
2021-04-10,kolkata,140247,997,130584,378,3150,4,615,6513,2021-04-09
2021-04-10,malda,13504,153,12792,29,116,0,124,596,2021-04-09
2021-04-10,murshidabad,13069,173,12319,18,152,1,154,598,2021-04-09
2021-04-10,nadia,23392,103,22588,32,320,0,71,484,2021-04-09
2021-04-10,north 24 parganas,131442,887,124186,245,2548,5,637,4708,2021-04-09
2021-04-10,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-10,paschim bardhaman,18164,266,16787,46,173,0,220,1204,2021-04-09
2021-04-10,paschim medinipur,20575,19,20081,13,312,0,6,182,2021-04-09
2021-04-10,purba bardhaman,13173,54,12731,13,104,0,41,338,2021-04-09
2021-04-10,purba medinipur,21179,56,20583,13,279,0,43,317,2021-04-09
2021-04-10,purulia,7774,74,7427,9,50,0,65,297,2021-04-09
2021-04-10,south 24 parganas,39357,291,37371,98,716,1,192,1270,2021-04-09
2021-04-10,total,610498,4043,578742,1268,10390,12,2763,21366,
2021-04-10,uttar dinajpur,7088,50,6764,9,78,0,41,246,2021-04-09
2021-04-11,alipurduar,7785,2,7659,4,86,0,-2,40,2021-04-10
2021-04-11,bankura,12361,57,12098,12,92,0,45,171,2021-04-10
2021-04-11,birbhum,12022,282,10517,88,90,1,193,1415,2021-04-10
2021-04-11,coochbehar,11972,10,11831,6,72,0,4,69,2021-04-10
2021-04-11,dakshin dinajpur,8336,21,8153,11,74,0,10,109,2021-04-10
2021-04-11,darjeeling,19076,82,18517,18,204,0,64,355,2021-04-10
2021-04-11,hooghly,31512,210,29995,114,500,0,96,1017,2021-04-10
2021-04-11,howrah,38994,293,36128,125,1059,0,168,1807,2021-04-10
2021-04-11,jalpaiguri,15040,32,14692,18,164,0,14,184,2021-04-10
2021-04-11,jhargram,3096,8,3054,1,22,0,7,20,2021-04-10
2021-04-11,kalimpong,2271,0,2221,2,27,0,-2,23,2021-04-09
2021-04-11,kolkata,141356,1109,131053,469,3153,3,637,7150,2021-04-10
2021-04-11,malda,13612,108,12833,41,116,0,67,663,2021-04-10
2021-04-11,murshidabad,13272,203,12365,46,152,0,157,755,2021-04-10
2021-04-11,nadia,23503,111,22646,58,320,0,53,537,2021-04-10
2021-04-11,north 24 parganas,132489,1047,124600,414,2553,5,628,5336,2021-04-10
2021-04-11,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-11,paschim bardhaman,18371,207,16881,94,173,0,113,1317,2021-04-10
2021-04-11,paschim medinipur,20609,34,20105,24,312,0,10,192,2021-04-10
2021-04-11,purba bardhaman,13256,83,12771,40,104,0,43,381,2021-04-10
2021-04-11,purba medinipur,21259,80,20627,44,279,0,36,353,2021-04-10
2021-04-11,purulia,7879,105,7456,29,50,0,76,373,2021-04-10
2021-04-11,south 24 parganas,39645,288,37467,96,717,1,191,1461,2021-04-10
2021-04-11,total,614896,4398,580515,1773,10400,10,2615,23981,
2021-04-11,uttar dinajpur,7114,26,6783,19,78,0,7,253,2021-04-10
2021-04-12,alipurduar,7786,1,7663,4,86,0,-3,37,2021-04-11
2021-04-12,bankura,12394,33,12112,14,92,0,19,190,2021-04-11
2021-04-12,birbhum,12299,277,10641,124,90,0,153,1568,2021-04-11
2021-04-12,coochbehar,11984,12,11837,6,72,0,6,75,2021-04-11
2021-04-12,dakshin dinajpur,8354,18,8163,10,74,0,8,117,2021-04-11
2021-04-12,darjeeling,19142,66,18552,35,204,0,31,386,2021-04-11
2021-04-12,hooghly,31802,290,30110,115,500,0,175,1192,2021-04-11
2021-04-12,howrah,39280,286,36274,146,1059,0,140,1947,2021-04-11
2021-04-12,jalpaiguri,15085,45,14708,16,164,0,29,213,2021-04-11
2021-04-12,jhargram,3105,9,3055,1,22,0,8,28,2021-04-11
2021-04-12,kalimpong,2273,2,2222,1,27,0,1,24,2021-04-11
2021-04-12,kolkata,142471,1115,131574,521,3157,4,590,7740,2021-04-11
2021-04-12,malda,13805,193,12881,48,116,0,145,808,2021-04-11
2021-04-12,murshidabad,13404,132,12422,57,152,0,75,830,2021-04-11
2021-04-12,nadia,23643,140,22692,46,323,3,91,628,2021-04-11
2021-04-12,north 24 parganas,133576,1087,125065,465,2556,3,619,5955,2021-04-11
2021-04-12,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-12,paschim bardhaman,18623,252,16954,73,174,1,178,1495,2021-04-11
2021-04-12,paschim medinipur,20638,29,20121,16,312,0,13,205,2021-04-11
2021-04-12,purba bardhaman,13311,55,12799,28,104,0,27,408,2021-04-11
2021-04-12,purba medinipur,21317,58,20660,33,280,1,24,377,2021-04-11
2021-04-12,purulia,7922,43,7483,27,50,0,16,389,2021-04-11
2021-04-12,south 24 parganas,39940,295,37584,117,719,2,176,1637,2021-04-11
2021-04-12,total,619407,4511,582462,1947,10414,14,2550,26531,
2021-04-12,uttar dinajpur,7187,73,6827,44,78,0,29,282,2021-04-11
2021-04-13,alipurduar,7807,21,7668,5,86,0,16,53,2021-04-12
2021-04-13,bankura,12461,67,12132,20,92,0,47,237,2021-04-12
2021-04-13,birbhum,12582,283,10760,119,90,0,164,1732,2021-04-12
2021-04-13,coochbehar,11999,15,11848,11,72,0,4,79,2021-04-12
2021-04-13,dakshin dinajpur,8357,3,8176,13,74,0,-10,107,2021-04-12
2021-04-13,darjeeling,19255,113,18590,38,204,0,75,461,2021-04-12
2021-04-13,hooghly,31970,168,30257,147,502,2,19,1211,2021-04-12
2021-04-13,howrah,39564,284,36458,184,1061,2,98,2045,2021-04-12
2021-04-13,jalpaiguri,15151,66,14729,21,164,0,45,258,2021-04-12
2021-04-13,jhargram,3108,3,3056,1,22,0,2,30,2021-04-12
2021-04-13,kalimpong,2284,11,2223,1,27,0,10,34,2021-04-12
2021-04-13,kolkata,143742,1271,132168,594,3168,11,666,8406,2021-04-12
2021-04-13,malda,13954,149,12943,62,116,0,87,895,2021-04-12
2021-04-13,murshidabad,13552,148,12489,67,152,0,81,911,2021-04-12
2021-04-13,nadia,23748,105,22747,55,323,0,50,678,2021-04-12
2021-04-13,north 24 parganas,134710,1134,125604,539,2560,4,591,6546,2021-04-12
2021-04-13,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-13,paschim bardhaman,18789,166,17071,117,175,1,48,1543,2021-04-12
2021-04-13,paschim medinipur,20710,72,20143,22,312,0,50,255,2021-04-12
2021-04-13,purba bardhaman,13451,140,12835,36,104,0,104,512,2021-04-12
2021-04-13,purba medinipur,21419,102,20691,31,280,0,71,448,2021-04-12
2021-04-13,purulia,8042,120,7514,31,50,0,89,478,2021-04-12
2021-04-13,south 24 parganas,40238,298,37735,151,719,0,147,1784,2021-04-12
2021-04-13,total,624224,4817,584740,2278,10434,20,2519,29050,
2021-04-13,uttar dinajpur,7265,78,6840,13,78,0,65,347,2021-04-12
2021-04-14,alipurduar,7819,12,7672,4,86,0,8,61,2021-04-13
2021-04-14,bankura,12510,49,12155,23,92,0,26,263,2021-04-13
2021-04-14,birbhum,12911,329,10878,118,90,0,211,1943,2021-04-13
2021-04-14,coochbehar,12021,22,11854,6,72,0,16,95,2021-04-13
2021-04-14,dakshin dinajpur,8397,40,8186,10,74,0,30,137,2021-04-13
2021-04-14,darjeeling,19364,109,18628,38,204,0,71,532,2021-04-13
2021-04-14,hooghly,32259,289,30392,135,502,0,154,1365,2021-04-13
2021-04-14,howrah,39894,330,36617,159,1062,1,170,2215,2021-04-13
2021-04-14,jalpaiguri,15249,98,14756,27,164,0,71,329,2021-04-13
2021-04-14,jhargram,3120,12,3058,2,22,0,10,40,2021-04-13
2021-04-14,kalimpong,2298,14,2225,2,27,0,12,46,2021-04-13
2021-04-14,kolkata,145343,1601,132788,620,3175,7,974,9380,2021-04-13
2021-04-14,malda,14203,249,13017,74,116,0,175,1070,2021-04-13
2021-04-14,murshidabad,13722,170,12570,81,154,2,87,998,2021-04-13
2021-04-14,nadia,23916,168,22803,56,323,0,112,790,2021-04-13
2021-04-14,north 24 parganas,135987,1277,126150,546,2567,7,724,7270,2021-04-13
2021-04-14,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-14,paschim bardhaman,19042,253,17174,103,179,4,146,1689,2021-04-13
2021-04-14,paschim medinipur,20791,81,20164,21,313,1,59,314,2021-04-13
2021-04-14,purba bardhaman,13613,162,12886,51,105,1,110,622,2021-04-13
2021-04-14,purba medinipur,21504,85,20733,42,280,0,43,491,2021-04-13
2021-04-14,purulia,8167,125,7553,39,50,0,86,564,2021-04-13
2021-04-14,south 24 parganas,40575,337,37857,122,720,1,214,1998,2021-04-13
2021-04-14,total,630116,5892,587037,2297,10458,24,3571,32621,
2021-04-14,uttar dinajpur,7345,80,6858,18,78,0,62,409,2021-04-13
2021-04-15,alipurduar,7836,17,7677,5,86,0,12,73,2021-04-14
2021-04-15,bankura,12563,53,12182,27,92,0,26,289,2021-04-14
2021-04-15,birbhum,13294,383,11002,124,91,1,258,2201,2021-04-14
2021-04-15,coochbehar,12054,33,11863,9,72,0,24,119,2021-04-14
2021-04-15,dakshin dinajpur,8459,62,8199,13,74,0,49,186,2021-04-14
2021-04-15,darjeeling,19551,187,18680,52,204,0,135,667,2021-04-14
2021-04-15,hooghly,32544,285,30497,105,502,0,180,1545,2021-04-14
2021-04-15,howrah,40289,395,36815,198,1063,1,196,2411,2021-04-14
2021-04-15,jalpaiguri,15380,131,14788,32,165,1,98,427,2021-04-14
2021-04-15,jhargram,3123,3,3063,5,22,0,-2,38,2021-04-14
2021-04-15,kalimpong,2310,12,2229,4,27,0,8,54,2021-04-14
2021-04-15,kolkata,146958,1615,133441,653,3182,7,955,10335,2021-04-14
2021-04-15,malda,14501,298,13099,82,117,1,215,1285,2021-04-14
2021-04-15,murshidabad,14004,282,12625,55,154,0,227,1225,2021-04-14
2021-04-15,nadia,24146,230,22865,62,323,0,168,958,2021-04-14
2021-04-15,north 24 parganas,137341,1354,126710,560,2573,6,788,8058,2021-04-14
2021-04-15,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-15,paschim bardhaman,19422,380,17305,131,179,0,249,1938,2021-04-14
2021-04-15,paschim medinipur,20847,56,20191,27,313,0,29,343,2021-04-14
2021-04-15,purba bardhaman,13791,178,12924,38,105,0,140,762,2021-04-14
2021-04-15,purba medinipur,21660,156,20766,33,280,0,123,614,2021-04-14
2021-04-15,purulia,8336,169,7569,16,50,0,153,717,2021-04-14
2021-04-15,south 24 parganas,40997,422,38001,144,725,5,273,2271,2021-04-14
2021-04-15,total,636885,6769,589424,2387,10480,22,4360,36981,
2021-04-15,uttar dinajpur,7413,68,6870,12,78,0,56,465,2021-04-14
2021-04-16,alipurduar,7840,4,7682,5,86,0,-1,72,2021-04-15
2021-04-16,bankura,12683,120,12213,31,92,0,89,378,2021-04-15
2021-04-16,birbhum,13668,374,11165,163,91,0,211,2412,2021-04-15
2021-04-16,coochbehar,12098,44,11874,11,72,0,33,152,2021-04-15
2021-04-16,dakshin dinajpur,8484,25,8219,20,74,0,5,191,2021-04-15
2021-04-16,darjeeling,19677,126,18742,62,204,0,64,731,2021-04-15
2021-04-16,hooghly,32838,294,30653,156,502,0,138,1683,2021-04-15
2021-04-16,howrah,40709,420,37049,234,1066,3,183,2594,2021-04-15
2021-04-16,jalpaiguri,15464,84,14832,44,165,0,40,467,2021-04-15
2021-04-16,jhargram,3127,4,3067,4,22,0,0,38,2021-04-15
2021-04-16,kalimpong,2319,9,2232,3,27,0,6,60,2021-04-15
2021-04-16,kolkata,148802,1844,134120,679,3191,9,1156,11491,2021-04-15
2021-04-16,malda,14777,276,13191,92,120,3,181,1466,2021-04-15
2021-04-16,murshidabad,14207,203,12714,89,156,2,112,1337,2021-04-15
2021-04-16,nadia,24373,227,22962,97,324,1,129,1087,2021-04-15
2021-04-16,north 24 parganas,138933,1592,127303,593,2580,7,992,9050,2021-04-15
2021-04-16,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-16,paschim bardhaman,19781,359,17453,148,179,0,211,2149,2021-04-15
2021-04-16,paschim medinipur,20908,61,20225,34,313,0,27,370,2021-04-15
2021-04-16,purba bardhaman,13927,136,12978,54,105,0,82,844,2021-04-15
2021-04-16,purba medinipur,21751,91,20827,61,281,1,29,643,2021-04-15
2021-04-16,purulia,8493,157,7614,45,50,0,112,829,2021-04-15
2021-04-16,south 24 parganas,41399,402,38168,167,725,0,235,2506,2021-04-15
2021-04-16,total,643795,6910,592242,2818,10506,26,4066,41047,
2021-04-16,uttar dinajpur,7471,58,6896,26,78,0,32,497,2021-04-15
2021-04-17,alipurduar,7865,25,7690,8,86,0,17,89,2021-04-16
2021-04-17,bankura,12753,70,12251,38,92,0,32,410,2021-04-16
2021-04-17,birbhum,14074,406,11385,220,94,3,183,2595,2021-04-16
2021-04-17,coochbehar,12135,37,11887,13,72,0,24,176,2021-04-16
2021-04-17,dakshin dinajpur,8528,44,8238,19,74,0,25,216,2021-04-16
2021-04-17,darjeeling,19818,141,18818,76,204,0,65,796,2021-04-16
2021-04-17,hooghly,33159,321,30846,193,503,1,127,1810,2021-04-16
2021-04-17,howrah,41141,432,37317,268,1067,1,163,2757,2021-04-16
2021-04-17,jalpaiguri,15540,76,14878,46,166,1,29,496,2021-04-16
2021-04-17,jhargram,3132,5,3070,3,22,0,2,40,2021-04-16
2021-04-17,kalimpong,2333,14,2238,6,27,0,8,68,2021-04-16
2021-04-17,kolkata,150800,1998,134957,837,3201,10,1151,12642,2021-04-16
2021-04-17,malda,15121,344,13294,103,120,0,241,1707,2021-04-16
2021-04-17,murshidabad,14464,257,12812,98,161,5,154,1491,2021-04-16
2021-04-17,nadia,24634,261,23055,93,324,0,168,1255,2021-04-16
2021-04-17,north 24 parganas,140572,1639,128046,743,2588,8,888,9938,2021-04-16
2021-04-17,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-17,paschim bardhaman,20091,310,17577,124,179,0,186,2335,2021-04-16
2021-04-17,paschim medinipur,20992,84,20261,36,313,0,48,418,2021-04-16
2021-04-17,purba bardhaman,14196,269,13051,73,106,1,195,1039,2021-04-16
2021-04-17,purba medinipur,21916,165,20909,82,281,0,83,726,2021-04-16
2021-04-17,purulia,8740,247,7691,77,52,2,168,997,2021-04-16
2021-04-17,south 24 parganas,41890,491,38393,225,727,2,264,2770,2021-04-16
2021-04-17,total,651508,7713,595668,3426,10540,34,4253,45300,
2021-04-17,uttar dinajpur,7548,77,6941,45,78,0,32,529,2021-04-16
2021-04-18,alipurduar,7870,5,7699,9,86,0,-4,85,2021-04-17
2021-04-18,bankura,12858,105,12292,41,92,0,64,474,2021-04-17
2021-04-18,birbhum,14545,471,11591,206,96,2,263,2858,2021-04-17
2021-04-18,coochbehar,12193,58,11902,15,72,0,43,219,2021-04-17
2021-04-18,dakshin dinajpur,8565,37,8259,21,74,0,16,232,2021-04-17
2021-04-18,darjeeling,19916,98,18895,77,205,1,20,816,2021-04-17
2021-04-18,hooghly,33511,352,31054,208,505,2,142,1952,2021-04-17
2021-04-18,howrah,41631,490,37606,289,1069,2,199,2956,2021-04-17
2021-04-18,jalpaiguri,15575,35,14925,47,167,1,-13,483,2021-04-17
2021-04-18,jhargram,3137,5,3074,4,22,0,1,41,2021-04-17
2021-04-18,kalimpong,2340,7,2245,7,27,0,0,68,2021-04-17
2021-04-18,kolkata,152997,2197,136018,1061,3206,5,1131,13773,2021-04-17
2021-04-18,malda,15509,388,13427,133,121,1,254,1961,2021-04-17
2021-04-18,murshidabad,14759,295,12926,114,165,4,177,1668,2021-04-17
2021-04-18,nadia,24842,208,23162,107,325,1,100,1355,2021-04-17
2021-04-18,north 24 parganas,142432,1860,128969,923,2594,6,931,10869,2021-04-17
2021-04-18,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-18,paschim bardhaman,20480,389,17766,189,180,1,199,2534,2021-04-17
2021-04-18,paschim medinipur,21071,79,20300,39,313,0,40,458,2021-04-17
2021-04-18,purba bardhaman,14475,279,13139,88,106,0,191,1230,2021-04-17
2021-04-18,purba medinipur,22092,176,20977,68,281,0,108,834,2021-04-17
2021-04-18,purulia,9030,290,7770,79,52,0,211,1208,2021-04-17
2021-04-18,south 24 parganas,42391,501,38677,284,729,2,215,2985,2021-04-17
2021-04-18,total,659927,8419,599721,4053,10568,28,4338,49638,
2021-04-18,uttar dinajpur,7642,94,6985,44,78,0,50,579,2021-04-17
2021-04-19,alipurduar,7872,2,7707,8,86,0,-6,79,2021-04-18
2021-04-19,bankura,12941,83,12340,48,92,0,35,509,2021-04-18
2021-04-19,birbhum,14853,308,11875,284,100,4,20,2878,2021-04-18
2021-04-19,coochbehar,12235,42,11924,22,72,0,20,239,2021-04-18
2021-04-19,dakshin dinajpur,8624,59,8283,24,74,0,35,267,2021-04-18
2021-04-19,darjeeling,19987,71,18983,88,206,1,-18,798,2021-04-18
2021-04-19,hooghly,33951,440,31269,215,505,0,225,2177,2021-04-18
2021-04-19,howrah,42158,527,37929,323,1073,4,200,3156,2021-04-18
2021-04-19,jalpaiguri,15667,92,14974,49,167,0,43,526,2021-04-18
2021-04-19,jhargram,3143,6,3078,4,22,0,2,43,2021-04-18
2021-04-19,kalimpong,2344,4,2253,8,27,0,-4,64,2021-04-18
2021-04-19,kolkata,155208,2211,137210,1192,3218,12,1007,14780,2021-04-18
2021-04-19,malda,15944,435,13580,153,121,0,282,2243,2021-04-18
2021-04-19,murshidabad,15085,326,13050,124,165,0,202,1870,2021-04-18
2021-04-19,nadia,25146,304,23282,120,326,1,183,1538,2021-04-18
2021-04-19,north 24 parganas,144233,1801,130013,1044,2603,9,748,11617,2021-04-18
2021-04-19,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-19,paschim bardhaman,21000,520,17977,211,180,0,309,2843,2021-04-18
2021-04-19,paschim medinipur,21126,55,20342,42,315,2,11,469,2021-04-18
2021-04-19,purba bardhaman,14650,175,13235,96,106,0,79,1309,2021-04-18
2021-04-19,purba medinipur,22297,205,21093,116,282,1,88,922,2021-04-18
2021-04-19,purulia,9176,146,7854,84,53,1,61,1269,2021-04-18
2021-04-19,south 24 parganas,42913,522,38983,306,731,2,214,3199,2021-04-18
2021-04-19,total,668353,8426,604329,4608,10606,38,3780,53418,
2021-04-19,uttar dinajpur,7734,92,7032,47,79,1,44,623,2021-04-18
2021-04-20,alipurduar,7902,30,7716,9,86,0,21,100,2021-04-19
2021-04-20,bankura,13083,142,12390,50,92,0,92,601,2021-04-19
2021-04-20,birbhum,15415,562,12166,291,100,0,271,3149,2021-04-19
2021-04-20,coochbehar,12295,60,11948,24,72,0,36,275,2021-04-19
2021-04-20,dakshin dinajpur,8714,90,8311,28,74,0,62,329,2021-04-19
2021-04-20,darjeeling,20247,260,19064,81,207,1,178,976,2021-04-19
2021-04-20,hooghly,34441,490,31488,219,507,2,269,2446,2021-04-19
2021-04-20,howrah,42735,577,38270,341,1075,2,234,3390,2021-04-19
2021-04-20,jalpaiguri,15847,180,15027,53,168,1,126,652,2021-04-19
2021-04-20,jhargram,3154,11,3082,4,22,0,7,50,2021-04-19
2021-04-20,kalimpong,2363,19,2260,7,28,1,11,75,2021-04-19
2021-04-20,kolkata,157442,2234,138419,1209,3231,13,1012,15792,2021-04-19
2021-04-20,malda,16362,418,13751,171,125,4,243,2486,2021-04-19
2021-04-20,murshidabad,15474,389,13215,165,166,1,223,2093,2021-04-19
2021-04-20,nadia,25458,312,23429,147,327,1,164,1702,2021-04-19
2021-04-20,north 24 parganas,146135,1902,131110,1097,2618,15,790,12407,2021-04-19
2021-04-20,other state,66,0,63,0,3,0,0,0,2021-06-06
2021-04-20,paschim bardhaman,21547,547,18216,239,182,2,306,3149,2021-04-19
2021-04-20,paschim medinipur,21222,96,20388,46,315,0,50,519,2021-04-19
2021-04-20,purba bardhaman,14905,255,13364,129,106,0,126,1435,2021-04-19
2021-04-20,purba medinipur,22580,283,21187,94,283,1,188,1110,2021-04-19
2021-04-20,purulia,9422,246,7928,74,54,1,171,1440,2021-04-19
2021-04-20,south 24 parganas,43494,581,39244,261,732,1,319,3518,2021-04-19
2021-04-20,total,678172,9819,609134,4805,10652,46,4968,58386,
2021-04-20,uttar dinajpur,7869,135,7098,66,79,0,69,692,2021-04-19
2021-04-21,alipurduar,7937,35,7726,10,86,0,25,125,2021-04-20
2021-04-21,bankura,13202,119,12452,62,92,0,57,658,2021-04-20
2021-04-21,birbhum,15995,580,12487,321,104,4,255,3404,2021-04-20
2021-04-21,coochbehar,12377,82,11977,29,72,0,53,328,2021-04-20
2021-04-21,dakshin dinajpur,8733,19,8344,33,74,0,-14,315,2021-04-20
2021-04-21,darjeeling,20479,232,19163,99,209,2,131,1107,2021-04-20
2021-04-21,hooghly,34964,523,31752,264,511,4,255,2701,2021-04-20
2021-04-21,howrah,43361,626,38678,408,1079,4,214,3604,2021-04-20
2021-04-21,jalpaiguri,15968,121,15090,63,169,1,57,709,2021-04-20
