date,hospital_dedicated,hospital_dedicated_govt,hospital_dedicated_pvt,covid19_beds,covid19_bed_occupancy,icu_hdu_beds,n_safe_homes,safe_home_beds,n_ventilators,total_patients_home_isolation,current_patients_home_isolation,released_patients_home_isolation,current_patients_hospital,current_patients_safe_homes
2021-09-08,203.0,196,7.0,23947.0,3.36,2861,200.0,11507.0,,,6965.0,,1091.0,232.0
2021-09-09,203.0,196,7.0,23947.0,3.25,2861,200.0,11507.0,,,6941.0,,1069.0,236.0
2021-09-10,203.0,196,7.0,23947.0,3.24,2861,200.0,11507.0,,,6904.0,,1069.0,246.0
2021-09-11,203.0,196,7.0,23947.0,3.08,2861,200.0,11507.0,,,6936.0,,1020.0,247.0
2021-09-12,,196,,23947.0,,2861,200.0,11507.0,,,6860.0,,1079.0,248.0
2021-09-13,203.0,196,7.0,23947.0,3.36,2861,200.0,11507.0,,,6755.0,,1091.0,250.0
2021-09-14,203.0,196,7.0,23947.0,3.43,2861,200.0,11507.0,,,6707.0,,1118.0,249.0
2021-09-15,203.0,196,7.0,23947.0,3.32,2861,200.0,11507.0,,,6679.0,,1121.0,250.0
2021-09-16,203.0,196,7.0,23947.0,3.31,2861,200.0,11507.0,,,6649.0,,1119.0,257.0
2021-09-17,,196,,23947.0,,2861,200.0,11507.0,,,6668.0,,1082.0,258.0
2021-09-18,203.0,196,7.0,23947.0,3.12,2861,200.0,11507.0,,,6667.0,,1056.0,244.0
2021-09-19,,196,,23947.0,,2861,200.0,11507.0,,,6571.0,,1091.0,244.0
2021-09-20,,196,,23947.0,,2861,200.0,11507.0,,,6402.0,,1170.0,238.0
2021-09-21,203.0,196,7.0,23947.0,3.47,2861,200.0,11507.0,,,6384.0,,1131.0,226.0
2021-09-22,,196,,23947.0,,2861,200.0,11507.0,,,6364.0,,1133.0,227.0
2021-09-23,203.0,196,7.0,23947.0,3.59,2861,200.0,11507.0,,,6315.0,,1160.0,229.0
2021-09-24,203.0,196,7.0,23947.0,3.48,2861,200.0,11507.0,,,6314.0,,1149.0,226.0
2021-09-25,,196,,23947.0,,2861,200.0,11507.0,,,6275.0,,1177.0,222.0
2021-09-26,,196,,23947.0,,2861,200.0,11507.0,,,6273.0,,1187.0,223.0
2021-09-27,,196,,23947.0,,2861,200.0,11507.0,,,6112.0,,1249.0,223.0
2021-09-28,,196,,23947.0,,2861,200.0,11507.0,,,6175.0,,1189.0,222.0
2021-09-29,,196,,23947.0,,2861,200.0,11507.0,,,6180.0,,1180.0,220.0
2021-09-30,203.0,196,7.0,23947.0,3.42,2861,200.0,11507.0,,,6181.0,,1171.0,218.0
2021-10-01,203.0,196,7.0,23947.0,3.17,2861,200.0,11507.0,,,6240.0,,1106.0,225.0
2021-10-02,,196,,23947.0,,2861,200.0,11507.0,,,,,1137.0,231.0
2021-10-03,203.0,196,7.0,23947.0,3.06,2861,200.0,11507.0,,,6284.0,,1072.0,231.0
2021-10-04,203.0,196,7.0,23947.0,3.31,2861,200.0,11507.0,,,6238.0,,1151.0,215.0
2021-10-05,203.0,196,7.0,23947.0,3.29,2861,200.0,11507.0,,,6223.0,,1134.0,218.0
2021-10-06,203.0,196,7.0,23947.0,3.22,2861,200.0,11507.0,,,6247.0,,1127.0,217.0
2021-10-07,203.0,196,7.0,23947.0,3.32,2861,200.0,11507.0,,,6218.0,,1161.0,214.0
2021-10-08,203.0,196,7.0,23947.0,3.27,2861,200.0,11507.0,,,6281.0,,1139.0,205.0
2021-10-10,,196,,23947.0,,2861,200.0,11507.0,,,,,1116.0,204.0
2021-10-11,203.0,196,7.0,23947.0,2.99,2861,200.0,11507.0,,,6379.0,,1060.0,210.0
2021-10-12,203.0,196,7.0,23947.0,2.79,2861,200.0,11507.0,,,6474.0,,993.0,205.0
2021-10-13,,196,,23947.0,,2861,200.0,11507.0,,,,,959.0,205.0
2021-10-14,,196,,23947.0,,2861,200.0,11507.0,,,,,975.0,204.0
2021-10-15,,196,,23947.0,,2861,200.0,11507.0,,,,,933.0,199.0
2021-10-16,,196,,23947.0,,2861,200.0,11507.0,,,,,1045.0,199.0
2021-10-17,,196,,23947.0,,2861,200.0,11507.0,,,,,1031.0,205.0
2021-10-18,203.0,196,7.0,23947.0,2.93,2861,200.0,11507.0,,,6142.0,,1070.0,204.0
2021-10-19,203.0,196,7.0,23947.0,2.82,2861,200.0,11507.0,,,6184.0,,1036.0,208.0
2021-10-20,203.0,196,7.0,23947.0,2.56,2861,200.0,11507.0,,,6302.0,,980.0,209.0
2021-10-21,203.0,196,7.0,23947.0,2.95,2861,200.0,11507.0,,,6247.0,,1081.0,207.0
2021-10-22,203.0,196,7.0,23947.0,2.68,2861,200.0,11507.0,,,6350.0,,1019.0,208.0
2021-10-23,203.0,196,7.0,23947.0,2.79,2861,200.0,11507.0,,,6464.0,,1057.0,210.0
2021-10-24,203.0,196,7.0,23947.0,3.04,2861,200.0,11507.0,,,6552.0,,1118.0,212.0
2021-10-25,203.0,196,7.0,23947.0,2.95,2861,200.0,11507.0,,,6547.0,,1110.0,212.0
2021-10-26,203.0,196,7.0,23947.0,3.0,2861,200.0,11507.0,,,6529.0,,1102.0,218.0
2021-10-27,203.0,196,7.0,23947.0,3.05,2861,200.0,11507.0,,,6593.0,,1165.0,215.0
2021-10-28,203.0,196,7.0,23947.0,3.05,2861,200.0,11507.0,,,6698.0,,1192.0,219.0
2021-10-29,203.0,196,7.0,23947.0,2.9,2861,200.0,11507.0,,,6875.0,,1129.0,219.0
2021-10-30,203.0,196,7.0,23947.0,3.05,2861,200.0,11507.0,,,6914.0,,1175.0,221.0
2021-10-31,203.0,196,7.0,23947.0,2.91,2861,200.0,11507.0,,,6956.0,,1121.0,219.0
2021-11-01,203.0,196,7.0,23947.0,2.95,2861,200.0,11507.0,,,6751.0,,1191.0,204.0
2021-11-02,203.0,196,7.0,23947.0,2.95,2861,200.0,11507.0,,,6751.0,,1170.0,205.0
2021-11-03,203.0,196,7.0,23947.0,3.12,2861,200.0,11507.0,,,6750.0,,1197.0,205.0
2021-11-04,203.0,196,7.0,23947.0,2.9,2861,200.0,11507.0,,,6860.0,,1125.0,208.0
2021-11-05,203.0,196,7.0,23947.0,2.61,2861,200.0,11507.0,,,6884.0,,1046.0,207.0
2021-11-06,203.0,196,7.0,23947.0,2.84,2861,200.0,11507.0,,,6747.0,,1080.0,202.0
2021-11-07,203.0,196,7.0,23947.0,2.63,2861,200.0,11507.0,,,6736.0,,1028.0,203.0
2021-11-08,203.0,196,7.0,23947.0,2.79,4139,200.0,11507.0,,,6628.0,,1060.0,211.0
2021-11-09,203.0,196,7.0,23947.0,2.7,4139,200.0,11507.0,,,6676.0,,1032.0,208.0
2021-11-10,203.0,196,7.0,23947.0,2.7,4139,200.0,11507.0,,,6700.0,,1037.0,208.0
2021-11-11,203.0,196,7.0,23947.0,2.69,4139,200.0,11507.0,,,6723.0,,1042.0,208.0
2021-11-12,203.0,196,7.0,23947.0,2.9,4139,200.0,11507.0,,,6698.0,,1101.0,201.0
2021-11-13,203.0,196,7.0,23947.0,2.69,4139,200.0,11507.0,,,6764.0,,1071.0,196.0
2021-11-14,203.0,196,7.0,23947.0,2.74,4139,200.0,11507.0,,,6789.0,,1077.0,196.0
2021-11-15,203.0,196,7.0,23947.0,2.69,4139,200.0,11507.0,,,6778.0,,1075.0,194.0
2021-11-16,203.0,196,7.0,23947.0,2.79,4139,200.0,11507.0,,,6753.0,,1080.0,194.0
2021-11-17,203.0,196,7.0,23947.0,2.8,4139,200.0,11507.0,,,6759.0,,1098.0,194.0
2021-11-18,203.0,196,7.0,23947.0,4.5,4139,200.0,11507.0,,,6481.0,,1398.0,193.0
2021-11-19,203.0,196,7.0,23947.0,2.85,4139,200.0,11507.0,,,6913.0,,1001.0,193.0
2021-11-20,203.0,196,7.0,23947.0,2.73,4139,200.0,11507.0,,,6870.0,,979.0,196.0
2021-11-21,203.0,196,7.0,23947.0,2.71,4139,200.0,11507.0,,,6846.0,,978.0,196.0
2021-11-22,203.0,196,7.0,23947.0,2.66,4139,200.0,11507.0,,,6718.0,,1031.0,196.0
2021-11-23,203.0,196,7.0,23947.0,2.49,4139,200.0,11507.0,,,6745.0,,973.0,196.0
2021-11-24,203.0,196,7.0,23947.0,2.5,4139,200.0,11507.0,,,6724.0,,976.0,194.0
2021-11-25,203.0,196,7.0,23947.0,2.51,4139,200.0,11507.0,,,6708.0,,965.0,194.0
2021-11-26,203.0,196,7.0,23947.0,2.6,4139,200.0,11507.0,,,6670.0,,983.0,194.0
2021-11-27,203.0,196,7.0,23947.0,2.35,4139,200.0,11507.0,,,6719.0,,907.0,194.0
2021-11-28,203.0,196,7.0,23947.0,2.31,4139,200.0,11507.0,,,6704.0,,905.0,195.0
2021-11-29,203.0,196,7.0,23947.0,2.2,4139,200.0,11507.0,,,6651.0,,887.0,195.0
2021-11-30,203.0,196,7.0,23947.0,2.24,4139,200.0,11507.0,,,6664.0,,873.0,194.0
2021-12-01,203.0,196,7.0,23947.0,2.08,4139,200.0,11507.0,,,6681.0,,836.0,195.0
2021-12-02,203.0,196,7.0,23947.0,2.28,4139,200.0,11507.0,,,6619.0,,874.0,197.0
2021-12-03,203.0,196,7.0,23947.0,2.23,4139,200.0,11507.0,,,6602.0,,874.0,194.0
2021-12-04,203.0,196,7.0,23947.0,2.2,4139,200.0,11507.0,,,6591.0,,871.0,194.0
2021-12-05,203.0,196,7.0,23947.0,2.19,4139,200.0,11507.0,,,6588.0,,860.0,191.0
2021-12-06,203.0,196,7.0,23947.0,1.98,4139,200.0,11507.0,,,6583.0,,817.0,190.0
2021-12-07,203.0,196,7.0,23947.0,1.97,4139,200.0,11507.0,,,6584.0,,795.0,197.0
2021-12-08,203.0,196,7.0,23947.0,1.89,4139,200.0,11507.0,,,6617.0,,769.0,190.0
2021-12-09,203.0,196,7.0,23947.0,1.89,4139,200.0,11507.0,,,6608.0,,767.0,190.0
2021-12-10,203.0,196,7.0,23947.0,1.83,4139,200.0,11507.0,,,6668.0,,754.0,152.0
2021-12-11,203.0,196,7.0,23947.0,1.8,4139,200.0,11507.0,,,6666.0,,744.0,152.0
2021-12-12,203.0,196,7.0,23947.0,1.62,4139,200.0,11507.0,,,6687.0,,709.0,152.0
2021-12-13,203.0,196,7.0,23947.0,1.79,4139,200.0,11507.0,,,6608.0,,757.0,152.0
2021-12-14,203.0,196,7.0,23947.0,1.66,4139,200.0,11507.0,,,6636.0,,717.0,152.0
2021-12-15,203.0,196,7.0,23947.0,1.67,4139,200.0,11507.0,,,6629.0,,709.0,152.0
2021-12-16,203.0,196,7.0,23947.0,1.65,4139,200.0,11507.0,,,6648.0,,706.0,152.0
2021-12-17,203.0,196,7.0,23947.0,1.62,4139,200.0,11507.0,,,6666.0,,695.0,152.0
2021-12-18,203.0,196,7.0,23947.0,1.73,4139,200.0,11507.0,,,6623.0,,728.0,150.0
2021-12-19,203.0,196,7.0,23947.0,1.56,4139,200.0,11507.0,,,6651.0,,684.0,154.0
2021-12-20,203.0,196,7.0,23947.0,1.57,4139,200.0,11507.0,,,6624.0,,698.0,152.0
2021-12-21,203.0,196,7.0,23947.0,1.55,4139,200.0,11507.0,,,6609.0,,689.0,153.0
2021-12-22,203.0,196,7.0,23947.0,1.46,4139,200.0,11507.0,,,6619.0,,671.0,152.0
2021-12-23,203.0,196,7.0,23947.0,1.37,4139,200.0,11507.0,,,6632.0,,650.0,151.0
2021-12-24,203.0,196,7.0,23947.0,1.37,4139,200.0,11507.0,,,6647.0,,647.0,152.0
2021-12-25,203.0,196,7.0,23947.0,1.34,4139,200.0,11507.0,,,6672.0,,636.0,150.0
