date,general_queries_24h,general_queries_cum,consultations_24h,consultations_total,ambulances_assigned_24h,ambulance_calls_24h,telepsych_counselling_24h,telepsych_counselling_total
2021-08-16,,,,,,,,
2021-08-17,,,,,,,,
2021-08-18,,,,,,,,
2021-08-19,2471.0,2109633.0,1302.0,,205.0,,505.0,
2021-08-20,2470.0,2112104.0,1300.0,851843.0,202.0,,502.0,416619.0
2021-08-21,2461.0,2114574.0,1298.0,853143.0,201.0,,501.0,417121.0
2021-08-22,2459.0,2117035.0,1290.0,,197.0,,500.0,
2021-08-23,,,,,,,,
2021-08-24,,,,,,,,
2021-08-25,,,,,,,,
2021-08-27,,,,,,,,
2021-08-28,,,,,,,,
2021-08-29,2455.0,2134217.0,1279.0,863396.0,197.0,,509.0,421156.0
2021-08-30,,,,,,,,
2021-08-31,,,,,,,,
2021-09-01,,,,,,,,
2021-09-02,,,,,,,,
2021-09-03,,,,,,,,
2021-09-04,2432.0,2148883.0,1251.0,870984.0,207.0,,503.0,424184.0
2021-09-05,2427.0,2151315.0,1247.0,,205.0,,502.0,
2021-09-06,,,,,,,,
2021-09-07,,,,,,,,
2021-09-08,,,,,,,,
2021-09-09,,,,,,,,
2021-09-10,,,,,,,,
2021-09-11,,,,,,,,
2021-09-12,2459.0,2168375.0,1265.0,,209.0,,535.0,
2021-09-13,,,,,,,,
2021-09-14,,,,,,,,
2021-09-15,,,,,,,,
2021-09-16,,,,,,,,
2021-09-17,,,,,,,,
2021-09-18,,,,,,,,
2021-09-19,2405.0,2185287.0,1237.0,,227.0,,543.0,
2021-09-20,2401.0,2187692.0,1235.0,,224.0,,540.0,
2021-09-21,2400.0,2190093.0,1227.0,892193.0,220.0,,535.0,433119.0
2021-09-22,2410.0,2192493.0,1227.0,,225.0,,541.0,
2021-09-23,,,,,,,,
2021-09-24,,,,,,,,
2021-09-25,2434.0,2199737.0,1241.0,,225.0,,552.0,
2021-09-26,2441.0,2202171.0,1244.0,,220.0,,549.0,
2021-09-27,2427.0,2204612.0,1228.0,,215.0,,541.0,
2021-09-28,2425.0,2207039.0,1231.0,,219.0,,537.0,
2021-09-29,2429.0,2209464.0,1227.0,,220.0,,531.0,
2021-09-30,2436.0,2211893.0,1232.0,903277.0,225.0,,537.0,438042.0
2021-10-01,2426.0,2214329.0,1227.0,904509.0,225.0,,535.0,438579.0
2021-10-02,2421.0,2216755.0,1228.0,,226.0,,538.0,
2021-10-03,2420.0,2219176.0,1225.0,906604.0,225.0,,536.0,439652.0
2021-10-04,2417.0,2221596.0,1219.0,907829.0,223.0,,538.0,440188.0
2021-10-05,2419.0,2224013.0,1220.0,909048.0,224.0,,536.0,440726.0
2021-10-06,2421.0,2226432.0,1217.0,910268.0,227.0,,538.0,441262.0
2021-10-07,2417.0,2228853.0,1215.0,911485.0,225.0,,535.0,441800.0
2021-10-08,2425.0,2231270.0,1211.0,912700.0,226.0,,538.0,442335.0
2021-10-10,2428.0,2236124.0,1205.0,,227.0,,537.0,
2021-10-11,2417.0,2238552.0,1210.0,916326.0,228.0,,539.0,443945.0
2021-10-12,2397.0,2240969.0,1201.0,917536.0,228.0,,220.0,444484.0
2021-10-13,2395.0,2243366.0,1219.0,,229.0,,239.0,
2021-10-14,2381.0,2245761.0,1215.0,,225.0,,231.0,
2021-10-15,2378.0,2248142.0,1210.0,,215.0,,230.0,
2021-10-16,2375.0,2250520.0,1204.0,,201.0,,220.0,
2021-10-17,2381.0,2252895.0,1212.0,,209.0,,225.0,
2021-10-18,2378.0,2255276.0,1208.0,924797.0,211.0,,225.0,445849.0
2021-10-19,2370.0,2257654.0,1217.0,926005.0,217.0,,229.0,446074.0
2021-10-20,2361.0,2260024.0,1229.0,927222.0,227.0,,241.0,446303.0
2021-10-21,2357.0,2262385.0,1231.0,928451.0,229.0,,237.0,446544.0
2021-10-22,2369.0,2264742.0,1259.0,929682.0,241.0,,249.0,446781.0
2021-10-23,2372.0,2267111.0,1269.0,930941.0,259.0,,259.0,447030.0
2021-10-24,2377.0,2269483.0,1278.0,932210.0,268.0,,271.0,447289.0
2021-10-25,2361.0,2271860.0,1276.0,932337.0,265.0,,265.0,447560.0
2021-10-26,2376.0,2274221.0,1276.0,933613.0,265.0,,265.0,447825.0
2021-10-27,,,,,,,,
2021-10-28,,,,,,,,
2021-10-29,,,,,,,,
2021-10-30,,,,,,,,
2021-10-31,2388.0,2286142.0,1279.0,940020.0,298.0,,295.0,449265.0
2021-11-01,,,,,,,,
2021-11-02,,,,,,,,
2021-11-03,,,,,,,,
2021-11-04,2370.0,2295662.0,1267.0,945112.0,290.0,,298.0,450441.0
2021-11-05,2368.0,2298032.0,1264.0,946379.0,297.0,,298.0,450739.0
2021-11-06,,,,,,,,
2021-11-07,2360.0,2302761.0,1265.0,948911.0,296.0,,291.0,451332.0
2021-11-08,,,,,,,,
2021-11-09,,,,,,,,
2021-11-10,,,,,,,,
2021-11-11,2369.0,2312205.0,1261.0,953969.0,305.0,,298.0,452497.0
2021-11-12,2361.0,2314574.0,1260.0,955230.0,303.0,,295.0,452795.0
2021-11-13,2361.0,2316935.0,1260.0,956490.0,303.0,,295.0,453090.0
2021-11-14,2355.0,2319296.0,1259.0,957750.0,305.0,,291.0,453385.0
2021-11-15,2348.0,2321651.0,1255.0,959009.0,301.0,,290.0,453676.0
2021-11-16,2349.0,2323999.0,1251.0,960264.0,307.0,,296.0,453966.0
2021-11-17,2341.0,2326348.0,1247.0,961515.0,309.0,,297.0,454262.0
2021-11-18,2341.0,2328689.0,1247.0,962762.0,309.0,,297.0,454559.0
2021-11-19,2337.0,2331030.0,1251.0,964009.0,312.0,,299.0,454856.0
2021-11-20,2339.0,2333367.0,1247.0,965260.0,305.0,,295.0,455155.0
2021-11-21,2327.0,2335706.0,1251.0,966507.0,301.0,,291.0,455450.0
2021-11-22,2321.0,2338033.0,1250.0,967758.0,300.0,,290.0,455741.0
2021-11-23,2317.0,2340354.0,1254.0,969008.0,284.0,,277.0,456031.0
2021-11-24,2349.0,2342671.0,1237.0,970262.0,271.0,,357.0,456308.0
2021-11-25,2309.0,2345020.0,1219.0,971499.0,257.0,,321.0,456665.0
2021-11-26,2379.0,2347329.0,1227.0,972718.0,239.0,,287.0,456986.0
2021-11-27,2343.0,2349708.0,1189.0,973945.0,239.0,,307.0,457273.0
2021-11-28,2289.0,2352051.0,1209.0,975134.0,221.0,,253.0,457580.0
2021-11-29,2319.0,2354340.0,1183.0,976343.0,229.0,,261.0,457833.0
2021-11-30,2281.0,2356659.0,1173.0,977526.0,221.0,,253.0,458094.0
2021-12-01,2327.0,2358940.0,1213.0,978699.0,227.0,,311.0,458347.0
2021-12-02,2314.0,2361267.0,1228.0,979912.0,234.0,,282.0,458658.0
2021-12-03,2254.0,2363581.0,1189.0,981140.0,224.0,,293.0,458940.0
2021-12-04,2278.0,2365835.0,1203.0,982329.0,217.0,,289.0,459233.0
2021-12-05,2267.0,2368113.0,1211.0,983532.0,211.0,,277.0,459522.0
2021-12-06,2277.0,2370380.0,1215.0,984743.0,217.0,,308.0,459799.0
2021-12-07,2247.0,2372657.0,1207.0,985958.0,213.0,,297.0,460107.0
2021-12-08,2219.0,2374904.0,1177.0,987165.0,202.0,,249.0,460404.0
2021-12-09,2235.0,2377123.0,1187.0,988342.0,216.0,,268.0,460653.0
2021-12-10,2217.0,2379358.0,1193.0,989529.0,219.0,,273.0,460921.0
2021-12-11,2221.0,2381575.0,1201.0,990722.0,223.0,,281.0,461194.0
2021-12-12,2231.0,2383796.0,1213.0,991923.0,232.0,,291.0,461475.0
2021-12-13,2218.0,2386027.0,1225.0,993136.0,229.0,,284.0,461766.0
2021-12-14,2216.0,2388245.0,1223.0,994361.0,223.0,,278.0,462050.0
2021-12-15,2231.0,2390461.0,1229.0,995584.0,226.0,,281.0,462328.0
2021-12-16,2251.0,2392692.0,1243.0,996813.0,234.0,,297.0,462609.0
2021-12-17,2267.0,2394943.0,1259.0,998056.0,235.0,,307.0,462906.0
2021-12-18,2259.0,2397210.0,1247.0,999315.0,231.0,,291.0,463213.0
2021-12-19,2263.0,2399469.0,1238.0,1000562.0,236.0,,301.0,463504.0
2021-12-20,2189.0,2401732.0,1178.0,1001800.0,214.0,,277.0,463805.0
2021-12-21,2209.0,2403921.0,1194.0,1002978.0,221.0,,286.0,464082.0
2021-12-22,2193.0,2406130.0,1179.0,1004172.0,219.0,,281.0,464368.0
2021-12-23,2207.0,2408323.0,1191.0,1005351.0,223.0,,284.0,464649.0
2021-12-24,2215.0,2410530.0,1196.0,1006542.0,228.0,,293.0,464933.0
2021-12-25,2226.0,2412745.0,1227.0,1007738.0,235.0,,289.0,465226.0
2021-12-26,2224.0,2414971.0,1229.0,1008965.0,234.0,,291.0,465515.0
2021-12-27,2179.0,2417195.0,1164.0,1010194.0,204.0,,247.0,465806.0
2021-12-28,2211.0,2419374.0,1190.0,1011358.0,217.0,,277.0,466053.0
2021-12-29,2241.0,2421585.0,1221.0,1012548.0,234.0,,297.0,466330.0
2021-12-30,2273.0,2423826.0,1251.0,1013769.0,258.0,,312.0,466627.0
2021-12-31,2328.0,2426099.0,1311.0,1015020.0,294.0,,367.0,466939.0
2022-01-01,2348.0,2428427.0,1327.0,1016331.0,304.0,,387.0,467306.0
2022-01-02,2364.0,2430775.0,1377.0,1017658.0,324.0,,419.0,467693.0
2022-01-03,2381.0,2433139.0,1392.0,1019035.0,317.0,,461.0,468112.0
2022-01-04,2411.0,2435520.0,1421.0,1020427.0,337.0,,489.0,468573.0
2022-01-05,2502.0,2437931.0,1497.0,1021848.0,351.0,,537.0,469062.0
2022-01-06,2571.0,2440433.0,1587.0,1023345.0,384.0,,569.0,469599.0
2022-01-07,2602.0,2443004.0,1621.0,1024932.0,418.0,,591.0,470168.0
2022-01-08,2659.0,2445606.0,1651.0,1026553.0,423.0,,612.0,470759.0
2022-01-09,2677.0,2448265.0,1678.0,1028204.0,455.0,,627.0,471371.0
