date,cases_new,tests_today,tests_total,cases_total,discharged_total,deaths_total,active_cases,vax_today
2021-04-25,4368.0,33808.0,3574574.0,151801.0,110664.0,2146.0,35864.0,20990.0
2021-04-26,5058.0,33059.0,3637694.0,156859.0,112265.0,2213.0,39031.0,42614.0
2021-04-27,5703.0,14277.0,3675568.0,162562.0,113736.0,2309.0,43032.0,39180.0
2021-04-28,6054.0,44774.0,3718006.0,168616.0,117221.0,2417.0,45383.0,35898.0
2021-04-29,6251.0,39852.0,3752603.0,174867.0,120350.0,2502.0,48318.0,42136.0
2021-04-30,5654.0,34642.0,3782632.0,180521.0,124565.0,2624.0,49492.0,44691.0
2021-05-01,5493.0,35058.0,3815200.0,186014.0,128209.0,2731.0,51127.0,70175.0
2021-05-02,5606.0,23285.0,3841463.0,191620.0,131144.0,2802.0,53612.0,
2021-05-03,5403.0,38174.0,3874678.0,197023.0,134488.0,2930.0,55436.0,8941.0
2021-05-04,7028.0,45213.0,3912724.0,204051.0,140184.0,3015.0,56627.0,25413.0
2021-05-05,7783.0,43489.0,3918586.0,211834.0,144941.0,3142.0,59526.0,42268.0
2021-05-06,8517.0,33097.0,3954321.0,220351.0,149489.0,3293.0,62911.0,55885.0
2021-05-07,9642.0,30531.0,3991171.0,229993.0,154132.0,3430.0,67691.0,35771.0
2021-05-08,8390.0,34937.0,4030481.0,238383.0,158903.0,3548.0,71174.0,48553.0
2021-05-09,5890.0,17579.0,4057194.0,244273.0,161634.0,3728.0,74114.0,22855.0
2021-05-10,5541.0,25497.0,4083756.0,249814.0,166521.0,3896.0,74480.0,63779.0
2021-05-11,7120.0,29650.0,4111684.0,256934.0,171454.0,4014.0,76500.0,53036.0
2021-05-12,7749.0,27796.0,4146577.0,264683.0,178459.0,4123.0,77082.0,38931.0
2021-05-13,7127.0,26089.0,4175285.0,271810.0,184207.0,4245.0,78304.0,30843.0
2021-05-14,5775.0,25291.0,4204379.0,277585.0,188690.0,4426.0,79379.0,32881.0
2021-05-15,5654.0,27881.0,4228389.0,283239.0,193496.0,4623.0,80000.0,33090.0
2021-05-16,4496.0,21224.0,4262233.0,287286.0,198530.0,4811.0,78802.0,18421.0
2021-05-17,3719.0,28676.0,4291896.0,291005.0,202177.0,5034.0,78608.0,28214.0
2021-05-18,4785.0,35004.0,4329896.0,295790.0,209196.0,5132.0,76232.0,23750.0
2021-05-19,4492.0,35177.0,4366657.0,300282.0,216529.0,5325.0,73172.0,12621.0
2021-05-20,3658.0,26414.0,4401501.0,303940.0,224535.0,5484.0,68643.0,15959.0
2021-05-21,3626.0,31491.0,4443937.0,307566.0,233266.0,5600.0,63373.0,14860.0
2021-05-22,2903.0,34191.0,4475669.0,310469.0,241430.0,5734.0,57929.0,12957.0
2021-05-23,3050.0,28142.0,4516781.0,313519.0,247603.0,5805.0,54735.0,9769.0
2021-05-24,2071.0,32214.0,4548874.0,315590.0,254654.0,5927.0,49579.0,23829.0
2021-05-25,2756.0,36541.0,4585942.0,318346.0,261328.0,6020.0,45568.0,19648.0
2021-05-26,2991.0,29751.0,4622698.0,321337.0,266182.0,6113.0,43520.0,12520.0
2021-05-27,2146.0,34601.0,4659648.0,323483.0,272488.0,6201.0,39177.0,17524.0
2021-05-28,1942.0,34860.0,4697243.0,325425.0,279516.0,6261.0,33994.0,17629.0
2021-05-29,1687.0,32682.0,4734270.0,327112.0,283962.0,6360.0,31110.0,15460.0
2021-05-30,1226.0,22766.0,4764419.0,328338.0,285889.0,6401.0,30357.0,12364.0
2021-05-31,1156.0,29223.0,4794885.0,329494.0,288928.0,6452.0,28371.0,15203.0
2021-06-01,981.0,30624.0,4825524.0,330475.0,290990.0,6497.0,27216.0,15648.0
2021-06-02,1003.0,29486.0,4858215.0,331478.0,293768.0,6535.0,25366.0,12224.0
2021-06-03,589.0,27400.0,4886352.0,332067.0,297122.0,6573.0,22530.0,14506.0
2021-06-04,892.0,24172.0,4913184.0,332959.0,301128.0,6631.0,19283.0,24941.0
2021-06-05,619.0,24058.0,4936696.0,333578.0,303659.0,6664.0,17305.0,34497.0
2021-06-06,446.0,17568.0,4957645.0,334024.0,305239.0,6699.0,16125.0,31185.0
2021-06-07,395.0,23271.0,4979584.0,334419.0,307574.0,6731.0,14122.0,24432.0
2021-06-08,546.0,25474.0,5004569.0,334965.0,310291.0,6797.0,11885.0,38993.0
2021-06-09,513.0,23676.0,5028341.0,335478.0,313379.0,6849.0,9258.0,38872.0
2021-06-10,388.0,25538.0,5046601.0,335866.0,316621.0,6878.0,6641.0,48290.0
2021-06-11,287.0,23234.0,5073364.0,336153.0,318235.0,6909.0,5277.0,43824.0
2021-06-12,463.0,19896.0,5102496.0,336616.0,318930.0,6928.0,5021.0,38338.0
2021-06-13,263.0,14292.0,5133927.0,336879.0,319559.0,6935.0,4633.0,29450.0
2021-07-17,32.0,23795.0,5954389.0,341433.0,327412.0,7356.0,656.0,50417.0
2021-07-18,19.0,17149.0,5973244.0,341452.0,327464.0,7356.0,623.0,33030.0
2021-07-19,34.0,20019.0,5993581.0,341486.0,327511.0,7357.0,604.0,45342.0
2021-07-20,50.0,22041.0,6014967.0,341536.0,327544.0,7357.0,620.0,87964.0
2021-07-21,37.0,18090.0,6035217.0,341573.0,327558.0,7357.0,643.0,42022.0
2021-07-22,56.0,24129.0,6060032.0,341629.0,327606.0,7359.0,649.0,41968.0
2021-07-23,11.0,26889.0,6086477.0,341640.0,327664.0,7359.0,606.0,47795.0
2021-07-25,51.0,22021.0,6138887.0,341724.0,327716.0,7359.0,637.0,19721.0
2021-07-26,54.0,28123.0,6164559.0,341778.0,327766.0,7359.0,638.0,31930.0
2021-07-27,43.0,27893.0,6192906.0,341874.0,327818.0,7361.0,659.0,40946.0
2021-07-28,60.0,24966.0,6220716.0,341934.0,327864.0,7361.0,672.0,33882.0
2021-07-29,48.0,27507.0,6246383.0,341982.0,327915.0,7361.0,669.0,91097.0
2021-07-30,41.0,28300.0,6272832.0,342023.0,327979.0,7362.0,645.0,86869.0
2021-07-31,38.0,24860.0,6298254.0,342139.0,328108.0,7362.0,632.0,81375.0
2021-08-01,22.0,16009.0,6319514.0,342161.0,328153.0,7362.0,609.0,95874.0
2021-08-02,37.0,24278.0,6342329.0,342198.0,328224.0,7363.0,574.0,86476.0
2021-08-03,48.0,25062.0,6367822.0,342246.0,328262.0,7366.0,581.0,77089.0
2021-08-04,37.0,25480.0,6392957.0,342283.0,328304.0,7366.0,576.0,103511.0
2021-08-05,24.0,24396.0,6417333.0,342307.0,328371.0,7366.0,533.0,100281.0
2021-08-06,29.0,25004.0,6443888.0,342336.0,328419.0,7367.0,513.0,47331.0
2021-08-07,38.0,23125.0,6466339.0,342374.0,328476.0,7367.0,492.0,175244.0
2021-08-08,18.0,14566.0,6483473.0,342392.0,328522.0,7367.0,463.0,32955.0
2021-08-09,31.0,22847.0,6505490.0,342423.0,328569.0,7368.0,446.0,45428.0
2021-08-10,39.0,20715.0,6526861.0,342462.0,328610.0,7368.0,444.0,119596.0
2021-08-11,40.0,20030.0,6547208.0,342502.0,328658.0,7369.0,435.0,99348.0
2021-08-12,24.0,19252.0,6566843.0,342526.0,328695.0,7369.0,418.0,119194.0
2021-08-13,27.0,21228.0,6587494.0,342553.0,328735.0,7370.0,401.0,101638.0
2021-08-14,19.0,19759.0,6607562.0,342572.0,328759.0,7370.0,396.0,107514.0
2021-08-15,16.0,10056.0,6619466.0,342588.0,328790.0,7370.0,380.0,11528.0
2021-08-16,18.0,19054.0,6637901.0,342606.0,328844.0,7371.0,342.0,85733.0
2021-08-17,31.0,19648.0,6657529.0,342637.0,328885.0,7373.0,330.0,119493.0
2021-08-18,16.0,18930.0,6676652.0,342668.0,328914.0,7374.0,331.0,71402.0
2021-08-19,33.0,17420.0,6692588.0,342701.0,328934.0,7376.0,342.0,87363.0
2021-08-20,15.0,13716.0,6708593.0,342716.0,328958.0,7376.0,333.0,57028.0
2021-08-21,21.0,15831.0,6722977.0,342737.0,328990.0,7377.0,321.0,76894.0
2021-08-22,12.0,5651.0,6732635.0,342749.0,329006.0,7377.0,317.0,6727.0
2021-08-23,,,,,,,,
2021-08-24,15.0,17081.0,6761182.0,342786.0,329047.0,7377.0,310.0,88582.0
2021-08-25,32.0,17697.0,6777503.0,342818.0,329069.0,7377.0,320.0,70423.0
2021-08-26,25.0,17294.0,6795653.0,342843.0,329090.0,7377.0,324.0,99543.0
2021-08-27,32.0,17612.0,6812404.0,342875.0,329122.0,7380.0,321.0,107527.0
2021-08-28,19.0,16202.0,6829733.0,342894.0,329136.0,7380.0,326.0,112084.0
2021-08-29,16.0,11210.0,6845842.0,342910.0,329143.0,7380.0,335.0,79938.0
2021-08-30,38.0,14657.0,6859272.0,342948.0,329159.0,7381.0,356.0,38795.0
2021-08-31,28.0,18618.0,6876339.0,342976.0,329183.0,7387.0,354.0,90947.0
2021-09-01,25.0,20426.0,6895451.0,343001.0,329197.0,7387.0,365.0,85530.0
2021-09-02,33.0,19208.0,6914911.0,343034.0,329212.0,7387.0,383.0,88077.0
2021-09-03,36.0,19299.0,6931457.0,343070.0,329221.0,7387.0,410.0,88544.0
2021-09-04,14.0,20191.0,6950594.0,343084.0,329251.0,7388.0,393.0,77518.0
2021-09-05,16.0,13396.0,6968497.0,343100.0,329271.0,7388.0,389.0,58656.0
2021-09-06,25.0,19132.0,6984996.0,343125.0,329306.0,7388.0,379.0,76060.0
2021-09-07,14.0,20214.0,7004656.0,343139.0,329327.0,7389.0,371.0,72661.0
2021-09-08,12.0,20872.0,7024202.0,343151.0,329361.0,7389.0,349.0,67453.0
2021-09-09,16.0,19021.0,7043105.0,343167.0,329387.0,7389.0,331.0,68636.0
2021-09-10,20.0,19442.0,7062188.0,343187.0,329415.0,7389.0,319.0,67748.0
2021-09-11,24.0,18690.0,7081010.0,343211.0,329438.0,7389.0,320.0,68661.0
2021-09-12,12.0,11816.0,7098368.0,343223.0,329458.0,7389.0,312.0,37421.0
2021-09-13,19.0,18833.0,7114102.0,343242.0,329495.0,7389.0,293.0,65379.0
2021-09-14,19.0,18272.0,7133139.0,343261.0,329521.0,7389.0,285.0,70408.0
2021-09-15,49.0,18246.0,7152326.0,343310.0,329554.0,7389.0,296.0,62056.0
2021-09-16,20.0,18369.0,7171727.0,343330.0,329582.0,7389.0,284.0,60548.0
2021-09-17,25.0,15374.0,7188681.0,343355.0,329605.0,7389.0,282.0,172641.0
2021-09-18,21.0,17637.0,7206586.0,343376.0,329619.0,7390.0,282.0,107616.0
2021-09-19,6.0,12158.0,7221453.0,343382.0,329634.0,7390.0,273.0,48798.0
2021-09-20,11.0,16075.0,7236680.0,343393.0,329651.0,7390.0,267.0,74572.0
2021-09-21,12.0,17315.0,7253969.0,343405.0,329679.0,7391.0,249.0,67131.0
2021-09-22,23.0,17103.0,7271590.0,343428.0,329695.0,7391.0,256.0,58241.0
2021-09-23,17.0,16565.0,7287881.0,343445.0,329715.0,7391.0,249.0,61169.0
2021-09-24,14.0,17513.0,7303934.0,343459.0,329738.0,7393.0,238.0,52502.0
2021-09-25,15.0,16748.0,7321147.0,343474.0,329758.0,7393.0,228.0,49525.0
2021-09-26,16.0,10415.0,7336734.0,343490.0,329774.0,7393.0,226.0,24078.0
2021-09-27,14.0,16092.0,7349844.0,343504.0,329794.0,7393.0,218.0,40450.0
2021-09-28,15.0,16859.0,7364891.0,343519.0,329813.0,7393.0,214.0,41586.0
2021-09-29,11.0,14516.0,7381005.0,343530.0,329828.0,7394.0,209.0,33823.0
2021-09-30,7.0,14188.0,7395962.0,343537.0,329876.0,7394.0,167.0,40553.0
2021-10-01,13.0,17190.0,7413081.0,343550.0,329893.0,7395.0,162.0,39370.0
2021-10-02,5.0,9931.0,7424435.0,343555.0,329910.0,7395.0,150.0,23902.0
2021-10-03,12.0,8191.0,7436267.0,343567.0,329920.0,7395.0,152.0,13324.0
2021-10-04,17.0,16306.0,7448199.0,343584.0,329936.0,7395.0,150.0,34535.0
2021-10-05,12.0,17209.0,7462839.0,343596.0,329946.0,7395.0,149.0,32583.0
2021-10-06,22.0,15308.0,7478809.0,343618.0,329953.0,7396.0,163.0,24345.0
2021-10-07,8.0,14924.0,7495348.0,343626.0,329967.0,7396.0,156.0,17759.0
2021-10-08,19.0,15625.0,7510831.0,343645.0,329976.0,7396.0,166.0,30219.0
2021-10-09,17.0,13596.0,7524461.0,343662.0,329984.0,7396.0,173.0,25319.0
2021-10-10,6.0,7868.0,7536187.0,343668.0,329991.0,7396.0,172.0,12751.0
2021-10-11,7.0,13623.0,7546861.0,343675.0,330007.0,7396.0,162.0,27397.0
2021-10-12,20.0,14771.0,7562158.0,343695.0,330022.0,7397.0,158.0,24918.0
2021-10-13,6.0,15533.0,7576643.0,343701.0,330032.0,7397.0,153.0,21840.0
2021-10-14,28.0,12526.0,7591380.0,343729.0,330036.0,7397.0,175.0,29604.0
2021-10-15,10.0,9273.0,7603099.0,343739.0,330041.0,7397.0,179.0,11541.0
2021-10-16,8.0,11736.0,7614498.0,343747.0,330047.0,7397.0,177.0,25941.0
2021-10-17,9.0,7887.0,7625367.0,343756.0,330054.0,7397.0,178.0,15701.0
2021-10-18,3.0,9378.0,7635444.0,343759.0,330058.0,7397.0,176.0,19786.0
2021-10-19,6.0,7968.0,7644446.0,343765.0,330065.0,7397.0,175.0,22038.0
2021-10-20,8.0,9413.0,7651916.0,343773.0,330071.0,7398.0,176.0,22032.0
2021-10-21,14.0,12739.0,7663757.0,343787.0,330085.0,7398.0,176.0,34172.0
2021-10-22,12.0,13191.0,7675527.0,343799.0,330099.0,7398.0,166.0,39957.0
2021-10-23,16.0,13480.0,7687894.0,343815.0,330112.0,7398.0,169.0,36170.0
2021-10-24,6.0,6955.0,7697771.0,343821.0,330121.0,7399.0,163.0,12797.0
2021-10-25,11.0,12593.0,7708051.0,343832.0,330137.0,7399.0,156.0,39476.0
2021-10-26,12.0,12860.0,7719760.0,343844.0,330145.0,7399.0,156.0,47761.0
2021-10-27,17.0,14420.0,7733194.0,343861.0,330163.0,7399.0,150.0,42798.0
2021-10-28,9.0,13178.0,7747261.0,343869.0,330173.0,7400.0,146.0,40172.0
2021-10-29,7.0,12280.0,7759881.0,343876.0,330180.0,7400.0,146.0,49133.0
2021-10-30,15.0,10438.0,7771624.0,343891.0,330186.0,7400.0,155.0,45400.0
2021-10-31,5.0,6747.0,7781148.0,343896.0,330195.0,7400.0,151.0,17807.0
2021-11-01,8.0,11158.0,7790773.0,343904.0,330201.0,7401.0,152.0,49403.0
2021-11-02,7.0,9301.0,7801393.0,343911.0,330209.0,7401.0,151.0,40156.0
2021-11-03,7.0,7625.0,7810467.0,343918.0,330218.0,7401.0,149.0,13827.0
2021-11-04,6.0,4103.0,7816336.0,343924.0,330227.0,7401.0,146.0,1828.0
2021-11-05,3.0,4606.0,7820867.0,343927.0,330232.0,7401.0,143.0,7046.0
2021-11-06,12.0,7304.0,7828008.0,343939.0,330241.0,7401.0,146.0,10261.0
2021-11-07,3.0,6993.0,7834916.0,343942.0,330249.0,7401.0,141.0,13453.0
2021-11-08,3.0,11232.0,7844321.0,343945.0,330255.0,7402.0,137.0,44041.0
2021-11-09,21.0,12159.0,7853747.0,343966.0,330263.0,7402.0,150.0,58660.0
2021-11-10,8.0,10396.0,7866273.0,343974.0,330273.0,7402.0,142.0,43500.0
2021-11-11,13.0,13188.0,7877567.0,343987.0,330280.0,7403.0,146.0,51839.0
2021-11-12,11.0,13487.0,7890273.0,343998.0,330289.0,7403.0,147.0,57319.0
2021-11-13,16.0,13020.0,7902901.0,344014.0,330294.0,7403.0,158.0,56148.0
2021-11-14,29.0,6757.0,7913010.0,344043.0,330304.0,7403.0,177.0,24999.0
2021-11-15,7.0,10840.0,7921174.0,344050.0,330315.0,7403.0,173.0,44198.0
2021-11-16,8.0,11747.0,7931817.0,344058.0,330321.0,7404.0,174.0,57436.0
2021-11-17,4.0,12414.0,7943091.0,344062.0,330326.0,7404.0,173.0,54032.0
2021-11-18,12.0,11079.0,7953445.0,344074.0,330332.0,7404.0,179.0,60270.0
2021-11-19,10.0,9434.0,7964101.0,344084.0,330337.0,7404.0,184.0,38332.0
2021-11-20,11.0,9923.0,7974018.0,344095.0,330345.0,7404.0,187.0,42520.0
2021-11-21,11.0,4359.0,7981776.0,344106.0,330351.0,7404.0,192.0,22714.0
2021-11-22,9.0,9519.0,7988612.0,344115.0,330376.0,7405.0,175.0,50916.0
2021-11-23,8.0,9277.0,7997734.0,344123.0,330391.0,7407.0,165.0,62917.0
2021-11-24,25.0,7583.0,8006816.0,344148.0,330401.0,7407.0,180.0,57978.0
2021-11-25,8.0,7548.0,8013752.0,344156.0,330432.0,7407.0,157.0,61243.0
2021-11-26,13.0,8388.0,8020743.0,344169.0,330458.0,7407.0,144.0,52334.0
2021-11-27,14.0,7953.0,8029883.0,344183.0,330466.0,7407.0,150.0,60159.0
2021-11-28,36.0,3407.0,8035255.0,344219.0,330476.0,7407.0,176.0,28357.0
2021-11-29,8.0,8291.0,8040633.0,344227.0,330527.0,7408.0,132.0,61803.0
2021-11-30,28.0,12436.0,8052276.0,344255.0,330546.0,7408.0,141.0,71406.0
2021-12-01,53.0,16629.0,8066417.0,344308.0,330557.0,7408.0,183.0,60179.0
2021-12-02,17.0,16524.0,8080274.0,344325.0,330566.0,7408.0,182.0,61699.0
2021-12-03,10.0,16459.0,8094335.0,344335.0,330571.0,7408.0,187.0,62696.0
2021-12-04,10.0,14745.0,8107513.0,344345.0,330592.0,7411.0,173.0,69246.0
2021-12-05,8.0,9008.0,8120927.0,344353.0,330599.0,7411.0,174.0,42248.0
2021-12-06,11.0,14809.0,8131158.0,344364.0,330608.0,7411.0,172.0,77271.0
2021-12-07,21.0,14129.0,8145072.0,344385.0,330611.0,7411.0,189.0,70981.0
2021-12-08,17.0,10831.0,8160764.0,344402.0,330624.0,7411.0,192.0,57429.0
2021-12-09,9.0,15590.0,8175962.0,344411.0,330650.0,7411.0,174.0,50536.0
2021-12-10,10.0,15730.0,8189346.0,344421.0,330677.0,7412.0,156.0,47172.0
2021-12-11,21.0,15543.0,8202814.0,344442.0,330703.0,7412.0,151.0,43183.0
2021-12-12,17.0,9359.0,8214043.0,344459.0,330730.0,7412.0,141.0,18079.0
2021-12-13,12.0,16366.0,8226043.0,344471.0,330744.0,7412.0,139.0,37502.0
2021-12-14,16.0,18964.0,8240359.0,344487.0,330761.0,7412.0,138.0,42429.0
2021-12-15,26.0,19347.0,8259865.0,344513.0,330775.0,7413.0,142.0,37241.0
2021-12-16,20.0,17561.0,8277466.0,344533.0,330784.0,7413.0,153.0,44448.0
2021-12-17,20.0,18305.0,8294827.0,344553.0,330797.0,7413.0,155.0,42465.0
2021-12-18,25.0,16730.0,8312321.0,344578.0,330811.0,7413.0,164.0,40653.0
2021-12-19,13.0,10697.0,8327335.0,344591.0,330820.0,7413.0,168.0,26904.0
2021-12-20,11.0,17144.0,8343334.0,344602.0,330828.0,7414.0,170.0,43631.0
2021-12-21,29.0,20191.0,8360117.0,344631.0,330858.0,7415.0,168.0,49070.0
2021-12-22,27.0,19061.0,8378695.0,344658.0,330869.0,7415.0,184.0,46407.0
2021-12-23,39.0,16840.0,8396219.0,344697.0,330872.0,7415.0,220.0,44844.0
2021-12-24,27.0,13397.0,8410797.0,344724.0,330886.0,7415.0,233.0,50538.0
2021-12-25,42.0,16062.0,8426309.0,344766.0,330920.0,7416.0,237.0,38503.0
2021-12-26,13.0,11438.0,8438550.0,344779.0,330938.0,7416.0,231.0,24590.0
2021-12-27,20.0,16629.0,8455401.0,344799.0,330973.0,7416.0,213.0,51845.0
2021-12-28,44.0,18877.0,8469908.0,344843.0,331001.0,7416.0,227.0,53506.0
2021-12-29,38.0,18658.0,8490294.0,344881.0,331043.0,7417.0,222.0,52621.0
