date,district_name,cases_total,recovered_total,active_cases,deaths_total,migrated_total
2020-11-13,Nainital,7825,7255,379,152,39
2020-11-13,Pauri Garhwal,3643,3113,472,34,24
2020-11-13,Pithoragarh,1753,1496,247,10,0
2020-11-13,Rudraprayag,1648,1372,265,6,5
2020-11-13,Tehri Garhwal,3335,3037,260,5,33
2020-11-13,Total,67706,61732,4307,1097,570
2020-11-13,U.S. Nagar,9838,9393,247,97,101
2020-11-13,Uttarkashi,2851,2646,154,10,41
2020-11-14,Almora,2110,1842,222,13,33
2020-11-14,Bageshwar,1042,900,133,9,0
2020-11-14,Chamoli,2272,1861,376,5,30
2020-11-14,Champawat,1211,1103,88,6,14
2020-11-14,Dehradun,18887,17017,1059,624,187
2020-11-14,Haridwar,11475,10794,483,128,70
2020-11-14,Nainital,7859,7264,403,153,39
2020-11-14,Pauri Garhwal,3664,3127,478,35,24
2020-11-14,Pithoragarh,1756,1496,250,10,0
2020-11-14,Rudraprayag,1654,1375,268,6,5
2020-11-14,Tehri Garhwal,3341,3058,243,5,35
2020-11-14,Total,68002,61896,4417,1102,587
2020-11-14,U.S. Nagar,9869,9393,273,98,105
2020-11-14,Uttarkashi,2862,2666,141,10,45
2020-11-15,Almora,2112,1849,217,13,33
2020-11-15,Bageshwar,1043,900,134,9,0
2020-11-15,Chamoli,2273,1862,376,5,30
2020-11-15,Champawat,1211,1103,88,6,14
2020-11-15,Dehradun,18967,17038,1114,625,190
2020-11-15,Haridwar,11484,10794,489,130,71
2020-11-15,Nainital,7895,7262,441,153,39
2020-11-15,Pauri Garhwal,3699,3116,524,35,24
2020-11-15,Pithoragarh,1759,1516,233,10,0
2020-11-15,Rudraprayag,1654,1428,215,6,5
2020-11-15,Tehri Garhwal,3341,3037,263,6,35
2020-11-15,Total,68215,61950,4565,1107,593
2020-11-15,U.S. Nagar,9907,9393,310,99,105
2020-11-15,Uttarkashi,2870,2652,161,10,47
2020-11-16,Almora,2127,1850,231,13,33
2020-11-16,Bageshwar,1050,901,140,9,0
2020-11-16,Chamoli,2285,1928,321,5,31
2020-11-16,Champawat,1220,1103,97,6,14
2020-11-16,Dehradun,19074,17260,993,627,194
2020-11-16,Haridwar,11502,10798,501,131,72
2020-11-16,Nainital,7919,7413,311,156,39
2020-11-16,Pauri Garhwal,3720,3170,490,36,24
2020-11-16,Pithoragarh,1760,1531,219,10,0
2020-11-16,Rudraprayag,1660,1466,182,7,5
2020-11-16,Tehri Garhwal,3348,3061,246,6,35
2020-11-16,Total,68458,62555,4184,1116,603
2020-11-16,U.S. Nagar,9921,9393,323,100,105
2020-11-16,Uttarkashi,2872,2681,130,10,51
2020-11-17,Almora,2149,1893,210,13,33
2020-11-17,Bageshwar,1064,901,154,9,0
2020-11-17,Chamoli,2302,1962,304,5,31
2020-11-17,Champawat,1228,1103,104,6,15
2020-11-17,Dehradun,19216,17352,1038,629,197
2020-11-17,Haridwar,11520,10845,472,131,72
2020-11-17,Nainital,7971,7454,322,156,39
2020-11-17,Pauri Garhwal,3743,3227,455,37,24
2020-11-17,Pithoragarh,1795,1585,200,10,0
2020-11-17,Rudraprayag,1696,1488,196,7,5
2020-11-17,Tehri Garhwal,3360,3072,247,6,35
2020-11-17,Total,68887,62995,4165,1119,608
2020-11-17,U.S. Nagar,9940,9432,303,100,105
2020-11-17,Uttarkashi,2903,2681,160,10,52
2020-11-18,Almora,2166,1895,225,13,33
2020-11-18,Bageshwar,1076,942,125,9,0
2020-11-18,Chamoli,2330,2005,288,6,31
2020-11-18,Champawat,1230,1103,106,6,15
2020-11-18,Dehradun,19369,17501,1038,631,199
2020-11-18,Haridwar,11562,10920,439,131,72
2020-11-18,Nainital,8022,7463,361,157,41
2020-11-18,Pauri Garhwal,3766,3274,430,38,24
2020-11-18,Pithoragarh,1802,1596,195,11,0
2020-11-18,Rudraprayag,1724,1488,224,7,5
2020-11-18,Tehri Garhwal,3378,3080,255,8,35
2020-11-18,Total,69307,63420,4147,1128,612
2020-11-18,U.S. Nagar,9978,9460,312,101,105
2020-11-18,Uttarkashi,2904,2693,149,10,52
2020-11-19,Almora,2172,1914,210,13,35
2020-11-19,Bageshwar,1089,948,132,9,0
2020-11-19,Chamoli,2351,2036,278,6,31
2020-11-19,Champawat,1235,1110,104,6,15
2020-11-19,Dehradun,19506,17610,1061,632,203
2020-11-19,Haridwar,11597,10988,406,131,72
2020-11-19,Nainital,8075,7471,405,158,41
2020-11-19,Pauri Garhwal,3795,3280,453,38,24
2020-11-19,Pithoragarh,1839,1611,215,13,0
2020-11-19,Rudraprayag,1732,1523,196,7,6
2020-11-19,Tehri Garhwal,3391,3092,256,8,35
2020-11-19,Total,69693,63808,4133,1133,619
2020-11-19,U.S. Nagar,10003,9530,267,101,105
2020-11-19,Uttarkashi,2908,2695,150,11,52
2020-11-20,Almora,2188,1968,172,13,35
2020-11-20,Bageshwar,1103,948,146,9,0
2020-11-20,Chamoli,2396,2059,300,6,31
2020-11-20,Champawat,1247,1128,98,6,15
2020-11-20,Dehradun,19710,17714,1157,634,205
2020-11-20,Haridwar,11636,11062,371,131,72
2020-11-20,Nainital,8118,7566,350,159,43
2020-11-20,Pauri Garhwal,3830,3368,399,39,24
2020-11-20,Pithoragarh,1866,1649,204,13,0
2020-11-20,Rudraprayag,1752,1541,198,7,6
2020-11-20,Tehri Garhwal,3414,3117,254,8,35
2020-11-20,Total,70205,64393,4051,1138,623
2020-11-20,U.S. Nagar,10025,9568,250,102,105
2020-11-20,Uttarkashi,2920,2705,152,11,52
2020-11-21,Almora,2212,1971,193,13,35
2020-11-21,Bageshwar,1109,969,131,9,0
2020-11-21,Chamoli,2453,2121,294,7,31
2020-11-21,Champawat,1252,1131,100,6,15
2020-11-21,Dehradun,19920,17881,1196,635,208
2020-11-21,Haridwar,11679,11115,361,131,72
2020-11-21,Nainital,8189,7596,389,161,43
2020-11-21,Pauri Garhwal,3868,3376,427,41,24
2020-11-21,Pithoragarh,1900,1675,210,15,0
2020-11-21,Rudraprayag,1780,1574,193,7,6
2020-11-21,Tehri Garhwal,3445,3118,284,8,35
2020-11-21,Total,70790,64851,4166,1146,627
2020-11-21,U.S. Nagar,10055,9617,231,102,105
2020-11-21,Uttarkashi,2928,2707,157,11,53
2020-11-22,Almora,2217,1972,197,13,35
2020-11-22,Bageshwar,1114,970,135,9,0
2020-11-22,Chamoli,2469,2147,284,7,31
2020-11-22,Champawat,1259,1131,107,6,15
2020-11-22,Dehradun,20101,17996,1254,640,211
2020-11-22,Haridwar,11732,11130,399,131,72
2020-11-22,Nainital,8229,7603,421,162,43
2020-11-22,Pauri Garhwal,3933,3377,490,42,24
2020-11-22,Pithoragarh,1938,1675,247,16,0
2020-11-22,Rudraprayag,1784,1626,145,7,6
2020-11-22,Tehri Garhwal,3459,3129,287,8,35
2020-11-22,Total,71256,65102,4368,1155,631
2020-11-22,U.S. Nagar,10078,9617,252,103,106
2020-11-22,Uttarkashi,2943,2729,150,11,53
2020-11-23,Almora,2228,1999,178,13,38
2020-11-23,Bageshwar,1118,970,139,9,0
2020-11-23,Chamoli,2493,2178,277,7,31
2020-11-23,Champawat,1277,1131,124,6,16
2020-11-23,Dehradun,20234,18045,1333,641,215
2020-11-23,Haridwar,11781,11145,433,131,72
2020-11-23,Nainital,8276,7690,377,166,43
2020-11-23,Pauri Garhwal,3959,3493,399,43,24
2020-11-23,Pithoragarh,1961,1698,246,17,0
2020-11-23,Rudraprayag,1789,1630,146,7,6
2020-11-23,Tehri Garhwal,3471,3163,265,8,35
2020-11-23,Total,71632,65530,4298,1162,642
2020-11-23,U.S. Nagar,10090,9656,225,103,106
2020-11-23,Uttarkashi,2955,2732,156,11,56
2020-11-24,Almora,2248,2001,196,13,38
2020-11-24,Bageshwar,1125,989,127,9,0
2020-11-24,Chamoli,2513,2181,294,7,31
2020-11-24,Champawat,1282,1131,129,6,16
2020-11-24,Dehradun,20426,18119,1443,647,217
2020-11-24,Haridwar,11864,11162,498,132,72
2020-11-24,Nainital,8313,7696,404,170,43
2020-11-24,Pauri Garhwal,3983,3494,420,45,24
2020-11-24,Pithoragarh,2010,1698,292,20,0
2020-11-24,Rudraprayag,1794,1637,144,7,6
2020-11-24,Tehri Garhwal,3477,3196,235,9,37
2020-11-24,Total,72160,65703,4631,1180,646
2020-11-24,U.S. Nagar,10159,9656,294,103,106
2020-11-24,Uttarkashi,2966,2743,155,12,56
2020-11-25,Almora,2258,2048,157,13,40
2020-11-25,Bageshwar,1130,990,131,9,0
2020-11-25,Chamoli,2554,2197,316,9,32
2020-11-25,Champawat,1294,1171,101,6,16
2020-11-25,Dehradun,20583,18259,1452,655,217
2020-11-25,Haridwar,11914,11175,534,133,72
2020-11-25,Nainital,8372,7723,438,167,44
2020-11-25,Pauri Garhwal,4030,3556,407,43,24
2020-11-25,Pithoragarh,2054,1727,308,19,0
2020-11-25,Rudraprayag,1806,1643,150,7,6
2020-11-25,Tehri Garhwal,3492,3217,227,9,39
2020-11-25,Total,72642,66147,4658,1185,652
2020-11-25,U.S. Nagar,10182,9677,296,103,106
2020-11-25,Uttarkashi,2973,2764,141,12,56
2020-11-26,Almora,2272,2063,155,14,40
2020-11-26,Bageshwar,1136,1003,124,9,0
2020-11-26,Chamoli,2578,2202,335,9,32
2020-11-26,Champawat,1300,1172,106,6,16
2020-11-26,Dehradun,20711,18391,1438,662,220
2020-11-26,Haridwar,11942,11194,543,133,72
2020-11-26,Nainital,8396,7742,443,167,44
2020-11-26,Pauri Garhwal,4069,3568,434,43,24
2020-11-26,Pithoragarh,2105,1730,354,21,0
2020-11-26,Rudraprayag,1809,1666,130,7,6
2020-11-26,Tehri Garhwal,3501,3221,231,10,39
2020-11-26,Total,72997,66464,4682,1196,655
2020-11-26,U.S. Nagar,10200,9739,252,103,106
2020-11-26,Uttarkashi,2978,2773,137,12,56
2020-11-27,Almora,2294,2067,172,14,41
2020-11-27,Bageshwar,1144,1007,128,9,0
2020-11-27,Chamoli,2616,2218,357,9,32
2020-11-27,Champawat,1345,1172,150,7,16
2020-11-27,Dehradun,20879,18494,1498,664,223
2020-11-27,Haridwar,11985,11229,551,133,72
2020-11-27,Nainital,8465,7812,442,167,44
2020-11-27,Pauri Garhwal,4109,3596,445,44,24
2020-11-27,Pithoragarh,2130,1767,341,22,0
2020-11-27,Rudraprayag,1829,1691,125,7,6
2020-11-27,Tehri Garhwal,3512,3238,225,10,39
2020-11-27,Total,73527,66855,4812,1201,659
2020-11-27,U.S. Nagar,10233,9779,245,103,106
2020-11-27,Uttarkashi,2986,2785,133,12,56
2020-11-28,Almora,2315,2075,185,14,41
2020-11-28,Bageshwar,1152,1024,119,9,0
2020-11-28,Chamoli,2636,2292,301,11,32
2020-11-28,Champawat,1364,1172,169,7,16
2020-11-28,Dehradun,21042,18681,1465,671,225
2020-11-28,Haridwar,12015,11259,551,133,72
2020-11-28,Nainital,8476,7812,452,168,44
2020-11-28,Pauri Garhwal,4154,3601,485,44,24
2020-11-28,Pithoragarh,2189,1768,399,22,0
2020-11-28,Rudraprayag,1836,1700,122,8,6
2020-11-28,Tehri Garhwal,3533,3239,243,12,39
2020-11-28,Total,73951,67197,4876,1214,664
2020-11-28,U.S. Nagar,10245,9783,252,103,107
2020-11-28,Uttarkashi,2994,2791,133,12,58
2020-11-29,Almora,2322,2078,186,14,44
2020-11-29,Bageshwar,1154,1026,119,9,0
2020-11-29,Chamoli,2657,2292,322,11,32
2020-11-29,Champawat,1374,1172,179,7,16
2020-11-29,Dehradun,21188,18886,1395,677,230
2020-11-29,Haridwar,12064,11259,598,135,72
2020-11-29,Nainital,8482,7812,458,168,44
2020-11-29,Pauri Garhwal,4211,3601,542,44,24
2020-11-29,Pithoragarh,2196,1814,360,22,0
2020-11-29,Rudraprayag,1845,1713,118,8,6
2020-11-29,Tehri Garhwal,3557,3239,266,12,40
2020-11-29,Total,74340,67475,4970,1222,673
2020-11-29,U.S. Nagar,10278,9783,285,103,107
2020-11-29,Uttarkashi,3012,2800,142,12,58
2020-11-30,Almora,2346,2085,203,14,44
2020-11-30,Bageshwar,1167,1027,131,9,0
2020-11-30,Chamoli,2674,2346,283,12,33
2020-11-30,Champawat,1385,1172,190,7,16
2020-11-30,Dehradun,21373,19054,1403,683,233
2020-11-30,Haridwar,12087,11262,618,135,72
2020-11-30,Nainital,8539,7886,440,169,44
2020-11-30,Pauri Garhwal,4230,3612,550,44,24
2020-11-30,Pithoragarh,2245,1814,409,22,0
2020-11-30,Rudraprayag,1853,1746,93,8,6
2020-11-30,Tehri Garhwal,3571,3239,279,13,40
2020-11-30,Total,74795,67827,5059,1231,678
2020-11-30,U.S. Nagar,10302,9783,309,103,107
2020-11-30,Uttarkashi,3023,2801,151,12,59
2020-12-01,Almora,2378,2127,193,14,44
2020-12-01,Bageshwar,1181,1036,136,9,0
2020-12-01,Chamoli,2717,2370,301,12,34
2020-12-01,Champawat,1395,1173,198,7,17
2020-12-01,Dehradun,21537,19235,1361,685,256
2020-12-01,Haridwar,12127,11297,619,135,76
2020-12-01,Nainital,8563,7923,425,171,44
2020-12-01,Pauri Garhwal,4256,3696,492,44,24
2020-12-01,Pithoragarh,2296,1876,396,24,0
2020-12-01,Rudraprayag,1857,1757,85,9,6
2020-12-01,Tehri Garhwal,3596,3261,272,13,50
2020-12-01,Total,75268,68365,4947,1238,718
2020-12-01,U.S. Nagar,10326,9810,306,103,107
2020-12-01,Uttarkashi,3039,2804,163,12,60
2020-12-02,Almora,2411,2139,213,15,44
2020-12-02,Bageshwar,1184,1047,127,10,0
2020-12-02,Chamoli,2734,2420,265,12,37
2020-12-02,Champawat,1411,1173,209,7,22
2020-12-02,Dehradun,21731,19392,1384,695,260
2020-12-02,Haridwar,12195,11324,658,135,78
2020-12-02,Nainital,8630,7973,441,171,45
2020-12-02,Pauri Garhwal,4276,3791,416,45,24
2020-12-02,Pithoragarh,2322,1900,398,24,0
2020-12-02,Rudraprayag,1864,1766,83,9,6
2020-12-02,Tehri Garhwal,3606,3268,272,13,53
2020-12-02,Total,75784,68838,4955,1251,740
2020-12-02,U.S. Nagar,10373,9838,325,103,107
2020-12-02,Uttarkashi,3047,2807,164,12,64
2020-12-03,Almora,2436,2159,216,16,45
2020-12-03,Bageshwar,1202,1055,137,10,0
2020-12-03,Chamoli,2776,2423,302,12,39
2020-12-03,Champawat,1420,1222,156,7,35
2020-12-03,Dehradun,21910,19534,1399,703,274
2020-12-03,Haridwar,12247,11340,691,136,80
2020-12-03,Nainital,8706,8076,413,172,45
2020-12-03,Pauri Garhwal,4300,3798,432,46,24
2020-12-03,Pithoragarh,2328,1937,367,24,0
2020-12-03,Rudraprayag,1872,1770,87,9,6
2020-12-03,Tehri Garhwal,3629,3272,289,13,55
2020-12-03,Total,76275,69271,4967,1263,774
2020-12-03,U.S. Nagar,10389,9866,313,103,107
2020-12-03,Uttarkashi,3060,2819,165,12,64
2020-12-04,Almora,2475,2167,247,16,45
2020-12-04,Bageshwar,1215,1059,146,10,0
2020-12-04,Chamoli,2816,2428,336,13,39
2020-12-04,Champawat,1427,1223,159,7,38
2020-12-04,Dehradun,22149,19673,1484,707,285
2020-12-04,Haridwar,12295,11555,521,136,83
2020-12-04,Nainital,8799,8135,442,176,46
2020-12-04,Pauri Garhwal,4334,3851,412,47,24
2020-12-04,Pithoragarh,2361,1984,353,24,0
2020-12-04,Rudraprayag,1885,1780,90,9,6
2020-12-04,Tehri Garhwal,3649,3282,296,13,58
2020-12-04,Total,76893,69831,4994,1273,795
2020-12-04,U.S. Nagar,10410,9866,334,103,107
2020-12-04,Uttarkashi,3078,2828,174,12,64
2020-12-05,Almora,2525,2176,285,17,47
2020-12-05,Bageshwar,1240,1059,171,10,0
2020-12-05,Chamoli,2843,2449,341,13,40
2020-12-05,Champawat,1441,1229,160,7,45
2020-12-05,Dehradun,22456,19795,1652,711,298
2020-12-05,Haridwar,12333,11604,508,136,85
2020-12-05,Nainital,8886,8174,486,178,48
2020-12-05,Pauri Garhwal,4367,3951,344,48,24
2020-12-05,Pithoragarh,2397,2014,359,24,0
2020-12-05,Rudraprayag,1894,1788,91,9,6
2020-12-05,Tehri Garhwal,3664,3328,260,13,63
2020-12-05,Total,77573,70288,5176,1281,828
2020-12-05,U.S. Nagar,10441,9868,363,103,107
2020-12-05,Uttarkashi,3086,2853,156,12,65
2020-12-06,Almora,2534,2179,290,17,48
2020-12-06,Bageshwar,1249,1088,151,10,0
2020-12-06,Chamoli,2862,2458,350,13,41
2020-12-06,Champawat,1444,1229,156,7,52
2020-12-06,Dehradun,22627,19937,1668,712,310
2020-12-06,Haridwar,12392,11605,566,136,85
2020-12-06,Nainital,8926,8195,504,179,48
2020-12-06,Pauri Garhwal,4395,3951,370,50,24
2020-12-06,Pithoragarh,2425,2014,387,24,0
2020-12-06,Rudraprayag,1907,1802,90,9,6
2020-12-06,Tehri Garhwal,3680,3331,268,13,68
2020-12-06,Total,77997,70634,5223,1285,855
2020-12-06,U.S. Nagar,10461,9986,265,103,107
2020-12-06,Uttarkashi,3095,2859,158,12,66
2020-12-07,Almora,2552,2196,289,17,50
2020-12-07,Bageshwar,1250,1088,152,10,0
2020-12-07,Chamoli,2899,2475,370,13,41
2020-12-07,Champawat,1456,1229,165,7,55
2020-12-07,Dehradun,22856,20082,1738,721,315
2020-12-07,Haridwar,12452,11723,505,136,88
2020-12-07,Nainital,8979,8265,486,180,48
2020-12-07,Pauri Garhwal,4420,3953,393,50,24
2020-12-07,Pithoragarh,2440,2076,340,24,0
2020-12-07,Rudraprayag,1911,1811,85,9,6
2020-12-07,Tehri Garhwal,3700,3334,278,13,75
2020-12-07,Total,78509,71105,5234,1295,875
2020-12-07,U.S. Nagar,10480,10013,257,103,107
2020-12-07,Uttarkashi,3114,2860,176,12,66
2020-12-08,Almora,2574,2235,271,18,50
2020-12-08,Bageshwar,1264,1088,165,11,0
2020-12-08,Chamoli,2916,2486,376,13,41
2020-12-08,Champawat,1467,1237,166,7,57
2020-12-08,Dehradun,23135,20231,1850,728,326
2020-12-08,Haridwar,12506,11757,523,137,89
2020-12-08,Nainital,9071,8353,488,182,48
2020-12-08,Pauri Garhwal,4435,3957,404,50,24
2020-12-08,Pithoragarh,2484,2121,339,24,0
2020-12-08,Rudraprayag,1920,1834,71,9,6
2020-12-08,Tehri Garhwal,3730,3359,280,13,78
2020-12-08,Total,79141,71541,5399,1307,894
2020-12-08,U.S. Nagar,10507,10013,284,103,107
2020-12-08,Uttarkashi,3132,2870,182,12,68
2020-12-09,Almora,2578,2236,274,18,50
2020-12-09,Bageshwar,1288,1111,165,12,0
2020-12-09,Chamoli,2946,2522,370,13,41
2020-12-09,Champawat,1474,1237,171,7,59
2020-12-09,Dehradun,23306,20400,1830,737,339
2020-12-09,Haridwar,12551,11793,529,137,92
2020-12-09,Nainital,9127,8438,457,184,48
2020-12-09,Pauri Garhwal,4487,3960,452,51,24
2020-12-09,Pithoragarh,2532,2124,384,24,0
2020-12-09,Rudraprayag,1936,1839,82,9,6
2020-12-09,Tehri Garhwal,3751,3370,288,13,80
2020-12-09,Total,79656,71966,5456,1320,914
2020-12-09,U.S. Nagar,10525,10058,257,103,107
2020-12-09,Uttarkashi,3155,2878,197,12,68
2020-12-10,Almora,2631,2236,327,18,50
2020-12-10,Bageshwar,1312,1116,183,13,0
2020-12-10,Chamoli,2997,2580,362,13,42
2020-12-10,Champawat,1491,1240,185,7,59
2020-12-10,Dehradun,23579,20605,1878,745,351
2020-12-10,Haridwar,12614,11827,557,138,92
2020-12-10,Nainital,9232,8486,512,185,49
2020-12-10,Pauri Garhwal,4524,4030,418,52,24
2020-12-10,Pithoragarh,2593,2194,375,24,0
2020-12-10,Rudraprayag,1991,1839,137,9,6
2020-12-10,Tehri Garhwal,3795,3384,315,13,83
2020-12-10,Total,80486,72479,5742,1332,933
2020-12-10,U.S. Nagar,10562,10058,294,103,107
2020-12-10,Uttarkashi,3165,2884,199,12,70
2020-12-11,Almora,2651,2253,330,18,50
2020-12-11,Bageshwar,1330,1119,198,13,0
2020-12-11,Chamoli,3054,2658,340,14,42
2020-12-11,Champawat,1491,1249,175,7,60
2020-12-11,Dehradun,23835,20795,1930,751,359
2020-12-11,Haridwar,12657,11882,544,138,93
2020-12-11,Nainital,9347,8493,618,185,51
2020-12-11,Pauri Garhwal,4603,4133,394,52,24
2020-12-11,Pithoragarh,2648,2222,401,25,0
2020-12-11,Rudraprayag,2009,1846,148,9,6
2020-12-11,Tehri Garhwal,3808,3391,319,13,85
2020-12-11,Total,81211,72987,5934,1341,949
2020-12-11,U.S. Nagar,10592,10058,324,103,107
2020-12-11,Uttarkashi,3186,2888,213,13,72
2020-12-12,Almora,2692,2258,362,21,51
2020-12-12,Bageshwar,1351,1141,197,13,0
2020-12-12,Chamoli,3082,2683,343,14,42
2020-12-12,Champawat,1501,1249,185,7,60
2020-12-12,Dehradun,24081,20965,1998,753,365
2020-12-12,Haridwar,12729,11935,563,138,93
2020-12-12,Nainital,9479,8503,737,188,51
2020-12-12,Pauri Garhwal,4640,4142,420,54,24
2020-12-12,Pithoragarh,2680,2222,433,25,0
2020-12-12,Rudraprayag,2034,1850,169,9,6
2020-12-12,Tehri Garhwal,3834,3424,310,13,87
2020-12-12,Total,81939,73422,6207,1351,959
2020-12-12,U.S. Nagar,10624,10151,263,103,107
2020-12-12,Uttarkashi,3212,2899,227,13,73
2020-12-13,Almora,2693,2264,356,21,52
2020-12-13,Bageshwar,1351,1153,185,13,0
2020-12-13,Chamoli,3106,2686,364,14,42
2020-12-13,Champawat,1507,1303,137,7,60
2020-12-13,Dehradun,24283,21229,1931,756,367
2020-12-13,Haridwar,12775,11935,609,138,93
2020-12-13,Nainital,9558,8518,801,188,51
2020-12-13,Pauri Garhwal,4663,4142,443,54,24
2020-12-13,Pithoragarh,2705,2222,458,25,0
2020-12-13,Rudraprayag,2043,1850,178,9,6
2020-12-13,Tehri Garhwal,3848,3424,323,14,87
2020-12-13,Total,82429,73818,6293,1355,963
2020-12-13,U.S. Nagar,10674,10176,288,103,107
2020-12-13,Uttarkashi,3223,2916,220,13,74
2020-12-14,Almora,2721,2268,380,21,52
2020-12-14,Bageshwar,1367,1168,186,13,0
2020-12-14,Chamoli,3145,2766,322,14,43
2020-12-14,Champawat,1514,1303,142,7,62
2020-12-14,Dehradun,24447,21446,1870,760,371
2020-12-14,Haridwar,12814,12020,560,139,95
2020-12-14,Nainital,9646,8598,809,188,51
2020-12-14,Pauri Garhwal,4743,4253,412,54,24
2020-12-14,Pithoragarh,2730,2270,435,25,0
2020-12-14,Rudraprayag,2054,1881,158,9,6
2020-12-14,Tehri Garhwal,3872,3440,328,14,90
2020-12-14,Total,83006,74525,6144,1361,976
2020-12-14,U.S. Nagar,10702,10191,300,104,107
2020-12-14,Uttarkashi,3251,2921,242,13,75
2020-12-15,Almora,2737,2311,349,21,56
2020-12-15,Bageshwar,1375,1171,191,13,0
2020-12-15,Chamoli,3162,2777,327,14,44
2020-12-15,Champawat,1527,1324,133,7,63
2020-12-15,Dehradun,24624,21586,1897,766,375
2020-12-15,Haridwar,12832,12077,517,140,98
2020-12-15,Nainital,9750,8675,834,190,51
2020-12-15,Pauri Garhwal,4760,4293,389,54,24
2020-12-15,Pithoragarh,2790,2331,434,25,0
2020-12-15,Rudraprayag,2058,1896,146,10,6
2020-12-15,Tehri Garhwal,3885,3459,319,15,92
2020-12-15,Total,83502,75049,6089,1372,992
2020-12-15,U.S. Nagar,10727,10223,293,104,107
2020-12-15,Uttarkashi,3275,2926,260,13,76
2020-12-16,Almora,2794,2374,339,21,60
2020-12-16,Bageshwar,1391,1182,196,13,0
2020-12-16,Chamoli,3188,2785,345,14,44
2020-12-16,Champawat,1548,1325,151,7,65
2020-12-16,Dehradun,24818,21897,1776,767,378
2020-12-16,Haridwar,12869,12110,518,140,101
2020-12-16,Nainital,9873,8708,923,190,52
2020-12-16,Pauri Garhwal,4778,4294,405,55,24
2020-12-16,Pithoragarh,2811,2333,452,26,0
2020-12-16,Rudraprayag,2061,1901,144,10,6
2020-12-16,Tehri Garhwal,3899,3466,325,15,93
2020-12-16,Total,84069,75547,6140,1375,1007
2020-12-16,U.S. Nagar,10747,10243,293,104,107
2020-12-16,Uttarkashi,3292,2929,273,13,77
2020-12-17,Almora,2842,2400,358,21,63
2020-12-17,Bageshwar,1413,1209,191,13,0
2020-12-17,Chamoli,3222,2836,326,14,46
2020-12-17,Champawat,1562,1334,152,8,68
2020-12-17,Dehradun,25012,22148,1711,773,380
2020-12-17,Haridwar,12905,12180,483,141,101
2020-12-17,Nainital,10000,8741,1016,191,52
2020-12-17,Pauri Garhwal,4778,4323,376,55,24
2020-12-17,Pithoragarh,2831,2401,404,26,0
2020-12-17,Rudraprayag,2079,1905,158,10,6
2020-12-17,Tehri Garhwal,3927,3506,310,15,96
2020-12-17,Total,84689,76223,6062,1384,1020
2020-12-17,U.S. Nagar,10787,10296,280,104,107
2020-12-17,Uttarkashi,3331,2944,297,13,77
2020-12-18,Almora,2859,2438,334,21,66
2020-12-18,Bageshwar,1432,1234,185,13,0
2020-12-18,Chamoli,3242,2843,338,14,47
2020-12-18,Champawat,1584,1334,171,8,71
2020-12-18,Dehradun,25168,22333,1671,782,382
2020-12-18,Haridwar,12957,12233,477,144,103
2020-12-18,Nainital,10127,8795,1089,191,52
2020-12-18,Pauri Garhwal,4798,4385,334,55,24
2020-12-18,Pithoragarh,2904,2401,475,28,0
2020-12-18,Rudraprayag,2088,1918,154,10,6
2020-12-18,Tehri Garhwal,3940,3529,299,15,97
2020-12-18,Total,85269,76770,6067,1399,1033
2020-12-18,U.S. Nagar,10819,10356,251,105,107
2020-12-18,Uttarkashi,3351,2971,289,13,78
2020-12-19,Almora,2877,2438,349,21,69
2020-12-19,Bageshwar,1437,1254,170,13,0
2020-12-19,Chamoli,3256,2878,315,14,49
2020-12-19,Champawat,1602,1360,163,8,71
2020-12-19,Dehradun,25367,22570,1624,789,384
2020-12-19,Haridwar,12986,12275,460,145,106
2020-12-19,Nainital,10252,8855,1153,192,52
2020-12-19,Pauri Garhwal,4833,4408,346,55,24
2020-12-19,Pithoragarh,2919,2443,448,28,0
2020-12-19,Rudraprayag,2106,1926,164,10,6
2020-12-19,Tehri Garhwal,3975,3539,324,15,97
2020-12-19,Total,85853,77326,6074,1408,1045
2020-12-19,U.S. Nagar,10859,10379,268,105,107
2020-12-19,Uttarkashi,3384,3001,290,13,80
2020-12-20,Almora,2899,2439,368,21,71
2020-12-20,Bageshwar,1441,1254,174,13,0
2020-12-20,Chamoli,3274,2891,317,14,52
2020-12-20,Champawat,1607,1360,168,8,71
2020-12-20,Dehradun,25555,22776,1600,793,386
2020-12-20,Haridwar,13017,12324,442,145,106
2020-12-20,Nainital,10325,8882,1198,193,52
2020-12-20,Pauri Garhwal,4850,4408,363,55,24
2020-12-20,Pithoragarh,2961,2443,490,28,0
2020-12-20,Rudraprayag,2122,1935,171,10,6
2020-12-20,Tehri Garhwal,3986,3539,334,15,98
2020-12-20,Total,86317,77673,6177,1413,1054
2020-12-20,U.S. Nagar,10878,10380,286,105,107
2020-12-20,Uttarkashi,3402,3042,266,13,81
2020-12-21,Almora,2911,2511,305,21,74
2020-12-21,Bageshwar,1448,1279,155,14,0
2020-12-21,Chamoli,3276,2947,262,14,53
2020-12-21,Champawat,1617,1392,146,8,71
2020-12-21,Dehradun,25712,23052,1466,803,391
2020-12-21,Haridwar,13048,12372,425,145,106
2020-12-21,Nainital,10438,9032,1160,194,52
2020-12-21,Pauri Garhwal,4861,4482,300,55,24
2020-12-21,Pithoragarh,2980,2536,416,28,0
2020-12-21,Rudraprayag,2136,1986,134,10,6
2020-12-21,Tehri Garhwal,4009,3601,292,15,101
