date,district_name,sessions_24h,sessions_total,citizen_24h,citizen_60_plus_24h,citizen_60_plus_dose1_total,citizen_45_to_59_24h,citizen_45_to_59_dose1_total,citizen_45_plus_dose1_total,citizen_45_plus_dose2_total,citizen_18_to_44_dose1_total,citizen_18_to_44_dose2_total,HCW_24h,HCW_dose1_total,HCW_dose2_total,FLW_24h,FLW_dose1_total,FLW_dose2_total
2021-04-26,Uttarkashi,35.0,,1474.0,,,,,64879.0,15375.0,,,10,3261,2997.0,30.0,3779.0,3046.0
2021-04-27,Almora,43.0,,3030.0,,,,,94920.0,14907.0,,,17,5795,4700.0,79.0,3751.0,2652.0
2021-04-27,Bageshwar,28.0,,1157.0,,,,,48671.0,7417.0,,,3,2357,2223.0,47.0,1535.0,1296.0
2021-04-27,Chamoli,23.0,,1293.0,,,,,74101.0,10881.0,,,9,3933,3655.0,-3.0,5636.0,3616.0
2021-04-27,Champawat,27.0,,2102.0,,,,,43519.0,3887.0,,,2,2154,1818.0,25.0,4017.0,2874.0
2021-04-27,Dehradun,108.0,,6692.0,,,,,285093.0,47431.0,,,195,33560,23874.0,128.0,19256.0,13362.0
2021-04-27,Haridwar,87.0,,4864.0,,,,,178341.0,23155.0,,,49,16694,11330.0,562.0,41890.0,25104.0
2021-04-27,Nainital,28.0,,2947.0,,,,,128388.0,21472.0,,,60,13250,9332.0,72.0,7758.0,5389.0
2021-04-27,Pauri,43.0,,3046.0,,,,,118121.0,14736.0,,,72,7415,5991.0,31.0,4901.0,3168.0
2021-04-27,Pithoragarh,31.0,,2051.0,,,,,54416.0,9196.0,,,6,3824,3315.0,96.0,6000.0,4775.0
2021-04-27,Rudraprayag,19.0,,1360.0,,,,,37509.0,4665.0,,,8,2233,1879.0,28.0,1751.0,1055.0
2021-04-27,Tehri,47.0,,3108.0,,,,,88375.0,12515.0,,,26,5935,5137.0,115.0,3546.0,2485.0
2021-04-27,Total,601.0,,37223.0,,,,,1358080.0,206289.0,,,518,111373,83631.0,1439.0,114475.0,74844.0
2021-04-27,US Nagar,79.0,,4152.0,,,,,141133.0,19845.0,,,64,10959,7376.0,220.0,10636.0,6002.0
2021-04-27,Uttarkashi,38.0,,1421.0,,,,,65493.0,16182.0,,,7,3264,3001.0,39.0,3798.0,3066.0
2021-04-28,Almora,16.0,,1916.0,,,,,96400.0,15343.0,,,60,5829,4726.0,6.0,3751.0,2658.0
2021-04-28,Bageshwar,29.0,,1427.0,,,,,49606.0,7909.0,,,0,2360,2220.0,1.0,1535.0,1297.0
2021-04-28,Chamoli,21.0,,1218.0,,,,,74706.0,11494.0,,,0,3947,3641.0,2.0,5636.0,3618.0
2021-04-28,Champawat,29.0,,1724.0,,,,,45074.0,4056.0,,,8,2159,1821.0,0.0,4017.0,2874.0
2021-04-28,Dehradun,109.0,,8056.0,,,,,290141.0,50439.0,,,685,33874,24245.0,10.0,19256.0,13372.0
2021-04-28,Haridwar,60.0,,4257.0,,,,,181077.0,24676.0,,,93,16753,11364.0,20.0,41890.0,25124.0
2021-04-28,Nainital,47.0,,3885.0,,,,,131271.0,22474.0,,,29,13252,9359.0,10.0,7758.0,5399.0
2021-04-28,Pauri,41.0,,3111.0,,,,,120207.0,15761.0,,,174,7516,6064.0,2.0,4901.0,3170.0
2021-04-28,Pithoragarh,24.0,,1411.0,,,,,55571.0,9452.0,,,0,3833,3306.0,0.0,6000.0,4775.0
2021-04-28,Rudraprayag,16.0,,997.0,,,,,38337.0,4834.0,,,19,2244,1887.0,1.0,1751.0,1056.0
2021-04-28,Tehri,36.0,,2000.0,,,,,89652.0,13238.0,,,0,5941,5131.0,1.0,3546.0,2486.0
2021-04-28,Total,506.0,,34763.0,,,,,1381572.0,217560.0,,,1068,111953,84119.0,67.0,114475.0,74911.0
2021-04-28,US Nagar,52.0,,3978.0,,,,,143609.0,21347.0,,,0,10951,7384.0,10.0,10636.0,6012.0
2021-04-28,Uttarkashi,26.0,,783.0,,,,,65921.0,16537.0,,,0,3294,2971.0,4.0,3798.0,3070.0
2021-04-29,Almora,34.0,,2549.0,,,,,98097.0,16195.0,,,0,5829,4726.0,212.0,3948.0,2673.0
2021-04-29,Bageshwar,29.0,,1166.0,,,,,50433.0,8248.0,,,19,2368,2231.0,195.0,1725.0,1302.0
2021-04-29,Chamoli,15.0,,1169.0,,,,,75340.0,12029.0,,,7,3935,3660.0,179.0,5739.0,3694.0
2021-04-29,Champawat,29.0,,1323.0,,,,,46122.0,4331.0,,,0,2159,1821.0,48.0,4047.0,2892.0
2021-04-29,Dehradun,109.0,,9724.0,,,,,295793.0,54511.0,,,0,33874,24245.0,851.0,19821.0,13658.0
2021-04-29,Haridwar,70.0,,4074.0,,,,,183484.0,26343.0,,,29,16726,11420.0,932.0,42318.0,25628.0
2021-04-29,Nainital,51.0,,5273.0,,,,,134773.0,24245.0,,,91,13266,9436.0,339.0,8014.0,5482.0
2021-04-29,Pauri,36.0,,3342.0,,,,,122263.0,17047.0,,,0,7516,6064.0,118.0,4949.0,3240.0
2021-04-29,Pithoragarh,20.0,,1649.0,,,,,56793.0,9879.0,,,23,3835,3327.0,131.0,6091.0,4815.0
2021-04-29,Rudraprayag,14.0,,1130.0,,,,,39104.0,5197.0,,,5,2242,1894.0,132.0,1825.0,1114.0
2021-04-29,Tehri,32.0,,2116.0,,,,,90929.0,14077.0,,,47,5958,5161.0,100.0,3615.0,2517.0
2021-04-29,Total,518.0,,37898.0,,,,,1405212.0,231818.0,,,364,111961,84475.0,3874.0,117007.0,76253.0
2021-04-29,US Nagar,48.0,,3061.0,,,,,145639.0,22378.0,,,133,10986,7482.0,470.0,10965.0,6153.0
2021-04-29,Uttarkashi,31.0,,1322.0,,,,,66442.0,17338.0,,,10,3267,3008.0,167.0,3950.0,3085.0
2021-04-30,Almora,34.0,,3198.0,,,,,100067.0,17423.0,,,0,5829,4726.0,130.0,4063.0,2688.0
2021-04-30,Bageshwar,29.0,,1603.0,,,,,51360.0,8924.0,,,2,2370,2231.0,158.0,1877.0,1308.0
2021-04-30,Chamoli,15.0,,1449.0,,,,,75956.0,12862.0,,,17,3944,3668.0,117.0,5839.0,3711.0
2021-04-30,Champawat,29.0,,1475.0,,,,,47264.0,4664.0,,,0,2159,1821.0,31.0,4074.0,2896.0
2021-04-30,Dehradun,109.0,,9741.0,,,,,301205.0,58840.0,,,160,33738,24541.0,430.0,20075.0,13834.0
2021-04-30,Haridwar,70.0,,3985.0,,,,,185883.0,27929.0,,,53,16739,11460.0,598.0,42682.0,25862.0
2021-04-30,Nainital,51.0,,6711.0,,,,,139052.0,26677.0,,,91,13287,9506.0,167.0,8129.0,5534.0
2021-04-30,Pauri,36.0,,2447.0,,,,,123627.0,18130.0,,,0,7516,6064.0,38.0,4966.0,3261.0
2021-04-30,Pithoragarh,20.0,,1447.0,,,,,57958.0,10161.0,,,9,3839,3332.0,40.0,6125.0,4821.0
2021-04-30,Rudraprayag,14.0,,1416.0,,,,,40021.0,5696.0,,,21,2256,1901.0,61.0,1866.0,1134.0
2021-04-30,Tehri,32.0,,1965.0,,,,,92040.0,14931.0,,,13,5967,5165.0,118.0,3709.0,2541.0
2021-04-30,Total,518.0,,41833.0,,,,,1429914.0,248949.0,,,522,111951,85007.0,2336.0,118634.0,76962.0
2021-04-30,US Nagar,48.0,,5071.0,,,,,148604.0,24484.0,,,143,11034,7577.0,377.0,11220.0,6275.0
2021-04-30,Uttarkashi,31.0,,1325.0,,,,,66877.0,18228.0,,,13,3273,3015.0,71.0,4009.0,3097.0
2021-05-01,Almora,18.0,,5274.0,,,,,101395.0,18171.0,,,0,5821,4734.0,266.0,4182.0,2705.0
2021-05-01,Bageshwar,15.0,,2328.0,,,,,51643.0,9366.0,,,7,2373,2233.0,272.0,1987.0,1312.0
2021-05-01,Chamoli,16.0,,3080.0,,,,,76592.0,13857.0,,,24,3946,3673.0,229.0,5908.0,3754.0
2021-05-01,Champawat,22.0,,2342.0,,,,,47712.0,5083.0,,,0,2160,1820.0,104.0,4131.0,2912.0
2021-05-01,Dehradun,37.0,,13785.0,,,,,303429.0,60660.0,,,375,33814,24680.0,550.0,20120.0,13909.0
2021-05-01,Haridwar,17.0,,5850.0,,,,,187035.0,28642.0,,,88,16754,11480.0,830.0,42840.0,25936.0
2021-05-01,Nainital,28.0,,10751.0,,,,,141316.0,28453.0,,,169,13323,9548.0,321.0,8256.0,5561.0
2021-05-01,Pauri,13.0,,3663.0,,,,,124282.0,18691.0,,,0,7516,6064.0,96.0,5010.0,3275.0
2021-05-01,Pithoragarh,16.0,,2277.0,,,,,58449.0,10500.0,,,14,3842,3334.0,103.0,6176.0,4833.0
2021-05-01,Rudraprayag,3.0,,2097.0,,,,,40347.0,6051.0,,,43,2271,1908.0,134.0,1914.0,1159.0
2021-05-01,Tehri,11.0,,2830.0,,,,,92418.0,15418.0,,,20,5968,5171.0,192.0,3776.0,2548.0
2021-05-01,Total,249.0,,65154.0,,,,,1441723.0,260461.0,,,945,112114,85267.0,4076.0,119967.0,77369.0
2021-05-01,US Nagar,26.0,,7497.0,,,,,149795.0,25719.0,,,169,11040,7597.0,804.0,11580.0,6342.0
2021-05-01,Uttarkashi,27.0,,3380.0,,,,,67310.0,19850.0,,,36,3286,3025.0,175.0,4087.0,3123.0
2021-05-03,Almora,12.0,,452.0,,,,,101952.0,18686.0,,,2,5822,4735.0,17.0,4316.0,2762.0
2021-05-03,Bageshwar,6.0,,205.0,,,,,51681.0,9720.0,,,0,2375,2236.0,15.0,2083.0,1350.0
2021-05-03,Chamoli,14.0,,862.0,,,,,76899.0,15082.0,,,1,3948,3675.0,23.0,6267.0,3979.0
2021-05-03,Champawat,22.0,,578.0,,,,,48039.0,5585.0,,,3,2162,1823.0,26.0,4493.0,3088.0
2021-05-03,Dehradun,34.0,,2434.0,,,,,304635.0,62163.0,,,65,33859,24727.0,102.0,20885.0,14319.0
2021-05-03,Haridwar,14.0,,518.0,,,,,185903.0,28061.0,,,6,16758,11488.0,41.0,44568.0,27145.0
2021-05-03,Nainital,12.0,,524.0,,,,,141829.0,28788.0,,,8,13332,9561.0,36.0,8661.0,5859.0
2021-05-03,Pauri,15.0,,470.0,,,,,124018.0,18784.0,,,25,7483,6066.0,28.0,5687.0,3643.0
2021-05-03,Pithoragarh,13.0,,588.0,,,,,58771.0,11052.0,,,2,3843,3337.0,10.0,6300.0,4931.0
2021-05-03,Rudraprayag,0.0,,0.0,,,,,40389.0,6140.0,,,0,2273,1908.0,0.0,1958.0,1177.0
2021-05-03,Tehri,8.0,,543.0,,,,,92273.0,15720.0,,,6,5975,5172.0,24.0,4213.0,2779.0
2021-05-03,Total,173.0,,8410.0,,,,,1443089.0,266894.0,,,135,112175,85377.0,396.0,126152.0,81105.0
2021-05-03,US Nagar,11.0,,598.0,,,,,149154.0,25824.0,,,14,11044,7615.0,59.0,12479.0,6860.0
2021-05-03,Uttarkashi,12.0,,638.0,,,,,67546.0,21289.0,,,3,3301,3034.0,15.0,4242.0,3213.0
2021-05-04,Almora,11.0,,402.0,,,,,102196.0,18844.0,,,1,5822,4736.0,83.0,4398.0,2763.0
2021-05-04,Bageshwar,2.0,,30.0,,,,,51685.0,9746.0,,,0,2375,2236.0,9.0,2092.0,1350.0
2021-05-04,Chamoli,8.0,,805.0,,,,,76995.0,15791.0,,,1,3948,3676.0,8.0,6268.0,3986.0
2021-05-04,Champawat,11.0,,630.0,,,,,48224.0,6030.0,,,1,2162,1824.0,35.0,4521.0,3095.0
2021-05-04,Dehradun,32.0,,6698.0,,,,,306878.0,66618.0,,,211,33942,24855.0,397.0,21138.0,14463.0
2021-05-04,Haridwar,32.0,,2987.0,,,,,187027.0,29924.0,,,34,16765,11515.0,378.0,44690.0,27401.0
2021-05-04,Nainital,24.0,,3650.0,,,,,143178.0,31089.0,,,44,13338,9599.0,88.0,8726.0,5882.0
2021-05-04,Pauri,21.0,,1347.0,,,,,124408.0,19741.0,,,36,7505,6080.0,47.0,5708.0,3669.0
2021-05-04,Pithoragarh,10.0,,681.0,,,,,59006.0,11498.0,,,3,3846,3337.0,27.0,6322.0,4936.0
2021-05-04,Rudraprayag,0.0,,553.0,,,,,40494.0,6588.0,,,4,2274,1911.0,32.0,1982.0,1185.0
2021-05-04,Tehri,14.0,,936.0,,,,,92506.0,16423.0,,,19,5981,5185.0,94.0,4273.0,2813.0
2021-05-04,Total,229.0,,23380.0,,,,,1450306.0,283057.0,,,423,112321,85654.0,1610.0,127056.0,81811.0
2021-05-04,US Nagar,36.0,,3023.0,,,,,150030.0,27971.0,,,61,11058,7662.0,381.0,12679.0,7041.0
2021-05-04,Uttarkashi,28.0,,1638.0,,,,,67679.0,22794.0,,,8,3305,3038.0,31.0,4259.0,3227.0
2021-05-05,Almora,28.0,,2526.0,,,,,102734.0,20832.0,,,12,5826,4744.0,121.0,4507.0,2775.0
2021-05-05,Bageshwar,37.0,,2153.0,,,,,52034.0,11550.0,,,6,2377,2240.0,83.0,2168.0,1357.0
2021-05-05,Chamoli,19.0,,1730.0,,,,,77228.0,17288.0,,,7,3948,3683.0,53.0,6275.0,4032.0
2021-05-05,Champawat,21.0,,696.0,,,,,48332.0,6618.0,,,4,2163,1827.0,41.0,4547.0,3110.0
2021-05-05,Dehradun,68.0,,7672.0,,,,,309120.0,72048.0,,,265,34027,25035.0,531.0,21545.0,14587.0
2021-05-05,Haridwar,41.0,,3080.0,,,,,188233.0,31798.0,,,45,16773,11552.0,625.0,45024.0,27692.0
2021-05-05,Nainital,37.0,,4405.0,,,,,144647.0,34025.0,,,50,13349,9638.0,98.0,8791.0,5915.0
2021-05-05,Pauri,41.0,,4015.0,,,,,125566.0,22598.0,,,44,7519,6110.0,96.0,5757.0,3716.0
2021-05-05,Pithoragarh,19.0,,1633.0,,,,,59570.0,12567.0,,,9,3849,3343.0,86.0,6397.0,4947.0
2021-05-05,Rudraprayag,28.0,,2055.0,,,,,41146.0,7991.0,,,9,2278,1916.0,88.0,2038.0,1217.0
2021-05-05,Tehri,25.0,,1706.0,,,,,92820.0,17815.0,,,25,5983,5208.0,82.0,4327.0,2841.0
2021-05-05,Total,432.0,,39108.0,,,,,1460763.0,311708.0,,,582,112488,86069.0,2578.0,128738.0,82707.0
2021-05-05,US Nagar,36.0,,4117.0,,,,,151366.0,30752.0,,,84,11081,7723.0,629.0,13067.0,7282.0
2021-05-05,Uttarkashi,32.0,,3320.0,,,,,67967.0,25826.0,,,22,3315,3050.0,45.0,4295.0,3236.0
2021-05-06,Almora,41.0,,4826.0,,,,,104192.0,24200.0,,,14,5829,4755.0,150.0,4648.0,2784.0
2021-05-06,Bageshwar,34.0,,2838.0,,,,,52507.0,13915.0,,,7,2380,2244.0,11.0,2174.0,1362.0
2021-05-06,Chamoli,31.0,,3658.0,,,,,77841.0,20333.0,,,6,3948,3689.0,38.0,6279.0,4066.0
2021-05-06,Champawat,25.0,,1263.0,,,,,48559.0,7654.0,,,3,2165,1828.0,160.0,4667.0,3150.0
2021-05-06,Dehradun,73.0,,9655.0,,,,,311662.0,79161.0,,,285,34126,25221.0,469.0,21896.0,14705.0
2021-05-06,Haridwar,61.0,,4204.0,,,,,189668.0,34567.0,,,88,16801,11612.0,624.0,45344.0,27996.0
2021-05-06,Nainital,36.0,,4405.0,,,,,146271.0,36806.0,,,66,13366,9687.0,112.0,8880.0,5938.0
2021-05-06,Pauri,35.0,,4222.0,,,,,126848.0,25538.0,,,52,7545,6136.0,93.0,5801.0,3765.0
2021-05-06,Pithoragarh,32.0,,2579.0,,,,,60490.0,14226.0,,,9,3852,3349.0,113.0,6492.0,4965.0
2021-05-06,Rudraprayag,30.0,,2928.0,,,,,42120.0,9945.0,,,17,2285,1926.0,48.0,2071.0,1232.0
2021-05-06,Tehri,30.0,,3716.0,,,,,93939.0,20412.0,,,28,5989,5230.0,184.0,4459.0,2893.0
2021-05-06,Total,493.0,,52502.0,,,,,1475292.0,349681.0,,,683,112723,86517.0,2700.0,130623.0,83522.0
2021-05-06,US Nagar,37.0,,4891.0,,,,,152956.0,34053.0,,,97,11114,7787.0,624.0,13552.0,7421.0
2021-05-06,Uttarkashi,28.0,,3317.0,,,,,68239.0,28871.0,,,11,3323,3053.0,74.0,4360.0,3245.0
2021-05-07,Almora,73.0,,2862.0,,,,,105020.0,26234.0,,,14,5834,4764.0,167.0,4804.0,2795.0
2021-05-07,Bageshwar,44.0,,2482.0,,,,,52939.0,15965.0,,,14,2391,2247.0,10.0,2182.0,1364.0
2021-05-07,Chamoli,35.0,,2155.0,,,,,78139.0,22190.0,,,2,3949,3690.0,18.0,6280.0,4083.0
2021-05-07,Champawat,31.0,,958.0,,,,,48754.0,8417.0,,,3,2167,1829.0,39.0,4699.0,3157.0
2021-05-07,Dehradun,91.0,,7147.0,,,,,313564.0,84406.0,,,137,34180,25304.0,247.0,22045.0,14803.0
2021-05-07,Haridwar,83.0,,2964.0,,,,,190757.0,36442.0,,,37,16815,11635.0,267.0,45437.0,28170.0
2021-05-07,Nainital,39.0,,2733.0,,,,,147220.0,38590.0,,,32,13379,9706.0,96.0,8959.0,5955.0
2021-05-07,Pauri,40.0,,2132.0,,,,,127423.0,27095.0,,,17,7554,6144.0,70.0,5855.0,3781.0
2021-05-07,Pithoragarh,46.0,,2053.0,,,,,61255.0,15514.0,,,5,3853,3353.0,96.0,6571.0,4982.0
2021-05-07,Rudraprayag,31.0,,1483.0,,,,,42682.0,10866.0,,,10,2288,1933.0,21.0,2086.0,1238.0
2021-05-07,Tehri,45.0,,3129.0,,,,,94724.0,22756.0,,,13,5991,5241.0,63.0,4490.0,2925.0
2021-05-07,Total,650.0,,34088.0,,,,,1484611.0,374450.0,,,325,112857,86708.0,1358.0,131476.0,84027.0
2021-05-07,US Nagar,75.0,,2804.0,,,,,153755.0,36058.0,,,38,11131,7808.0,241.0,13687.0,7527.0
2021-05-07,Uttarkashi,17.0,,1186.0,,,,,68379.0,29917.0,,,3,3325,3054.0,23.0,4381.0,3247.0
2021-05-08,Almora,73.0,,3209.0,,,,,106106.0,28357.0,,,13,5840,4771.0,135.0,4931.0,2803.0
2021-05-08,Bageshwar,43.0,,2836.0,,,,,53485.0,18255.0,,,4,2393,2249.0,27.0,2204.0,1369.0
2021-05-08,Chamoli,13.0,,1927.0,,,,,78482.0,23774.0,,,5,3950,3694.0,22.0,6281.0,4104.0
2021-05-08,Champawat,32.0,,1924.0,,,,,49226.0,9869.0,,,5,2171,1830.0,174.0,4848.0,3182.0
2021-05-08,Dehradun,88.0,,10168.0,,,,,316514.0,91624.0,,,353,34385,25452.0,426.0,22353.0,14921.0
2021-05-08,Haridwar,52.0,,4243.0,,,,,192362.0,39080.0,,,38,16825,11663.0,275.0,45538.0,28344.0
2021-05-08,Nainital,40.0,,4873.0,,,,,148931.0,41752.0,,,62,13405,9742.0,246.0,9182.0,5978.0
2021-05-08,Pauri,35.0,,2171.0,,,,,128165.0,28524.0,,,24,7566,6156.0,42.0,5888.0,3790.0
2021-05-08,Pithoragarh,53.0,,2159.0,,,,,62107.0,16821.0,,,10,3856,3360.0,79.0,6639.0,4993.0
2021-05-08,Rudraprayag,20.0,,2042.0,,,,,43312.0,12278.0,,,22,2304,1939.0,49.0,2119.0,1254.0
2021-05-08,Tehri,42.0,,3781.0,,,,,95651.0,25610.0,,,18,5997,5253.0,83.0,4553.0,2945.0
2021-05-08,Total,595.0,,45905.0,,,,,1498314.0,406652.0,,,654,113184,87035.0,1994.0,132888.0,84609.0
2021-05-08,US Nagar,73.0,,4337.0,,,,,155370.0,38780.0,,,83,11157,7865.0,361.0,13913.0,7662.0
2021-05-08,Uttarkashi,31.0,,2235.0,,,,,68603.0,31928.0,,,17,3335,3061.0,75.0,4439.0,3264.0
2021-05-09,Almora,57.0,,1257.0,,,,,106423.0,29297.0,,,2,5840,4773.0,75.0,4997.0,2812.0
2021-05-09,Bageshwar,19.0,,850.0,,,,,53585.0,19005.0,,,2,2394,2250.0,7.0,2210.0,1370.0
2021-05-09,Chamoli,10.0,,314.0,,,,,78529.0,24041.0,,,0,3950,3694.0,6.0,6281.0,4110.0
2021-05-09,Champawat,32.0,,945.0,,,,,49441.0,10599.0,,,1,2171,1831.0,119.0,4960.0,3189.0
2021-05-09,Dehradun,69.0,,6283.0,,,,,318426.0,95995.0,,,113,34425,25525.0,127.0,22409.0,14992.0
2021-05-09,Haridwar,48.0,,1655.0,,,,,193049.0,40048.0,,,15,16827,11676.0,274.0,45584.0,28572.0
2021-05-09,Nainital,39.0,,3060.0,,,,,150047.0,43696.0,,,16,13410,9753.0,210.0,9376.0,5994.0
2021-05-09,Pauri,16.0,,917.0,,,,,128732.0,28874.0,,,5,7569,6158.0,113.0,5999.0,3792.0
2021-05-09,Pithoragarh,48.0,,648.0,,,,,62299.0,17277.0,,,4,3856,3364.0,10.0,6647.0,4995.0
2021-05-09,Rudraprayag,26.0,,1241.0,,,,,43678.0,13153.0,,,6,2308,1941.0,36.0,2149.0,1260.0
2021-05-09,Tehri,7.0,,1062.0,,,,,95985.0,26338.0,,,4,5997,5257.0,11.0,4558.0,2951.0
2021-05-09,Total,458.0,,21426.0,,,,,1504988.0,421404.0,,,195,113249,87165.0,1234.0,133648.0,85083.0
2021-05-09,US Nagar,69.0,,1768.0,,,,,156027.0,39891.0,,,24,11165,7881.0,194.0,14015.0,7754.0
2021-05-09,Uttarkashi,18.0,,1426.0,,,,,68767.0,33190.0,,,3,3337,3062.0,52.0,4463.0,3292.0
2021-05-10,Almora,,,3749.0,,,,,107088.0,31458.0,923.0,,8,5843,4778.0,255.0,5237.0,2827.0
2021-05-10,Bageshwar,,,3584.0,,,,,54082.0,21178.0,914.0,,2,2395,2251.0,8.0,2215.0,1373.0
2021-05-10,Chamoli,,,4520.0,,,,,78999.0,27268.0,823.0,,5,3953,3696.0,45.0,6289.0,4147.0
2021-05-10,Champawat,,,2371.0,,,,,49901.0,12254.0,256.0,,0,2171,1831.0,85.0,5039.0,3195.0
2021-05-10,Dehradun,,,11886.0,,,,,321151.0,103230.0,1926.0,,199,34512,25637.0,201.0,22523.0,15079.0
2021-05-10,Haridwar,,,5305.0,,,,,194285.0,42441.0,1676.0,,44,16837,11710.0,313.0,45710.0,28759.0
2021-05-10,Nainital,,,5218.0,,,,,151506.0,46519.0,936.0,,36,13426,9773.0,373.0,9719.0,6024.0
2021-05-10,Pauri,,,4939.0,,,,,129652.0,31989.0,904.0,,36,7588,6175.0,156.0,6127.0,3820.0
2021-05-10,Pithoragarh,,,3388.0,,,,,63222.0,18694.0,1048.0,,9,3861,3368.0,52.0,6682.0,5012.0
2021-05-10,Rudraprayag,,,3010.0,,,,,44230.0,14740.0,871.0,,3,2311,1941.0,52.0,2172.0,1289.0
2021-05-10,Tehri,,,3729.0,,,,,96736.0,28402.0,914.0,,7,6000,5261.0,33.0,4576.0,2966.0
2021-05-10,Total,,,61028.0,,,,,1516918.0,456286.0,14216.0,,398,113414,87398.0,2353.0,135439.0,85645.0
2021-05-10,US Nagar,,,5142.0,,,,,156983.0,41946.0,2131.0,,37,11173,7910.0,714.0,14632.0,7851.0
2021-05-10,Uttarkashi,,,4187.0,,,,,69083.0,36167.0,894.0,,12,3344,3067.0,66.0,4518.0,3303.0
2021-05-11,Almora,,,2737.0,,,,,107734.0,33708.0,1814.0,,10,5846,4785.0,278.0,5491.0,2851.0
2021-05-11,Bageshwar,,,2940.0,,,,,54476.0,22864.0,1774.0,,4,2395,2255.0,13.0,2221.0,1380.0
2021-05-11,Chamoli,,,2606.0,,,,,79393.0,29511.0,1940.0,,4,3953,3700.0,55.0,6309.0,4182.0
2021-05-11,Champawat,,,1927.0,,,,,50185.0,13236.0,945.0,,5,2174,1833.0,147.0,5172.0,3209.0
2021-05-11,Dehradun,,,9979.0,,,,,323737.0,109076.0,3611.0,,193,34626,25716.0,277.0,22719.0,15160.0
2021-05-11,Haridwar,,,5257.0,,,,,195640.0,44910.0,3549.0,,51,16851,11747.0,340.0,45865.0,28944.0
2021-05-11,Nainital,,,4786.0,,,,,152758.0,48647.0,2465.0,,27,13438,9788.0,565.0,10262.0,6046.0
2021-05-11,Pauri,,,3430.0,,,,,130371.0,34375.0,1484.0,,15,7597,6181.0,109.0,6215.0,3841.0
2021-05-11,Pithoragarh,,,2581.0,,,,,63862.0,19714.0,2030.0,,8,3863,3374.0,82.0,6749.0,5027.0
2021-05-11,Rudraprayag,,,1838.0,,,,,44532.0,15452.0,1785.0,,8,2317,1943.0,34.0,2197.0,1298.0
2021-05-11,Tehri,,,3353.0,,,,,97278.0,30606.0,1766.0,,15,6011,5265.0,19.0,4581.0,2980.0
2021-05-11,Total,,,50195.0,,,,,1527068.0,483138.0,31236.0,,385,113605,87592.0,2456.0,137408.0,86132.0
2021-05-11,US Nagar,,,6358.0,,,,,157778.0,43388.0,6307.0,,38,11187,7934.0,491.0,15068.0,7906.0
2021-05-11,Uttarkashi,,,2403.0,,,,,69324.0,37651.0,1766.0,,7,3347,3071.0,46.0,4559.0,3308.0
2021-05-12,Almora,,,2427.0,,,,,108215.0,34608.0,2860.0,,6,5849,4788.0,399.0,5881.0,2860.0
2021-05-12,Bageshwar,,,1052.0,,,,,54620.0,22932.0,2614.0,,1,2396,2255.0,5.0,2224.0,1382.0
2021-05-12,Chamoli,,,1399.0,,,,,79532.0,29731.0,2980.0,,1,3953,3701.0,31.0,6335.0,4187.0
2021-05-12,Champawat,,,1553.0,,,,,50631.0,13410.0,1878.0,,7,2179,1835.0,166.0,5320.0,3227.0
2021-05-12,Dehradun,,,5015.0,,,,,325448.0,110455.0,5536.0,,184,34752,25774.0,459.0,23115.0,15223.0
2021-05-12,Haridwar,,,4045.0,,,,,196722.0,46025.0,5397.0,,28,16865,11761.0,287.0,46043.0,29053.0
2021-05-12,Nainital,,,3756.0,,,,,153723.0,49256.0,4647.0,,42,13464,9804.0,396.0,10642.0,6062.0
2021-05-12,Pauri,,,2745.0,,,,,131006.0,35284.0,2685.0,,26,7613,6191.0,229.0,6419.0,3866.0
2021-05-12,Pithoragarh,,,2051.0,,,,,64612.0,19921.0,3124.0,,3,3865,3375.0,94.0,6830.0,5040.0
2021-05-12,Rudraprayag,,,1745.0,,,,,44969.0,15753.0,2792.0,,7,2322,1945.0,41.0,2228.0,1308.0
2021-05-12,Tehri,,,2664.0,,,,,98032.0,31580.0,2702.0,,24,6027,5273.0,28.0,4595.0,2994.0
2021-05-12,Total,,,35725.0,,,,,1535930.0,491053.0,50184.0,,380,113844,87733.0,2826.0,139872.0,86494.0
2021-05-12,US Nagar,,,5657.0,,,,,158813.0,44039.0,10278.0,,43,11207,7957.0,629.0,15631.0,7972.0
2021-05-12,Uttarkashi,,,1616.0,,,,,69607.0,38059.0,2691.0,,8,3352,3074.0,62.0,4609.0,3320.0
2021-05-13,Almora,,,1460.0,,,,,108491.0,34823.0,3829.0,,6,5855,4788.0,276.0,6153.0,2864.0
2021-05-13,Bageshwar,,,891.0,,,,,54743.0,22984.0,3330.0,,5,2400,2256.0,18.0,2240.0,1384.0
2021-05-13,Chamoli,,,1393.0,,,,,79705.0,29850.0,4081.0,,2,3955,3701.0,32.0,6358.0,4196.0
2021-05-13,Champawat,,,1375.0,,,,,50925.0,13583.0,2786.0,,3,2180,1837.0,151.0,5442.0,3256.0
2021-05-13,Dehradun,,,4536.0,,,,,326722.0,111205.0,8048.0,,168,34858,25836.0,409.0,23484.0,15263.0
2021-05-13,Haridwar,,,3989.0,,,,,197812.0,47056.0,7265.0,,37,16878,11785.0,255.0,46183.0,29168.0
2021-05-13,Nainital,,,3318.0,,,,,154765.0,49673.0,6506.0,,37,13486,9819.0,646.0,11276.0,6074.0
